브랜드,구분,아이템명,채널명,TAG매출,실판매출,비중,할인율,YOY
M,아이템-채널,Headwear,기타,29760000,2357790,0,92.1,-98.0
M,아이템-채널,Headwear,대리점,1080354000,1044957060,9,3.3,54.1
M,아이템-채널,Headwear,면세점,5369762000,5369749630,44,0.0,5.8
M,아이템-채널,Headwear,백화점,1673114000,1570047660,13,6.2,49.5
M,아이템-채널,Headwear,사입,34976000,8744030,0,75.0,-85.5
M,아이템-채널,Headwear,자사몰,505446000,433159949,4,14.3,218.4
M,아이템-채널,Headwear,제휴몰,1313745000,1313454300,11,0.0,131.3
M,아이템-채널,Headwear,직영몰,178836000,173560430,1,2.9,4.7
M,아이템-채널,Headwear,직영점(가두),1296135000,1258661690,10,2.9,204.1
M,아이템,Shoes,전체,9250347000,6106797349,20,34.0,27.7
M,아이템-채널,Shoes,RF,719859000,608354270,10,15.5,68.0
M,아이템-채널,Shoes,기타,2409454000,3334010,0,99.9,-73.4
M,아이템-채널,Shoes,대리점,1891991000,1751889620,29,7.4,59.7
M,아이템-채널,Shoes,면세점,1230232000,1056933380,17,14.1,11.6
M,아이템-채널,Shoes,백화점,2087207000,1859835030,30,10.9,23.6
M,아이템-채널,Shoes,사입,26483000,6620800,0,75.0,-94.5
M,아이템-채널,Shoes,자사몰,176357000,142711809,2,19.1,-4.5
M,아이템-채널,Shoes,제휴몰,241986000,220717720,4,8.8,-18.9
M,아이템-채널,Shoes,직영몰,83955000,78751740,1,6.2,-13.6
M,아이템-채널,Shoes,직영점(가두),382823000,377648970,6,1.4,67.3
M,아이템,과시즌의류,전체,975995000,260082883,1,73.4,-53.8
M,아이템-채널,과시즌의류,RF,2359000,2243530,1,4.9,-34.2
M,아이템-채널,과시즌의류,기타,375301000,387500,0,99.9,-93.5
M,아이템-채널,과시즌의류,대리점,32055000,26525410,10,17.3,22.9
M,아이템-채널,과시즌의류,면세점,73273000,73273000,28,0.0,-21.0
M,아이템-채널,과시즌의류,백화점,29770000,17922700,7,39.8,-78.5
M,아이템-채널,과시즌의류,사입,406275000,101568570,39,75.0,-63.9
M,아이템-채널,과시즌의류,자사몰,25405000,17904053,7,29.5,-0.5
M,아이템-채널,과시즌의류,제휴몰,25627000,16206520,6,36.8,-66.8
M,아이템-채널,과시즌의류,직영몰,5003000,3124600,1,37.5,-32.2
M,아이템-채널,과시즌의류,직영점(가두),927000,927000,0,0.0,-73.8
M,아이템,당시즌의류,전체,10589513000,9514583451,31,10.2,0.6
M,아이템-채널,당시즌의류,RF,479724000,425538140,4,11.3,-8.2
M,아이템-채널,당시즌의류,기타,13490000,7017460,0,48.0,-67.2
M,아이템-채널,당시즌의류,대리점,1927463000,1746283600,18,9.4,-6.5
M,아이템-채널,당시즌의류,면세점,3174475000,2682676700,28,15.5,8.1
M,아이템-채널,당시즌의류,백화점,2637046000,2368837720,25,10.2,-17.5
M,아이템-채널,당시즌의류,자사몰,362545000,329648691,3,9.1,27.7
M,아이템-채널,당시즌의류,제휴몰,941870000,941869790,10,0.0,22.2
M,아이템-채널,당시즌의류,직영몰,313135000,290263920,3,7.3,17.2
M,아이템-채널,당시즌의류,직영점(가두),739765000,722447430,8,2.3,50.7
M,아이템,차시즌의류,전체,306185000,296153268,1,3.3,-57.6
M,아이템-채널,차시즌의류,RF,12956000,11587090,4,10.6,18.4
M,아이템-채널,차시즌의류,기타,445000,222500,0,50.0,-50.6
M,아이템-채널,차시즌의류,대리점,32251000,29478240,10,8.6,-52.9
M,아이템-채널,차시즌의류,면세점,192607000,192606400,65,0.0,-59.3
M,아이템-채널,차시즌의류,백화점,35125000,30177300,10,14.1,-71.3
M,아이템-채널,차시즌의류,자사몰,5007000,4674058,2,6.6,-52.6
M,아이템-채널,차시즌의류,제휴몰,1128000,1128000,0,0.0,-51.6
M,아이템-채널,차시즌의류,직영몰,1911000,1757950,1,8.0,-78.8
M,아이템-채널,차시즌의류,직영점(가두),24755000,24521730,8,0.9,-8.3
ST,아이템,Acc_etc,전체,19094700,8974050,2,53.0,-43.2
ST,아이템-채널,Acc_etc,기타,8026800,28050,0,99.7,-84.8
ST,아이템-채널,Acc_etc,면세점,2592500,2348010,26,9.4,-25.9
ST,아이템-채널,Acc_etc,백화점,185000,168000,2,9.2,-91.5
ST,아이템-채널,Acc_etc,아울렛,1405400,1236510,14,12.0,-16.8
ST,아이템-채널,Acc_etc,자사몰,1904600,1657520,18,13.0,-68.7
ST,아이템-채널,Acc_etc,제휴몰,978800,944000,11,3.6,-42.9
ST,아이템-채널,Acc_etc,직영몰,3433800,2025660,23,41.0,-0.9
ST,아이템-채널,Acc_etc,직영점(가두),567800,566300,6,0.3,100.0
ST,아이템,Bag,전체,27465000,12550980,2,54.3,-50.7
ST,아이템-채널,Bag,기타,7380000,0,0,100.0,-100.0
ST,아이템-채널,Bag,면세점,1950000,1608600,13,17.5,-58.3
ST,아이템-채널,Bag,백화점,358000,340100,3,5.0,-89.3
ST,아이템-채널,Bag,아울렛,6057000,2496800,20,58.8,682.3
ST,아이템-채널,Bag,자사몰,993000,935420,7,5.8,-85.8
ST,아이템-채널,Bag,제휴몰,4722000,2800800,22,40.7,-51.5
ST,아이템-채널,Bag,직영몰,4722000,3248060,26,31.2,-13.4
ST,아이템-채널,Bag,직영점(가두),1283000,1121200,9,12.6,100.0
ST,아이템,Headwear,전체,18727000,15348060,3,18.0,-29.6
ST,아이템-채널,Headwear,기타,640000,0,0,100.0,-100.0
ST,아이템-채널,Headwear,면세점,1773000,1601600,10,9.7,-34.8
ST,아이템-채널,Headwear,백화점,659000,616700,4,6.4,-82.9
ST,아이템-채널,Headwear,아울렛,2313000,1761480,11,23.8,54.5
ST,아이템-채널,Headwear,자사몰,2686000,2361800,15,12.1,-73.2
ST,아이템-채널,Headwear,제휴몰,3111000,2975900,19,4.3,5.1
ST,아이템-채널,Headwear,직영몰,5744000,4308280,28,25.0,53.2
ST,아이템-채널,Headwear,직영점(가두),1801000,1722300,11,4.4,100.0
ST,아이템,Shoes,전체,87320000,30105700,6,65.5,12.4
ST,아이템-채널,Shoes,기타,5466000,0,0,100.0,-100.0
ST,아이템-채널,Shoes,면세점,10696000,3920840,13,63.3,-22.3
ST,아이템-채널,Shoes,백화점,199000,179100,1,10.0,-94.1
ST,아이템-채널,Shoes,아울렛,6702000,1305480,4,80.5,29.0
ST,아이템-채널,Shoes,자사몰,-4356000,1087960,4,125.0,-87.4
ST,아이템-채널,Shoes,제휴몰,64657000,20623200,69,68.1,288.7
ST,아이템-채널,Shoes,직영몰,3429000,2561620,9,25.3,-28.0
ST,아이템-채널,Shoes,직영점(가두),527000,427500,1,18.9,100.0
ST,아이템,과시즌의류,전체,577701000,268096260,53,53.6,-10.3
ST,아이템-채널,과시즌의류,기타,49403000,259860,0,99.5,-33.1
ST,아이템-채널,과시즌의류,면세점,19810000,15209090,6,23.2,-68.7
ST,아이템-채널,과시즌의류,백화점,5233000,3248150,1,37.9,-84.7
ST,아이템-채널,과시즌의류,아울렛,139467000,64364230,24,53.8,-29.5
ST,아이템-채널,과시즌의류,자사몰,31180000,19569570,7,37.2,-80.4
ST,아이템-채널,과시즌의류,제휴몰,233429000,108178100,40,53.7,231.7
ST,아이템-채널,과시즌의류,직영몰,72994000,39116060,15,46.4,760.0
ST,아이템-채널,과시즌의류,직영점(가두),26185000,18151200,7,30.7,100.0
ST,아이템,당시즌의류,전체,207860000,164085990,33,21.1,-62.3
ST,아이템-채널,당시즌의류,기타,188000,75440,0,59.9,-91.8
ST,아이템-채널,당시즌의류,면세점,52571000,47396280,29,9.8,-21.8
ST,아이템-채널,당시즌의류,백화점,3937000,3558200,2,9.6,-94.7
ST,아이템-채널,당시즌의류,아울렛,1561000,1391900,1,10.8,-84.0
ST,아이템-채널,당시즌의류,자사몰,32953000,30041990,18,8.8,-85.2
ST,아이템-채널,당시즌의류,제휴몰,13718000,13718000,8,0.0,-65.6
ST,아이템-채널,당시즌의류,직영몰,74944000,41734280,25,44.3,-23.2
ST,아이템-채널,당시즌의류,직영점(가두),27988000,26169900,16,6.5,100.0
ST,아이템,차시즌의류,전체,6711000,5100960,1,24.0,152.0
ST,아이템-채널,차시즌의류,면세점,1182000,1052900,21,10.9,100.0
ST,아이템-채널,차시즌의류,백화점,288000,259200,5,10.0,-55.9
ST,아이템-채널,차시즌의류,자사몰,833000,757560,15,9.1,-9.2
ST,아이템-채널,차시즌의류,제휴몰,506000,506000,10,0.0,264.0
ST,아이템-채널,차시즌의류,직영몰,3237000,1860300,36,42.5,301.9
ST,아이템-채널,차시즌의류,직영점(가두),665000,665000,13,0.0,100.0
V,아이템,Acc_etc,전체,35439000,27901540,0,21.3,235.9
V,아이템-채널,Acc_etc,기타,924000,0,0,100.0,0.0
V,아이템-채널,Acc_etc,백화점,15634000,13925700,50,10.9,757.5
V,아이템-채널,Acc_etc,아울렛,3247000,2354670,8,27.5,133.4
V,아이템-채널,Acc_etc,자사몰,6420000,3954970,14,38.4,158.4
V,아이템-채널,Acc_etc,제휴몰,8084000,6551200,23,19.0,59.5
V,아이템-채널,Acc_etc,직영몰,150000,135000,0,10.0,275.0
V,아이템-채널,Acc_etc,직영점(가두),980000,980000,4,0.0,100.0
V,아이템,Bag,전체,77250000,64456900,1,16.6,16.0
V,아이템-채널,Bag,기타,1910000,0,0,100.0,-100.0
V,아이템-채널,Bag,백화점,39880000,35276310,55,11.5,78.8
V,아이템-채널,Bag,아울렛,2970000,1387800,2,53.3,-83.7
V,아이템-채널,Bag,자사몰,6680000,5741190,9,14.1,-36.4
V,아이템-채널,Bag,제휴몰,18950000,15756000,24,16.9,7.1
V,아이템-채널,Bag,직영몰,4600000,4035600,6,12.3,22.2
V,아이템-채널,Bag,직영점(가두),2260000,2260000,4,0.0,100.0
V,아이템,Headwear,전체,51052000,36833900,1,27.9,76.5
V,아이템-채널,Headwear,기타,3270000,86560,0,97.4,100.0
V,아이템-채널,Headwear,백화점,18650000,15784090,43,15.4,102.1
V,아이템-채널,Headwear,아울렛,4176000,2666520,7,36.1,-20.4
V,아이템-채널,Headwear,자사몰,8486000,5431530,15,36.0,155.5
V,아이템-채널,Headwear,제휴몰,13180000,9792200,27,25.7,62.1
V,아이템-채널,Headwear,직영몰,2170000,1953000,5,10.0,27.4
V,아이템-채널,Headwear,직영점(가두),1120000,1120000,3,0.0,100.0
V,아이템,Shoes,전체,327083000,285170050,4,12.8,28.1
V,아이템-채널,Shoes,기타,9166000,0,0,100.0,-100.0
V,아이템-채널,Shoes,백화점,74039000,66375360,23,10.4,14.3
V,아이템-채널,Shoes,아울렛,24438000,14373470,5,41.2,-46.9
V,아이템-채널,Shoes,자사몰,69871000,62568490,22,10.5,39.0
V,아이템-채널,Shoes,제휴몰,135685000,128772630,45,5.1,59.1
V,아이템-채널,Shoes,직영몰,8039000,7235100,3,10.0,-31.3
V,아이템-채널,Shoes,직영점(가두),5845000,5845000,2,0.0,100.0
V,아이템,과시즌의류,전체,2559697000,1242362300,19,51.5,30.8
V,아이템-채널,과시즌의류,기타,203109000,979140,0,99.5,-97.7
V,아이템-채널,과시즌의류,백화점,416600000,214444810,17,48.5,5.5
V,아이템-채널,과시즌의류,아울렛,1238128000,560506000,45,54.7,28.3
V,아이템-채널,과시즌의류,자사몰,54620000,27003860,2,50.6,-37.6
V,아이템-채널,과시즌의류,제휴몰,634570000,430889990,35,32.1,172.3
V,아이템-채널,과시즌의류,직영몰,12010000,7878500,1,34.4,-88.1
V,아이템-채널,과시즌의류,직영점(가두),660000,660000,0,0.0,100.0
V,아이템,당시즌의류,전체,5196150000,4653290010,71,10.4,101.8
V,아이템-채널,당시즌의류,기타,1090000,201620,0,81.5,-99.3
V,아이템-채널,당시즌의류,백화점,3336570000,2950816590,63,11.6,127.1
V,아이템-채널,당시즌의류,아울렛,421540000,369778500,8,12.3,29.2
V,아이템-채널,당시즌의류,자사몰,422420000,376696520,8,10.8,96.4
V,아이템-채널,당시즌의류,제휴몰,506640000,505656980,11,0.2,128.9
V,아이템-채널,당시즌의류,직영몰,461800000,404188800,9,12.5,45.1
V,아이템-채널,당시즌의류,직영점(가두),46090000,45951000,1,0.3,100.0
V,아이템,차시즌의류,전체,250320000,226337990,3,9.6,98.4
V,아이템-채널,차시즌의류,백화점,178270000,158916990,70,10.9,80.9
V,아이템-채널,차시즌의류,아울렛,2180000,1962000,1,10.0,100.0
V,아이템-채널,차시즌의류,자사몰,20710000,18381000,8,11.2,330.8
V,아이템-채널,차시즌의류,제휴몰,25070000,25070000,11,0.0,732.9
V,아이템-채널,차시즌의류,직영몰,20820000,18738000,8,10.0,7.4
V,아이템-채널,차시즌의류,직영점(가두),3270000,3270000,1,0.0,100.0
W,아이템,Acc_etc,전체,245000,106210,0,56.6,-94.5
W,아이템-채널,Acc_etc,기타,23000,0,0,100.0,0.0
W,아이템-채널,Acc_etc,자사몰,176000,88210,83,49.9,0.2
W,아이템-채널,Acc_etc,제휴몰,46000,18000,17,60.9,-83.6
W,아이템,Bag,전체,17069000,4203716,4,75.4,-19.0
W,아이템-채널,Bag,기타,795000,0,0,100.0,0.0
W,아이템-채널,Bag,자사몰,9259000,2238716,53,75.8,210.6
W,아이템-채널,Bag,제휴몰,7015000,1965000,47,72.0,210.6
W,아이템,Headwear,전체,23727000,5520880,6,76.7,-41.9
W,아이템-채널,Headwear,기타,1595000,0,0,100.0,-100.0
W,아이템-채널,Headwear,자사몰,15126000,3840880,70,74.6,736.8
W,아이템-채널,Headwear,제휴몰,7006000,1680000,30,76.0,19.3
W,아이템,Shoes,전체,52240000,13195550,14,74.7,-59.8
W,아이템-채널,Shoes,기타,2904000,0,0,100.0,-100.0
W,아이템-채널,Shoes,자사몰,26280000,6679550,51,74.6,1.6
W,아이템-채널,Shoes,제휴몰,23056000,6516000,49,71.7,-12.4
W,아이템,과시즌의류,전체,302423000,73883221,76,75.6,10.9
W,아이템-채널,과시즌의류,기타,21482000,0,0,100.0,-100.0
W,아이템-채널,과시즌의류,자사몰,160562000,38616221,52,75.9,90.2
W,아이템-채널,과시즌의류,제휴몰,120379000,35267000,48,70.7,71.1
W,아이템,당시즌의류,전체,196000,117623,0,40.0,-99.9
W,아이템-채널,당시즌의류,자사몰,98000,79623,68,18.8,-99.6
W,아이템-채널,당시즌의류,제휴몰,98000,38000,32,61.2,-99.9
X,아이템,Acc_etc,전체,1154176000,882076620,2,23.6,-3.5
X,아이템-채널,Acc_etc,기타,2164000,27300,0,98.7,-88.6
X,아이템-채널,Acc_etc,대리점,260260000,212086970,24,18.5,-2.3
X,아이템-채널,Acc_etc,면세점,11515000,5910490,1,48.7,862.6
X,아이템-채널,Acc_etc,백화점,333103000,230795100,26,30.7,-5.8
X,아이템-채널,Acc_etc,사입,59000,7670,0,87.0,100.0
X,아이템-채널,Acc_etc,아울렛,82476000,45819800,5,44.4,79.9
X,아이템-채널,Acc_etc,자사몰,43563000,32489120,4,25.4,-11.2
X,아이템-채널,Acc_etc,제휴몰,396346000,331761180,38,16.3,-11.4
X,아이템-채널,Acc_etc,직영몰,11220000,10510930,1,6.3,-9.5
X,아이템-채널,Acc_etc,직영점(가두),13470000,12668060,1,6.0,286.3
X,아이템,Bag,전체,2501700000,1864698278,3,25.5,12.4
X,아이템-채널,Bag,기타,11952000,194860,0,98.4,-82.8
X,아이템-채널,Bag,대리점,538255000,457417010,25,15.0,-7.3
X,아이템-채널,Bag,면세점,84279000,63204440,3,25.0,-67.2
X,아이템-채널,Bag,백화점,1030871000,736660230,40,28.5,48.0
X,아이템-채널,Bag,사입,79000,10270,0,87.0,100.0
X,아이템-채널,Bag,아울렛,307253000,222644590,12,27.5,11.0
X,아이템-채널,Bag,자사몰,100714000,79713958,4,20.9,3.0
X,아이템-채널,Bag,제휴몰,383002000,261894630,14,31.6,78.5
X,아이템-채널,Bag,직영몰,31662000,29639260,2,6.4,-30.5
X,아이템-채널,Bag,직영점(가두),13633000,13319030,1,2.3,88.9
X,아이템,Headwear,전체,763618000,524713020,1,31.3,19.8
X,아이템-채널,Headwear,기타,19626000,56700,0,99.7,-93.4
X,아이템-채널,Headwear,대리점,260832000,222834620,42,14.6,7.2
X,아이템-채널,Headwear,면세점,22109000,15172470,3,31.4,100.9
X,아이템-채널,Headwear,백화점,178029000,120411970,23,32.4,27.9
X,아이템-채널,Headwear,사입,767000,99710,0,87.0,100.0
X,아이템-채널,Headwear,아울렛,109365000,54271750,10,50.4,-19.4
X,아이템-채널,Headwear,자사몰,20610000,16693850,3,19.0,-18.2
X,아이템-채널,Headwear,제휴몰,125341000,69307250,13,44.7,163.1
X,아이템-채널,Headwear,직영몰,11916000,11210290,2,5.9,4.0
X,아이템-채널,Headwear,직영점(가두),15023000,14654410,3,2.5,488.2
X,아이템,Shoes,전체,5847913000,4345271819,7,25.7,-7.4
X,아이템-채널,Shoes,기타,341264000,6786660,0,98.0,-27.2
X,아이템-채널,Shoes,대리점,1142365000,1008867470,23,11.7,-26.9
X,아이템-채널,Shoes,면세점,353464000,269329970,6,23.8,7.3
X,아이템-채널,Shoes,백화점,1543340000,1154409610,27,25.2,-1.9
X,아이템-채널,Shoes,아울렛,431297000,292020270,7,32.3,-32.4
X,아이템-채널,Shoes,자사몰,484064000,381198839,9,21.3,-3.4
X,아이템-채널,Shoes,제휴몰,1391892000,1085277920,25,22.0,20.4
X,아이템-채널,Shoes,직영몰,116965000,106950190,2,8.6,-17.9
X,아이템-채널,Shoes,직영점(가두),43262000,40430890,1,6.5,169.9
X,아이템,과시즌의류,전체,25928935000,12999610176,22,49.9,-17.7
X,아이템-채널,과시즌의류,기타,987430000,2831230,0,99.7,-94.0
X,아이템-채널,과시즌의류,대리점,2742088000,1653362140,13,39.7,-27.9
X,아이템-채널,과시즌의류,면세점,838000,546700,0,34.8,-9.2
X,아이템-채널,과시즌의류,백화점,6329784000,3366608200,26,46.8,-13.0
X,아이템-채널,과시즌의류,사입,2015043000,261955570,2,87.0,100.0
X,아이템-채널,과시즌의류,아울렛,11621423000,6421208470,49,44.7,-23.0
X,아이템-채널,과시즌의류,자사몰,471000,428676,0,9.0,-99.2
X,아이템-채널,과시즌의류,제휴몰,2206882000,1277567690,10,42.1,9.8
X,아이템-채널,과시즌의류,직영몰,22409000,13412300,0,40.1,-66.4
X,아이템-채널,과시즌의류,직영점(가두),2567000,1689200,0,34.2,94.3
X,아이템,당시즌의류,전체,42465966000,37864905080,65,10.8,-11.1
X,아이템-채널,당시즌의류,기타,59327000,18804550,0,68.3,-21.5
X,아이템-채널,당시즌의류,대리점,15252213000,13293885150,35,12.8,-15.8
X,아이템-채널,당시즌의류,면세점,2574286000,2415533270,6,6.2,-17.1
X,아이템-채널,당시즌의류,백화점,11247999000,9952458280,26,11.5,-14.5
X,아이템-채널,당시즌의류,아울렛,4991403000,4432667230,12,11.2,-0.7
X,아이템-채널,당시즌의류,자사몰,2295430000,2009114440,5,12.5,-8.2
X,아이템-채널,당시즌의류,제휴몰,4156080000,3997346640,11,3.8,0.9
X,아이템-채널,당시즌의류,직영몰,1338222000,1221824380,3,8.7,-11.9
X,아이템-채널,당시즌의류,직영점(가두),551006000,523271140,1,5.0,134.5
