브랜드,구분,아이템명,채널명,TAG매출,실판매출,비중,할인율,YOY
I,아이템-채널,Headwear,제휴몰,66926000,66879490,13,0.1,15.6
I,아이템-채널,Headwear,직영몰,34456000,33090400,6,4.0,10.0
I,아이템-채널,Headwear,직영점(가두),16770000,16742950,3,0.2,-2.4
I,아이템,Shoes,전체,1176254000,976952641,19,16.9,21.7
I,아이템-채널,Shoes,기타,86888000,220500,0,99.7,-78.6
I,아이템-채널,Shoes,대리점,115832000,110430020,11,4.7,14.8
I,아이템-채널,Shoes,면세점,34630000,34630000,4,0.0,-52.7
I,아이템-채널,Shoes,백화점,472567000,445918990,46,5.6,14.1
I,아이템-채널,Shoes,사입,89454000,22356850,2,75.0,-3.0
I,아이템-채널,Shoes,자사몰,67377000,57780061,6,14.2,35.1
I,아이템-채널,Shoes,제휴몰,218595000,218364530,22,0.1,78.7
I,아이템-채널,Shoes,직영몰,73708000,70048690,7,5.0,89.4
I,아이템-채널,Shoes,직영점(가두),17203000,17203000,2,0.0,2.6
I,아이템,과시즌의류,전체,546662000,122064530,2,77.7,-33.3
I,아이템-채널,과시즌의류,기타,148221000,515390,0,99.7,12.1
I,아이템-채널,과시즌의류,대리점,531000,483410,0,9.0,656.5
I,아이템-채널,과시즌의류,면세점,236000,236000,0,0.0,100.0
I,아이템-채널,과시즌의류,백화점,22339000,11802700,10,47.2,-87.7
I,아이템-채널,과시즌의류,사입,361230000,96962100,79,73.2,29.7
I,아이템-채널,과시즌의류,자사몰,2783000,2263290,2,18.7,-731.1
I,아이템-채널,과시즌의류,제휴몰,7380000,6905500,6,6.4,-41.0
I,아이템-채널,과시즌의류,직영몰,3175000,2129140,2,32.9,100.0
I,아이템-채널,과시즌의류,직영점(가두),767000,767000,1,0.0,100.0
I,아이템,당시즌의류,전체,2491523000,2363750650,46,5.1,-7.9
I,아이템-채널,당시즌의류,기타,21768000,6795930,0,68.8,55.4
I,아이템-채널,당시즌의류,대리점,439593000,413471520,17,5.9,10.5
I,아이템-채널,당시즌의류,면세점,189235000,189235000,8,0.0,-44.9
I,아이템-채널,당시즌의류,백화점,1120985000,1054459560,45,5.9,-18.6
I,아이템-채널,당시즌의류,자사몰,130171000,116574510,5,10.4,19.6
I,아이템-채널,당시즌의류,제휴몰,424307000,424307000,18,0.0,39.1
I,아이템-채널,당시즌의류,직영몰,105837000,99421130,4,6.1,10.5
I,아이템-채널,당시즌의류,직영점(가두),59627000,59486000,3,0.2,4.7
I,아이템,차시즌의류,전체,9687000,8990050,0,7.2,-75.2
I,아이템-채널,차시즌의류,대리점,1314000,1202810,13,8.5,-63.5
I,아이템-채널,차시즌의류,백화점,7022000,6543320,73,6.8,-70.6
I,아이템-채널,차시즌의류,직영몰,1232000,1124920,13,8.7,-68.7
I,아이템-채널,차시즌의류,직영점(가두),119000,119000,1,0.0,-93.1
M,아이템,Acc_etc,전체,223293100,203173622,1,9.0,7.0
M,아이템-채널,Acc_etc,RF,13293500,11463450,6,13.8,85.9
M,아이템-채널,Acc_etc,기타,1230900,178780,0,85.5,-88.8
M,아이템-채널,Acc_etc,대리점,35124700,30841930,15,12.2,-27.8
M,아이템-채널,Acc_etc,면세점,56750500,56750620,28,-0.0,-16.8
M,아이템-채널,Acc_etc,백화점,66727200,58607060,29,12.2,72.4
M,아이템-채널,Acc_etc,자사몰,7843300,6174272,3,21.3,76.3
M,아이템-채널,Acc_etc,제휴몰,13819700,11527190,6,16.6,-3.6
M,아이템-채널,Acc_etc,직영몰,3103200,2580110,1,16.9,-28.2
M,아이템-채널,Acc_etc,직영점(가두),25400100,25050210,12,1.4,38.0
M,아이템,Bag,전체,1189714000,1127208876,5,5.3,-44.2
M,아이템-채널,Bag,RF,43549000,38768210,3,11.0,-72.0
M,아이템-채널,Bag,기타,18773000,266360,0,98.6,-94.3
M,아이템-채널,Bag,대리점,76936000,70933140,6,7.8,-63.7
M,아이템-채널,Bag,면세점,601004000,600796010,53,0.0,-39.8
M,아이템-채널,Bag,백화점,247628000,233124080,21,5.9,-52.4
M,아이템-채널,Bag,사입,0,0,0,0.0,-100.0
M,아이템-채널,Bag,자사몰,24640000,18750826,2,23.9,0.0
M,아이템-채널,Bag,제휴몰,29572000,26395990,2,10.7,-39.2
M,아이템-채널,Bag,직영몰,77704000,68870070,6,11.4,543.4
M,아이템-채널,Bag,직영점(가두),69908000,69304190,6,0.9,25.0
M,아이템,Headwear,전체,10001328000,9482916016,42,5.2,55.6
M,아이템-채널,Headwear,RF,1292328000,992747380,10,23.2,126.5
M,아이템-채널,Headwear,기타,28252000,1459690,0,94.8,-98.8
M,아이템-채널,Headwear,대리점,774524000,752156420,8,2.9,55.7
M,아이템-채널,Headwear,면세점,4357543000,4357533240,46,0.0,36.6
M,아이템-채널,Headwear,백화점,1194445000,1121760620,12,6.1,48.7
M,아이템-채널,Headwear,사입,34976000,8744030,0,75.0,-85.5
M,아이템-채널,Headwear,자사몰,391802000,335758136,4,14.3,207.7
M,아이템-채널,Headwear,제휴몰,933189000,932898250,10,0.0,78.1
M,아이템-채널,Headwear,직영몰,120612000,117313730,1,2.7,0.3
M,아이템-채널,Headwear,직영점(가두),873657000,862544520,9,1.3,187.8
M,아이템,Shoes,전체,7053333000,4280731469,19,39.3,21.7
M,아이템-채널,Shoes,RF,556757000,470661870,11,15.5,75.5
M,아이템-채널,Shoes,기타,2406746000,1735940,0,99.9,-85.3
M,아이템-채널,Shoes,대리점,1322504000,1225679830,29,7.3,60.3
M,아이템-채널,Shoes,면세점,809995000,804106160,19,0.7,15.2
M,아이템-채널,Shoes,백화점,1285887000,1169272540,27,9.1,10.1
M,아이템-채널,Shoes,사입,26483000,6620800,0,75.0,-94.6
M,아이템-채널,Shoes,자사몰,121641000,102965499,2,15.4,-15.3
M,아이템-채널,Shoes,제휴몰,196782000,179627020,4,8.7,-28.0
M,아이템-채널,Shoes,직영몰,56512000,53309650,1,5.7,-14.9
M,아이템-채널,Shoes,직영점(가두),270026000,266752160,6,1.2,71.2
M,아이템,과시즌의류,전체,934327000,226999387,1,75.7,-55.2
M,아이템-채널,과시즌의류,RF,1752000,1696200,1,3.2,-37.4
M,아이템-채널,과시즌의류,기타,375103000,207500,0,99.9,-96.5
M,아이템-채널,과시즌의류,대리점,24986000,20640960,9,17.4,9.4
M,아이템-채널,과시즌의류,면세점,58982000,58982000,26,0.0,-24.6
M,아이템-채널,과시즌의류,백화점,22703000,13681120,6,39.7,-75.3
M,아이템-채널,과시즌의류,사입,406973000,101743130,45,75.0,-63.9
M,아이템-채널,과시즌의류,자사몰,19775000,14388857,6,27.2,5.0
M,아이템-채널,과시즌의류,제휴몰,20047000,13000020,6,35.2,-70.4
M,아이템-채널,과시즌의류,직영몰,3474000,2127600,1,38.8,-34.2
M,아이템-채널,과시즌의류,직영점(가두),532000,532000,0,0.0,-81.5
M,아이템,당시즌의류,전체,7898411000,7172009889,32,9.2,-7.6
M,아이템-채널,당시즌의류,RF,363418000,319055220,4,12.2,-5.2
M,아이템-채널,당시즌의류,기타,6499000,3249500,0,50.0,-83.5
M,아이템-채널,당시즌의류,대리점,1479797000,1348687960,19,8.9,-7.9
M,아이템-채널,당시즌의류,면세점,2084258000,1789259840,25,14.2,-17.2
M,아이템-채널,당시즌의류,백화점,2077753000,1875694550,26,9.7,-18.1
M,아이템-채널,당시즌의류,자사몰,283389000,259659389,4,8.4,23.1
M,아이템-채널,당시즌의류,제휴몰,832241000,832240810,12,0.0,11.2
M,아이템-채널,당시즌의류,직영몰,237249000,221931380,3,6.5,22.4
M,아이템-채널,당시즌의류,직영점(가두),533807000,522231240,7,2.2,51.3
M,아이템,차시즌의류,전체,204590000,199226246,1,2.6,-56.0
M,아이템-채널,차시즌의류,RF,6834000,5962870,3,12.7,33.2
M,아이템-채널,차시즌의류,기타,169000,84500,0,50.0,-18.4
M,아이템-채널,차시즌의류,대리점,18940000,17266690,9,8.8,-51.6
M,아이템-채널,차시즌의류,면세점,147144000,147143510,74,0.0,-56.1
M,아이템-채널,차시즌의류,백화점,13606000,11147690,6,18.1,-80.2
M,아이템-채널,차시즌의류,자사몰,2344000,2183216,1,6.9,-65.1
M,아이템-채널,차시즌의류,제휴몰,940000,940000,0,0.0,-51.1
M,아이템-채널,차시즌의류,직영몰,188000,188000,0,0.0,-92.1
M,아이템-채널,차시즌의류,직영점(가두),14425000,14309770,7,0.8,31.4
ST,아이템,Acc_etc,전체,16717000,6864950,2,58.9,-43.4
ST,아이템-채널,Acc_etc,기타,8007800,10780,0,99.9,-94.2
ST,아이템-채널,Acc_etc,면세점,2204500,1994870,29,9.5,-17.6
ST,아이템-채널,Acc_etc,백화점,40000,37500,1,6.2,-97.5
ST,아이템-채널,Acc_etc,아울렛,871100,759240,11,12.8,-4.0
ST,아이템-채널,Acc_etc,자사몰,1498700,1276960,19,14.8,-70.5
ST,아이템-채널,Acc_etc,제휴몰,730600,695800,10,4.8,-53.4
ST,아이템-채널,Acc_etc,직영몰,2902500,1629500,24,43.9,17.1
ST,아이템-채널,Acc_etc,직영점(가두),461800,460300,7,0.3,100.0
ST,아이템,Bag,전체,22704000,9456420,2,58.3,-56.1
ST,아이템-채널,Bag,기타,7380000,0,0,100.0,-100.0
ST,아이템-채널,Bag,면세점,1771000,1447500,15,18.3,-40.2
ST,아이템-채널,Bag,백화점,358000,340100,4,5.0,-88.3
ST,아이템-채널,Bag,아울렛,5074000,2103600,22,58.5,2092.2
ST,아이템-채널,Bag,자사몰,993000,935420,10,5.8,-84.1
ST,아이템-채널,Bag,제휴몰,3081000,1880000,20,39.0,-68.1
ST,아이템-채널,Bag,직영몰,3410000,2240100,24,34.3,-3.4
ST,아이템-채널,Bag,직영점(가두),637000,509700,5,20.0,100.0
ST,아이템,Headwear,전체,15422000,12568950,3,18.5,-26.1
ST,아이템-채널,Headwear,기타,640000,0,0,100.0,-100.0
ST,아이템-채널,Headwear,면세점,1281000,1152900,9,10.0,-30.8
ST,아이템-채널,Headwear,백화점,531000,501500,4,5.6,-81.4
ST,아이템-채널,Headwear,아울렛,1802000,1403160,11,22.1,87.6
ST,아이템-채널,Headwear,자사몰,2096000,1870510,15,10.8,-74.6
ST,아이템-채널,Headwear,제휴몰,2589000,2498400,20,3.5,13.2
ST,아이템-채널,Headwear,직영몰,4869000,3577680,28,26.5,66.5
ST,아이템-채널,Headwear,직영점(가두),1614000,1564800,12,3.0,100.0
ST,아이템,Shoes,전체,69586000,23560470,6,66.1,19.9
ST,아이템-채널,Shoes,기타,5466000,0,0,100.0,-100.0
ST,아이템-채널,Shoes,면세점,7847000,3066130,13,60.9,-3.7
ST,아이템-채널,Shoes,아울렛,6284000,1073820,5,82.9,33.9
ST,아이템-채널,Shoes,자사몰,-5381000,275160,1,105.1,-95.7
ST,아이템-채널,Shoes,제휴몰,52339000,16797700,71,67.9,297.4
ST,아이템-채널,Shoes,직영몰,2504000,1920160,8,23.3,-29.8
ST,아이템-채널,Shoes,직영점(가두),527000,427500,2,18.9,100.0
ST,아이템,과시즌의류,전체,459768000,207934780,52,54.8,-7.6
ST,아이템-채널,과시즌의류,기타,49026000,81310,0,99.8,-79.1
ST,아이템-채널,과시즌의류,면세점,15896000,12135700,6,23.7,-63.3
ST,아이템-채널,과시즌의류,백화점,4169000,2506010,1,39.9,-82.7
ST,아이템-채널,과시즌의류,아울렛,107442000,49495230,24,53.9,-22.8
ST,아이템-채널,과시즌의류,자사몰,21416000,13130880,6,38.7,-83.2
ST,아이템-채널,과시즌의류,제휴몰,187098000,86624900,42,53.7,180.2
ST,아이템-채널,과시즌의류,직영몰,53838000,29061150,14,46.0,641.7
ST,아이템-채널,과시즌의류,직영점(가두),20883000,14899600,7,28.7,100.0
ST,아이템,당시즌의류,전체,173456000,136052680,34,21.6,-60.4
ST,아이템-채널,당시즌의류,기타,149000,39980,0,73.2,-95.7
ST,아이템-채널,당시즌의류,면세점,45440000,40944580,30,9.9,-11.2
ST,아이템-채널,당시즌의류,백화점,2038000,1834200,1,10.0,-96.6
ST,아이템-채널,당시즌의류,아울렛,1223000,1105600,1,9.6,-36.9
ST,아이템-채널,당시즌의류,자사몰,26612000,24201240,18,9.1,-85.3
ST,아이템-채널,당시즌의류,제휴몰,12127000,12127000,9,0.0,-66.1
ST,아이템-채널,당시즌의류,직영몰,61691000,33314680,24,46.0,-17.6
ST,아이템-채널,당시즌의류,직영점(가두),24176000,22485400,17,7.0,100.0
ST,아이템,차시즌의류,전체,5102000,3841430,1,24.7,159.3
ST,아이템-채널,차시즌의류,면세점,715000,632600,16,11.5,100.0
ST,아이템-채널,차시즌의류,백화점,288000,259200,7,10.0,-42.3
ST,아이템-채널,차시즌의류,자사몰,694000,622230,16,10.3,11.9
ST,아이템-채널,차시즌의류,제휴몰,506000,506000,13,0.0,264.0
ST,아이템-채널,차시즌의류,직영몰,2234000,1156400,30,48.2,242.4
ST,아이템-채널,차시즌의류,직영점(가두),665000,665000,17,0.0,100.0
V,아이템,Acc_etc,전체,27399000,20750860,0,24.3,189.7
V,아이템-채널,Acc_etc,기타,924000,0,0,100.0,0.0
V,아이템-채널,Acc_etc,백화점,10314000,9144700,44,11.3,504.4
V,아이템-채널,Acc_etc,아울렛,2947000,2084670,10,29.3,106.6
V,아이템-채널,Acc_etc,자사몰,5235000,3132290,15,40.2,197.3
V,아이템-채널,Acc_etc,제휴몰,6849000,5274200,25,23.0,47.0
V,아이템-채널,Acc_etc,직영몰,150000,135000,1,10.0,100.0
V,아이템-채널,Acc_etc,직영점(가두),980000,980000,5,0.0,100.0
V,아이템,Bag,전체,63370000,52012300,1,17.9,16.6
V,아이템-채널,Bag,기타,1910000,0,0,100.0,-100.0
V,아이템-채널,Bag,백화점,32060000,28329310,54,11.6,82.4
V,아이템-채널,Bag,아울렛,2580000,1177200,2,54.4,-77.5
V,아이템-채널,Bag,자사몰,5830000,4943190,10,15.2,-40.7
V,아이템-채널,Bag,제휴몰,15900000,12934000,25,18.7,0.7
V,아이템-채널,Bag,직영몰,3570000,3108600,6,12.9,30.8
V,아이템-채널,Bag,직영점(가두),1520000,1520000,3,0.0,100.0
V,아이템,Headwear,전체,40766000,28098420,1,31.1,60.3
V,아이템-채널,Headwear,기타,3080000,17470,0,99.4,100.0
V,아이템-채널,Headwear,백화점,13770000,11383210,41,17.3,70.4
V,아이템-채널,Headwear,아울렛,3138000,2068920,7,34.1,-12.3
V,아이템-채널,Headwear,자사몰,7586000,4606620,16,39.3,113.5
V,아이템-채널,Headwear,제휴몰,10992000,7960200,28,27.6,54.9
V,아이템-채널,Headwear,직영몰,1380000,1242000,4,10.0,4.5
V,아이템-채널,Headwear,직영점(가두),820000,820000,3,0.0,100.0
V,아이템,Shoes,전체,259201000,224693430,4,13.3,23.3
V,아이템-채널,Shoes,기타,9166000,0,0,100.0,-100.0
V,아이템-채널,Shoes,백화점,55972000,50049500,22,10.6,9.5
V,아이템-채널,Shoes,아울렛,18429000,10894470,5,40.9,-46.5
V,아이템-채널,Shoes,자사몰,57299000,51383230,23,10.3,21.9
V,아이템-채널,Shoes,제휴몰,108777000,103345030,46,5.0,59.2
V,아이템-채널,Shoes,직영몰,5368000,4831200,2,10.0,-41.2
V,아이템-채널,Shoes,직영점(가두),4190000,4190000,2,0.0,100.0
V,아이템,과시즌의류,전체,2150007000,995796340,19,53.7,18.7
V,아이템-채널,과시즌의류,기타,202489000,520960,0,99.7,-99.1
V,아이템-채널,과시즌의류,백화점,377480000,193756620,19,48.7,4.0
V,아이템-채널,과시즌의류,아울렛,935518000,421124000,42,55.0,22.2
V,아이템-채널,과시즌의류,자사몰,45640000,22116270,2,51.5,-46.1
V,아이템-채널,과시즌의류,제휴몰,577930000,351110990,35,39.2,129.9
V,아이템-채널,과시즌의류,직영몰,10030000,6247500,1,37.7,-88.3
V,아이템-채널,과시즌의류,직영점(가두),920000,920000,0,0.0,100.0
V,아이템,당시즌의류,전체,4147470000,3732493770,72,10.0,99.7
V,아이템-채널,당시즌의류,기타,1090000,201620,0,81.5,-99.6
V,아이템-채널,당시즌의류,백화점,2612020000,2313710220,62,11.4,127.7
V,아이템-채널,당시즌의류,아울렛,313020000,275642700,7,11.9,26.0
V,아이템-채널,당시즌의류,자사몰,329330000,296404450,8,10.0,78.5
V,아이템-채널,당시즌의류,제휴몰,488970000,488135980,13,0.2,135.2
V,아이템-채널,당시즌의류,직영몰,361150000,316647800,8,12.3,51.9
V,아이템-채널,당시즌의류,직영점(가두),41890000,41751000,1,0.3,100.0
V,아이템,차시즌의류,전체,173710000,157503990,3,9.3,75.3
V,아이템-채널,차시즌의류,백화점,124660000,111321990,71,10.7,57.9
V,아이템-채널,차시즌의류,자사몰,20710000,18387000,12,11.2,407.4
V,아이템-채널,차시즌의류,제휴몰,21800000,21800000,14,0.0,431.7
V,아이템-채널,차시즌의류,직영몰,5450000,4905000,3,10.0,-51.5
V,아이템-채널,차시즌의류,직영점(가두),1090000,1090000,1,0.0,100.0
W,아이템,Acc_etc,전체,222000,97210,0,56.2,-94.4
W,아이템-채널,Acc_etc,기타,23000,0,0,100.0,0.0
W,아이템-채널,Acc_etc,자사몰,153000,79210,81,48.2,-10.0
W,아이템-채널,Acc_etc,제휴몰,46000,18000,19,60.9,-83.6
W,아이템,Bag,전체,14390000,3547386,4,75.3,-20.9
W,아이템-채널,Bag,기타,795000,0,0,100.0,0.0
W,아이템-채널,Bag,자사몰,7652000,1854386,52,75.8,157.3
W,아이템-채널,Bag,제휴몰,5943000,1693000,48,71.5,281.6
W,아이템,Headwear,전체,18169000,4269200,5,76.5,-41.1
W,아이템-채널,Headwear,기타,1595000,0,0,100.0,0.0
W,아이템-채널,Headwear,자사몰,11120000,2877200,67,74.1,500.7
W,아이템-채널,Headwear,제휴몰,5454000,1392000,33,74.5,8.8
W,아이템,Shoes,전체,45480000,11349890,14,75.0,-55.6
W,아이템-채널,Shoes,기타,2904000,0,0,100.0,-100.0
W,아이템-채널,Shoes,자사몰,21190000,5273890,46,75.1,27.7
W,아이템-채널,Shoes,제휴몰,21386000,6076000,54,71.6,-9.2
W,아이템,과시즌의류,전체,250940000,60436461,76,75.9,4.2
W,아이템-채널,과시즌의류,기타,21482000,0,0,100.0,-100.0
W,아이템-채널,과시즌의류,자사몰,124455000,29307461,48,76.5,74.7
W,아이템-채널,과시즌의류,제휴몰,105003000,31129000,52,70.4,58.1
W,아이템,당시즌의류,전체,196000,117623,0,40.0,-99.9
W,아이템-채널,당시즌의류,자사몰,98000,79623,68,18.8,-99.5
W,아이템-채널,당시즌의류,제휴몰,98000,38000,32,61.2,-99.8
X,아이템,Acc_etc,전체,889087000,673712730,1,24.2,-13.3
X,아이템-채널,Acc_etc,기타,2164000,27300,0,98.7,-85.9
X,아이템-채널,Acc_etc,대리점,198846000,161607930,24,18.7,1.8
X,아이템-채널,Acc_etc,면세점,9837000,5172790,1,47.4,1097.4
X,아이템-채널,Acc_etc,백화점,273550000,187150350,28,31.6,-4.0
X,아이템-채널,Acc_etc,사입,59000,7670,0,87.0,100.0
X,아이템-채널,Acc_etc,아울렛,66375000,37712810,6,43.2,80.5
X,아이템-채널,Acc_etc,자사몰,34390000,26181970,4,23.9,-9.0
X,아이템-채널,Acc_etc,제휴몰,287620000,240653320,36,16.3,-33.6
X,아이템-채널,Acc_etc,직영몰,7526000,7058730,1,6.2,-12.9
X,아이템-채널,Acc_etc,직영점(가두),8720000,8139860,1,6.7,232.3
X,아이템,Bag,전체,1760865000,1304475761,3,25.9,16.9
X,아이템-채널,Bag,기타,11813000,106400,0,99.1,-87.5
X,아이템-채널,Bag,대리점,403412000,343340190,26,14.9,-4.2
X,아이템-채널,Bag,면세점,67322000,48783880,4,27.5,-60.0
X,아이템-채널,Bag,백화점,700576000,501226620,38,28.5,62.0
X,아이템-채널,Bag,사입,79000,10270,0,87.0,100.0
X,아이템-채널,Bag,아울렛,190009000,133174320,10,29.9,6.0
X,아이템-채널,Bag,자사몰,66621000,52499091,4,21.2,2.9
X,아이템-채널,Bag,제휴몰,294837000,200628920,15,32.0,67.4
X,아이템-채널,Bag,직영몰,18014000,16633340,1,7.7,-33.2
X,아이템-채널,Bag,직영점(가두),8182000,8072730,1,1.3,75.1
X,아이템,Headwear,전체,574173000,388233810,1,32.4,18.2
X,아이템-채널,Headwear,기타,19626000,56700,0,99.7,-93.4
X,아이템-채널,Headwear,대리점,183064000,158720530,41,13.3,2.6
X,아이템-채널,Headwear,면세점,20843000,14080170,4,32.4,162.3
X,아이템-채널,Headwear,백화점,138265000,90433330,23,34.6,33.7
X,아이템-채널,Headwear,사입,767000,99710,0,87.0,100.0
X,아이템-채널,Headwear,아울렛,84702000,42839940,11,49.4,-17.3
X,아이템-채널,Headwear,자사몰,15541000,12705630,3,18.2,-25.7
X,아이템-채널,Headwear,제휴몰,94165000,52617620,14,44.1,152.8
X,아이템-채널,Headwear,직영몰,7526000,7142270,2,5.1,-18.3
X,아이템-채널,Headwear,직영점(가두),9674000,9537910,2,1.4,575.3
X,아이템,Shoes,전체,4791627000,3510562744,8,26.7,-6.9
X,아이템-채널,Shoes,기타,340192000,6156420,0,98.2,-32.9
X,아이템-채널,Shoes,대리점,874300000,772695570,22,11.6,-26.8
X,아이템-채널,Shoes,면세점,278461000,210099730,6,24.5,4.0
X,아이템-채널,Shoes,백화점,1239885000,926547530,26,25.3,2.3
X,아이템-채널,Shoes,아울렛,318630000,214907470,6,32.6,-32.6
X,아이템-채널,Shoes,자사몰,400360000,318236014,9,20.5,0.5
X,아이템-채널,Shoes,제휴몰,1216714000,948777570,27,22.0,10.7
X,아이템-채널,Shoes,직영몰,89492000,81812230,2,8.6,-13.6
X,아이템-채널,Shoes,직영점(가두),33593000,31330210,1,6.7,185.2
X,아이템,과시즌의류,전체,21842762000,10840180496,24,50.4,-13.7
X,아이템-채널,과시즌의류,기타,985420000,1685490,0,99.8,-96.4
X,아이템-채널,과시즌의류,대리점,2289968000,1399668690,13,38.9,-27.0
X,아이템-채널,과시즌의류,면세점,-49000,-34300,0,30.0,-105.7
X,아이템-채널,과시즌의류,백화점,5379590000,2898067240,27,46.1,0.6
X,아이템-채널,과시즌의류,사입,2015043000,261955570,2,87.0,100.0
X,아이템-채널,과시즌의류,아울렛,9199745000,5121639590,47,44.3,-22.6
X,아이템-채널,과시즌의류,자사몰,471000,428676,0,9.0,-98.8
X,아이템-채널,과시즌의류,제휴몰,1953845000,1145291940,11,41.4,11.8
X,아이템-채널,과시즌의류,직영몰,16162000,9788400,0,39.4,-73.3
X,아이템-채널,과시즌의류,직영점(가두),2567000,1689200,0,34.2,94.3
X,아이템,당시즌의류,전체,32264312000,28979526600,63,10.2,-13.7
X,아이템-채널,당시즌의류,기타,55610000,16150590,0,71.0,-25.3
X,아이템-채널,당시즌의류,대리점,11636298000,10213529730,35,12.2,-16.6
X,아이템-채널,당시즌의류,면세점,2056372000,1930802230,7,6.1,-15.1
X,아이템-채널,당시즌의류,백화점,8488253000,7554698470,26,11.0,-16.9
X,아이템-채널,당시즌의류,아울렛,3449206000,3098563920,11,10.2,-6.4
X,아이템-채널,당시즌의류,자사몰,1807278000,1599629970,6,11.5,-5.7
X,아이템-채널,당시즌의류,제휴몰,3395541000,3287672000,11,3.2,-11.9
X,아이템-채널,당시즌의류,직영몰,982408000,905132010,3,7.9,-13.7
X,아이템-채널,당시즌의류,직영점(가두),393346000,373347680,1,5.1,120.8
