브랜드,구분,아이템명,채널명,TAG매출,실판매출,비중,할인율,YOY
I,아이템-채널,Shoes,사입,-584000,-146000,0,75.0,-102.4
I,아이템-채널,Shoes,자사몰,39093000,33779511,7,13.6,131.6
I,아이템-채널,Shoes,제휴몰,103098000,102976120,22,0.1,110.0
I,아이템-채널,Shoes,직영몰,37161000,35464260,8,4.6,139.9
I,아이템-채널,Shoes,직영점(가두),6765000,6765000,1,0.0,-3.9
I,아이템,과시즌의류,전체,381706000,108573620,4,71.6,17.4
I,아이템-채널,과시즌의류,대리점,118000,90000,0,23.7,83.7
I,아이템-채널,과시즌의류,면세점,118000,118000,0,0.0,100.0
I,아이템-채널,과시즌의류,백화점,12572000,6635150,6,47.2,-80.4
I,아이템-채널,과시즌의류,사입,364058000,97753300,90,73.1,87.3
I,아이템-채널,과시즌의류,자사몰,413000,343210,0,16.9,-195.7
I,아이템-채널,과시즌의류,제휴몰,2842000,2620400,2,7.8,-61.8
I,아이템-채널,과시즌의류,직영몰,1290000,718560,1,44.3,100.0
I,아이템-채널,과시즌의류,직영점(가두),295000,295000,0,0.0,100.0
I,아이템,당시즌의류,전체,1187954000,1141379980,45,3.9,27.4
I,아이템-채널,당시즌의류,기타,308000,154000,0,50.0,-52.4
I,아이템-채널,당시즌의류,대리점,202132000,191642800,17,5.2,29.5
I,아이템-채널,당시즌의류,면세점,67353000,67353000,6,0.0,-21.5
I,아이템-채널,당시즌의류,백화점,584591000,556179940,49,4.9,13.4
I,아이템-채널,당시즌의류,자사몰,58016000,53036400,5,8.6,83.9
I,아이템-채널,당시즌의류,제휴몰,204479000,204478990,18,0.0,118.9
I,아이템-채널,당시즌의류,직영몰,50120000,47610850,4,5.0,48.4
I,아이템-채널,당시즌의류,직영점(가두),20955000,20924000,2,0.1,20.9
M,아이템,Acc_etc,전체,86276400,77477307,1,10.2,22.7
M,아이템-채널,Acc_etc,RF,4648200,3777920,5,18.7,58.8
M,아이템-채널,Acc_etc,기타,166900,99090,0,40.6,0.7
M,아이템-채널,Acc_etc,대리점,12747700,11334010,15,11.1,-24.5
M,아이템-채널,Acc_etc,면세점,26798500,26798520,35,-0.0,9.4
M,아이템-채널,Acc_etc,백화점,28895500,24638750,32,14.7,135.6
M,아이템-채널,Acc_etc,자사몰,2468600,1605627,2,35.0,58.9
M,아이템-채널,Acc_etc,제휴몰,3746800,2573800,3,31.3,-33.7
M,아이템-채널,Acc_etc,직영몰,922400,822480,1,10.8,10.0
M,아이템-채널,Acc_etc,직영점(가두),5881800,5827110,8,0.9,14.6
M,아이템,Bag,전체,343794000,332836245,4,3.2,-49.4
M,아이템-채널,Bag,RF,11301000,9655770,3,14.6,-87.6
M,아이템-채널,Bag,기타,99000,63860,0,35.5,-65.2
M,아이템-채널,Bag,대리점,20991000,19815400,6,5.6,-75.2
M,아이템-채널,Bag,면세점,187220000,187220020,56,-0.0,3.3
M,아이템-채널,Bag,백화점,83952000,79035750,24,5.9,-60.4
M,아이템-채널,Bag,사입,0,0,0,0.0,-100.0
M,아이템-채널,Bag,자사몰,6744000,5472325,2,18.9,-35.5
M,아이템-채널,Bag,제휴몰,10164000,8500600,3,16.4,-51.3
M,아이템-채널,Bag,직영몰,2378000,2210270,1,7.1,-43.2
M,아이템-채널,Bag,직영점(가두),20945000,20862250,6,0.4,-6.9
M,아이템,Headwear,전체,2836275000,2756750161,35,2.8,36.9
M,아이템-채널,Headwear,RF,217187000,187207340,7,13.8,38.4
M,아이템-채널,Headwear,기타,1651000,885800,0,46.3,13.5
M,아이템-채널,Headwear,대리점,258589000,252471870,9,2.4,66.4
M,아이템-채널,Headwear,면세점,1102470000,1102466180,40,0.0,6.3
M,아이템-채널,Headwear,백화점,437640000,416940740,15,4.7,72.4
M,아이템-채널,Headwear,사입,0,0,0,0.0,-100.0
M,아이템-채널,Headwear,자사몰,124766000,107288871,4,14.0,210.2
M,아이템-채널,Headwear,제휴몰,353399000,353191330,13,0.1,65.8
M,아이템-채널,Headwear,직영몰,46628000,45672800,2,2.0,22.6
M,아이템-채널,Headwear,직영점(가두),293945000,290625230,11,1.1,182.2
M,아이템,Shoes,전체,1574208000,1468974081,19,6.7,16.6
M,아이템-채널,Shoes,RF,285400000,246547770,17,13.6,132.2
M,아이템-채널,Shoes,기타,1114000,668870,0,40.0,-55.3
M,아이템-채널,Shoes,대리점,399687000,376300550,26,5.9,58.4
M,아이템-채널,Shoes,면세점,229667000,227534890,15,0.9,27.0
M,아이템-채널,Shoes,백화점,447505000,419109790,29,6.3,0.5
M,아이템-채널,Shoes,사입,-1309000,-327250,0,75.0,-100.4
M,아이템-채널,Shoes,자사몰,35208000,30282911,2,14.0,-23.4
M,아이템-채널,Shoes,제휴몰,68635000,62159910,4,9.4,-44.4
M,아이템-채널,Shoes,직영몰,23718000,22574940,2,4.8,19.1
M,아이템-채널,Shoes,직영점(가두),84583000,84121700,6,0.5,50.7
M,아이템,과시즌의류,전체,397710000,127746376,2,67.9,-65.0
M,아이템-채널,과시즌의류,RF,338000,338000,0,0.0,-73.1
M,아이템-채널,과시즌의류,기타,199000,99500,0,50.0,100.0
M,아이템-채널,과시즌의류,대리점,11156000,9360220,7,16.1,26.8
M,아이템-채널,과시즌의류,면세점,19190000,19190000,15,0.0,-5.7
M,아이템-채널,과시즌의류,백화점,6757000,3728890,3,44.8,-85.3
M,아이템-채널,과시즌의류,사입,351181000,87795130,69,75.0,-68.9
M,아이템-채널,과시즌의류,자사몰,5009000,4448836,3,11.2,19.4
M,아이템-채널,과시즌의류,제휴몰,3703000,2608800,2,29.5,-88.2
M,아이템-채널,과시즌의류,직영점(가두),177000,177000,0,0.0,-84.9
M,아이템,당시즌의류,전체,3267532000,3005901510,39,8.0,10.5
M,아이템-채널,당시즌의류,RF,153241000,132516990,4,13.5,-10.4
M,아이템-채널,당시즌의류,기타,2625000,1312500,0,50.0,-36.4
M,아이템-채널,당시즌의류,대리점,570891000,531571170,18,6.9,1.6
M,아이템-채널,당시즌의류,면세점,822868000,707268340,24,14.0,18.0
M,아이템-채널,당시즌의류,백화점,931876000,859758500,29,7.7,6.6
M,아이템-채널,당시즌의류,자사몰,97020000,91686400,3,5.5,46.3
M,아이템-채널,당시즌의류,제휴몰,401186000,401185890,13,0.0,0.8
M,아이템-채널,당시즌의류,직영몰,109290000,103951630,3,4.9,76.4
M,아이템-채널,당시즌의류,직영점(가두),178535000,176650090,6,1.1,45.9
M,아이템,차시즌의류,전체,11010000,10840580,0,1.5,-93.4
M,아이템-채널,차시즌의류,RF,345000,345000,3,0.0,-36.1
M,아이템-채널,차시즌의류,대리점,2513000,2389610,22,4.9,-70.9
M,아이템-채널,차시즌의류,면세점,5344000,5343980,49,0.0,-96.2
M,아이템-채널,차시즌의류,백화점,345000,325330,3,5.7,-97.5
M,아이템-채널,차시즌의류,자사몰,138000,125290,1,9.2,-88.8
M,아이템-채널,차시즌의류,직영점(가두),2325000,2311370,21,0.6,5.3
ST,아이템,Acc_etc,전체,2681500,2240790,2,16.4,-32.9
ST,아이템-채널,Acc_etc,면세점,577900,511980,23,11.4,-40.0
ST,아이템-채널,Acc_etc,아울렛,518100,446190,20,13.9,98.6
ST,아이템-채널,Acc_etc,자사몰,750000,609670,27,18.7,-33.2
ST,아이템-채널,Acc_etc,제휴몰,191600,191600,9,0.0,-73.2
ST,아이템-채널,Acc_etc,직영몰,485900,324850,14,33.1,-20.6
ST,아이템-채널,Acc_etc,직영점(가두),158000,156500,7,0.9,100.0
ST,아이템,Bag,전체,3221000,1951800,2,39.4,-74.6
ST,아이템-채널,Bag,아울렛,1064000,460100,24,56.8,8116.1
ST,아이템-채널,Bag,자사몰,347000,320200,16,7.7,-81.8
ST,아이템-채널,Bag,제휴몰,974000,612200,31,37.1,-78.5
ST,아이템-채널,Bag,직영몰,597000,344200,18,42.3,-61.2
ST,아이템-채널,Bag,직영점(가두),239000,215100,11,10.0,100.0
ST,아이템,Headwear,전체,5798000,4949600,4,14.6,0.1
ST,아이템-채널,Headwear,백화점,59000,59000,1,0.0,-91.1
ST,아이템-채널,Headwear,아울렛,877000,646640,13,26.3,339.4
ST,아이템-채널,Headwear,자사몰,797000,705180,14,11.5,-53.8
ST,아이템-채널,Headwear,제휴몰,1330000,1294600,26,2.7,9.0
ST,아이템-채널,Headwear,직영몰,1593000,1121880,23,29.6,75.0
ST,아이템-채널,Headwear,직영점(가두),1142000,1122300,23,1.7,100.0
ST,아이템,Shoes,전체,17202000,7449320,6,56.7,18.1
ST,아이템-채널,Shoes,면세점,587000,273400,4,53.4,-72.5
ST,아이템-채널,Shoes,아울렛,219000,39900,1,81.8,-87.5
ST,아이템-채널,Shoes,자사몰,-2860000,285760,4,110.0,-82.1
ST,아이템-채널,Shoes,제휴몰,18143000,6020000,81,66.8,164.4
ST,아이템-채널,Shoes,직영몰,984000,701260,9,28.7,335.1
ST,아이템-채널,Shoes,직영점(가두),129000,129000,2,0.0,100.0
ST,아이템,과시즌의류,전체,147627000,74451190,59,49.6,56.4
ST,아이템-채널,과시즌의류,면세점,2437000,1637810,2,32.8,-88.1
ST,아이템-채널,과시즌의류,백화점,977000,672770,1,31.1,-62.2
ST,아이템-채널,과시즌의류,아울렛,45493000,21476530,29,52.8,121.1
ST,아이템-채널,과시즌의류,자사몰,3236000,2593070,3,19.9,99.6
ST,아이템-채널,과시즌의류,제휴몰,67909000,31096300,42,54.2,58.7
ST,아이템-채널,과시즌의류,직영몰,18565000,10272610,14,44.7,695.2
ST,아이템-채널,과시즌의류,직영점(가두),9010000,6702100,9,25.6,100.0
ST,아이템,당시즌의류,전체,40691000,34015200,27,16.4,-60.3
ST,아이템-채널,당시즌의류,면세점,3254000,2954400,9,9.2,-86.3
ST,아이템-채널,당시즌의류,백화점,129000,116100,0,10.0,-99.3
ST,아이템-채널,당시즌의류,아울렛,786000,644700,2,18.0,102.0
ST,아이템-채널,당시즌의류,자사몰,8529000,7692220,23,9.8,-61.5
ST,아이템-채널,당시즌의류,제휴몰,5517000,5517000,16,0.0,-63.4
ST,아이템-채널,당시즌의류,직영몰,13621000,8311280,24,39.0,-35.6
ST,아이템-채널,당시즌의류,직영점(가두),8855000,8779500,26,0.9,100.0
ST,아이템,차시즌의류,전체,1409000,1336660,1,5.1,1087.2
ST,아이템-채널,차시즌의류,면세점,139000,114200,9,17.8,100.0
ST,아이템-채널,차시즌의류,자사몰,476000,428460,32,10.0,100.0
ST,아이템-채널,차시즌의류,직영몰,278000,278000,21,0.0,100.0
ST,아이템-채널,차시즌의류,직영점(가두),516000,516000,39,0.0,100.0
V,아이템,Acc_etc,전체,8499000,6431080,0,24.3,92.0
V,아이템-채널,Acc_etc,백화점,3665000,3293500,51,10.1,216.4
V,아이템-채널,Acc_etc,아울렛,909000,600030,9,34.0,17.4
V,아이템-채널,Acc_etc,자사몰,2080000,845550,13,59.3,238.7
V,아이템-채널,Acc_etc,제휴몰,1545000,1392000,22,9.9,-10.0
V,아이템-채널,Acc_etc,직영점(가두),300000,300000,5,0.0,100.0
V,아이템,Bag,전체,20870000,17513390,1,16.1,19.2
V,아이템-채널,Bag,백화점,10690000,9691000,55,9.3,63.7
V,아이템-채널,Bag,아울렛,470000,288000,2,38.7,-84.0
V,아이템-채널,Bag,자사몰,1100000,892390,5,18.9,-52.4
V,아이템-채널,Bag,제휴몰,7270000,5436000,31,25.2,25.1
V,아이템-채널,Bag,직영몰,1340000,1206000,7,10.0,61.4
V,아이템,Headwear,전체,12816000,10136650,1,20.9,51.0
V,아이템-채널,Headwear,백화점,4410000,3866600,38,12.3,54.3
V,아이템-채널,Headwear,아울렛,540000,291600,3,46.0,-74.3
V,아이템-채널,Headwear,자사몰,3060000,1801650,18,41.1,339.3
V,아이템-채널,Headwear,제휴몰,3986000,3356800,33,15.8,47.2
V,아이템-채널,Headwear,직영점(가두),820000,820000,8,0.0,100.0
V,아이템,Shoes,전체,82660000,73945310,4,10.5,8.5
V,아이템-채널,Shoes,백화점,20725000,18329470,25,11.6,0.7
V,아이템-채널,Shoes,아울렛,5581000,2909700,4,47.9,-53.0
V,아이템-채널,Shoes,자사몰,20951000,18903530,26,9.8,43.4
V,아이템-채널,Shoes,제휴몰,32134000,30679610,41,4.5,11.4
V,아이템-채널,Shoes,직영몰,1460000,1314000,2,10.0,-56.5
V,아이템-채널,Shoes,직영점(가두),1809000,1809000,2,0.0,100.0
V,아이템,과시즌의류,전체,561410000,271476500,15,51.6,-3.6
V,아이템-채널,과시즌의류,백화점,64550000,30773490,11,52.3,-14.0
V,아이템-채널,과시즌의류,아울렛,395570000,170826900,63,56.8,32.7
V,아이템-채널,과시즌의류,자사몰,8910000,3358110,1,62.3,-64.7
V,아이템-채널,과시즌의류,제휴몰,87060000,63208000,23,27.4,-25.1
V,아이템-채널,과시즌의류,직영몰,5320000,3310000,1,37.8,-85.7
V,아이템,당시즌의류,전체,1572560000,1415990730,79,10.0,95.9
V,아이템-채널,당시즌의류,백화점,1069210000,953910170,67,10.8,134.5
V,아이템-채널,당시즌의류,아울렛,100030000,89095200,6,10.9,23.6
V,아이템-채널,당시즌의류,자사몰,132990000,119548460,8,10.1,192.8
V,아이템-채널,당시즌의류,제휴몰,119810000,118758000,8,0.9,-7.1
V,아이템-채널,당시즌의류,직영몰,137080000,121238900,9,11.6,61.3
V,아이템-채널,당시즌의류,직영점(가두),13440000,13440000,1,0.0,100.0
V,아이템,차시즌의류,전체,4360000,3741000,0,14.2,-90.4
V,아이템-채널,차시즌의류,백화점,0,0,0,0.0,-100.0
V,아이템-채널,차시즌의류,자사몰,4360000,3741000,100,14.2,127.6
W,아이템,Acc_etc,전체,17000,9000,0,47.1,-96.4
W,아이템-채널,Acc_etc,자사몰,17000,9000,100,47.1,100.0
W,아이템,Bag,전체,3182000,865100,3,72.8,-48.6
W,아이템-채널,Bag,자사몰,1021000,214100,25,79.0,-5.1
W,아이템-채널,Bag,제휴몰,2161000,651000,75,69.9,209.6
W,아이템,Headwear,전체,4934000,1366390,4,72.3,-37.1
W,아이템-채널,Headwear,자사몰,2541000,763390,56,70.0,7533.9
W,아이템-채널,Headwear,제휴몰,2393000,603000,44,74.8,16.9
W,아이템,Shoes,전체,15998000,4244840,13,73.5,-50.6
W,아이템-채널,Shoes,자사몰,6732000,1688840,40,74.9,22.4
W,아이템-채널,Shoes,제휴몰,9266000,2556000,60,72.4,-12.8
W,아이템,과시즌의류,전체,102156000,27389570,81,73.2,28.6
W,아이템-채널,과시즌의류,자사몰,52167000,12510570,46,76.0,61.1
W,아이템-채널,과시즌의류,제휴몰,49989000,14879000,54,70.2,50.0
W,아이템,당시즌의류,전체,98000,38000,0,61.2,-99.9
W,아이템-채널,당시즌의류,제휴몰,98000,38000,100,61.2,-99.7
X,아이템,Acc_etc,전체,336791000,250606760,1,25.6,-10.8
X,아이템-채널,Acc_etc,기타,39000,27300,0,30.0,0.0
X,아이템-채널,Acc_etc,대리점,91145000,72178640,29,20.8,37.9
X,아이템-채널,Acc_etc,면세점,4082000,2304810,1,43.5,4603.7
X,아이템-채널,Acc_etc,백화점,94661000,64675680,26,31.7,-23.1
X,아이템-채널,Acc_etc,사입,59000,7670,0,87.0,100.0
X,아이템-채널,Acc_etc,아울렛,27093000,15081690,6,44.3,62.9
X,아이템-채널,Acc_etc,자사몰,15562000,11740250,5,24.6,93.7
X,아이템-채널,Acc_etc,제휴몰,98019000,78942360,32,19.5,-37.3
X,아이템-채널,Acc_etc,직영몰,2690000,2459020,1,8.6,-14.5
X,아이템-채널,Acc_etc,직영점(가두),3441000,3189340,1,7.3,778.6
X,아이템,Bag,전체,545280000,397226480,2,27.2,23.8
X,아이템-채널,Bag,기타,109000,76300,0,30.0,-56.0
X,아이템-채널,Bag,대리점,144633000,123211620,31,14.8,1.6
X,아이템-채널,Bag,면세점,21626000,16166010,4,25.2,-2.4
X,아이템-채널,Bag,백화점,196478000,131809650,33,32.9,48.9
X,아이템-채널,Bag,사입,79000,10270,0,87.0,100.0
X,아이템-채널,Bag,아울렛,61624000,40829400,10,33.7,22.4
X,아이템-채널,Bag,자사몰,15386000,11254010,3,26.9,-22.6
X,아이템-채널,Bag,제휴몰,98621000,67652290,17,31.4,73.8
X,아이템-채널,Bag,직영몰,4665000,4184630,1,10.3,-30.0
X,아이템-채널,Bag,직영점(가두),2059000,2032300,1,1.3,25.7
X,아이템,Headwear,전체,219447000,150553100,1,31.4,35.9
X,아이템-채널,Headwear,기타,0,0,0,0.0,-100.0
X,아이템-채널,Headwear,대리점,68888000,59263940,39,14.0,6.6
X,아이템-채널,Headwear,면세점,1669000,1349500,1,19.1,-20.3
X,아이템-채널,Headwear,백화점,54159000,35551540,24,34.4,67.5
X,아이템-채널,Headwear,사입,767000,99710,0,87.0,100.0
X,아이템-채널,Headwear,아울렛,41149000,20603700,14,49.9,8.2
X,아이템-채널,Headwear,자사몰,6210000,5046550,3,18.7,31.2
X,아이템-채널,Headwear,제휴몰,39796000,21981080,15,44.8,240.8
X,아이템-채널,Headwear,직영몰,2881000,2773630,2,3.7,15.4
X,아이템-채널,Headwear,직영점(가두),3928000,3883450,3,1.1,695.8
X,아이템,Shoes,전체,1621010000,1292871365,7,20.2,-15.7
X,아이템-채널,Shoes,기타,208000,145600,0,30.0,-83.3
X,아이템-채널,Shoes,대리점,314599000,279373220,22,11.2,-29.0
X,아이템-채널,Shoes,면세점,114063000,93888050,7,17.7,4.5
X,아이템-채널,Shoes,백화점,414814000,314368170,24,24.2,-13.0
X,아이템-채널,Shoes,아울렛,118636000,80894340,6,31.8,-29.5
X,아이템-채널,Shoes,자사몰,172316000,139955485,11,18.8,29.3
X,아이템-채널,Shoes,제휴몰,443351000,344524830,27,22.3,-19.5
X,아이템-채널,Shoes,직영몰,30931000,28495660,2,7.9,-16.0
X,아이템-채널,Shoes,직영점(가두),12092000,11226010,1,7.2,334.2
X,아이템,과시즌의류,전체,10945147000,5469029730,28,50.0,10.2
X,아이템-채널,과시즌의류,대리점,1017615000,639359380,12,37.2,-21.0
X,아이템-채널,과시즌의류,면세점,-49000,-34300,0,30.0,-106.5
X,아이템-채널,과시즌의류,백화점,2390173000,1384582440,25,42.1,44.8
X,아이템-채널,과시즌의류,사입,2015043000,261955570,5,87.0,100.0
X,아이템-채널,과시즌의류,아울렛,4384281000,2481081520,45,43.4,-5.4
X,아이템-채널,과시즌의류,제휴몰,1130617000,697465320,13,38.3,27.5
X,아이템-채널,과시즌의류,직영몰,7467000,4619800,0,38.1,-73.2
X,아이템,당시즌의류,전체,13254173000,12021446500,61,9.3,0.6
X,아이템-채널,당시즌의류,기타,2909000,2036300,0,30.0,-43.8
X,아이템-채널,당시즌의류,대리점,4963311000,4332585720,36,12.7,0.4
X,아이템-채널,당시즌의류,면세점,594352000,582087970,5,2.1,-1.4
X,아이템-채널,당시즌의류,백화점,3511275000,3191908460,27,9.1,-2.1
X,아이템-채널,당시즌의류,아울렛,1295807000,1178923470,10,9.0,5.5
X,아이템-채널,당시즌의류,자사몰,857456000,765404310,6,10.7,38.5
X,아이템-채널,당시즌의류,제휴몰,1466427000,1439757950,12,1.8,-15.3
X,아이템-채널,당시즌의류,직영몰,423484000,392856830,3,7.2,9.2
X,아이템-채널,당시즌의류,직영점(가두),139152000,135885490,1,2.3,144.0
