브랜드,구분,아이템명,채널명,TAG매출,실판매출,비중,할인율,YOY
I,아이템-채널,Headwear,직영점(가두),12380000,12355570,4,0.2,4.0
I,아이템,Shoes,전체,791329000,756302031,19,4.4,40.5
I,아이템-채널,Shoes,기타,441000,220500,0,50.0,-78.6
I,아이템-채널,Shoes,대리점,89932000,86035900,11,4.3,22.3
I,아이템-채널,Shoes,면세점,23095000,23095000,3,0.0,-46.8
I,아이템-채널,Shoes,백화점,382450000,362102020,48,5.3,34.1
I,아이템-채널,Shoes,사입,-584000,-146000,0,75.0,-102.4
I,아이템-채널,Shoes,자사몰,54053000,46170721,6,14.6,59.5
I,아이템-채널,Shoes,제휴몰,167525000,167344060,22,0.1,107.5
I,아이템-채널,Shoes,직영몰,61266000,58328830,8,4.8,125.1
I,아이템-채널,Shoes,직영점(가두),13151000,13151000,2,0.0,12.3
I,아이템,과시즌의류,전체,389377000,113963450,3,70.7,-25.0
I,아이템-채널,과시즌의류,기타,1964000,515390,0,73.8,12.1
I,아이템-채널,과시즌의류,대리점,742000,701270,1,5.5,997.4
I,아이템-채널,과시즌의류,면세점,118000,118000,0,0.0,100.0
I,아이템-채널,과시즌의류,백화점,17013000,8953460,8,47.4,-87.0
I,아이템-채널,과시즌의류,사입,361469000,97033800,85,73.2,34.3
I,아이템-채널,과시즌의류,자사몰,1190000,952910,1,19.9,-365.7
I,아이템-채널,과시즌의류,제휴몰,4315000,4035400,4,6.5,-61.2
I,아이템-채널,과시즌의류,직영몰,2153000,1240220,1,42.4,100.0
I,아이템-채널,과시즌의류,직영점(가두),413000,413000,0,0.0,100.0
I,아이템,당시즌의류,전체,1895031000,1797045800,46,5.2,5.8
I,아이템-채널,당시즌의류,기타,21420000,6621930,0,69.1,100.4
I,아이템-채널,당시즌의류,대리점,347217000,328028570,18,5.5,18.8
I,아이템-채널,당시즌의류,면세점,131622000,131622000,7,0.0,-36.3
I,아이템-채널,당시즌의류,백화점,888513000,838351670,47,5.6,-5.1
I,아이템-채널,당시즌의류,자사몰,91580000,82335390,5,10.1,35.5
I,아이템-채널,당시즌의류,제휴몰,291573000,291572990,16,0.0,74.2
I,아이템-채널,당시즌의류,직영몰,77951000,73459250,4,5.8,19.4
I,아이템-채널,당시즌의류,직영점(가두),45155000,45054000,3,0.2,15.9
M,아이템,Acc_etc,전체,151693600,136753198,1,9.8,20.3
M,아이템-채널,Acc_etc,RF,8699300,7194440,5,17.3,87.8
M,아이템-채널,Acc_etc,기타,211800,121540,0,42.6,-39.3
M,아이템-채널,Acc_etc,대리점,23414300,20198380,15,13.7,-16.5
M,아이템-채널,Acc_etc,면세점,41114100,41114190,30,-0.0,-3.8
M,아이템-채널,Acc_etc,백화점,46186800,39999680,29,13.4,90.5
M,아이템-채널,Acc_etc,자사몰,5124700,3845148,3,25.0,82.2
M,아이템-채널,Acc_etc,제휴몰,9813000,7683490,6,21.7,10.7
M,아이템-채널,Acc_etc,직영몰,2326500,1988500,1,14.5,-8.5
M,아이템-채널,Acc_etc,직영점(가두),14803100,14607830,11,1.3,39.6
M,아이템,Bag,전체,815427000,784641160,5,3.8,-49.9
M,아이템-채널,Bag,RF,34905000,31012170,4,11.2,-75.3
M,아이템-채널,Bag,기타,504000,266360,0,47.2,-76.3
M,아이템-채널,Bag,대리점,44254000,41115880,5,7.1,-69.1
M,아이템-채널,Bag,면세점,365456000,365396310,47,0.0,-56.8
M,아이템-채널,Bag,백화점,214544000,205830610,26,4.1,-32.7
M,아이템-채널,Bag,사입,0,0,0,0.0,-100.0
M,아이템-채널,Bag,자사몰,14772000,11670030,1,21.0,-6.9
M,아이템-채널,Bag,제휴몰,19504000,16901600,2,13.3,-45.6
M,아이템-채널,Bag,직영몰,75167000,66555100,8,11.5,867.0
M,아이템-채널,Bag,직영점(가두),46321000,45893100,6,0.9,20.3
M,아이템,Headwear,전체,6063130000,5878580749,39,3.0,47.3
M,아이템-채널,Headwear,RF,466021000,391506250,7,16.0,18.9
M,아이템-채널,Headwear,기타,2090000,1105300,0,47.1,-73.0
M,아이템-채널,Headwear,대리점,519127000,506031380,9,2.5,63.8
M,아이템-채널,Headwear,면세점,2719046000,2719039650,46,0.0,30.1
M,아이템-채널,Headwear,백화점,816234000,769675850,13,5.7,58.6
M,아이템-채널,Headwear,사입,0,0,0,0.0,-100.0
M,아이템-채널,Headwear,자사몰,276762000,236539969,4,14.5,230.9
M,아이템-채널,Headwear,제휴몰,604874000,604605120,10,0.0,63.5
M,아이템-채널,Headwear,직영몰,81993000,79835150,1,2.6,7.6
M,아이템-채널,Headwear,직영점(가두),576983000,570242080,10,1.2,189.2
M,아이템,Shoes,전체,3067739000,2843395474,19,7.3,23.2
M,아이템-채널,Shoes,RF,400923000,340842860,12,15.0,107.2
M,아이템-채널,Shoes,기타,1998000,1110870,0,44.4,-65.8
M,아이템-채널,Shoes,대리점,784088000,732394780,26,6.6,70.6
M,아이템-채널,Shoes,면세점,482294000,478238890,17,0.8,9.6
M,아이템-채널,Shoes,백화점,980312000,895827280,32,8.6,20.7
M,아이템-채널,Shoes,사입,-1309000,-327250,0,75.0,-100.3
M,아이템-채널,Shoes,자사몰,76657000,67336404,2,12.2,-12.8
M,아이템-채널,Shoes,제휴몰,129221000,118502220,4,8.3,-34.2
M,아이템-채널,Shoes,직영몰,39804000,37680370,1,5.3,-9.3
M,아이템-채널,Shoes,직영점(가두),173751000,171789050,6,1.1,60.9
M,아이템,과시즌의류,전체,452741000,171477547,1,62.1,-60.5
M,아이템-채널,과시즌의류,RF,1105000,1105000,1,0.0,-55.0
M,아이템-채널,과시즌의류,기타,534000,267000,0,50.0,2189.9
M,아이템-채널,과시즌의류,대리점,18817000,15717500,9,16.5,40.5
M,아이템-채널,과시즌의류,면세점,38800000,38800000,23,0.0,-20.3
M,아이템-채널,과시즌의류,백화점,15315000,9072840,5,40.8,-79.1
M,아이템-채널,과시즌의류,사입,351042000,87760130,51,75.0,-68.9
M,아이템-채널,과시즌의류,자사몰,11650000,9005757,5,22.7,-1.6
M,아이템-채널,과시즌의류,제휴몰,12602000,7958020,5,36.9,-74.8
M,아이템-채널,과시즌의류,직영몰,2581000,1496300,1,42.0,-38.6
M,아이템-채널,과시즌의류,직영점(가두),295000,295000,0,0.0,-88.6
M,아이템,당시즌의류,전체,5867226000,5336691024,35,9.0,-3.2
M,아이템-채널,당시즌의류,RF,247166000,216712550,4,12.3,-7.3
M,아이템-채널,당시즌의류,기타,4364000,2182000,0,50.0,-66.8
M,아이템-채널,당시즌의류,대리점,1043968000,956203290,18,8.4,-4.3
M,아이템-채널,당시즌의류,면세점,1623135000,1387936350,26,14.5,-15.9
M,아이템-채널,당시즌의류,백화점,1555029000,1412251610,26,9.2,-9.2
M,아이템-채널,당시즌의류,자사몰,200262000,185080764,3,7.6,30.2
M,아이템-채널,당시즌의류,제휴몰,668368000,668367840,13,0.0,17.0
M,아이템-채널,당시즌의류,직영몰,169638000,160130370,3,5.6,31.5
M,아이템-채널,당시즌의류,직영점(가두),355296000,347826250,7,2.1,50.2
M,아이템,차시즌의류,전체,101273000,99365132,1,1.9,-70.3
M,아이템-채널,차시즌의류,RF,1511000,1214500,1,19.6,-46.1
M,아이템-채널,차시즌의류,대리점,10190000,9167830,9,10.0,-62.5
M,아이템-채널,차시즌의류,면세점,77510000,77509770,78,0.0,-69.6
M,아이템-채널,차시즌의류,백화점,3869000,3380530,3,12.6,-91.5
M,아이템-채널,차시즌의류,자사몰,621000,567512,1,8.6,-87.7
M,아이템-채널,차시즌의류,제휴몰,495000,495000,0,0.0,-7.5
M,아이템-채널,차시즌의류,직영점(가두),7077000,7029990,7,0.7,6.0
ST,아이템,Acc_etc,전체,5160500,4051720,1,21.5,-51.6
ST,아이템-채널,Acc_etc,면세점,1034800,926600,23,10.5,-53.8
ST,아이템-채널,Acc_etc,아울렛,652700,558800,14,14.4,31.9
ST,아이템-채널,Acc_etc,자사몰,1209700,1020920,25,15.6,-66.0
ST,아이템-채널,Acc_etc,제휴몰,462900,428100,11,7.5,-58.2
ST,아이템-채널,Acc_etc,직영몰,1577500,895900,22,43.2,-5.1
ST,아이템-채널,Acc_etc,직영점(가두),222900,221400,5,0.7,100.0
ST,아이템,Bag,전체,8680000,5411400,2,37.7,-58.9
ST,아이템-채널,Bag,면세점,1035000,785100,15,24.1,-55.5
ST,아이템-채널,Bag,아울렛,2397000,1032800,19,56.9,976.3
ST,아이템-채널,Bag,자사몰,416000,392200,7,5.7,-84.2
ST,아이템-채널,Bag,제휴몰,1719000,1130700,21,34.2,-67.6
ST,아이템-채널,Bag,직영몰,2476000,1560900,29,37.0,-14.9
ST,아이템-채널,Bag,직영점(가두),637000,509700,9,20.0,100.0
ST,아이템,Headwear,전체,10334000,8784310,3,15.0,-21.4
ST,아이템-채널,Headwear,면세점,768000,691200,8,10.0,-50.9
ST,아이템-채널,Headwear,백화점,354000,330400,4,6.7,-80.9
ST,아이템-채널,Headwear,아울렛,1192000,901240,10,24.4,53.1
ST,아이템-채널,Headwear,자사몰,1271000,1122490,13,11.7,-73.2
ST,아이템-채널,Headwear,제휴몰,1959000,1923600,22,1.8,10.3
ST,아이템-채널,Headwear,직영몰,3471000,2516080,29,27.5,71.5
ST,아이템-채널,Headwear,직영점(가두),1319000,1299300,15,1.5,100.0
ST,아이템,Shoes,전체,46825000,17288160,6,63.1,51.0
ST,아이템-채널,Shoes,면세점,6353000,2498520,14,60.7,39.5
ST,아이템-채널,Shoes,아울렛,6284000,1073820,6,82.9,55.0
ST,아이템-채널,Shoes,자사몰,-4823000,266460,2,105.5,-91.3
ST,아이템-채널,Shoes,제휴몰,37163000,11995400,69,67.7,265.9
ST,아이템-채널,Shoes,직영몰,1719000,1324960,8,22.9,3.2
ST,아이템-채널,Shoes,직영점(가두),129000,129000,1,0.0,100.0
ST,아이템,과시즌의류,전체,297779000,148704440,55,50.1,2.8
ST,아이템-채널,과시즌의류,면세점,7840000,5925510,4,24.4,-75.6
ST,아이템-채널,과시즌의류,백화점,2633000,1592570,1,39.5,-76.8
ST,아이템-채널,과시즌의류,아울렛,85036000,39588340,27,53.4,-10.0
ST,아이템-채널,과시즌의류,자사몰,13247000,8034500,5,39.3,-80.9
ST,아이템-채널,과시즌의류,제휴몰,136736000,62781000,42,54.1,155.7
ST,아이템-채널,과시즌의류,직영몰,38434000,20644020,14,46.3,697.5
ST,아이템-채널,과시즌의류,직영점(가두),13853000,10138500,7,26.8,100.0
ST,아이템,당시즌의류,전체,108437000,84767080,31,21.8,-63.2
ST,아이템-채널,당시즌의류,면세점,22439000,20231800,24,9.8,-40.8
ST,아이템-채널,당시즌의류,백화점,397000,357300,0,10.0,-99.0
ST,아이템-채널,당시즌의류,아울렛,925000,835400,1,9.7,-7.5
ST,아이템-채널,당시즌의류,자사몰,18937000,17288500,20,8.7,-83.8
ST,아이템-채널,당시즌의류,제휴몰,8788000,8788000,10,0.0,-64.6
ST,아이템-채널,당시즌의류,직영몰,38394000,19942580,24,48.1,-30.9
ST,아이템-채널,당시즌의류,직영점(가두),18557000,17323500,20,6.6,100.0
ST,아이템,차시즌의류,전체,2937000,2402060,1,18.2,230.4
ST,아이템-채널,차시즌의류,면세점,139000,114200,5,17.8,100.0
ST,아이템-채널,차시즌의류,백화점,139000,125100,5,10.0,-44.1
ST,아이템-채널,차시즌의류,자사몰,585000,526560,22,10.0,89.4
ST,아이템-채널,차시즌의류,제휴몰,506000,506000,21,0.0,100.0
ST,아이템-채널,차시즌의류,직영몰,903000,465200,19,48.5,106.6
ST,아이템-채널,차시즌의류,직영점(가두),665000,665000,28,0.0,100.0
V,아이템,Acc_etc,전체,17441000,13301540,0,23.7,168.5
V,아이템-채널,Acc_etc,백화점,5980000,5300200,40,11.4,327.8
V,아이템-채널,Acc_etc,아울렛,2082000,1563570,12,24.9,71.0
V,아이템-채널,Acc_etc,자사몰,4025000,2299570,17,42.9,246.8
V,아이템-채널,Acc_etc,제휴몰,4454000,3253200,24,27.0,52.2
V,아이템-채널,Acc_etc,직영몰,150000,135000,1,10.0,100.0
V,아이템-채널,Acc_etc,직영점(가두),750000,750000,6,0.0,100.0
V,아이템,Bag,전체,42010000,35062080,1,16.5,13.9
V,아이템-채널,Bag,백화점,21390000,18882310,54,11.7,72.9
V,아이템-채널,Bag,아울렛,1550000,901800,3,41.8,-75.2
V,아이템-채널,Bag,자사몰,2990000,2517370,7,15.8,-43.2
V,아이템-채널,Bag,제휴몰,13110000,10118000,29,22.8,5.7
V,아이템-채널,Bag,직영몰,2230000,1902600,5,14.7,-2.5
V,아이템-채널,Bag,직영점(가두),740000,740000,2,0.0,100.0
V,아이템,Headwear,전체,29884000,22563010,1,24.5,88.7
V,아이템-채널,Headwear,백화점,11330000,9174210,41,19.0,101.6
V,아이템-채널,Headwear,아울렛,1810000,1157400,5,36.1,-15.4
V,아이템-채널,Headwear,자사몰,6878000,4146600,18,39.7,169.3
V,아이템-채널,Headwear,제휴몰,8026000,6346800,28,20.9,65.9
V,아이템-채널,Headwear,직영몰,1020000,918000,4,10.0,36.9
V,아이템-채널,Headwear,직영점(가두),820000,820000,4,0.0,100.0
V,아이템,Shoes,전체,191781000,173120220,5,9.7,43.3
V,아이템-채널,Shoes,백화점,41005000,36570860,21,10.8,9.8
V,아이템-채널,Shoes,아울렛,12568000,7446500,4,40.8,-40.1
V,아이템-채널,Shoes,자사몰,40803000,36292730,21,11.1,32.4
V,아이템-채널,Shoes,제휴몰,91062000,86817630,50,4.7,105.3
V,아이템-채널,Shoes,직영몰,3505000,3154500,2,10.0,-28.2
V,아이템-채널,Shoes,직영점(가두),2838000,2838000,2,0.0,100.0
V,아이템,과시즌의류,전체,1314278000,670751560,18,49.0,43.5
V,아이템-채널,과시즌의류,백화점,196370000,96652810,14,50.8,121.1
V,아이템-채널,과시즌의류,아울렛,640748000,287573300,43,55.1,25.5
V,아이템-채널,과시즌의류,자사몰,37640000,18392460,3,51.1,-31.6
V,아이템-채널,과시즌의류,제휴몰,431900000,263841990,39,38.9,98.4
V,아이템-채널,과시즌의류,직영몰,7620000,4291000,1,43.7,-87.6
V,아이템,당시즌의류,전체,3168030000,2859017970,75,9.8,131.6
V,아이템-채널,당시즌의류,기타,0,0,0,0.0,-100.0
V,아이템-채널,당시즌의류,백화점,1995030000,1770903420,62,11.2,153.6
V,아이템-채널,당시즌의류,아울렛,213660000,189942900,7,11.1,31.3
V,아이템-채널,당시즌의류,자사몰,253520000,227540870,8,10.2,129.5
V,아이템-채널,당시즌의류,제휴몰,391270000,390604980,14,0.2,162.6
V,아이템-채널,당시즌의류,직영몰,286300000,251914800,9,12.0,82.6
V,아이템-채널,당시즌의류,직영점(가두),28250000,28111000,1,0.5,100.0
V,아이템,차시즌의류,전체,42510000,37690000,1,11.3,-44.9
V,아이템-채널,차시즌의류,백화점,31610000,28231000,75,10.7,-47.3
V,아이템-채널,차시즌의류,자사몰,8720000,7497000,20,14.0,184.6
V,아이템-채널,차시즌의류,직영몰,2180000,1962000,5,10.0,-69.7
W,아이템,Acc_etc,전체,97000,43210,0,55.5,-96.4
W,아이템-채널,Acc_etc,자사몰,51000,25210,58,50.6,100.0
W,아이템-채널,Acc_etc,제휴몰,46000,18000,42,60.9,-75.7
W,아이템,Bag,전체,8007000,2144286,4,73.2,-44.9
W,아이템-채널,Bag,자사몰,3811000,948286,44,75.1,54.6
W,아이템-채널,Bag,제휴몰,4196000,1196000,56,71.5,169.6
W,아이템,Headwear,전체,10566000,2824180,5,73.3,-44.9
W,아이템-채널,Headwear,자사몰,7162000,1968180,70,72.5,605.4
W,아이템-채널,Headwear,제휴몰,3404000,856000,30,74.9,2.4
W,아이템,Shoes,전체,27196000,7271380,13,73.3,-56.7
W,아이템-채널,Shoes,자사몰,12799000,3184380,44,75.1,55.0
W,아이템-채널,Shoes,제휴몰,14397000,4087000,56,71.6,-14.8
W,아이템,과시즌의류,전체,163024000,43661334,78,73.2,-1.0
W,아이템-채널,과시즌의류,자사몰,87904000,21235334,49,75.8,56.8
W,아이템-채널,과시즌의류,제휴몰,75120000,22426000,51,70.1,52.9
W,아이템,당시즌의류,전체,98000,38000,0,61.2,-100.0
W,아이템-채널,당시즌의류,제휴몰,98000,38000,100,61.2,-99.8
X,아이템,Acc_etc,전체,637321000,478863850,1,24.9,-8.1
X,아이템-채널,Acc_etc,기타,39000,27300,0,30.0,-83.6
X,아이템-채널,Acc_etc,대리점,153281000,122579390,26,20.0,18.4
X,아이템-채널,Acc_etc,면세점,8198000,4380490,1,46.6,8839.8
X,아이템-채널,Acc_etc,백화점,190056000,129313970,27,32.0,-1.0
X,아이템-채널,Acc_etc,사입,59000,7670,0,87.0,100.0
X,아이템-채널,Acc_etc,아울렛,47404000,26345920,6,44.4,84.4
X,아이템-채널,Acc_etc,자사몰,26969000,20309550,4,24.7,57.4
X,아이템-채널,Acc_etc,제휴몰,199771000,165184510,34,17.3,-34.9
X,아이템-채널,Acc_etc,직영몰,4919000,4557390,1,7.4,-12.4
X,아이템-채널,Acc_etc,직영점(가두),6625000,6157660,1,7.1,680.4
X,아이템,Bag,전체,1173101000,863704220,3,26.4,29.9
X,아이템-채널,Bag,기타,238000,106400,0,55.3,-81.4
X,아이템-채널,Bag,대리점,291711000,247396920,29,15.2,2.8
X,아이템-채널,Bag,면세점,52917000,37467770,4,29.2,-22.4
X,아이템-채널,Bag,백화점,435204000,306498500,35,29.6,68.6
X,아이템-채널,Bag,사입,79000,10270,0,87.0,100.0
X,아이템-채널,Bag,아울렛,121568000,81271480,9,33.1,7.2
X,아이템-채널,Bag,자사몰,36991000,28659320,3,22.5,3.4
X,아이템-채널,Bag,제휴몰,218391000,147164160,17,32.6,105.8
X,아이템-채널,Bag,직영몰,10459000,9661800,1,7.6,-36.9
X,아이템-채널,Bag,직영점(가두),5543000,5467600,1,1.4,67.1
X,아이템,Headwear,전체,404587000,279418330,1,30.9,28.4
X,아이템-채널,Headwear,기타,81000,56700,0,30.0,-93.1
X,아이템-채널,Headwear,대리점,128494000,111559350,40,13.2,5.4
X,아이템-채널,Headwear,면세점,14266000,9640760,3,32.4,204.3
X,아이템-채널,Headwear,백화점,101538000,64809390,23,36.2,45.0
X,아이템-채널,Headwear,사입,767000,99710,0,87.0,100.0
X,아이템-채널,Headwear,아울렛,66003000,32941670,12,50.1,-7.6
X,아이템-채널,Headwear,자사몰,10856000,8762770,3,19.3,21.3
X,아이템-채널,Headwear,제휴몰,69736000,39093390,14,43.9,174.3
X,아이템-채널,Headwear,직영몰,5533000,5251350,2,5.1,-0.2
X,아이템-채널,Headwear,직영점(가두),7313000,7203240,3,1.5,813.0
X,아이템,Shoes,전체,3179811000,2499853794,7,21.4,-5.8
X,아이템-채널,Shoes,기타,24518000,5830220,0,76.2,-32.6
X,아이템-채널,Shoes,대리점,605550000,538629310,22,11.1,-26.9
X,아이템-채널,Shoes,면세점,210732000,158186740,6,24.9,5.7
X,아이템-채널,Shoes,백화점,780727000,593347240,24,24.0,-6.1
X,아이템-채널,Shoes,아울렛,221734000,150070070,6,32.3,-30.9
X,아이템-채널,Shoes,자사몰,301053000,241207794,10,19.9,23.4
X,아이템-채널,Shoes,제휴몰,949160000,732968240,29,22.8,14.1
X,아이템-채널,Shoes,직영몰,63454000,58142570,2,8.4,-8.9
X,아이템-채널,Shoes,직영점(가두),22883000,21471610,1,6.2,231.5
X,아이템,과시즌의류,전체,16859412000,8730671940,26,48.2,-1.3
X,아이템-채널,과시즌의류,기타,7367000,1594940,0,78.4,-94.6
X,아이템-채널,과시즌의류,대리점,1790505000,1108831690,13,38.1,-20.9
X,아이템-채널,과시즌의류,면세점,-49000,-34300,0,30.0,-106.5
X,아이템-채널,과시즌의류,백화점,4063605000,2264460120,26,44.3,18.1
X,아이템-채널,과시즌의류,사입,2015043000,261955570,3,87.0,100.0
X,아이템-채널,과시즌의류,아울렛,7247852000,4057628990,46,44.0,-12.7
X,아이템-채널,과시즌의류,자사몰,298000,263760,0,11.5,-98.8
X,아이템-채널,과시즌의류,제휴몰,1723338000,1028851670,12,40.3,29.4
X,아이템-채널,과시즌의류,직영몰,11453000,7119500,0,37.8,-77.4
X,아이템,당시즌의류,전체,23754429000,21383253220,62,10.0,-5.8
X,아이템-채널,당시즌의류,기타,53577000,14727490,0,72.5,-21.6
X,아이템-채널,당시즌의류,대리점,8542753000,7510017310,35,12.1,-9.1
X,아이템-채널,당시즌의류,면세점,1349381000,1294827510,6,4.0,-5.1
X,아이템-채널,당시즌의류,백화점,6455996000,5731338100,27,11.2,-7.7
X,아이템-채널,당시즌의류,아울렛,2390562000,2162600070,10,9.5,-1.0
X,아이템-채널,당시즌의류,자사몰,1393193000,1234390080,6,11.4,12.9
X,아이템-채널,당시즌의류,제휴몰,2573633000,2503054130,12,2.7,-9.7
X,아이템-채널,당시즌의류,직영몰,735290000,678416160,3,7.7,-1.3
X,아이템-채널,당시즌의류,직영점(가두),260044000,253882370,1,2.4,107.5
