브랜드,유통채널,채널명,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익,지급수수료_중간관리수수료,지급수수료_중간관리수수료(직영),지급수수료_판매사원도급비(직영),지급수수료_판매사원도급비(면세),지급수수료_물류용역비,지급수수료_물류운송비,지급수수료_이천보관료,지급수수료_카드수수료,지급수수료_온라인위탁판매수수료,지급수수료_로열티,지급임차료_매장(변동),지급임차료_매장(고정),지급임차료_관리비,감가상각비_임차시설물,직접비 합계,직접이익
I,1.0,백화점,2672366000.0,2403656090.0,2185141351.0,1390638654.0,660985971.0,729652683.0,290842314.0,0.0,0.0,0.0,54628534.0,13984905.0,50913793.0,0.0,0.0,83438319.0,0.0,0.0,0.0,41316000.0,535123865,194528818
I,2.0,면세점,467302700.0,466361590.0,423964180.0,254377971.0,108780241.0,145597730.0,0.0,0.0,0.0,31203764.0,10599104.0,2713371.0,9878365.0,0.0,0.0,15262678.0,0.0,1275000.0,0.0,2719000.0,73651282,71946448
I,3.0,직영점(가두),62738300.0,62598810.0,56907965.0,56907965.0,15052400.0,41855565.0,0.0,0.0,3403096.0,0.0,1422699.0,364211.0,1325956.0,0.0,0.0,2219411.0,4905467.0,0.0,0.0,1191000.0,14831840,27023725
I,4.0,자사몰,146679100.0,122887422.0,111720738.0,111720738.0,35073854.0,76646884.0,0.0,0.0,0.0,0.0,2793018.0,715013.0,2603093.0,0.0,0.0,4357109.0,0.0,0.0,0.0,0.0,10468233,66178651
I,5.0,제휴몰,482626700.0,405520070.0,368654444.0,368654444.0,118191958.0,250462486.0,0.0,0.0,0.0,0.0,9216361.0,2359388.0,8589649.0,0.0,108310676.0,14377523.0,0.0,0.0,0.0,0.0,142853597,107608889
I,6.0,대리점,274464100.0,260874340.0,237158268.0,152831084.0,65917037.0,86914047.0,0.0,0.0,0.0,0.0,5928957.0,1517813.0,5525788.0,0.0,0.0,9169865.0,0.0,0.0,0.0,0.0,22142423,64771624
I,8.0,사입,4659411000.0,953377500.0,866706443.0,866706443.0,861373914.0,5332529.0,0.0,0.0,0.0,0.0,21667661.0,5546921.0,20194260.0,0.0,0.0,52002387.0,0.0,0.0,0.0,0.0,99411229,-94078700
I,11.0,직영몰,195375100.0,179166500.0,162878481.0,162878481.0,46737975.0,116140506.0,0.0,30246534.0,0.0,0.0,4071962.0,1042422.0,3795069.0,1938254.0,0.0,6352261.0,38569624.0,0.0,5472717.0,6409000.0,97897843,18242663
I,99.0,기타,1904600.0,1026350.0,933035.0,933035.0,465434.0,467601.0,0.0,0.0,0.0,0.0,23326.0,5971.0,0.0,0.0,0.0,55982.0,0.0,0.0,0.0,0.0,85279,382322
M,1.0,RF,625264900.0,575772900.0,523429920.0,333053165.0,111482379.0,221570786.0,55012485.0,0.0,0.0,0.0,10049854.0,3925724.0,11881859.0,0.0,0.0,23313722.0,0.0,311381.0,0.0,10057064.0,114552089,107018697
