브랜드,대분류,중분류,아이템코드,아이템명(한글),발주(TAG),전년비(발주),주간판매매출(TAG),전년비(주간),누적판매매출(TAG),전년비(누적),누적판매율당년,누적판매율차이,전년마감판매율,누적판매TAG가,누적입고TAG가,전년누적판매TAG가,전년누적입고TAG가,전년마감누적판매TAG가,전년마감누적입고TAG가
I,의류,Outer,FD,폴라폴리스점퍼,250339000,0.1683,2641000,0.4193,58519000,0.2398,0.2752,-0.0450,0.3528,58519000,212670000,244030075,762119000,268875075,762119000
I,의류,Outer,JP,점퍼,2067551000,0.3929,1967000,0.6003,597958000,0.6079,0.3674,0.0890,0.2833,597958000,1627662000,983717675,3534413000,1001137675,3534413000
I,의류,Outer,KC,니트가디건,719220000,0.5828,0,0.0000,51286000,0.3168,0.1399,-0.0910,0.2376,51286000,366660000,161881000,701248000,166603000,701248000
I,의류,Outer,PD,패딩,381600000,,4134000,,140715000,,0.3668,,,140715000,383667000,0,0,0,0
I,의류,Outer,WJ,방풍자켓,2672101000,2.2362,278000,0.3042,129409000,0.6421,0.3335,0.0616,0.2760,129409000,388088000,201539000,741412000,204597000,741412000
I,의류,Wear_etc,S1,반팔티 & 스웨트팬츠,1249379000,0.6166,417000,0.0519,392400000,0.8792,0.3830,0.0198,0.3929,392400000,1024457000,446306000,1228643000,482730000,1228643000
I,의류,Wear_etc,S2,맨투맨셋트,7788432000,0.9688,61834000,1.0336,2921118000,1.1224,0.4423,0.0274,0.4665,2921118000,6604832000,2602480906,6273029000,2926648906,6273029000
M,의류,Bottom,DP,진바지,6927490000,1.2288,8561000,0.8777,248291000,0.7392,0.3614,0.0170,0.3929,248291000,687081000,335911000,975311000,383230000,975311000
M,의류,Bottom,DS,진스커트,1436642000,0.6021,1371000,3.2878,98785000,0.7713,0.2576,-0.2746,0.5410,98785000,383531000,128079267,240663000,130204267,240663000
M,의류,Bottom,LG,레깅스,92649000,0.0996,0,0.0000,0,0.0000,,,0.2577,0,0,27660000,121600000,31338000,121600000
M,의류,Bottom,PT,팬츠,40895898000,0.9721,141184000,1.2413,3132172000,0.9514,0.4887,-0.0598,0.5986,3132172000,6409017000,3292105030,6001489000,3592357030,6001489000
M,의류,Bottom,SK,스커트,2605312000,0.7497,2539000,1.2477,165053000,0.8788,0.3903,0.0211,0.3906,165053000,422907000,187815599,508799000,198726599,508799000
M,의류,Bottom,SM,우븐반바지,1505491000,,0,,0,,,,,0,0,0,0,0,0
M,의류,Bottom,SP,반바지,1373265000,1.1542,0,,0,,,,,0,0,0,0,0,0
M,의류,Bottom,WP,우븐팬츠,37058473000,1.8295,49177000,2.5899,1770579000,1.5120,0.4605,-0.0008,0.4908,1770579000,3844922000,1171025575,2538420000,1245768575,2538420000
M,의류,Inner,DD,데님원피스,0,0.0000,0,,0,0.0000,,,0.2023,0,0,18458000,104182000,21075000,104182000
M,의류,Inner,DR,데님셔츠,9840059000,0.5365,4536000,1.8537,77490000,0.3200,0.1864,-0.1906,0.4045,77490000,415800000,242159000,642445000,259862000,642445000
M,의류,Inner,HD,후드티,21826472000,0.8587,62879000,1.1256,1627269000,0.7534,0.4451,-0.0474,0.5233,1627269000,3656024000,2159884666,4385963000,2294989540,4385963000
M,의류,Inner,KP,니트풀오버,9758594000,1.1991,33098000,3.4789,630682000,0.8562,0.4653,-0.0696,0.5610,630682000,1355334000,736634000,1376937000,772482000,1376937000
M,의류,Inner,MT,맨투맨,52568038000,0.6848,91343000,0.8795,3259300000,0.7408,0.5355,0.0561,0.5140,3259300000,6086548000,4399648468,9177169000,4717176145,9177169000
M,의류,Inner,OP,원피스,270900000,0.2343,3225000,12.5000,81141000,1.0803,0.3231,0.2483,0.0812,81141000,251163000,75112000,1004723000,81594000,1004723000
M,의류,Inner,TO,TOP,183848000,,0,,0,,,,,0,0,0,0,0,0
M,의류,Inner,TR,트레이닝(상의),16175419000,0.7324,32078000,1.0128,1634631000,1.0012,0.6833,0.2712,0.4365,1634631000,2392131000,1632720797,3961775000,1729283797,3961775000
M,의류,Inner,TS,반팔카라티셔츠,44005259000,1.5526,23327000,3.6329,1979507000,2.2727,0.5718,-0.0815,0.6715,1979507000,3462190000,870978026,1333302000,895283026,1333302000
M,의류,Inner,WS,우븐셔츠,2434707000,1.2968,2028000,1.5918,127426000,1.9698,0.6855,0.3690,0.3709,127426000,185900000,64690000,204432000,75817000,204432000
M,의류,Outer,DJ,다운점퍼,329698294000,1.2579,935020000,1.1485,19389651000,0.8780,0.4139,-0.1651,0.6520,19389651000,46842438000,22084386887,38141955000,24867949585,38141955000
M,의류,Outer,DK,진자켓,2481071000,0.3505,249000,0.1505,43753000,1.1225,0.2798,0.1562,0.1564,43753000,156400000,38979000,315475000,49325470,315475000
M,의류,Outer,DV,다운베스트,21108946000,0.8827,26778000,0.6001,812558000,0.6244,0.3306,-0.1194,0.5059,812558000,2457563000,1301416000,2891583000,1462920000,2891583000
M,의류,Outer,FD,폴라폴리스점퍼,2902405000,0.5370,7885000,0.9273,271471000,1.6744,0.5364,0.3358,0.2343,271471000,506105000,162135000,808191000,189376000,808191000
M,의류,Outer,JK,방수자켓,247572000,0.8151,0,,0,,,,,0,0,0,0,0,0
M,의류,Outer,JP,점퍼,14172444000,0.8446,31255000,0.7791,1425338000,0.7294,0.4915,0.0906,0.4143,1425338000,2900135000,1954090634,4875182000,2019774634,4875182000
M,의류,Outer,KC,니트가디건,11491431000,0.6868,19202000,1.2857,840611000,0.7295,0.6552,0.1769,0.5060,840611000,1282979000,1152332725,2408962000,1219053686,2408962000
M,의류,Outer,PD,패딩,2015074000,1.9674,25472000,3.6347,866844000,3.1340,0.4329,0.0504,0.4528,866844000,2002338000,276597000,723138000,327405000,723138000
M,의류,Outer,WJ,방풍자켓,50198139000,1.1724,886000,0.1676,1223351000,1.0323,0.4521,-0.0025,0.4573,1223351000,2706225000,1185081763,2607315000,1192288763,2607315000
ST,의류,Bottom,LG,레깅스,6930000,0.0840,0,0.0000,495000,0.0447,0.0714,-0.0613,0.1473,495000,6930000,11080000,83474000,12296000,83474000
ST,의류,Bottom,PT,팬츠,234595000,0.1795,3723000,0.6526,70668000,0.3189,0.3036,0.1316,0.2033,70668000,232777000,221614000,1288659000,261978000,1288659000
ST,의류,Bottom,SK,스커트,640002000,0.7793,4330000,0.5124,337666000,1.0461,0.5341,0.1317,0.4458,337666000,632217000,322798000,802253000,357660000,802253000
ST,의류,Bottom,SP,반바지,138634000,8.6538,535000,,61529000,5.8588,0.4394,-0.2235,0.7247,61529000,140020000,10502000,15842000,11481000,15842000
ST,의류,Inner,HD,후드티,58855000,0.3397,149000,0.1389,7152000,0.1884,0.1212,-0.0933,0.2501,7152000,59004000,37970000,177025000,44269000,177025000
ST,의류,Inner,KP,니트풀오버,341415000,0.9833,2267000,1.6033,91697000,1.6290,0.2651,0.0972,0.2043,91697000,345949000,56289000,335387000,68535000,335387000
ST,의류,Inner,KU,니트반팔티셔츠,175695000,,159000,,20352000,,0.1152,,,20352000,176649000,0,0,0,0
ST,의류,Inner,KV,니트베스트,77840000,,0,,23908000,,0.3023,,,23908000,79091000,0,0,0,0
ST,의류,Inner,MT,맨투맨,1051135000,0.6952,8711000,0.8796,242656000,0.6351,0.2286,-0.0305,0.2866,242656000,1061692000,382064000,1474896000,422769000,1474896000
ST,의류,Inner,OP,원피스,65330000,1.2627,0,0.0000,6255000,0.6688,0.0926,-0.0861,0.2129,6255000,67554000,9353000,52337000,11144000,52337000
ST,의류,Inner,PQ,폴로 티셔츠,1015895000,2.2372,1598000,0.7314,287377000,2.7064,0.2801,0.0469,0.2568,287377000,1026162000,106184000,455352000,116946000,455352000
ST,의류,Inner,RL,긴팔티셔츠,76230000,0.3674,594000,0.7063,14058000,0.2922,0.1821,-0.0570,0.2750,14058000,77220000,48108000,201274000,55354000,201274000
ST,의류,Inner,RS,반팔티셔츠,76240000,1.7264,78000,1.1304,54822000,3.3666,0.7263,0.3593,0.4012,54822000,75477000,16284000,44367000,17802000,44367000
ST,의류,Inner,TR,트레이닝(상의),143995000,0.1996,1521000,0.5507,38583000,0.3178,0.2807,0.0997,0.2105,38583000,137452000,121390000,670647000,141179000,670647000
ST,의류,Inner,WT,윈드티셔츠,44520000,,318000,,8904000,,0.1965,,,8904000,45315000,0,0,0,0
ST,의류,Outer,DJ,다운점퍼,274590000,0.1462,5624000,0.5290,95664000,0.3965,0.3379,0.2088,0.1536,95664000,283144000,241292000,1870272000,287271000,1870272000
ST,의류,Outer,DV,다운베스트,0,0.0000,0,0.0000,0,0.0000,,,0.1538,0,0,10619000,77441000,11914000,77441000
ST,의류,Outer,KC,니트가디건,321760000,0.6495,3225000,0.3619,75184000,0.6383,0.2342,-0.0088,0.2803,75184000,321063000,117787000,484683000,135868000,484683000
ST,의류,Outer,PD,패딩,54780000,0.2439,0,0.0000,5478000,0.1489,0.0995,-0.0656,0.2016,5478000,55029000,36796000,222789000,44921000,222789000
ST,의류,Outer,WJ,방풍자켓,543420000,0.8499,1554000,3.0000,38179000,0.3248,0.0685,-0.1224,0.2044,38179000,557024000,117560000,615709000,125843000,615709000
ST,의류,Wear_etc,BR,브라,0,0.0000,0,,0,0.0000,,,0.0989,0,0,3560000,38715000,3827000,38715000
V,의류,Bottom,LG,레깅스,0,0.0000,0,,0,0.0000,,,0.1019,0,0,1320000,18840000,1920000,18840000
V,의류,Bottom,PT,팬츠,1708400000,0.5786,13830000,2.8515,420420000,2.7659,0.2407,0.0787,0.2087,420420000,1746910000,152000000,938550000,195920000,938550000
V,의류,Bottom,SK,스커트,99000000,,0,,26070000,,0.2565,,,26070000,101640000,0,0,0,0
V,의류,Bottom,SP,반바지,91000000,0.7496,450000,1.0465,26990000,1.7180,0.3021,0.1700,0.1909,26990000,89350000,15710000,118950000,22710000,118950000
V,의류,Inner,HD,후드티,542000000,1.4427,6840000,6.9091,102900000,3.2781,0.1868,0.0453,0.2209,102900000,550860000,31390000,221820000,49000000,221820000
V,의류,Inner,KP,니트풀오버,968900000,2.7604,3730000,1.3514,136100000,1.7786,0.1419,-0.0914,0.3005,136100000,958840000,76520000,327990000,98570000,327990000
V,의류,Inner,KV,니트베스트,98000000,,490000,,13720000,,0.1400,,,13720000,98000000,0,0,0,0
V,의류,Inner,MT,맨투맨,251600000,0.4543,1560000,3.0000,33380000,1.2988,0.1321,0.0448,0.1436,33380000,252630000,25700000,294440000,42280000,294440000
V,의류,Inner,OP,원피스,63000000,0.7143,0,,13860000,0.2694,0.2095,-0.4509,0.6918,13860000,66150000,51450000,77910000,53900000,77910000
V,의류,Inner,RL,긴팔티셔츠,109500000,,190000,,13840000,,0.1072,,,13840000,129060000,0,0,0,0
V,의류,Inner,RS,반팔티셔츠,64000000,0.1024,0,0.0000,17040000,0.2455,0.2543,0.1161,0.1536,17040000,67020000,69410000,502480000,77200000,502480000
V,의류,Inner,TS,반팔카라티셔츠,44200000,,0,,0,,,,,0,0,0,0,0,0
V,의류,Inner,WS,우븐셔츠,78400000,1.6970,0,,4410000,13.3636,0.0556,0.0484,0.0286,4410000,79380000,330000,46200000,1320000,46200000
V,의류,Inner,ZT,집업티,72500000,0.1420,870000,0.3359,22330000,1.0548,0.3092,0.2264,0.1365,22330000,72210000,21170000,255690000,34890000,255690000
V,의류,Outer,DH,반팔다운,2153600000,4.0254,4950000,1.5138,951320000,2.3289,0.4419,-0.3425,0.8400,951320000,2152650000,408490000,520730000,437420000,520730000
V,의류,Outer,DJ,다운점퍼,22049550000,0.5715,936000000,2.2351,10949020000,2.0449,0.5239,0.1545,0.5199,10949020000,20898270000,5354280000,14495390000,7538400000,14499260000
V,의류,Outer,DV,다운베스트,294250000,0.1298,0,0.0000,67850000,0.7026,0.2012,0.0881,0.1919,67850000,337170000,96570000,853360000,163760000,853360000
V,의류,Outer,JK,방수자켓,158000000,0.0480,0,0.0000,2370000,0.0569,0.0149,-0.0247,0.0574,2370000,158790000,41620000,1050970000,60360000,1050970000
V,의류,Outer,KC,니트가디건,331500000,,1950000,,39000000,,0.1176,,,39000000,331500000,0,0,0,0
V,의류,Outer,PD,패딩,0,0.0000,0,,0,,,,,0,0,0,0,0,0
V,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3135,0,0,117650000,463710000,145370000,463710000
V,의류,Outer,VT,베스트,249500000,,1060000,,67340000,,0.2618,,,67340000,257250000,0,0,0,0
V,의류,Outer,WJ,방풍자켓,2776270000,1.9688,-890000,-0.1268,354920000,1.2015,0.1341,-0.2050,0.4431,354920000,2647590000,295400000,871230000,386050000,871230000
W,의류,Bottom,DP,진바지,46640000,,0,,0,,,,,0,0,0,0,0,0
W,의류,Bottom,PT,팬츠,29766000,0.0634,0,0.0000,0,0.0000,,,0.3191,0,0,31214000,120998000,38614971,120998000
W,의류,Bottom,SK,스커트,34168000,0.5094,0,,0,0.0000,,,0.2325,0,0,8127000,34959000,8127000,34959000
W,의류,Bottom,WP,우븐팬츠,132802000,0.1132,0,0.0000,0,0.0000,,,0.1644,0,0,48430479,315631000,51887479,315631000
W,의류,Inner,HD,후드티,115777000,0.1154,0,0.0000,0,0.0000,,,0.3269,0,0,74454567,253894000,82993567,253894000
W,의류,Inner,MT,맨투맨,238336000,0.2464,0,0.0000,0,0.0000,,,0.3589,0,0,82929625,261308000,93789625,261308000
W,의류,Inner,RL,긴팔티셔츠,153266000,0.2389,0,0.0000,0,0.0000,,,0.3731,0,0,74781365,214599000,80063365,214599000
W,의류,Inner,RS,반팔티셔츠,308267000,0.5222,147000,0.0133,23903000,0.0897,0.8396,0.2912,0.5664,23903000,28468000,266339399,485660000,275058399,485660000
W,의류,Outer,DJ,다운점퍼,664052000,0.1259,0,0.0000,0,0.0000,,,0.2839,0,0,260576669,1105936000,314020231,1105936000
W,의류,Outer,DV,다운베스트,0,0.0000,0,,0,0.0000,,,0.4878,0,0,19710000,44895000,21900000,44895000
W,의류,Outer,PD,패딩,0,0.0000,0,,0,0.0000,,,0.1957,0,0,3885000,23828000,4662000,23828000
W,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3168,0,0,34675260,119341000,37809260,119341000
W,의류,Outer,WJ,방풍자켓,122398000,0.0525,0,0.0000,0,0.0000,,,0.1645,0,0,74241143,472479000,77717143,472479000
X,의류,Bottom,LG,레깅스,514908000,0.3799,2701000,0.6422,36210000,0.4375,0.0817,-0.0783,0.1906,36210000,442997000,82762000,517073000,98544000,517073000
X,의류,Bottom,PT,팬츠,13786230000,1.6755,126588000,1.5037,2571693000,0.9478,0.3611,-0.0029,0.4167,2571693000,7121553000,2713224000,7453011000,3105735000,7453011000
X,의류,Bottom,SK,스커트,1696183000,3.4309,6664000,1.7616,170393000,1.2681,0.1821,-0.1422,0.3467,170393000,935508000,134374000,414323000,143665000,414323000
X,의류,Bottom,SP,반바지,0,0.0000,0,0.0000,0,0.0000,,,0.1869,0,0,14606000,96792000,18094000,96792000
X,의류,Bottom,TP,트레이닝(하의),12975059000,0.9667,162955000,0.9190,4131882000,0.8195,0.3477,-0.0266,0.4323,4131882000,11883762000,5041845000,13470441000,5822724000,13470441000
X,의류,Inner,HD,후드티,6389072000,1.5823,106387000,1.8001,1728909000,0.9027,0.3471,-0.1314,0.5458,1728909000,4981624000,1915224000,4002608000,2184476000,4002608000
X,의류,Inner,MT,맨투맨,9431513000,1.0457,201021000,1.0670,3242334000,0.6615,0.4203,-0.1199,0.6198,3242334000,7713488000,4901600000,9072873000,5623329000,9072873000
X,의류,Inner,OP,원피스,510267000,0.8163,665000,0.6315,83951000,0.4993,0.1714,-0.1121,0.2958,83951000,489863000,168141000,593049000,175419000,593049000
X,의류,Inner,RL,긴팔티셔츠,8475003000,6.6710,35549000,2.8485,1459217000,1.9982,0.3672,-0.2740,0.6729,1459217000,3973720000,730260000,1138944000,766447000,1138944000
X,의류,Inner,RS,반팔티셔츠,217100000,11.0765,1888000,,65785000,,0.4345,,,65785000,151394000,0,0,0,0
X,의류,Inner,TL,긴팔카라티셔츠,1213150000,1.0214,9213000,1.2327,540605000,0.9140,0.5017,-0.0294,0.5704,540605000,1077483000,591451000,1113493000,635127000,1113493000
X,의류,Inner,TR,트레이닝(상의),15013860000,1.0147,106686000,0.7737,4393960000,0.8049,0.3297,-0.0437,0.4168,4393960000,13327526000,5458829000,14619577000,6093722000,14619577000
X,의류,Inner,ZT,집업티,4804720000,71.8764,64733000,1097.1695,767836000,50.4425,0.2546,-0.0034,0.2790,767836000,3015499000,15222000,59000000,16461000,59000000
X,의류,Outer,DJ,다운점퍼,261063321000,1.1672,8347820000,1.4174,85037466000,0.8892,0.3781,-0.0587,0.5542,85037466000,224915166000,95638899000,218967560000,122039692000,220192631000
X,의류,Outer,DV,다운베스트,9362012000,1.3534,151456000,0.5738,3187636000,0.6940,0.3932,-0.2802,0.7869,3187636000,8107911000,4593249000,6821564000,5368016000,6821564000
X,의류,Outer,JP,점퍼,9336564000,,30877000,,218962000,,0.0539,,,218962000,4064929000,0,0,0,0
X,의류,Outer,PD,패딩,5357180000,,17247000,,776671000,,0.2469,,,776671000,3146291000,0,0,0,0
X,의류,Outer,SS,소프트쉘,12131900000,1.3502,170323000,1.5154,4577598000,1.3804,0.4681,0.0939,0.4333,4577598000,9778833000,3316212000,8861230000,3839593000,8861230000
X,의류,Outer,WJ,방풍자켓,17535633000,1.4149,36519000,1.1196,3471382000,0.7576,0.3033,-0.0832,0.4047,3471382000,11447170000,4582365000,11856591000,4797772000,11856591000
X,의류,Wear_etc,AZ,상하의 세트,1126700000,3.0118,4636000,0.9215,331948000,2.2050,0.2982,-0.0988,0.4891,331948000,1113301000,150543000,379260000,185502000,379260000
