브랜드,대분류,중분류,아이템코드,아이템명(한글),발주(TAG),전년비(발주),주간판매매출(TAG),전년비(주간),누적판매매출(TAG),전년비(누적),누적판매율당년,누적판매율차이,전년마감판매율,누적판매TAG가,누적입고TAG가,전년누적판매TAG가,전년누적입고TAG가,전년마감누적판매TAG가,전년마감누적입고TAG가
I,의류,Outer,WJ,방풍자켓,2672101000,2.2362,139000,0.2914,129131000,0.6436,0.3327,0.0621,0.2760,129131000,388088000,200625000,741412000,204597000,741412000
I,의류,Wear_etc,S1,반팔티 & 스웨트팬츠,1249379000,0.6166,914000,0.1179,391983000,0.8944,0.3826,0.0259,0.3929,391983000,1024457000,438277000,1228643000,482730000,1228643000
I,의류,Wear_etc,S2,맨투맨셋트,7788432000,0.9688,102700000,1.0172,2859284000,1.1245,0.4331,0.0278,0.4665,2859284000,6601703000,2542657906,6273029000,2926648906,6273029000
M,의류,Bottom,DP,진바지,6927490000,1.2288,8601000,0.8676,239730000,0.7350,0.3489,0.0145,0.3929,239730000,687081000,326157000,975311000,383230000,975311000
M,의류,Bottom,DS,진스커트,1436642000,0.6021,1679000,6.0396,97414000,0.7631,0.2540,-0.2765,0.5410,97414000,383531000,127662267,240663000,130204267,240663000
M,의류,Bottom,LG,레깅스,92649000,0.0996,0,0.0000,0,0.0000,,,0.2577,0,0,26869000,121600000,31338000,121600000
M,의류,Bottom,PT,팬츠,40895898000,0.9721,172434000,1.2834,2990988000,0.9410,0.4667,-0.0629,0.5986,2990988000,6409017000,3178363030,6001489000,3592357030,6001489000
M,의류,Bottom,SK,스커트,2605312000,0.7497,2381000,0.7937,162514000,0.8748,0.3843,0.0191,0.3906,162514000,422907000,185780599,508799000,198726599,508799000
M,의류,Bottom,SM,우븐반바지,1505491000,,0,,0,,,,,0,0,0,0,0,0
M,의류,Bottom,SP,반바지,1373265000,1.1542,0,,0,,,,,0,0,0,0,0,0
M,의류,Bottom,WP,우븐팬츠,37058473000,1.8295,58233000,2.7094,1721402000,1.4942,0.4477,-0.0061,0.4908,1721402000,3844922000,1152037575,2538420000,1245768575,2538420000
M,의류,Inner,DD,데님원피스,0,0.0000,0,0.0000,0,0.0000,,,0.2023,0,0,18458000,104182000,21075000,104182000
M,의류,Inner,DR,데님셔츠,9840059000,0.5365,2646000,1.2261,72954000,0.3043,0.1755,-0.1977,0.4045,72954000,415800000,239712000,642445000,259862000,642445000
M,의류,Inner,HD,후드티,21826472000,0.8587,85599000,1.2402,1564390000,0.7435,0.4279,-0.0518,0.5233,1564390000,3656024000,2104022666,4385963000,2294989540,4385963000
M,의류,Inner,KP,니트풀오버,9758594000,1.1991,30034000,2.4126,597584000,0.8219,0.4409,-0.0872,0.5610,597584000,1355334000,727120000,1376937000,772482000,1376937000
M,의류,Inner,MT,맨투맨,52568038000,0.6848,118390000,0.9445,3167957000,0.7375,0.5205,0.0524,0.5140,3167957000,6086548000,4295788468,9177169000,4717176145,9177169000
M,의류,Inner,OP,원피스,270900000,0.2343,2967000,2.2142,77916000,1.0409,0.3102,0.2357,0.0812,77916000,251163000,74854000,1004723000,81594000,1004723000
M,의류,Inner,TO,TOP,183848000,,0,,0,,,,,0,0,0,0,0,0
M,의류,Inner,TR,트레이닝(상의),16175419000,0.7324,36382000,0.9641,1602553000,1.0009,0.6699,0.2658,0.4365,1602553000,2392131000,1601046797,3961775000,1729283797,3961775000
M,의류,Inner,TS,반팔카라티셔츠,44005259000,1.5526,26516000,4.1116,1956180000,2.2626,0.5650,-0.0834,0.6715,1956180000,3462190000,864557026,1333302000,895283026,1333302000
M,의류,Inner,WS,우븐셔츠,2434707000,1.2968,1859000,0.9831,125398000,1.9774,0.6745,0.3643,0.3709,125398000,185900000,63416000,204432000,75817000,204432000
M,의류,Outer,DJ,다운점퍼,329698294000,1.2579,2011018000,1.6026,18454631000,0.8676,0.3940,-0.1637,0.6520,18454631000,46842438000,21270288887,38141955000,24867949585,38141955000
M,의류,Outer,DK,진자켓,2481071000,0.3505,0,0.0000,43504000,1.1655,0.2782,0.1598,0.1564,43504000,156400000,37325000,315475000,49325470,315475000
M,의류,Outer,DV,다운베스트,21108946000,0.8827,44958000,0.9712,785780000,0.6252,0.3197,-0.1149,0.5059,785780000,2457563000,1256794000,2891583000,1462920000,2891583000
M,의류,Outer,FD,폴라폴리스점퍼,2902405000,0.5370,8840000,1.1211,263586000,1.7157,0.5208,0.3307,0.2343,263586000,506105000,153632000,808191000,189376000,808191000
M,의류,Outer,JK,방수자켓,247572000,0.8151,0,,0,,,,,0,0,0,0,0,0
M,의류,Outer,JP,점퍼,14172444000,0.8446,26145000,0.6287,1394083000,0.7284,0.4807,0.0881,0.4143,1394083000,2900135000,1913972634,4875182000,2019774634,4875182000
M,의류,Outer,KC,니트가디건,11491431000,0.6868,18933000,0.9395,821409000,0.7222,0.6402,0.1681,0.5060,821409000,1282979000,1137397725,2408962000,1219053686,2408962000
M,의류,Outer,PD,패딩,2015074000,1.9674,24278000,5.8347,841372000,3.1209,0.4202,0.0474,0.4528,841372000,2002338000,269589000,723138000,327405000,723138000
M,의류,Outer,WJ,방풍자켓,50198139000,1.1724,169000,0.0302,1222465000,1.0362,0.4517,-0.0008,0.4573,1222465000,2706225000,1179796763,2607315000,1192288763,2607315000
ST,의류,Bottom,LG,레깅스,6930000,0.0840,0,0.0000,495000,0.0450,0.0714,-0.0602,0.1473,495000,6930000,10991000,83474000,12296000,83474000
ST,의류,Bottom,PT,팬츠,234595000,0.1795,1677000,0.1255,66945000,0.3101,0.2876,0.1200,0.2033,66945000,232777000,215909000,1288659000,261978000,1288659000
ST,의류,Bottom,SK,스커트,640002000,0.7793,4033000,0.3177,333336000,1.0604,0.5272,0.1354,0.4458,333336000,632217000,314347000,802253000,357660000,802253000
ST,의류,Bottom,SP,반바지,138634000,8.6538,1139000,6.3989,60994000,5.8078,0.4356,-0.2273,0.7247,60994000,140020000,10502000,15842000,11481000,15842000
ST,의류,Inner,HD,후드티,58855000,0.3397,149000,0.0802,7003000,0.1898,0.1187,-0.0897,0.2501,7003000,59004000,36897000,177025000,44269000,177025000
ST,의류,Inner,KP,니트풀오버,341415000,0.9833,3202000,0.4113,89430000,1.6297,0.2585,0.0949,0.2043,89430000,345949000,54875000,335387000,68535000,335387000
ST,의류,Inner,KU,니트반팔티셔츠,175695000,,0,,20193000,,0.1143,,,20193000,176649000,0,0,0,0
ST,의류,Inner,KV,니트베스트,77840000,,278000,,23908000,,0.3023,,,23908000,79091000,0,0,0,0
ST,의류,Inner,MT,맨투맨,1051135000,0.6952,7530000,0.2975,233945000,0.6286,0.2204,-0.0320,0.2866,233945000,1061692000,372161000,1474896000,422769000,1474896000
ST,의류,Inner,OP,원피스,65330000,1.2627,0,0.0000,6255000,0.6985,0.0926,-0.0785,0.2129,6255000,67554000,8955000,52337000,11144000,52337000
ST,의류,Inner,PQ,폴로 티셔츠,1015895000,2.2372,3394000,0.6688,285779000,2.7479,0.2785,0.0501,0.2568,285779000,1026162000,103999000,455352000,116946000,455352000
ST,의류,Inner,RL,긴팔티셔츠,76230000,0.3674,495000,0.2632,13464000,0.2849,0.1744,-0.0605,0.2750,13464000,77220000,47267000,201274000,55354000,201274000
ST,의류,Inner,RS,반팔티셔츠,76240000,1.7264,117000,0.8478,54744000,3.3761,0.7253,0.3598,0.4012,54744000,75477000,16215000,44367000,17802000,44367000
ST,의류,Inner,TR,트레이닝(상의),143995000,0.1996,845000,0.1132,37062000,0.3124,0.2696,0.0928,0.2105,37062000,137452000,118628000,670647000,141179000,670647000
ST,의류,Inner,WT,윈드티셔츠,44520000,,0,,8586000,,0.1895,,,8586000,45315000,0,0,0,0
ST,의류,Outer,DJ,다운점퍼,274590000,0.1462,6401000,0.2488,90040000,0.3904,0.3180,0.1947,0.1536,90040000,283144000,230660000,1870272000,287271000,1870272000
ST,의류,Outer,DV,다운베스트,0,0.0000,0,0.0000,0,0.0000,,,0.1538,0,0,10101000,77441000,11914000,77441000
ST,의류,Outer,KC,니트가디건,321760000,0.6495,1811000,0.2429,71959000,0.6609,0.2241,-0.0005,0.2803,71959000,321063000,108875000,484683000,135868000,484683000
ST,의류,Outer,PD,패딩,54780000,0.2439,498000,0.1668,5478000,0.1541,0.0995,-0.0600,0.2016,5478000,55029000,35542000,222789000,44921000,222789000
ST,의류,Outer,WJ,방풍자켓,543420000,0.8499,1474000,0.9491,36625000,0.3129,0.0658,-0.1243,0.2044,36625000,557024000,117042000,615709000,125843000,615709000
ST,의류,Wear_etc,BR,브라,0,0.0000,0,0.0000,0,0.0000,,,0.0989,0,0,3560000,38715000,3827000,38715000
V,의류,Bottom,LG,레깅스,0,0.0000,0,,0,0.0000,,,0.1019,0,0,1320000,18840000,1920000,18840000
V,의류,Bottom,PT,팬츠,1708400000,0.5786,16480000,1.8475,406590000,2.7631,0.2327,0.0760,0.2087,406590000,1746910000,147150000,938550000,195920000,938550000
V,의류,Bottom,SK,스커트,99000000,,990000,,26070000,,0.2565,,,26070000,101640000,0,0,0,0
V,의류,Bottom,SP,반바지,91000000,0.7496,900000,2.0930,26540000,1.7369,0.2970,0.1686,0.1909,26540000,89350000,15280000,118950000,22710000,118950000
V,의류,Inner,HD,후드티,542000000,1.4427,7460000,3.6214,96060000,3.1599,0.1744,0.0373,0.2209,96060000,550860000,30400000,221820000,49000000,221820000
V,의류,Inner,KP,니트풀오버,968900000,2.7604,9300000,1.6848,132370000,1.7946,0.1381,-0.0868,0.3005,132370000,958840000,73760000,327990000,98570000,327990000
V,의류,Inner,KV,니트베스트,98000000,,490000,,13230000,,0.1350,,,13230000,98000000,0,0,0,0
V,의류,Inner,MT,맨투맨,251600000,0.4543,2420000,2.3269,31820000,1.2637,0.1260,0.0404,0.1436,31820000,252630000,25180000,294440000,42280000,294440000
V,의류,Inner,OP,원피스,63000000,0.7143,0,,13860000,0.2694,0.2095,-0.4509,0.6918,13860000,66150000,51450000,77910000,53900000,77910000
V,의류,Inner,RL,긴팔티셔츠,109500000,,190000,,13650000,,0.1058,,,13650000,129060000,0,0,0,0
V,의류,Inner,RS,반팔티셔츠,64000000,0.1024,340000,1.2143,17040000,0.2464,0.2543,0.1166,0.1536,17040000,67020000,69150000,502480000,77200000,502480000
V,의류,Inner,TS,반팔카라티셔츠,44200000,,0,,0,,,,,0,0,0,0,0,0
V,의류,Inner,WS,우븐셔츠,78400000,1.6970,0,,4410000,13.3636,0.0556,0.0484,0.0286,4410000,79380000,330000,46200000,1320000,46200000
V,의류,Inner,ZT,집업티,72500000,0.1420,1450000,0.8430,21460000,1.1550,0.2972,0.2245,0.1365,21460000,72210000,18580000,255690000,34890000,255690000
V,의류,Outer,DH,반팔다운,2153600000,4.0254,28830000,5.2899,946370000,2.3354,0.4396,-0.3385,0.8400,946370000,2152650000,405220000,520730000,437420000,520730000
V,의류,Outer,DJ,다운점퍼,22049550000,0.5723,948560000,1.8726,10013020000,2.0288,0.4857,0.1452,0.5199,10013020000,20614710000,4935510000,14495390000,7538400000,14499260000
V,의류,Outer,DV,다운베스트,294250000,0.1298,5320000,1.2547,67850000,0.7256,0.2012,0.0917,0.1919,67850000,337170000,93510000,853360000,163760000,853360000
V,의류,Outer,JK,방수자켓,158000000,0.0480,790000,,2370000,0.0610,0.0149,-0.0221,0.0574,2370000,158790000,38860000,1050970000,60360000,1050970000
V,의류,Outer,KC,니트가디건,331500000,,1950000,,37050000,,0.1118,,,37050000,331500000,0,0,0,0
V,의류,Outer,PD,패딩,0,0.0000,0,,0,,,,,0,0,0,0,0,0
V,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3135,0,0,114620000,463710000,145370000,463710000
V,의류,Outer,VT,베스트,249500000,,1060000,,66280000,,0.2576,,,66280000,257250000,0,0,0,0
V,의류,Outer,WJ,방풍자켓,2776270000,1.9688,-890000,-0.4495,355810000,1.2338,0.1344,-0.1966,0.4431,355810000,2647590000,288380000,871230000,386050000,871230000
W,의류,Bottom,DP,진바지,46640000,,0,,0,,,,,0,0,0,0,0,0
W,의류,Bottom,PT,팬츠,29766000,0.0634,0,0.0000,0,0.0000,,,0.3191,0,0,24227000,120998000,38614971,120998000
W,의류,Bottom,SK,스커트,34168000,0.5094,0,,0,0.0000,,,0.2325,0,0,8127000,34959000,8127000,34959000
W,의류,Bottom,WP,우븐팬츠,132802000,0.1132,0,0.0000,0,0.0000,,,0.1644,0,0,47427479,315631000,51887479,315631000
W,의류,Inner,HD,후드티,115777000,0.1154,0,0.0000,0,0.0000,,,0.3269,0,0,69358567,253894000,82993567,253894000
W,의류,Inner,MT,맨투맨,238336000,0.2464,0,0.0000,0,0.0000,,,0.3589,0,0,71030625,261308000,93789625,261308000
W,의류,Inner,RL,긴팔티셔츠,153266000,0.2389,0,0.0000,0,0.0000,,,0.3731,0,0,70323365,214599000,80063365,214599000
W,의류,Inner,RS,반팔티셔츠,308267000,0.5222,0,0.0000,23756000,0.0930,0.8345,0.3088,0.5664,23756000,28468000,255306399,485660000,275058399,485660000
W,의류,Outer,DJ,다운점퍼,664052000,0.1259,0,0.0000,0,0.0000,,,0.2839,0,0,241783669,1105936000,314020231,1105936000
W,의류,Outer,DV,다운베스트,0,0.0000,0,0.0000,0,0.0000,,,0.4878,0,0,19710000,44895000,21900000,44895000
W,의류,Outer,PD,패딩,0,0.0000,0,,0,0.0000,,,0.1957,0,0,3885000,23828000,4662000,23828000
W,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3168,0,0,33849260,119341000,37809260,119341000
W,의류,Outer,WJ,방풍자켓,122398000,0.0525,0,0.0000,0,0.0000,,,0.1645,0,0,72986143,472479000,77717143,472479000
X,의류,Bottom,LG,레깅스,514908000,0.3799,1959000,0.4736,33509000,0.4266,0.0756,0.0140,0.1906,33509000,442997000,78556000,1274187000,98544000,517073000
X,의류,Bottom,PT,팬츠,13786230000,1.6755,151911000,1.2331,2445105000,0.9300,0.3353,-0.0175,0.4167,2445105000,7292903000,2629038000,7453011000,3105735000,7453011000
X,의류,Bottom,SK,스커트,1696183000,3.4309,9523000,2.6795,163729000,1.2538,0.1750,-0.1402,0.3467,163729000,935508000,130591000,414323000,143665000,414323000
X,의류,Bottom,SP,반바지,0,0.0000,0,0.0000,0,0.0000,,,0.1869,0,0,13625000,96792000,18094000,96792000
X,의류,Bottom,TP,트레이닝(하의),12975059000,0.9667,206554000,0.8210,3968927000,0.8159,0.3340,-0.0271,0.4323,3968927000,11883762000,4864524000,13470441000,5822724000,13470441000
X,의류,Inner,HD,후드티,6389072000,1.5823,108110000,1.0879,1622522000,0.8741,0.3257,-0.1380,0.5458,1622522000,4981624000,1856122000,4002608000,2184476000,4002608000
X,의류,Inner,MT,맨투맨,9431513000,1.0457,230646000,0.8743,3041313000,0.6453,0.3943,-0.1252,0.6198,3041313000,7713488000,4713204000,9072873000,5623329000,9072873000
X,의류,Inner,OP,원피스,510267000,0.8163,1241000,7.8050,83286000,0.4985,0.1700,-0.1117,0.2958,83286000,489863000,167088000,593049000,175419000,593049000
X,의류,Inner,RL,긴팔티셔츠,8475003000,6.6710,42610000,4.3887,1423668000,1.9834,0.3583,-0.2719,0.6729,1423668000,3973720000,717780000,1138944000,766447000,1138944000
X,의류,Inner,RS,반팔티셔츠,217100000,11.0765,1888000,,63897000,,0.4221,,,63897000,151394000,0,0,0,0
X,의류,Inner,TL,긴팔카라티셔츠,1213150000,1.0214,16513000,2.0140,531392000,0.9100,0.4932,-0.0313,0.5704,531392000,1077483000,583977000,1113493000,635127000,1113493000
X,의류,Inner,TR,트레이닝(상의),15013860000,1.0147,145150000,0.7572,4287274000,0.8057,0.3217,-0.0377,0.4168,4287274000,13327526000,5320940000,14807227000,6093722000,14619577000
X,의류,Inner,ZT,집업티,4804720000,71.8764,75391000,98.2934,703103000,46.3697,0.2332,-0.0238,0.2790,703103000,3015499000,15163000,59000000,16461000,59000000
X,의류,Outer,DJ,다운점퍼,261063321000,1.1672,8818006000,0.9816,76689646000,0.8545,0.3430,-0.0669,0.5542,76689646000,223587447000,89749568000,218967560000,122039692000,220192631000
X,의류,Outer,DV,다운베스트,9362012000,1.3534,198946000,0.8164,3036180000,0.7013,0.3745,-0.2602,0.7869,3036180000,8107911000,4329282000,6821564000,5368016000,6821564000
X,의류,Outer,JP,점퍼,9336564000,,26705000,,188085000,,0.0463,,,188085000,4064929000,0,0,0,0
X,의류,Outer,PD,패딩,5357180000,,18482000,,759424000,,0.2414,,,759424000,3146291000,0,0,0,0
X,의류,Outer,SS,소프트쉘,12131900000,1.3502,213509000,1.7486,4407275000,1.3756,0.4676,0.1060,0.4333,4407275000,9426128000,3203820000,8861230000,3839593000,8861230000
X,의류,Outer,WJ,방풍자켓,17535633000,1.4149,24511000,0.3858,3434863000,0.7550,0.3001,-0.0837,0.4047,3434863000,11447170000,4549748000,11856591000,4797772000,11856591000
X,의류,Wear_etc,AZ,상하의 세트,1126700000,3.0118,13859000,4.1321,327312000,2.2494,0.2940,-0.0897,0.4891,327312000,1113301000,145512000,379260000,185502000,379260000
