브랜드코드,채널명,아이템_중분류,제품계층3(소분류),아이템코드,TAG매출액,실매출액,부가세제외 실판매액,매출원가 ( 환입후매출원가+평가감(추가) ),매출총이익,지급수수료_중간관리수수료,지급수수료_판매사원도급비(직영),지급수수료_판매사원도급비(면세),지급수수료_물류용역비,지급수수료_이천보관료,지급수수료_카드수수료,지급수수료_온라인위탁판매수수료,지급수수료_로열티,지급임차료_매장(고정),감가상각비_임차시설물,직접비 합계,직접이익
I,공통,Acc_etc,PET,PE,0,0,0,274109,-274109,0,0,0,0,0,0,0,0,0,0,0,-274109
I,공통,Acc_etc,고글,GG,0,0,0,189360,-189360,0,0,0,0,0,0,0,0,0,0,0,-189360
I,공통,Acc_etc,기타,ET,0,0,0,2379219,-2379219,0,0,0,0,0,0,0,0,0,0,0,-2379219
I,공통,Acc_etc,머플러(스카프),MF,0,0,0,1499943,-1499943,0,0,0,0,0,0,0,0,0,0,0,-1499943
I,공통,Acc_etc,양말,SO,0,0,0,1328,-1328,0,0,0,0,0,0,0,0,0,0,0,-1328
I,공통,Acc_etc,장갑,GL,0,0,0,2725070,-2725070,0,0,0,0,0,0,0,0,0,0,0,-2725070
I,공통,Bag,크로스백,CR,0,0,0,91260,-91260,0,0,0,0,0,0,0,0,0,0,0,-91260
I,공통,Headwear,방한모,WM,0,0,0,3883368,-3883368,0,0,0,0,0,0,0,0,0,0,0,-3883368
I,공통,Headwear,비니,BN,0,0,0,4329146,-4329146,0,0,0,0,0,0,0,0,0,0,0,-4329146
I,공통,Headwear,선캡,SC,0,0,0,2891,-2891,0,0,0,0,0,0,0,0,0,0,0,-2891
I,공통,Headwear,와이어캡,WR,0,0,0,11856,-11856,0,0,0,0,0,0,0,0,0,0,0,-11856
I,공통,Headwear,운동모,CP,0,0,0,193176,-193176,0,0,0,0,0,0,0,0,0,0,0,-193176
I,공통,Headwear,햇,HT,0,0,0,826127,-826127,0,0,0,0,0,0,0,0,0,0,0,-826127
I,공통,Shoes,뮬,MU,0,0,0,39442,-39442,0,0,0,0,0,0,0,0,0,0,0,-39442
I,공통,Shoes,방한화,WB,0,0,0,6493940,-6493940,0,0,0,0,0,0,0,0,0,0,0,-6493940
I,공통,Shoes,스니커즈,SX,0,0,0,547560,-547560,0,0,0,0,0,0,0,0,0,0,0,-547560
I,공통,Shoes,신발,SH,0,0,0,293322,-293322,0,0,0,0,0,0,0,0,0,0,0,-293322
I,공통,과시즌의류,나시티&반바지,S6,0,0,0,658950,-658950,0,0,0,0,0,0,0,0,0,0,0,-658950
I,공통,과시즌의류,니트가디건,KC,0,0,0,13930003,-13930003,0,0,0,0,0,0,0,0,0,0,0,-13930003
I,공통,과시즌의류,니트풀오버,KP,0,0,0,7035295,-7035295,0,0,0,0,0,0,0,0,0,0,0,-7035295
I,공통,과시즌의류,다운베스트,DV,0,0,0,1049130,-1049130,0,0,0,0,0,0,0,0,0,0,0,-1049130
I,공통,과시즌의류,다운점퍼,DJ,0,0,0,51053301,-51053301,0,0,0,0,0,0,0,0,0,0,0,-51053301
I,공통,과시즌의류,레깅스,LG,0,0,0,4718807,-4718807,0,0,0,0,0,0,0,0,0,0,0,-4718807
I,공통,과시즌의류,맨투맨,MT,0,0,0,17079158,-17079158,0,0,0,0,0,0,0,0,0,0,0,-17079158
I,공통,과시즌의류,맨투맨셋트,S2,0,0,0,4734012,-4734012,0,0,0,0,0,0,0,0,0,0,0,-4734012
I,공통,과시즌의류,반팔카라티셔츠,TS,0,0,0,1855792,-1855792,0,0,0,0,0,0,0,0,0,0,0,-1855792
I,공통,과시즌의류,반팔티 & 스웨트팬츠,S1,0,0,0,3806109,-3806109,0,0,0,0,0,0,0,0,0,0,0,-3806109
I,공통,과시즌의류,방풍자켓,WJ,0,0,0,3433255,-3433255,0,0,0,0,0,0,0,0,0,0,0,-3433255
I,공통,과시즌의류,보드바지,BP,0,0,0,876266,-876266,0,0,0,0,0,0,0,0,0,0,0,-876266
I,공통,과시즌의류,스커트,SK,0,0,0,34146268,-34146268,0,0,0,0,0,0,0,0,0,0,0,-34146268
I,공통,과시즌의류,우븐셔츠,WS,0,0,0,4151196,-4151196,0,0,0,0,0,0,0,0,0,0,0,-4151196
I,공통,과시즌의류,우븐팬츠,WP,0,0,0,33120739,-33120739,0,0,0,0,0,0,0,0,0,0,0,-33120739
I,공통,과시즌의류,원피스,OP,0,0,0,19124474,-19124474,0,0,0,0,0,0,0,0,0,0,0,-19124474
I,공통,과시즌의류,점퍼,JP,0,0,0,46936630,-46936630,0,0,0,0,0,0,0,0,0,0,0,-46936630
I,공통,과시즌의류,진바지,DP,0,0,0,1835282,-1835282,0,0,0,0,0,0,0,0,0,0,0,-1835282
I,공통,과시즌의류,진자켓,DK,0,0,0,1742618,-1742618,0,0,0,0,0,0,0,0,0,0,0,-1742618
I,공통,과시즌의류,트레이닝 세트,S5,0,0,0,1158561,-1158561,0,0,0,0,0,0,0,0,0,0,0,-1158561
I,공통,과시즌의류,트레이닝(상의),TR,0,0,0,3162498,-3162498,0,0,0,0,0,0,0,0,0,0,0,-3162498
I,공통,과시즌의류,트레이닝(하의),TP,0,0,0,2042300,-2042300,0,0,0,0,0,0,0,0,0,0,0,-2042300
I,공통,과시즌의류,팬츠,PT,0,0,0,12521681,-12521681,0,0,0,0,0,0,0,0,0,0,0,-12521681
I,공통,과시즌의류,폴라폴리스점퍼,FD,0,0,0,6352948,-6352948,0,0,0,0,0,0,0,0,0,0,0,-6352948
I,공통,과시즌의류,폴로 티셔츠,PQ,0,0,0,3513800,-3513800,0,0,0,0,0,0,0,0,0,0,0,-3513800
I,공통,과시즌의류,후드티,HD,0,0,0,3206427,-3206427,0,0,0,0,0,0,0,0,0,0,0,-3206427
I,기타,Acc_etc,기타,ET,23000,14690,13354,-30470,43824,0,0,0,0,65,0,0,802,0,0,867,42957
I,기타,Acc_etc,양말,SO,99000,63040,57310,17612,39698,0,0,0,0,635,0,0,3439,0,0,4074,35624
I,기타,Acc_etc,장갑,GL,89000,56960,51782,13171,38611,0,0,0,0,1177,0,0,3107,0,0,4284,34327
I,기타,Bag,백팩,BK,1194000,622870,566247,285408,280839,0,0,0,0,13934,0,0,33974,0,0,47908,232931
I,기타,Bag,슬링백,SG,0,0,0,-16375,16375,0,0,0,0,0,0,0,0,0,0,0,16375
I,기타,Bag,크로스백,CR,49000,30870,28064,12249,15815,0,0,0,0,602,0,0,1684,0,0,2286,13529
I,기타,Headwear,방한모,WM,39000,17060,15509,13536,1973,0,0,0,0,-1076,0,0,931,0,0,-145,2118
I,기타,Headwear,비니,BN,56000,7510,6827,8291,-1464,0,0,0,0,-866,0,0,410,0,0,-456,-1008
I,기타,Headwear,선캡,SC,-29000,-18760,-17054,-5545,-11509,0,0,0,0,249,0,0,-1024,0,0,-775,-10734
I,기타,Headwear,와이어캡,WR,49000,30870,28064,-104,28168,0,0,0,0,653,0,0,1684,0,0,2337,25831
I,기타,Headwear,운동모,CP,242000,148460,134964,-70555,205519,0,0,0,0,2253,0,0,8097,0,0,10350,195169
I,기타,Headwear,햇,HT,116000,73080,66436,20555,45881,0,0,0,0,1466,0,0,3986,0,0,5452,40429
I,기타,Shoes,런닝화,RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,기타,Shoes,방한화,WB,-119000,-47500,-43182,-36096,-7086,0,0,0,0,-1713,0,0,-2591,0,0,-4304,-2782
I,기타,Shoes,샌들,SD,168000,105840,96218,26400,69818,0,0,0,0,2093,0,0,5773,0,0,7866,61952
I,기타,Shoes,스니커즈,SX,495000,279230,253846,114042,139804,0,0,0,0,5312,0,0,15230,0,0,20542,119262
I,기타,Shoes,슬리퍼,LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,기타,Shoes,신발,SH,207000,122740,111582,-178484,290066,0,0,0,0,2917,0,0,6694,0,0,9611,280455
I,기타,Shoes,캔버스화,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,기타,과시즌의류,나시티&반바지,S6,0,0,0,-527160,527160,0,0,0,0,0,0,0,0,0,0,0,527160
I,기타,과시즌의류,니트가디건,KC,199000,127360,115782,29669,86113,0,0,0,0,2633,0,0,6947,0,0,9580,76533
I,기타,과시즌의류,다운점퍼,DJ,1374000,557140,506491,-2322688,2829179,0,0,0,0,11441,0,0,30389,0,0,41830,2787349
I,기타,과시즌의류,레깅스,LG,-20000,-32920,-29927,-32564,2637,0,0,0,0,-1632,0,0,-1795,0,0,-3427,6064
