브랜드,구분,아이템명,채널명,TAG매출,실판매출,비중,할인율,YOY
I,아이템,Acc_etc,전체,38263800,36474992,1,4.7,-19.8
I,아이템-채널,Acc_etc,기타,345700,181800,0,47.4,75.6
I,아이템-채널,Acc_etc,대리점,2876100,2774840,8,3.5,1.1
I,아이템-채널,Acc_etc,면세점,5864100,5864120,16,-0.0,19.2
I,아이템-채널,Acc_etc,백화점,16725600,15607820,43,6.7,-31.9
I,아이템-채널,Acc_etc,사입,-59000,-14750,0,75.0,100.0
I,아이템-채널,Acc_etc,자사몰,3502700,3164992,9,9.6,60.3
I,아이템-채널,Acc_etc,제휴몰,5812100,5807650,16,0.1,-7.0
I,아이템-채널,Acc_etc,직영몰,2044900,1936920,5,5.3,-59.1
I,아이템-채널,Acc_etc,직영점(가두),1151600,1151600,3,0.0,-38.3
I,아이템,Bag,전체,4933433000,2686593510,47,45.5,31.6
I,아이템-채널,Bag,기타,408000,204000,0,50.0,-61.4
I,아이템-채널,Bag,대리점,78959000,72778160,3,7.8,-11.7
I,아이템-채널,Bag,면세점,393289000,391711800,15,0.4,-17.8
I,아이템-채널,Bag,백화점,1696270000,1551871110,58,8.5,178.0
I,아이템-채널,Bag,사입,2455192000,396361800,15,83.9,-37.1
I,아이템-채널,Bag,자사몰,75276000,61424090,2,18.4,-5.7
I,아이템-채널,Bag,제휴몰,130850000,120464210,4,7.9,-20.3
I,아이템-채널,Bag,직영몰,91028000,79759540,3,12.4,30.4
I,아이템-채널,Bag,직영점(가두),12161000,12018800,0,1.2,-25.8
I,아이템,Headwear,전체,882979000,556420376,10,37.0,13.3
I,아이템-채널,Headwear,기타,546000,282910,0,48.2,48.8
I,아이템-채널,Headwear,대리점,40473000,39211200,7,3.1,21.0
I,아이템-채널,Headwear,면세점,157352000,157289960,28,0.0,38.2
I,아이템-채널,Headwear,백화점,151818000,143648530,26,5.4,-10.5
I,아이템-채널,Headwear,사입,430765000,116719250,21,72.9,3.9
I,아이템-채널,Headwear,자사몰,11232000,9654816,2,14.0,39.0
I,아이템-채널,Headwear,제휴몰,40585000,40544000,7,0.1,34.6
I,아이템-채널,Headwear,직영몰,35797000,34678710,6,3.1,52.5
I,아이템-채널,Headwear,직영점(가두),14411000,14391000,3,0.1,21.4
I,아이템,Shoes,전체,448524000,426910263,7,4.8,-35.9
I,아이템-채널,Shoes,기타,652000,483010,0,25.9,3.5
I,아이템-채널,Shoes,대리점,47311000,45034140,11,4.8,-27.4
I,아이템-채널,Shoes,면세점,59106000,59105990,14,0.0,-60.7
I,아이템-채널,Shoes,백화점,212067000,198550570,47,6.4,-35.3
I,아이템-채널,Shoes,사입,-257000,-64250,0,75.0,-25.0
I,아이템-채널,Shoes,자사몰,17408000,14295423,3,17.9,-21.8
I,아이템-채널,Shoes,제휴몰,66872000,65705390,15,1.7,-11.3
I,아이템-채널,Shoes,직영몰,33498000,31942190,7,4.6,-13.7
I,아이템-채널,Shoes,직영점(가두),11867000,11857800,3,0.1,-30.3
