브랜드,유통채널,채널,직접비항목,직접비값,실판매액V-,비율
M,4,온라인(자사),지급수수료_카드수수료,26613.0,769091.0,3.460318739915043
M,4,온라인(자사),지급수수료_로열티,34994.0,769091.0,4.550046743493293
M,5,온라인(제휴),지급수수료_물류용역비,29264.0,1524545.0,1.9195235299712374
M,5,온라인(제휴),지급수수료_물류운송비,11474.0,1524545.0,0.7526179942212267
M,5,온라인(제휴),지급수수료_이천보관료,34569.0,1524545.0,2.2674962037853916
M,5,온라인(제휴),지급수수료_온라인위탁판매수수료,377129.0,1524545.0,24.73715108442191
M,5,온라인(제휴),지급수수료_로열티,69367.0,1524545.0,4.550013282651546
M,6,대리점,지급수수료_물류용역비,81578.0,4250000.0,1.9194823529411764
M,6,대리점,지급수수료_물류운송비,31986.0,4250000.0,0.7526117647058824
M,6,대리점,지급수수료_이천보관료,96368.0,4250000.0,2.2674823529411765
M,6,대리점,지급수수료_로열티,197478.0,4250000.0,4.646541176470588
M,8,사입,지급수수료_물류용역비,49716.0,2590050.0,1.9194996235593909
M,8,사입,지급수수료_물류운송비,19493.0,2590050.0,0.752610953456497
M,8,사입,지급수수료_이천보관료,58729.0,2590050.0,2.267485183683713
M,8,사입,지급수수료_로열티,181303.0,2590050.0,6.999980695353372
M,11,직영(가두)2,지급수수료_중간관리수수료(직영),76710.0,504545.0,15.203797480898631
M,11,직영(가두)2,지급수수료_물류용역비,9685.0,504545.0,1.9195512788750262
M,11,직영(가두)2,지급수수료_물류운송비,3797.0,504545.0,0.7525592365398528
M,11,직영(가두)2,지급수수료_이천보관료,11441.0,504545.0,2.267587628457323
M,11,직영(가두)2,지급수수료_카드수수료,4136.0,504545.0,0.8197484862598975
M,11,직영(가두)2,지급수수료_로열티,22957.0,504545.0,4.550040135171293
M,11,직영(가두)2,지급임차료_매장(변동),122119.0,504545.0,24.20378757097979
M,11,직영(가두)2,지급임차료_관리비,31658.0,504545.0,6.27456421131911
ST,1,(브랜드) 백화점,지급수수료_중간관리수수료,2273.0,9091.0,25.002749972500276
ST,1,(브랜드) 백화점,지급수수료_물류용역비,536.0,9091.0,5.895941040589594
ST,1,(브랜드) 백화점,지급수수료_물류운송비,1449.0,9091.0,15.938840611593886
ST,1,(브랜드) 백화점,지급수수료_이천보관료,643.0,9091.0,7.072929270707292
ST,1,(브랜드) 백화점,지급수수료_로열티,327.0,9091.0,3.5969640303596964
ST,2,(브랜드) 면세점,지급수수료_판매사원도급비(면세),13955.0,63636.0,21.92941102520586
ST,2,(브랜드) 면세점,지급수수료_물류용역비,3751.0,63636.0,5.894462254070023
ST,2,(브랜드) 면세점,지급수수료_물류운송비,10145.0,63636.0,15.942233955622603
ST,2,(브랜드) 면세점,지급수수료_이천보관료,4501.0,63636.0,7.0730404173738135
ST,2,(브랜드) 면세점,지급수수료_로열티,2291.0,63636.0,3.600163429505311
ST,3,직영점(가두),지급수수료_판매사원도급비(직영),18545.0,72727.0,25.499470623014837
ST,3,직영점(가두),지급수수료_물류용역비,4287.0,72727.0,5.894647104926643
ST,3,직영점(가두),지급수수료_물류운송비,11594.0,72727.0,15.94180978178668
ST,3,직영점(가두),지급수수료_이천보관료,5144.0,72727.0,7.073026523849464
ST,3,직영점(가두),지급수수료_로열티,2618.0,72727.0,3.5997634991131218
ST,3,직영점(가두),지급임차료_매장(변동),2545.0,72727.0,3.49938812270546
ST,4,온라인(자사),지급수수료_물류용역비,6431.0,109091.0,5.895078420767982
ST,4,온라인(자사),지급수수료_물류운송비,17391.0,109091.0,15.941736715219404
ST,4,온라인(자사),지급수수료_이천보관료,7716.0,109091.0,7.072994105838245
ST,4,온라인(자사),지급수수료_카드수수료,3382.0,109091.0,3.100164083196597
ST,4,온라인(자사),지급수수료_로열티,3927.0,109091.0,3.599747000210833
ST,5,온라인(제휴),지급수수료_물류용역비,6967.0,118182.0,5.895144776700343
ST,5,온라인(제휴),지급수수료_물류운송비,18840.0,118182.0,15.941513936132406
ST,5,온라인(제휴),지급수수료_이천보관료,8359.0,118182.0,7.072989118478279
ST,5,온라인(제휴),지급수수료_온라인위탁판매수수료,37557.0,118182.0,31.778951109305986
ST,5,온라인(제휴),지급수수료_로열티,4255.0,118182.0,3.600379076339882
ST,7,아울렛(직영),지급수수료_중간관리수수료(직영),23915.0,95455.0,25.05369022052276
ST,7,아울렛(직영),지급수수료_물류용역비,5627.0,95455.0,5.894924309884239
ST,7,아울렛(직영),지급수수료_물류운송비,15217.0,95455.0,15.941543135508878
ST,7,아울렛(직영),지급수수료_이천보관료,6751.0,95455.0,7.0724425121785135
ST,7,아울렛(직영),지급수수료_로열티,3436.0,95455.0,3.5996019066575875
ST,7,아울렛(직영),지급임차료_매장(변동),11492.0,95455.0,12.039180765805877
ST,7,아울렛(직영),지급임차료_관리비,1612.0,95455.0,1.6887538630768424
ST,11,직영(가두)2,지급수수료_중간관리수수료(직영),16346.0,68182.0,23.974069402481593
ST,11,직영(가두)2,지급수수료_물류용역비,4019.0,68182.0,5.894517614619694
ST,11,직영(가두)2,지급수수료_물류운송비,10870.0,68182.0,15.942624153002258
ST,11,직영(가두)2,지급수수료_이천보관료,4822.0,68182.0,7.0722478073391795
ST,11,직영(가두)2,지급수수료_카드수수료,789.0,68182.0,1.1571969141415623
ST,11,직영(가두)2,지급수수료_로열티,2455.0,68182.0,3.6006570649144933
ST,11,직영(가두)2,지급임차료_매장(변동),40198.0,68182.0,58.95690944824147
ST,11,직영(가두)2,지급임차료_관리비,8062.0,68182.0,11.824235135372971
V,1,(브랜드) 백화점,지급수수료_중간관리수수료,151081.0,1131818.0,13.348524232694656
V,1,(브랜드) 백화점,지급수수료_물류용역비,7971.0,1131818.0,0.7042651733759315
V,1,(브랜드) 백화점,지급수수료_물류운송비,35189.0,1131818.0,3.1090687725411685
V,1,(브랜드) 백화점,지급수수료_이천보관료,25606.0,1131818.0,2.262377873474357
V,1,(브랜드) 백화점,지급수수료_로열티,28295.0,1131818.0,2.4999602409574684
V,3,직영점(가두),지급수수료_물류용역비,928.0,131818.0,0.704000971035822
V,3,직영점(가두),지급수수료_물류운송비,4098.0,131818.0,3.108831874250861
V,3,직영점(가두),지급수수료_이천보관료,2982.0,131818.0,2.2622100168414025
V,3,직영점(가두),지급수수료_로열티,3295.0,131818.0,2.4996586202187867
V,3,직영점(가두),지급임차료_매장(변동),27682.0,131818.0,21.000166896781927
V,4,온라인(자사),지급수수료_물류용역비,1184.0,168182.0,0.7039992389197417
V,4,온라인(자사),지급수수료_물류운송비,5229.0,168182.0,3.109131773911596
V,4,온라인(자사),지급수수료_이천보관료,3805.0,168182.0,2.2624299865621764
V,4,온라인(자사),지급수수료_카드수수료,4373.0,168182.0,2.6001593511790797
V,4,온라인(자사),지급수수료_로열티,4205.0,168182.0,2.5002675672783057
V,5,온라인(제휴),지급수수료_물류용역비,3176.0,450976.0,0.7042503370467609
V,5,온라인(제휴),지급수수료_물류운송비,14021.0,450976.0,3.1090346271198466
V,5,온라인(제휴),지급수수료_이천보관료,10203.0,450976.0,2.262426381891719
V,5,온라인(제휴),지급수수료_카드수수료,94304.0,450976.0,20.91109061236075
V,5,온라인(제휴),지급수수료_로열티,11274.0,450976.0,2.4999113034839993
V,7,아울렛(직영),지급수수료_중간관리수수료(직영),87758.0,489933.0,17.912245143723734
V,7,아울렛(직영),지급수수료_물류용역비,3450.0,489933.0,0.7041779182051423
V,7,아울렛(직영),지급수수료_물류운송비,15232.0,489933.0,3.1089965362610807
V,7,아울렛(직영),지급수수료_이천보관료,11084.0,489933.0,2.26235015808284
V,7,아울렛(직영),지급수수료_카드수수료,501.0,489933.0,0.10225888029587721
V,7,아울렛(직영),지급수수료_로열티,12248.0,489933.0,2.49993366439901
V,7,아울렛(직영),지급임차료_매장(변동),52922.0,489933.0,10.801885155725374
V,7,아울렛(직영),지급임차료_관리비,12053.0,489933.0,2.460132303804806
V,11,직영(가두)2,지급수수료_중간관리수수료(직영),9786.0,36364.0,26.911230887691122
V,11,직영(가두)2,지급수수료_물류용역비,256.0,36364.0,0.7039929600703992
V,11,직영(가두)2,지급수수료_물류운송비,1131.0,36364.0,3.1102188978110217
V,11,직영(가두)2,지급수수료_이천보관료,823.0,36364.0,2.263227367726323
V,11,직영(가두)2,지급수수료_카드수수료,660.0,36364.0,1.8149818501814983
V,11,직영(가두)2,지급수수료_로열티,909.0,36364.0,2.4997250027499724
V,11,직영(가두)2,지급임차료_매장(변동),20651.0,36364.0,56.789682103178976
V,11,직영(가두)2,지급임차료_관리비,5789.0,36364.0,15.91959080409196
W,4,온라인(자사),지급수수료_물류용역비,5392.0,36364.0,14.827851721482785
W,4,온라인(자사),지급수수료_물류운송비,6041.0,36364.0,16.612583874161256
W,4,온라인(자사),지급수수료_이천보관료,5630.0,36364.0,15.482345176548234
W,4,온라인(자사),지급수수료_카드수수료,875.0,36364.0,2.4062259377406225
W,4,온라인(자사),지급수수료_로열티,1364.0,36364.0,3.750962490375096
W,5,온라인(제휴),지급수수료_물류용역비,9436.0,63636.0,14.828084731912755
W,5,온라인(제휴),지급수수료_물류운송비,10571.0,63636.0,16.611666352379157
W,5,온라인(제휴),지급수수료_이천보관료,9853.0,63636.0,15.483374190709661
W,5,온라인(제휴),지급수수료_온라인위탁판매수수료,18117.0,63636.0,28.46973411276636
W,5,온라인(제휴),지급수수료_로열티,2386.0,63636.0,3.749449996857125
X,1,(브랜드) 백화점,지급수수료_중간관리수수료,1108453.0,9634112.0,11.50550253100649
X,1,(브랜드) 백화점,지급수수료_물류용역비,188611.0,9634112.0,1.9577414088605156
X,1,(브랜드) 백화점,지급수수료_물류운송비,37230.0,9634112.0,0.38643935216862746
X,1,(브랜드) 백화점,지급수수료_이천보관료,213891.0,9634112.0,2.2201423442035964
X,1,(브랜드) 백화점,지급수수료_로열티,202316.0,9634112.0,2.09999634631609
X,2,(브랜드) 면세점,지급수수료_판매사원도급비(면세),77181.0,1136364.0,6.791925826583735
X,2,(브랜드) 면세점,지급수수료_물류용역비,22247.0,1136364.0,1.9577353735246803
X,2,(브랜드) 면세점,지급수수료_물류운송비,4391.0,1136364.0,0.38640787634947954
X,2,(브랜드) 면세점,지급수수료_이천보관료,25229.0,1136364.0,2.220151289551587
X,2,(브랜드) 면세점,지급수수료_로열티,23864.0,1136364.0,2.1000313279899747
X,3,직영점(가두),지급수수료_중간관리수수료(직영),39431.0,423636.0,9.307754770604953
X,3,직영점(가두),지급수수료_판매사원도급비(직영),54131.0,423636.0,12.777714830656507
X,3,직영점(가두),지급수수료_물류용역비,8294.0,423636.0,1.9578128393243257
X,3,직영점(가두),지급수수료_물류운송비,1637.0,423636.0,0.38641664070097914
X,3,직영점(가두),지급수수료_이천보관료,9405.0,423636.0,2.220066283318698
X,3,직영점(가두),지급수수료_카드수수료,8050.0,423636.0,1.9002162233615651
X,3,직영점(가두),지급수수료_로열티,8896.0,423636.0,2.0999159655931035
X,3,직영점(가두),지급임차료_매장(변동),22738.0,423636.0,5.367343662955934
X,4,온라인(자사),지급수수료_물류용역비,23727.0,1211948.0,1.957757263512956
X,4,온라인(자사),지급수수료_물류운송비,4683.0,1211948.0,0.3864027169482519
X,4,온라인(자사),지급수수료_이천보관료,26907.0,1211948.0,2.2201447586860166
X,4,온라인(자사),지급수수료_카드수수료,35082.0,1211948.0,2.8946786495790247
X,4,온라인(자사),지급수수료_로열티,25451.0,1211948.0,2.100007591084766
X,5,온라인(제휴),지급수수료_물류용역비,69889.0,3569870.0,1.9577463605117271
X,5,온라인(제휴),지급수수료_물류운송비,13796.0,3569870.0,0.38645664968192117
X,5,온라인(제휴),지급수수료_이천보관료,79256.0,3569870.0,2.220136867729077
X,5,온라인(제휴),지급수수료_온라인위탁판매수수료,854594.0,3569870.0,23.939079014081745
X,5,온라인(제휴),지급수수료_로열티,74967.0,3569870.0,2.0999924366993756
X,6,대리점,지급수수료_물류용역비,132029.0,6743936.0,1.9577439643555337
X,6,대리점,지급수수료_물류운송비,26062.0,6743936.0,0.386450879723651
X,6,대리점,지급수수료_이천보관료,149725.0,6743936.0,2.220142658530567
X,6,대리점,지급수수료_로열티,141623.0,6743936.0,2.1000051008787746
X,7,아울렛(직영),지급수수료_중간관리수수료(직영),511115.0,4957733.0,10.309449903816926
X,7,아울렛(직영),지급수수료_물류용역비,97060.0,4957733.0,1.957749640813654
X,7,아울렛(직영),지급수수료_물류운송비,19159.0,4957733.0,0.386446789288572
X,7,아울렛(직영),지급수수료_이천보관료,110069.0,4957733.0,2.22014779739046
X,7,아울렛(직영),지급수수료_카드수수료,34704.0,4957733.0,0.6999973576632708
X,7,아울렛(직영),지급수수료_로열티,104112.0,4957733.0,2.099992072989812
X,7,아울렛(직영),지급임차료_매장(변동),943697.0,4957733.0,19.034849194178065
X,7,아울렛(직영),지급임차료_관리비,147697.0,4957733.0,2.979123724492626
X,8,사입,지급수수료_물류용역비,23458.0,1198209.0,1.95775528309335
X,8,사입,지급수수료_물류운송비,4630.0,1198209.0,0.38641005033345605
X,8,사입,지급수수료_이천보관료,26602.0,1198209.0,2.220146902585442
X,8,사입,지급수수료_로열티,107839.0,1198209.0,9.000015856999905
X,11,직영(가두)2,지급수수료_중간관리수수료(직영),99782.0,806364.0,12.374312345293193
X,11,직영(가두)2,지급수수료_물류용역비,15787.0,806364.0,1.9578006954675555
X,11,직영(가두)2,지급수수료_물류운송비,3116.0,806364.0,0.38642598131861045
X,11,직영(가두)2,지급수수료_이천보관료,17902.0,806364.0,2.220089190489655
X,11,직영(가두)2,지급수수료_카드수수료,14197.0,806364.0,1.7606192736778923
X,11,직영(가두)2,지급수수료_로열티,16934.0,806364.0,2.100044148796325
X,11,직영(가두)2,지급임차료_매장(변동),173895.0,806364.0,21.56532285667515
X,11,직영(가두)2,지급임차료_관리비,33854.0,806364.0,4.198352108973119
X,12,아울렛(직영)2,지급수수료_중간관리수수료(직영),25157.0,425127.0,5.917525821695635
X,12,아울렛(직영)2,지급수수료_물류용역비,8323.0,425127.0,1.9577679140586224
X,12,아울렛(직영)2,지급수수료_물류운송비,1643.0,425127.0,0.3864727481434959
X,12,아울렛(직영)2,지급수수료_이천보관료,9438.0,425127.0,2.2200424814231985
X,12,아울렛(직영)2,지급수수료_카드수수료,8928.0,425127.0,2.1000783295344685
X,12,아울렛(직영)2,지급수수료_로열티,8928.0,425127.0,2.1000783295344685
