브랜드코드,시즌,채널코드,채널명,매장코드 (SAP기준),제품계층1(대분류),제품계층2(중분류),아이템_중분류,제품계층3(소분류),아이템코드,TAG매출액,실매출액,부가세제외 실판매액,매출원가 ( 환입후매출원가+평가감(추가) ),매출총이익,지급수수료_로열티,지급수수료_물류용역비,지급수수료_카드수수료,지급임차료_매장(고정),감가상각비_임차시설물,지급수수료_중간관리수수료,지급수수료_판매사원도급비(면세),지급수수료_판매사원도급비(직영),지급수수료_온라인위탁판매수수료,지급수수료_이천보관료,직접비 합계,직접이익
X,24F,1,백화점,100985.0,의류,Inner,당시즌의류,트레이닝(상의),TR,1598000,1428200,1298365,342711,547359,27267,41315,0,0,17274,165104,0,0,0,28110,279070,268289
X,24F,1,백화점,100985.0,의류,Inner,당시즌의류,후드티,HD,693000,693000,630000,142086,278205,13230,20048,0,0,8381,80112,0,0,0,13633,135404,142801
X,24F,1,백화점,100985.0,의류,Outer,당시즌의류,다운베스트,DV,2414000,1689800,1536183,526327,506144,32261,48884,0,0,20436,195344,0,0,0,33226,330151,175993
X,24F,1,백화점,100985.0,의류,Outer,당시즌의류,다운점퍼,DJ,51060000,39740110,36127369,10680019,12663098,758671,1203729,0,0,503218,4810165,0,0,0,781580,8057363,4605735
X,24F,1,백화점,100985.0,의류,Outer,당시즌의류,방풍자켓,WJ,617000,551300,501182,138916,181841,10525,15947,0,0,6666,63732,0,0,0,10865,107735,74106
X,24F,1,백화점,100985.0,의류,Outer,당시즌의류,소프트쉘,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,100986.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,109000,99000,90000,21387,36213,1890,2864,0,0,1710,8551,0,0,0,1947,16962,19251
X,24F,1,백화점,100986.0,의류,Bottom,당시즌의류,팬츠,PT,258000,258000,234546,50908,99202,4926,7463,0,0,4455,22284,0,0,0,5082,44210,54992
X,24F,1,백화점,100986.0,의류,Inner,당시즌의류,후드티,HD,109000,109000,99091,22585,40833,2081,3153,0,0,1883,9414,0,0,0,2147,18678,22155
X,24F,1,백화점,100986.0,의류,Outer,당시즌의류,다운점퍼,DJ,7988000,7276500,6615001,1684674,2548927,138916,210498,0,0,125682,628478,0,0,0,143210,1246784,1302143
X,24F,1,백화점,100986.0,의류,Outer,당시즌의류,소프트쉘,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,100987.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,109000,109000,99091,22478,42922,2081,3153,0,0,2481,31314,0,0,0,2136,41165,1757
X,24F,1,백화점,100987.0,의류,Inner,당시즌의류,긴팔티셔츠,RL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,100987.0,의류,Inner,당시즌의류,맨투맨,MT,316000,316000,287273,60844,128757,6033,9142,0,0,7191,90781,0,0,0,6195,119342,9415
X,24F,1,백화점,100987.0,의류,Inner,당시즌의류,트레이닝(상의),TR,278000,278000,252727,60435,106364,5307,8042,0,0,6326,79864,0,0,0,5452,104991,1373
X,24F,1,백화점,100987.0,의류,Inner,당시즌의류,후드티,HD,99000,99000,90000,20298,39102,1890,2864,0,0,2253,28441,0,0,0,1941,37389,1713
X,24F,1,백화점,100987.0,의류,Outer,당시즌의류,다운베스트,DV,696000,552900,502637,139965,191776,10556,21173,0,0,16656,210261,0,0,0,10839,269485,-77709
X,24F,1,백화점,100987.0,의류,Outer,당시즌의류,다운점퍼,DJ,10393000,9217000,8379088,2188397,3341803,175958,266636,0,0,209751,2647867,0,0,0,180724,3480936,-139133
X,24F,1,백화점,100987.0,의류,Outer,당시즌의류,방풍자켓,WJ,179000,179000,162727,35098,72302,3417,5179,0,0,4073,51423,0,0,0,3511,67603,4699
X,24F,1,백화점,100987.0,의류,Outer,당시즌의류,소프트쉘,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,101012.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,99000,99000,90000,25197,35103,1890,2864,0,0,2289,13096,0,0,0,1946,22085,13018
X,24F,1,백화점,101012.0,의류,Bottom,당시즌의류,팬츠,PT,596000,466600,424183,129095,155108,8909,13497,0,0,10787,61722,0,0,0,9152,104067,51041
X,24F,1,백화점,101012.0,의류,Outer,당시즌의류,다운베스트,DV,726000,671300,610272,148422,260460,12815,19420,0,0,15521,88799,0,0,0,13168,149723,110737
X,24F,1,백화점,101012.0,의류,Outer,당시즌의류,다운점퍼,DJ,10309000,10087600,9170546,2106848,4037418,192582,291821,0,0,233219,1334384,0,0,0,197913,2249919,1787499
X,24F,1,백화점,101012.0,의류,Outer,당시즌의류,소프트쉘,SS,219000,153300,139364,53286,40088,2927,4435,0,0,3544,20279,0,0,0,3006,34191,5897
X,24F,1,백화점,101013.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,327000,261600,237818,63860,90722,4994,7568,0,0,52,34416,0,0,0,5131,52161,38561
X,24F,1,백화점,101013.0,의류,Inner,당시즌의류,트레이닝(상의),TR,407000,323600,294181,91025,100193,6177,13672,0,0,93,62174,0,0,0,6354,88470,11723
X,24F,1,백화점,101013.0,의류,Outer,당시즌의류,다운베스트,DV,716000,680310,618463,147180,254824,12987,19680,0,0,134,89499,0,0,0,13338,135638,119186
X,24F,1,백화점,101013.0,의류,Outer,당시즌의류,다운점퍼,DJ,27438000,24399890,22181718,5741361,8615322,465820,731120,0,0,4988,3324880,0,0,0,478475,5005283,3610039
X,24F,1,백화점,101014.0,의류,Bottom,당시즌의류,스커트,SK,139000,139000,126364,31987,50150,2654,4021,0,0,2911,15736,0,0,0,2735,28057,22093
X,24F,1,백화점,101014.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,337000,337000,306364,72838,126299,6434,9749,0,0,7060,38152,0,0,0,6621,68016,58283
X,24F,1,백화점,101014.0,의류,Bottom,당시즌의류,팬츠,PT,149000,149000,135455,28215,59831,2845,4310,0,0,3121,16868,0,0,0,2914,30058,29773
X,24F,1,백화점,101014.0,의류,Inner,당시즌의류,긴팔티셔츠,RL,207000,207000,188182,35415,86902,3952,5988,0,0,4336,23435,0,0,0,4065,41776,45126
X,24F,1,백화점,101014.0,의류,Inner,당시즌의류,맨투맨,MT,514000,514000,467273,98993,204736,9813,14870,0,0,10767,58190,0,0,0,10098,103738,100998
X,24F,1,백화점,101014.0,의류,Inner,당시즌의류,트레이닝(상의),TR,367000,367000,333637,70980,145885,7007,10617,0,0,7687,41548,0,0,0,7208,74067,71818
X,24F,1,백화점,101014.0,의류,Inner,당시즌의류,후드티,HD,337000,265620,241473,67877,89086,5071,10547,0,0,7638,41277,0,0,0,5215,69748,19338
X,24F,1,백화점,101014.0,의류,Outer,당시즌의류,다운베스트,DV,1479000,1095010,995463,332819,314233,20904,31676,0,0,22938,123967,0,0,0,21499,220984,93249
X,24F,1,백화점,101014.0,의류,Outer,당시즌의류,다운점퍼,DJ,58656000,48985880,44532620,12439001,16507142,935191,1424377,0,0,1031411,5574196,0,0,0,961315,9926490,6580652
X,24F,1,백화점,101014.0,의류,Outer,당시즌의류,방풍자켓,WJ,1971000,1379690,1254264,465280,349991,26340,39914,0,0,28902,156195,0,0,0,27073,278424,71567
X,24F,1,백화점,101014.0,의류,Outer,당시즌의류,소프트쉘,SS,994000,1026710,933372,218981,387713,19600,31909,0,0,23104,124871,0,0,0,20145,219629,168084
X,24F,1,백화점,101015.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,218000,218000,198182,43865,82971,4162,6306,0,0,4398,25700,0,0,0,4286,44852,38119
X,24F,1,백화점,101015.0,의류,Inner,당시즌의류,맨투맨,MT,158000,158000,143636,26632,65294,3016,4571,0,0,3186,18627,0,0,0,3107,32507,32787
X,24F,1,백화점,101015.0,의류,Outer,당시즌의류,다운베스트,DV,1302000,971100,882818,270801,285870,18539,28092,0,0,19583,114483,0,0,0,19135,199832,86038
X,24F,1,백화점,101015.0,의류,Outer,당시즌의류,다운점퍼,DJ,39603000,35322440,32111308,8307724,12189713,674337,1021835,0,0,712282,4164117,0,0,0,694790,7267361,4922352
X,24F,1,백화점,101015.0,의류,Outer,당시즌의류,방풍자켓,WJ,976000,976000,887273,216321,351533,18633,28234,0,0,19681,115060,0,0,0,19199,200807,150726
X,24F,1,백화점,101015.0,의류,Outer,당시즌의류,소프트쉘,SS,1025000,717500,652274,222595,194861,13699,20756,0,0,14468,84585,0,0,0,14120,147628,47233
X,24F,1,백화점,101017.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,238000,238000,216364,60563,88729,4544,6885,0,0,3134,25394,0,0,0,4669,44626,44103
X,24F,1,백화점,101017.0,의류,Bottom,당시즌의류,팬츠,PT,109000,156700,142455,19742,78552,2992,7752,0,0,3529,28595,0,0,0,3074,45942,32610
X,24F,1,백화점,101017.0,의류,Inner,당시즌의류,맨투맨,MT,0,0,0,1895,-1895,0,2286,0,0,1041,8429,0,0,0,0,11756,-13651
X,24F,1,백화점,101017.0,의류,Inner,당시즌의류,트레이닝(상의),TR,10000,10000,9091,12086,-5813,191,4310,0,0,1962,15898,0,0,0,199,22560,-28373
X,24F,1,백화점,101017.0,의류,Outer,당시즌의류,다운베스트,DV,1989000,1631100,1482818,419116,604027,31139,47185,0,0,21481,174038,0,0,0,32054,305897,298130
X,24F,1,백화점,101017.0,의류,Outer,당시즌의류,다운점퍼,DJ,56180000,52289200,47535636,11826149,20973452,998248,1512666,0,0,688621,5579271,0,0,0,1027208,9806014,11167438
X,24F,1,백화점,101017.0,의류,Outer,당시즌의류,소프트쉘,SS,-219000,-153300,-139364,-53286,-42875,-2927,0,0,0,0,0,0,0,0,-3018,-5945,-36930
X,24F,1,백화점,101018.0,의류,Bottom,당시즌의류,팬츠,PT,119000,119000,108182,27948,40207,2272,3442,0,0,680,7888,0,0,0,2370,16652,23555
X,24F,1,백화점,101018.0,의류,Inner,당시즌의류,맨투맨,MT,158000,158000,143636,30422,60068,3016,4570,0,0,904,10473,0,0,0,3128,22091,37977
X,24F,1,백화점,101018.0,의류,Inner,당시즌의류,트레이닝(상의),TR,1596000,1548300,1407545,321340,574313,29558,44791,0,0,8857,102626,0,0,0,30426,216258,358055
X,24F,1,백화점,101018.0,의류,Inner,당시즌의류,후드티,HD,198000,138600,126000,39374,40006,2646,4010,0,0,792,9187,0,0,0,2749,19384,20622
X,24F,1,백화점,101018.0,의류,Outer,당시즌의류,다운베스트,DV,1412000,1286900,1169908,287489,449554,24567,37228,0,0,7361,85299,0,0,0,25307,179762,269792
X,24F,1,백화점,101018.0,의류,Outer,당시즌의류,다운점퍼,DJ,98343000,90497600,82270540,21110936,30719539,1727676,2617988,0,0,517634,5998494,0,0,0,1778026,12639818,18079721
X,24F,1,백화점,101018.0,의류,Outer,당시즌의류,소프트쉘,SS,199000,139300,126636,41580,38201,2659,4030,0,0,796,9233,0,0,0,2749,19467,18734
X,24F,1,백화점,101030.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,101030.0,의류,Outer,당시즌의류,다운베스트,DV,199000,199000,180909,39455,81754,3799,5756,0,0,5649,24697,0,0,0,3901,43802,37952
X,24F,1,백화점,101030.0,의류,Outer,당시즌의류,다운점퍼,DJ,20380000,19721930,17929027,4315214,7697235,376510,596249,0,0,585118,2557880,0,0,0,386786,4502543,3194692
X,24F,1,백화점,101031.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,119000,119000,108182,30282,40036,2272,3442,0,0,1638,12864,0,0,0,2344,22560,17476
X,24F,1,백화점,101031.0,의류,Inner,당시즌의류,맨투맨,MT,79000,79000,71818,14300,32382,1508,5149,0,0,2451,19242,0,0,0,1556,29906,2476
X,24F,1,백화점,101031.0,의류,Inner,당시즌의류,트레이닝(상의),TR,149000,149000,135455,39038,49008,2845,4310,0,0,2051,16107,0,0,0,2930,28243,20765
X,24F,1,백화점,101031.0,의류,Outer,당시즌의류,다운베스트,DV,895000,805600,732363,184805,291232,15379,23304,0,0,11095,87087,0,0,0,15845,152710,138522
X,24F,1,백화점,101031.0,의류,Outer,당시즌의류,다운점퍼,DJ,25626000,22069850,20063499,5347555,8255561,421334,638458,0,0,303917,2385802,0,0,0,433971,4183482,4072079
X,24F,1,백화점,101068.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,724000,539500,490455,144056,179644,10300,15607,0,0,7224,58081,0,0,0,10584,101796,77848
X,24F,1,백화점,101068.0,의류,Bottom,당시즌의류,팬츠,PT,824000,704900,640820,168458,254482,13459,24992,0,0,11566,93004,0,0,0,13867,156888,97594
X,24F,1,백화점,101068.0,의류,Inner,당시즌의류,맨투맨,MT,1236000,1090510,991372,213377,440933,20818,31546,0,0,14601,117399,0,0,0,21395,205759,235174
X,24F,1,백화점,101068.0,의류,Inner,당시즌의류,트레이닝(상의),TR,238000,199300,181182,50748,68832,3805,5766,0,0,2669,21456,0,0,0,3925,37621,31211
X,24F,1,백화점,101068.0,의류,Inner,당시즌의류,후드티,HD,119000,83300,75727,24401,25579,1590,2410,0,0,1115,8968,0,0,0,1641,15724,9855
X,24F,1,백화점,101068.0,의류,Outer,당시즌의류,다운베스트,DV,357000,249900,227182,76362,73579,4771,7229,0,0,3346,26904,0,0,0,4923,47173,26406
X,24F,1,백화점,101068.0,의류,Outer,당시즌의류,다운점퍼,DJ,57624000,44865650,40786954,12175356,14744046,856523,1297908,0,0,600714,4830073,0,0,0,880778,8465996,6278050
X,24F,1,백화점,101068.0,의류,Outer,당시즌의류,소프트쉘,SS,169000,169000,153636,37603,63797,3226,4889,0,0,2262,18194,0,0,0,3314,31885,31912
X,24F,1,백화점,101079.0,의류,Bottom,당시즌의류,팬츠,PT,636000,626000,569092,124326,239893,11952,18109,0,0,2429,71192,0,0,0,12289,115971,123922
X,24F,1,백화점,101079.0,의류,Inner,당시즌의류,긴팔카라티셔츠,TL,119000,83300,75727,14504,33961,1590,2410,0,0,323,9473,0,0,0,1642,15438,18523
X,24F,1,백화점,101079.0,의류,Inner,당시즌의류,후드티,HD,99000,99000,90000,20298,37302,1890,2864,0,0,385,11259,0,0,0,1956,18354,18948
X,24F,1,백화점,101079.0,의류,Outer,당시즌의류,다운베스트,DV,438000,366300,333000,87173,125947,6993,10596,0,0,1421,41657,0,0,0,7195,67862,58085
X,24F,1,백화점,101079.0,의류,Outer,당시즌의류,다운점퍼,DJ,59869000,52524320,47749381,12608912,17950707,1002736,1519468,0,0,203856,5973260,0,0,0,1032881,9732201,8218506
X,24F,1,백화점,101079.0,의류,Outer,당시즌의류,소프트쉘,SS,219000,153300,139364,47684,41509,2927,4435,0,0,595,17434,0,0,0,3018,28409,13100
X,24F,1,백화점,101082.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,743000,719300,653909,160419,303856,13732,20809,0,0,25482,93797,0,0,0,14145,167965,135891
X,24F,1,백화점,101082.0,의류,Bottom,당시즌의류,팬츠,PT,626000,626000,569092,121102,282953,11952,18109,0,0,22177,81632,0,0,0,12309,146179,136774
X,24F,1,백화점,101082.0,의류,Inner,당시즌의류,긴팔카라티셔츠,TL,-99000,-99000,-90000,-17704,-46196,-1890,0,0,0,0,0,0,0,0,-1945,-3835,-42361
X,24F,1,백화점,101082.0,의류,Inner,당시즌의류,긴팔티셔츠,RL,69000,69000,62727,11805,32731,1317,1996,0,0,2445,8998,0,0,0,1362,16118,16613
X,24F,1,백화점,101082.0,의류,Inner,당시즌의류,맨투맨,MT,1342000,1342000,1220000,279768,586434,25620,38823,0,0,47544,174998,0,0,0,26390,313375,273059
X,24F,1,백화점,101082.0,의류,Inner,당시즌의류,트레이닝(상의),TR,367000,364380,331255,80895,154295,6957,10541,0,0,12908,47517,0,0,0,7175,85098,69197
X,24F,1,백화점,101082.0,의류,Inner,당시즌의류,후드티,HD,416000,406000,369091,80885,181170,7751,11745,0,0,14384,52943,0,0,0,7976,94799,86371
X,24F,1,백화점,101082.0,의류,Outer,당시즌의류,다운베스트,DV,1153000,1072600,975091,231282,461032,20477,31029,0,0,37999,139869,0,0,0,21106,250480,210552
X,24F,1,백화점,101082.0,의류,Outer,당시즌의류,다운점퍼,DJ,19975000,18023980,16385435,4155513,7478139,344095,521414,0,0,638536,2350355,0,0,0,354482,4208882,3269257
X,24F,1,백화점,101082.0,의류,Outer,당시즌의류,방풍자켓,WJ,-199000,-199000,-180909,-42057,-86388,-3799,0,0,0,0,0,0,0,0,-3912,-7711,-78677
X,24F,1,백화점,101082.0,의류,Outer,당시즌의류,소프트쉘,SS,-149000,-149000,-135455,-27966,-68207,-2845,4600,0,0,5633,20734,0,0,0,-2929,25193,-93400
X,24F,1,백화점,101089.0,의류,Bottom,당시즌의류,팬츠,PT,149000,149000,135455,28215,59831,2845,4310,0,0,1688,14762,0,0,0,2937,26542,33289
X,24F,1,백화점,101089.0,의류,Inner,당시즌의류,긴팔티셔츠,RL,177000,177000,160909,29163,75427,3379,5121,0,0,2005,17536,0,0,0,3494,31535,43892
X,24F,1,백화점,101089.0,의류,Inner,당시즌의류,맨투맨,MT,158000,158000,143636,26632,66732,3016,4570,0,0,1790,15654,0,0,0,3123,28153,38579
X,24F,1,백화점,101089.0,의류,Inner,당시즌의류,후드티,HD,99000,99000,90000,20298,38202,1890,2864,0,0,1122,9808,0,0,0,1933,17617,20585
X,24F,1,백화점,101089.0,의류,Outer,당시즌의류,다운베스트,DV,1083000,931210,846554,234867,315395,17777,26940,0,0,10551,92257,0,0,0,18291,165816,149579
X,24F,1,백화점,101089.0,의류,Outer,당시즌의류,다운점퍼,DJ,22932000,20610990,18737261,4821111,7358074,393482,596252,0,0,233517,2042013,0,0,0,404973,3670237,3687837
X,24F,1,백화점,101090.0,의류,Bottom,당시즌의류,레깅스,LG,79000,79000,71818,18922,34223,1508,2286,0,0,1790,8135,0,0,0,1537,15256,18967
X,24F,1,백화점,101090.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,1377000,1265000,1150000,280620,450076,24150,36593,0,0,28656,130262,0,0,0,24844,244505,205571
X,24F,1,백화점,101090.0,의류,Bottom,당시즌의류,팬츠,PT,288000,288000,261819,51175,113771,5499,8331,0,0,6523,29656,0,0,0,5646,55655,58116
X,24F,1,백화점,101090.0,의류,Inner,당시즌의류,긴팔카라티셔츠,TL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,101090.0,의류,Inner,당시즌의류,맨투맨,MT,198000,198000,180000,42516,70884,3780,5728,0,0,4485,20389,0,0,0,3890,38272,32612
X,24F,1,백화점,101090.0,의류,Inner,당시즌의류,트레이닝(상의),TR,992000,877800,797999,199982,310698,16757,25394,0,0,19884,90391,0,0,0,17253,169679,141019
X,24F,1,백화점,101090.0,의류,Inner,당시즌의류,후드티,HD,198000,194300,176636,40596,70683,3709,5621,0,0,4401,20008,0,0,0,3827,37566,33117
X,24F,1,백화점,101090.0,의류,Outer,당시즌의류,다운베스트,DV,1948000,1652100,1501909,416600,529603,31540,47795,0,0,37422,170122,0,0,0,32436,319315,210288
X,24F,1,백화점,101090.0,의류,Outer,당시즌의류,다운점퍼,DJ,56462000,51270100,46609183,11959674,17980486,978794,1483181,0,0,1161358,5279484,0,0,0,1006612,9909429,8071057
X,24F,1,백화점,101090.0,의류,Outer,당시즌의류,방풍자켓,WJ,-259000,-259000,-235455,-58088,-90249,-4945,0,0,0,0,0,0,0,0,-5082,-10027,-80222
X,24F,1,백화점,101090.0,의류,Outer,당시즌의류,소프트쉘,SS,547000,481300,437545,113653,162000,9188,13924,0,0,10901,49562,0,0,0,9473,93048,68952
X,24F,1,백화점,101093.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,2031000,1922920,1748110,428434,707843,36711,55629,0,0,37885,218103,0,0,0,37783,386111,321732
X,24F,1,백화점,101093.0,의류,Bottom,당시즌의류,팬츠,PT,248000,248000,225455,57056,89490,4735,7174,0,0,4885,28129,0,0,0,4857,49780,39710
X,24F,1,백화점,101093.0,의류,Inner,당시즌의류,긴팔카라티셔츠,TL,-119000,-119000,-108182,-14504,-55814,-2272,0,0,0,0,0,0,0,0,-2326,-4598,-51216
X,24F,1,백화점,101093.0,의류,Inner,당시즌의류,맨투맨,MT,415000,385310,350282,78409,170822,7356,11146,0,0,7591,43702,0,0,0,7567,77362,93460
X,24F,1,백화점,101093.0,의류,Inner,당시즌의류,트레이닝(상의),TR,1508000,1382900,1257183,297577,519593,26402,40005,0,0,27245,156853,0,0,0,27175,277680,241913
X,24F,1,백화점,101093.0,의류,Inner,당시즌의류,후드티,HD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,101093.0,의류,Outer,당시즌의류,다운베스트,DV,239000,167300,152091,47718,51141,3194,4840,0,0,3296,18976,0,0,0,3298,33604,17537
X,24F,1,백화점,101093.0,의류,Outer,당시즌의류,다운점퍼,DJ,51714000,46686260,42442053,10944168,16643088,891288,1350584,0,0,919796,5295354,0,0,0,916832,9373854,7269234
X,24F,1,백화점,101093.0,의류,Outer,당시즌의류,소프트쉘,SS,686000,521870,474429,151890,156481,9965,15098,0,0,10281,59196,0,0,0,10277,104817,51664
X,24F,1,백화점,101095.0,의류,Bottom,당시즌의류,팬츠,PT,149000,149000,135455,33647,54399,2845,4310,0,0,5677,18422,0,0,0,2923,34177,20222
X,24F,1,백화점,101095.0,의류,Inner,당시즌의류,맨투맨,MT,336000,336000,305455,66891,131656,6415,9720,0,0,12804,41543,0,0,0,6600,77082,54574
X,24F,1,백화점,101095.0,의류,Inner,당시즌의류,트레이닝(상의),TR,139000,139000,126364,30217,51920,2654,4021,0,0,5296,17186,0,0,0,2727,31884,20036
X,24F,1,백화점,101095.0,의류,Outer,당시즌의류,다운베스트,DV,675000,532220,483837,144632,169867,10161,15394,0,0,20281,65802,0,0,0,10457,122095,47772
X,24F,1,백화점,101095.0,의류,Outer,당시즌의류,다운점퍼,DJ,32484000,30957030,28142752,6774964,11517803,590997,895553,0,0,1179659,3827526,0,0,0,608143,7101878,4415925
X,24F,1,백화점,101095.0,의류,Outer,당시즌의류,방풍자켓,WJ,219000,153290,139355,48907,41671,2927,4435,0,0,5841,18954,0,0,0,3013,35170,6501
X,24F,1,백화점,101095.0,의류,Outer,당시즌의류,소프트쉘,SS,1124000,935870,850791,245001,308004,17867,27076,0,0,35662,115715,0,0,0,18382,214702,93302
X,24F,1,백화점,101107.0,의류,Bottom,당시즌의류,반바지,SP,218000,218000,198182,52578,76240,4162,6307,0,0,4158,26286,0,0,0,4273,45186,31054
X,24F,1,백화점,101107.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,1031000,855530,777755,201134,304415,16333,27611,0,0,18209,115091,0,0,0,16800,194044,110371
X,24F,1,백화점,101107.0,의류,Bottom,당시즌의류,팬츠,PT,288000,288000,261819,54097,116086,5499,8331,0,0,5493,34726,0,0,0,5649,59698,56388
X,24F,1,백화점,101107.0,의류,Inner,당시즌의류,긴팔티셔츠,RL,59000,59000,53636,8790,26073,1126,1707,0,0,1126,7114,0,0,0,1155,12228,13845
X,24F,1,백화점,101107.0,의류,Inner,당시즌의류,맨투맨,MT,168000,168000,152727,27889,71384,3207,4861,0,0,3205,20257,0,0,0,3301,34831,36553
X,24F,1,백화점,101107.0,의류,Inner,당시즌의류,트레이닝(상의),TR,803000,761290,692082,151446,298405,14535,22024,0,0,14522,91794,0,0,0,14947,157822,140583
X,24F,1,백화점,101107.0,의류,Inner,당시즌의류,후드티,HD,10000,-25690,-23355,1816,-16994,-491,2410,0,0,1589,10044,0,0,0,-514,13038,-30032
X,24F,1,백화점,101107.0,의류,Outer,당시즌의류,다운베스트,DV,2422000,1814790,1649809,538688,533678,34646,52500,0,0,34618,218826,0,0,0,35598,376188,157490
X,24F,1,백화점,101107.0,의류,Outer,당시즌의류,다운점퍼,DJ,43987000,41472150,37701956,9366028,15140193,791744,1216936,0,0,802415,5072266,0,0,0,813545,8696906,6443287
X,24F,1,백화점,101107.0,의류,Outer,당시즌의류,방풍자켓,WJ,259000,259000,235455,53218,99828,4945,7493,0,0,4940,31229,0,0,0,5080,53687,46141
X,24F,1,백화점,101107.0,의류,Outer,당시즌의류,소프트쉘,SS,189000,132290,120264,38466,39703,2526,3827,0,0,2523,15952,0,0,0,2604,27432,12271
X,24F,1,백화점,101108.0,의류,Bottom,당시즌의류,레깅스,LG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,101108.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,1071000,880500,800455,212805,331505,16810,25473,0,0,2088,107394,0,0,0,17313,169078,162427
X,24F,1,백화점,101108.0,의류,Bottom,당시즌의류,팬츠,PT,952000,788500,716819,205610,281830,15054,22809,0,0,1869,96171,0,0,0,15495,151398,130432
X,24F,1,백화점,101108.0,의류,Inner,당시즌의류,긴팔카라티셔츠,TL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,101108.0,의류,Inner,당시즌의류,맨투맨,MT,1148000,851000,773636,206074,319998,16246,24618,0,0,2019,103795,0,0,0,16716,163394,156604
X,24F,1,백화점,101108.0,의류,Inner,당시즌의류,트레이닝(상의),TR,109000,61300,55727,24250,13644,1170,5795,0,0,476,24430,0,0,0,1207,33078,-19434
X,24F,1,백화점,101108.0,의류,Outer,당시즌의류,다운베스트,DV,238000,166600,151454,52589,50399,3180,4820,0,0,394,20320,0,0,0,3266,31980,18419
X,24F,1,백화점,101108.0,의류,Outer,당시즌의류,다운점퍼,DJ,23863000,21167600,19243271,5145654,7939766,404107,612354,0,0,50216,2581781,0,0,0,415742,4064200,3875566
X,24F,1,백화점,101108.0,의류,Outer,당시즌의류,방풍자켓,WJ,-279000,-195300,-177545,-63468,-57262,-3728,0,0,0,0,0,0,0,0,-3835,-7563,-49699
X,24F,1,백화점,101108.0,의류,Outer,당시즌의류,소프트쉘,SS,1511000,1188800,1080727,338939,395958,22695,34392,0,0,2819,144995,0,0,0,23350,228251,167707
X,24F,1,백화점,101109.0,의류,Bottom,당시즌의류,레깅스,LG,-89000,-89000,-80909,-21633,-30149,-1699,0,0,0,0,0,0,0,0,-1742,-3441,-26708
X,24F,1,백화점,101109.0,의류,Bottom,당시즌의류,트레이닝(하의),TP,228000,195300,177546,43384,70246,3729,5649,0,0,900,20495,0,0,0,3833,34606,35640
X,24F,1,백화점,101109.0,의류,Bottom,당시즌의류,팬츠,PT,149000,149000,135455,27083,59608,2845,4310,0,0,687,15636,0,0,0,2914,26392,33216
X,24F,1,백화점,101109.0,의류,Inner,당시즌의류,긴팔티셔츠,RL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,24F,1,백화점,101109.0,의류,Inner,당시즌의류,맨투맨,MT,702000,702000,638181,123750,284684,13401,20309,0,0,3239,73669,0,0,0,13778,124396,160288
X,24F,1,백화점,101109.0,의류,Inner,당시즌의류,트레이닝(상의),TR,248000,248000,225455,41875,102416,4735,7174,0,0,1144,26025,0,0,0,4846,43924,58492
X,24F,1,백화점,101109.0,의류,Inner,당시즌의류,후드티,HD,1524000,1455600,1323273,310671,536226,27789,42109,0,0,6713,152750,0,0,0,28605,257966,278260
X,24F,1,백화점,101109.0,의류,Outer,당시즌의류,다운베스트,DV,597000,417900,379909,120088,123053,7978,15106,0,0,2408,54799,0,0,0,8236,88527,34526
X,24F,1,백화점,101109.0,의류,Outer,당시즌의류,다운점퍼,DJ,53803000,49547890,45043534,11401813,17435652,945912,1447484,0,0,230771,5250802,0,0,0,973186,8848155,8587497
X,24F,1,백화점,101109.0,의류,Outer,당시즌의류,방풍자켓,WJ,916000,641200,582909,209014,164047,12241,18549,0,0,2957,67288,0,0,0,12576,113611,50436
