브랜드코드,시즌,채널코드,채널명,매장코드 (SAP기준),제품계층1(대분류),제품계층2(중분류),아이템_중분류,제품계층3(소분류),아이템코드,TAG매출액,실매출액,부가세제외 실판매액,매출원가 ( 환입후매출원가+평가감(추가) ),매출총이익,지급수수료_로열티,지급수수료_물류용역비,지급수수료_카드수수료,지급임차료_매장(고정),감가상각비_임차시설물,지급수수료_중간관리수수료,지급수수료_판매사원도급비(면세),지급수수료_판매사원도급비(직영),지급수수료_온라인위탁판매수수료,지급수수료_이천보관료,직접비 합계,직접이익
I,23N,1,백화점,100833.0,ACC,Headwear,Headwear,운동모,CP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,1,백화점,100833.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,16691,17100,2027,1517,0,0,0,9351,0,0,0,1154,14049,3051
I,23N,1,백화점,100842.0,ACC,Shoes,Shoes,스니커즈,SX,59000,59000,53636,16965,17362,2060,1517,0,0,0,5951,0,0,0,1147,10675,6687
I,23N,1,백화점,100857.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,7060,11840,1134,849,0,0,0,5731,0,0,0,643,8357,3483
I,23N,1,백화점,100857.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,16691,17100,2027,1517,0,0,0,10246,0,0,0,1151,14941,2159
I,23N,1,백화점,100860.0,ACC,Shoes,Shoes,신발,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,1,백화점,100861.0,ACC,Headwear,Headwear,운동모,CP,72000,72000,65455,12908,30293,2592,1851,0,0,551,11264,0,0,0,1404,17662,12631
I,23N,1,백화점,100892.0,ACC,Headwear,Headwear,운동모,CP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,1,백화점,100892.0,ACC,Shoes,Shoes,스니커즈,SX,59000,59000,53636,16965,16826,2027,1517,0,0,1559,5549,0,0,0,1147,11799,5027
I,23N,1,백화점,100892.0,ACC,Shoes,Shoes,신발,SH,247000,232200,211091,62568,70419,7980,5972,0,0,6134,21840,0,0,0,4552,46478,23941
I,23N,1,백화점,100960.0,ACC,Shoes,Shoes,스니커즈,SX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,1,백화점,100970.0,ACC,Headwear,Headwear,운동모,CP,36000,36000,32727,6454,14164,1237,926,0,0,1813,6288,0,0,0,704,10968,3196
I,23N,1,백화점,100970.0,ACC,Shoes,Shoes,신발,SH,59000,53100,48273,16691,13721,1825,1366,0,0,2674,9275,0,0,0,1040,16180,-2459
I,23N,1,백화점,103191.0,ACC,Shoes,Shoes,스니커즈,SX,59000,56020,50927,16965,16647,2017,1441,0,0,0,11811,0,0,0,1095,16364,283
I,23N,1,백화점,103191.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,16691,18709,2124,1517,0,0,0,12439,0,0,0,1151,17231,1478
I,23N,1,백화점,104036.0,ACC,Shoes,Shoes,스니커즈,SX,59000,59000,53636,16965,17898,2092,1517,0,0,1154,6565,0,0,0,1149,12477,5421
I,23N,1,백화점,104356.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,6152,12748,1134,849,0,0,640,3413,0,0,0,647,6683,6065
I,23N,1,백화점,104356.0,ACC,Shoes,Shoes,스니커즈,SX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,1,백화점,104356.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,16691,17100,2027,1517,0,0,1143,6101,0,0,0,1151,11939,5161
I,23N,1,백화점,104521.0,ACC,Shoes,Shoes,신발,SH,118000,118000,107273,33382,36345,4184,3035,0,0,5216,17393,0,0,0,2308,32136,4209
I,23N,1,백화점,104683.0,ACC,Shoes,Shoes,스니커즈,SX,59000,59000,53636,16965,28626,2735,1517,0,0,0,0,0,0,0,1154,5406,23220
I,23N,1,백화점,104841.0,ACC,Shoes,Shoes,스니커즈,SX,177000,177000,160909,50895,55306,6372,4552,0,0,10516,22903,0,0,0,3461,47804,7502
I,23N,1,백화점,104841.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,16691,18709,2124,1517,0,0,3505,7634,0,0,0,1158,15938,2771
I,23N,1,백화점,104842.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,7060,11840,1134,849,0,0,1348,5578,0,0,0,644,9553,2287
I,23N,1,백화점,104842.0,ACC,Shoes,Shoes,스니커즈,SX,295000,295000,268182,84824,84133,10137,7586,0,0,12051,49866,0,0,0,5772,85412,-1279
I,23N,1,백화점,104842.0,ACC,Shoes,Shoes,신발,SH,-59000,-59000,-53636,-16691,-17100,-2027,0,0,0,0,0,0,0,0,-1153,-3180,-13920
I,23N,1,백화점,105539.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,7060,12140,1152,849,0,0,1067,4710,0,0,0,644,8422,3718
I,23N,1,백화점,105539.0,ACC,Shoes,Shoes,스니커즈,SX,118000,118000,107273,33930,34725,4119,3035,0,0,3816,16841,0,0,0,2311,30122,4603
I,23N,2,면세점,100850.0,ACC,Headwear,Headwear,운동모,CP,726000,726000,660000,135340,260660,23760,18670,0,0,7569,0,86662,0,0,14178,150839,109821
I,23N,2,면세점,100850.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,16691,15490,1931,1517,0,0,615,0,7043,0,0,1143,12249,3241
I,23N,2,면세점,100879.0,ACC,Shoes,Shoes,스니커즈,SX,118000,118000,107273,33930,30433,3862,3035,0,0,1750,0,21013,0,0,2303,31963,-1530
I,23N,2,면세점,100883.0,ACC,Headwear,Headwear,운동모,CP,66000,66000,60000,12304,23696,2160,1697,0,0,0,0,0,0,0,1295,5152,18544
I,23N,2,면세점,100883.0,ACC,Shoes,Shoes,스니커즈,SX,413000,413000,375455,118754,106516,13516,10620,0,0,0,0,0,0,0,8077,32213,74303
I,23N,2,면세점,100887.0,ACC,Shoes,Shoes,스니커즈,SX,295000,295000,268182,84824,76083,9655,7586,0,0,0,0,0,0,0,5766,23007,53076
I,23N,2,면세점,100947.0,ACC,Headwear,Headwear,운동모,CP,132000,132000,120000,24607,47393,4320,3394,0,0,3435,0,0,0,0,2579,13728,33665
