브랜드코드,채널명,아이템_중분류,제품계층3(소분류),아이템코드,TAG매출액,실매출액,부가세제외 실판매액,매출원가 ( 환입후매출원가+평가감(추가) ),매출총이익,지급수수료_중간관리수수료,지급수수료_판매사원도급비(직영),지급수수료_판매사원도급비(면세),지급수수료_물류용역비,지급수수료_이천보관료,지급수수료_카드수수료,지급수수료_온라인위탁판매수수료,지급수수료_로열티,지급임차료_매장(고정),감가상각비_임차시설물,직접비 합계,직접이익
I,대리점,Acc_etc,양말,SO,1487300,1468130,1334669,336271,527239,0,0,0,37786,28714,0,0,51815,0,0,118315,408924
I,대리점,Acc_etc,장갑,GL,295000,295000,268180,44195,129050,0,0,0,7585,5756,0,0,10395,0,0,23736,105314
I,대리점,Bag,백팩,BK,152859000,128795570,117086874,40298113,38264830,0,0,0,3314562,2518059,0,0,4713792,0,0,10546413,27718417
I,대리점,Bag,보조가방,UB,1730000,1679220,1526565,459971,518952,0,0,0,43182,32824,0,0,58733,0,0,134739,384213
I,대리점,Bag,슬링백,SG,2844000,2790810,2537095,637798,1000616,0,0,0,71762,54548,0,0,98310,0,0,224620,775996
I,대리점,Bag,크로스백,CR,30814000,29668550,26971373,7700437,9544369,0,0,0,774218,580226,0,0,1034690,0,0,2389134,7155235
I,대리점,Headwear,방한모,WM,518000,505000,459091,115054,183019,0,0,0,20166,9870,0,0,17886,0,0,47922,135097
I,대리점,Headwear,비니,BN,2508000,2442920,2220833,557910,866871,0,0,0,67973,47791,0,0,85487,0,0,201251,665620
I,대리점,Headwear,선캡,SC,66000,66000,60000,15074,23926,0,0,0,1698,1293,0,0,2340,0,0,5331,18595
I,대리점,Headwear,와이어캡,WR,2041000,1986190,1805621,416079,752298,0,0,0,52335,38836,0,0,70104,0,0,161275,591023
I,대리점,Headwear,운동모,CP,30872000,30286320,27533052,6569196,11025591,0,0,0,783193,592490,0,0,1055681,0,0,2431364,8594227
I,대리점,Shoes,런닝화,RN,26356000,25736590,23396895,6931095,8156228,0,0,0,668952,503331,0,0,905233,0,0,2077516,6078712
I,대리점,Shoes,방한화,WB,-2552000,-2569800,-2336180,-904692,-617004,0,0,0,33128,-50185,0,0,-91302,0,0,-108359,-508645
I,대리점,Shoes,스니커즈,SX,11409000,11077870,10070782,2805410,3653066,0,0,0,288623,216496,0,0,387511,0,0,892630,2760436
I,대리점,Shoes,신발,SH,54239000,53065230,48241123,13358138,17685228,0,0,0,1371198,1037254,0,0,1862601,0,0,4271053,13414175
I,대리점,과시즌의류,맨투맨셋트,S2,99000,69300,63000,2430,42930,0,0,0,1782,1355,0,0,2722,0,0,5859,37071
I,대리점,당시즌의류,니트풀오버,KP,417000,403100,366455,85527,152795,0,0,0,13939,7873,0,0,14299,0,0,36111,116684
I,대리점,당시즌의류,다운베스트,DV,3175000,3124380,2840349,870806,966917,0,0,0,83915,61078,0,0,110261,0,0,255254,711663
I,대리점,당시즌의류,다운점퍼,DJ,9419000,8770180,7972887,2526124,2582852,0,0,0,511980,171415,0,0,306542,0,0,989937,1592915
I,대리점,당시즌의류,레깅스,LG,345000,335000,304545,86355,108372,0,0,0,8616,6552,0,0,11683,0,0,26851,81521
I,대리점,당시즌의류,맨투맨,MT,1965000,1941280,1764794,466118,681310,0,0,0,56512,37946,0,0,68846,0,0,163304,518006
I,대리점,당시즌의류,맨투맨셋트,S2,11868000,11588020,10534571,3017014,3791652,0,0,0,338911,226259,0,0,408518,0,0,973688,2817964
I,대리점,당시즌의류,반팔카라티셔츠,TS,69000,69000,62728,13363,26964,0,0,0,4295,1346,0,0,2420,0,0,8061,18903
I,대리점,당시즌의류,반팔티 & 스웨트팬츠,S1,1272000,1229610,1117826,301476,415093,0,0,0,35709,24048,0,0,42994,0,0,102751,312342
I,대리점,당시즌의류,우븐팬츠,WP,1773000,1750360,1591236,412423,613926,0,0,0,47815,34219,0,0,61581,0,0,143615,470311
I,대리점,당시즌의류,점퍼,JP,219000,219000,199091,50022,77396,0,0,0,5632,4270,0,0,7645,0,0,17547,59849
I,대리점,당시즌의류,팬츠,PT,633000,575980,523617,135405,207635,0,0,0,29035,11254,0,0,20582,0,0,60871,146764
I,대리점,당시즌의류,폴라폴리스점퍼,FD,298000,284100,258272,57370,109369,0,0,0,7306,5557,0,0,10004,0,0,22867,86502
I,대리점,당시즌의류,후드티,HD,1207000,1148810,1044371,316085,353154,0,0,0,39470,22525,0,0,40153,0,0,102148,251006
I,대리점,차시즌의류,맨투맨,MT,23974000,23418460,21289490,5710052,7996645,0,0,0,608231,457757,0,0,822401,0,0,1888389,6108256
I,대리점,차시즌의류,맨투맨셋트,S2,43520000,42196460,38360436,10967786,13859291,0,0,0,1092095,824966,0,0,1489627,0,0,3406688,10452603
I,대리점,차시즌의류,반팔카라티셔츠,TS,6721000,6453410,5866725,1585280,2182709,0,0,0,166864,126191,0,0,226076,0,0,519131,1663578
I,대리점,차시즌의류,반팔티 & 스웨트팬츠,S1,26022000,25498340,23180319,6659825,8211783,0,0,0,659021,498456,0,0,892295,0,0,2049772,6162011
I,대리점,차시즌의류,방풍자켓,WJ,7708000,7501040,6819121,1704279,2716381,0,0,0,201068,146573,0,0,265241,0,0,612882,2103499
I,대리점,차시즌의류,스커트,SK,1173000,1129190,1026535,337920,326934,0,0,0,29041,22091,0,0,39893,0,0,91025,235909
I,대리점,차시즌의류,우븐반바지,SM,659000,641220,582926,146227,226482,0,0,0,16491,12526,0,0,22363,0,0,51380,175102
I,대리점,차시즌의류,우븐셔츠,WS,139000,139000,126364,32200,51200,0,0,0,3574,2714,0,0,5004,0,0,11292,39908
I,대리점,차시즌의류,우븐팬츠,WP,3863000,3762650,3420587,833497,1355219,0,0,0,96760,73568,0,0,131325,0,0,301653,1053566
I,대리점,차시즌의류,원피스,OP,387000,387000,351819,94768,129224,0,0,0,9954,7569,0,0,13439,0,0,30962,98262
I,대리점,차시즌의류,점퍼,JP,45662000,44352910,40320827,10269732,15750860,0,0,0,1161013,866992,0,0,1561247,0,0,3589252,12161608
I,대리점,차시즌의류,진바지,DP,4772000,4601070,4182790,1290954,1408400,0,0,0,120865,89936,0,0,161962,0,0,372763,1035637
I,대리점,차시즌의류,진자켓,DK,3753000,3565510,3241374,892016,1201218,0,0,0,91685,69688,0,0,125593,0,0,286966,914252
I,대리점,차시즌의류,팬츠,PT,6761000,6581210,5982908,1612860,2241069,0,0,0,175830,128555,0,0,231239,0,0,535624,1705445
I,대리점,차시즌의류,폴로 티셔츠,PQ,178000,178000,161818,36740,69251,0,0,0,4578,3489,0,0,6359,0,0,14426,54825
I,대리점,차시즌의류,후드티,HD,3946000,3770960,3428143,1018647,1195271,0,0,0,104357,73694,0,0,132835,0,0,310886,884385
I,면세점,Acc_etc,머플러(스카프),MF,59000,59000,53636,12997,19184,0,0,0,1517,1157,0,0,1931,0,0,4605,14579
I,면세점,Acc_etc,양말,SO,424100,424100,385547,103487,127838,0,0,43051,10906,8291,0,0,13880,0,2226,78354,49484
I,면세점,Bag,백팩,BK,58736000,52135190,47395629,16013496,12423885,0,0,5054164,1340665,1018862,0,0,1706235,0,337683,9457609,2966276
I,면세점,Bag,보조가방,UB,735000,735000,668182,191490,209422,0,0,72511,18901,14374,0,0,24054,0,3768,133608,75814
I,면세점,Bag,크로스백,CR,180029000,180028880,163662609,41110158,57086903,0,0,17883703,4629491,3518292,0,0,5891825,0,1186274,33109585,23977318
I,면세점,Headwear,방한모,WM,1324000,1324000,1203635,268230,453949,0,0,90574,34053,25907,0,0,43330,0,12180,206044,247905
I,면세점,Headwear,비니,BN,5503000,5503000,5002723,1244103,1757535,0,0,306262,141515,107581,0,0,180100,0,39851,775309,982226
I,면세점,Headwear,선캡,SC,132000,132000,120000,30144,41856,0,0,13023,3394,2602,0,0,4320,0,677,24016,17840
I,면세점,Headwear,운동모,CP,112676000,112675970,102432701,23408559,38051101,0,0,8941507,2897483,2202225,0,0,3685014,0,797097,18523326,19527775
I,면세점,Headwear,햇,HT,621000,621000,564545,113021,225705,0,0,25894,15971,12163,0,0,20323,0,1358,75709,149996
I,면세점,Shoes,런닝화,RN,17947000,17947000,16315455,4666537,5122730,0,0,2023061,461510,350782,0,0,587354,0,138150,3560857,1561873
I,면세점,Shoes,스니커즈,SX,35173000,35173000,31975456,7718947,11466332,0,0,3603275,904483,687326,0,0,1151113,0,233810,6580007,4886325
I,면세점,Shoes,신발,SH,30237000,30237000,27488187,7242139,9250751,0,0,3226203,777551,590970,0,0,989572,0,225561,5809857,3440894
I,면세점,당시즌의류,다운베스트,DV,1052000,1052000,956365,290405,283416,0,0,67990,27051,20581,0,0,34429,0,4623,154674,128742
I,면세점,당시즌의류,다운점퍼,DJ,39489000,39489000,35899090,10358400,11181060,0,0,4130018,1015469,771703,0,0,1292367,0,311859,7521416,3659644
I,면세점,당시즌의류,맨투맨,MT,3456000,3456000,3141818,817154,1067932,0,0,211247,88874,67474,0,0,113103,0,25797,506495,561437
I,면세점,당시즌의류,맨투맨셋트,S2,6476000,6476000,5887273,1656530,1875827,0,0,264957,166534,126560,0,0,211944,0,51694,821689,1054138
I,면세점,당시즌의류,팬츠,PT,1096000,1096000,996363,280482,317338,0,0,72596,28186,21449,0,0,35867,0,7274,165372,151966
I,면세점,차시즌의류,맨투맨,MT,22425000,22425010,20386374,5310838,6920954,0,0,2440362,576668,438322,0,0,733907,0,163540,4352799,2568155
I,면세점,차시즌의류,맨투맨셋트,S2,10355000,10354970,9413609,2531402,3116787,0,0,973591,266279,202386,0,0,338888,0,78221,1859365,1257422
I,면세점,차시즌의류,반바지,SP,833000,833000,757273,188670,265697,0,0,102141,21421,16293,0,0,27261,0,8337,175453,90244
I,면세점,차시즌의류,반팔카라티셔츠,TS,67307000,67306950,61188132,14818654,21894198,0,0,7406551,1730812,1315331,0,0,2202772,0,549548,13205014,8689184
I,면세점,차시즌의류,반팔티 & 스웨트팬츠,S1,13914000,13914000,12649092,3231347,4358128,0,0,1696900,357803,271924,0,0,455366,0,113428,2895421,1462707
I,면세점,차시즌의류,방풍자켓,WJ,12560000,12560000,11418180,2721771,4129151,0,0,1399634,322980,245464,0,0,411053,0,83260,2462391,1666760
I,면세점,차시즌의류,우븐반바지,SM,7846000,7845960,7132690,1722118,2557495,0,0,893532,201764,153352,0,0,256776,0,69871,1575295,982200
I,면세점,차시즌의류,우븐셔츠,WS,159000,159000,144545,46190,40537,0,0,15686,4089,3098,0,0,5204,0,815,28892,11645
I,면세점,차시즌의류,우븐팬츠,WP,1461000,1461000,1328182,322417,474496,0,0,190787,37572,28541,0,0,47813,0,13704,318417,156079
I,면세점,차시즌의류,점퍼,JP,13764000,13764000,12512727,3110487,4397140,0,0,1641427,353943,268979,0,0,450454,0,122182,2836985,1560155
I,면세점,차시즌의류,진바지,DP,1188000,1188000,1080000,325444,322556,0,0,153093,30550,23245,0,0,38880,0,12120,257888,64668
I,면세점,차시즌의류,진자켓,DK,1112000,1112000,1010910,264300,342250,0,0,121221,28596,21736,0,0,36392,0,8647,216592,125658
I,면세점,차시즌의류,팬츠,PT,4661000,4661000,4237272,992359,1550020,0,0,569421,119858,91075,0,0,152541,0,32547,965442,584578
I,면세점,차시즌의류,후드티,HD,1316000,1316000,1196363,325881,391934,0,0,153721,33842,25716,0,0,43070,0,7326,263675,128259
I,백화점,Acc_etc,PET,PE,2947000,2937030,2670028,-71382,1824822,345187,0,0,78051,56651,0,0,105206,0,15324,600419,1224403
I,백화점,Acc_etc,기타,ET,499000,467370,424881,140214,130932,84925,0,0,15492,9124,0,0,16271,0,11794,137606,-6674
I,백화점,Acc_etc,머플러(스카프),MF,531000,424800,386182,116974,126324,40196,0,0,10923,8315,0,0,14598,0,279,74311,52013
I,백화점,Acc_etc,양말,SO,12328100,12085560,10986896,2833204,4159540,1739097,0,0,318120,236496,0,0,419554,0,198690,2911957,1247583
I,백화점,Acc_etc,장갑,GL,722000,682400,620363,136178,257270,163182,0,0,29737,13342,0,0,23607,0,19416,249284,7986
I,백화점,Bag,가방,BG,6567000,6500900,5909910,2034788,1700459,831950,0,0,168028,127104,0,0,224115,0,91588,1442785,257674
I,백화점,Bag,백팩,BK,746344000,624730320,567936648,196404675,166710036,83978697,0,0,16079388,12209112,0,0,21775599,0,11978469,146021265,20688771
I,백화점,Bag,보조가방,UB,14057000,13928260,12662054,3753199,4352699,1946681,0,0,358175,272278,0,0,486348,0,266463,3329945,1022754
I,백화점,Bag,슬링백,SG,3318000,3197560,2906869,747811,1110154,461246,0,0,84247,62570,0,0,111482,0,49869,769414,340740
I,백화점,Bag,크로스백,CR,109385000,101358340,92143902,25341548,33481830,12916550,0,0,2622723,1980969,0,0,3529385,0,1852577,22902204,10579626
I,백화점,Bag,힙색,HS,767000,712970,648152,178803,234874,96871,0,0,18332,13953,0,0,24821,0,7384,161361,73513
I,백화점,Headwear,방한모,WM,3504000,3363500,3057726,732652,1233348,547879,0,0,106776,65788,0,0,117963,0,51289,889695,343653
I,백화점,Headwear,비니,BN,14319000,13906660,12642404,3237019,4843428,1851518,0,0,380625,271856,0,0,484835,0,253226,3242060,1601368
I,백화점,Headwear,선캡,SC,66000,66000,60000,15070,22730,11069,0,0,1698,1285,0,0,2268,0,2866,19186,3544
I,백화점,Headwear,와이어캡,WR,4193000,4117730,3743379,849162,1532347,553405,0,0,105891,80471,0,0,142897,0,80530,963194,569153
I,백화점,Headwear,운동모,CP,147541000,144967250,131788501,31059992,53101981,19853791,0,0,3735996,2833963,0,0,5047865,0,2689885,34161500,18940481
I,백화점,Headwear,햇,HT,4414000,4292360,3902145,827604,1646915,625150,0,0,111906,83892,0,0,148463,0,66247,1035658,611257
I,백화점,Shoes,런닝화,RN,85736000,83758770,76144324,22433010,26279819,11821427,0,0,2176796,1637080,0,0,2922774,0,1782385,20340462,5939357
I,백화점,Shoes,방한화,WB,4827000,4524260,4112962,1122565,1505085,1032775,0,0,204533,88487,0,0,157658,0,162956,1646409,-141324
I,백화점,Shoes,스니커즈,SX,97243000,94492480,85902269,21987978,32751022,12681082,0,0,2451050,1846714,0,0,3284333,0,1875552,22138731,10612291
I,백화점,Shoes,신발,SH,288018000,281962010,256329103,71306060,92627787,38520580,0,0,7281930,5510502,0,0,9833970,0,5666928,66813910,25813877
I,백화점,과시즌의류,다운점퍼,DJ,10854000,5427000,4933636,1075312,2050017,454411,0,0,139556,106045,0,0,187520,0,124157,1011689,1038328
I,백화점,과시즌의류,맨투맨셋트,S2,308861000,181157110,164688282,73869898,29885177,15886650,0,0,4658498,3540434,0,0,6225310,0,1979765,32290657,-2405480
I,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,1071000,749700,681545,218764,219698,73947,0,0,19278,14643,0,0,26307,0,28474,162649,57049
I,백화점,과시즌의류,방풍자켓,WJ,13066000,6532800,5938910,2365447,1402562,502072,0,0,167995,127657,0,0,226087,0,98470,1122281,280281
I,백화점,과시즌의류,보드바지,BP,477000,238490,216809,59841,81083,35154,0,0,6133,4655,0,0,8456,0,10543,64941,16142
I,백화점,과시즌의류,우븐팬츠,WP,0,0,0,-10033,10033,0,0,0,0,0,0,0,0,0,0,0,10033
I,백화점,당시즌의류,니트가디건,KC,169000,169000,153636,33379,64948,17045,0,0,4346,3307,0,0,5900,0,0,30598,34350
I,백화점,당시즌의류,니트풀오버,KP,1251000,1181500,1074091,256581,421358,136169,0,0,30382,23097,0,0,40676,0,23575,253899,167459
I,백화점,당시즌의류,다운베스트,DV,10798000,10502370,9547613,2985184,3065377,1377216,0,0,280277,205297,0,0,363029,0,150722,2376541,688836
I,백화점,당시즌의류,다운점퍼,DJ,249824000,242239210,220217452,66420555,73004267,29808335,0,0,6718619,4734105,0,0,8365486,0,3856129,53482674,19521593
I,백화점,당시즌의류,레깅스,LG,345000,310520,282292,86355,95003,66743,0,0,13311,6073,0,0,10882,0,3677,100686,-5683
I,백화점,당시즌의류,맨투맨,MT,17626000,17010470,15464056,4171465,5645623,2144853,0,0,469932,332499,0,0,589023,0,308130,3844437,1801186
I,백화점,당시즌의류,맨투맨셋트,S2,44171000,42769400,38881278,11234019,13713766,5551432,0,0,1168902,836082,0,0,1501986,0,758542,9816944,3896822
I,백화점,당시즌의류,반팔카라티셔츠,TS,588000,578200,525634,126072,207749,78016,0,0,16128,11332,0,0,20031,0,8842,134349,73400
I,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,7145000,6948110,6316460,1692414,2324536,1016191,0,0,178678,135831,0,0,241020,0,135306,1707026,617510
I,백화점,당시즌의류,방풍자켓,WJ,119000,119000,108182,23960,44195,17216,0,0,3060,2326,0,0,4089,0,3643,30334,13861
I,백화점,당시즌의류,스커트,SK,-99000,-99000,-90000,-21566,-35134,0,0,0,0,-1928,0,0,-3402,0,0,-5330,-29804
I,백화점,당시즌의류,우븐셔츠,WS,159000,159000,144545,36928,54135,23003,0,0,4089,3104,0,0,5464,0,4867,40527,13608
I,백화점,당시즌의류,우븐팬츠,WP,3863000,3683750,3348865,934287,1196355,631528,0,0,121704,71999,0,0,127837,0,99867,1052935,143420
I,백화점,당시즌의류,점퍼,JP,1294000,1228290,1116627,365921,335379,214425,0,0,37731,24000,0,0,42078,0,53690,371924,-36545
I,백화점,당시즌의류,진바지,DP,2476000,2316730,2106118,760304,579244,302582,0,0,65180,45292,0,0,80372,0,32713,526139,53105
I,백화점,당시즌의류,팬츠,PT,5687000,5452200,4956542,1382253,1768874,823477,0,0,154919,106560,0,0,189067,0,111437,1385460,383414
I,백화점,당시즌의류,폴라폴리스점퍼,FD,2473000,2338210,2125649,471847,873628,479811,0,0,88489,45693,0,0,80730,0,38673,733396,140232
I,백화점,당시즌의류,폴로 티셔츠,PQ,158000,158000,143636,45797,44693,25134,0,0,4063,3085,0,0,5429,0,0,37711,6982
I,백화점,당시즌의류,후드티,HD,2810000,2708100,2461908,723883,845205,404776,0,0,84657,52975,0,0,94147,0,53573,690128,155077
