브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익,직접비 합계,직접이익,지급수수료_중간관리수수료,지급수수료_중간관리수수료(직영),지급수수료_판매사원도급비(직영),지급수수료_판매사원도급비(면세),지급수수료_물류용역비,지급수수료_물류운송비,지급수수료_이천보관료,지급수수료_카드수수료,지급수수료_온라인위탁판매수수료,지급수수료_로열티,지급임차료_매장(변동),지급임차료_매장(고정),지급임차료_관리비,감가상각비_임차시설물
ST,4.0,자사몰,당시즌의류,맨투맨,MT,17124000,15728000,14298185,14298185,3756400,10541785,2900672,7641113,0.0,0.0,0.0,0.0,614484.0,863904.0,464325.0,443224.0,0.0,514735.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,당시즌의류,반바지,SP,307000,307390,279446,279446,107950,171496,56691,114805,0.0,0.0,0.0,0.0,12010.0,16884.0,9075.0,8662.0,0.0,10060.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,당시즌의류,반팔티셔츠,RS,421000,373140,339218,339218,91670,247548,68817,178731,0.0,0.0,0.0,0.0,14578.0,20496.0,11016.0,10515.0,0.0,12212.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,당시즌의류,방풍자켓,WJ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,당시즌의류,스커트,SK,3637000,3325200,3022909,3022909,731630,2291279,613258,1678021,0.0,0.0,0.0,0.0,129914.0,182646.0,98167.0,93706.0,0.0,108825.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,당시즌의류,윈드티셔츠,WT,1113000,1022520,929564,929564,388990,540574,188580,351994,0.0,0.0,0.0,0.0,39949.0,56165.0,30187.0,28815.0,0.0,33464.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,당시즌의류,트레이닝(상의),TR,2506000,2225910,2023556,2023556,575400,1448156,410518,1037638,0.0,0.0,0.0,0.0,86965.0,122264.0,65714.0,62727.0,0.0,72848.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,당시즌의류,팬츠,PT,5015000,4518150,4107407,4107407,1144060,2963347,833270,2130077,0.0,0.0,0.0,0.0,176521.0,248172.0,133386.0,127324.0,0.0,147867.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,당시즌의류,폴로 티셔츠,PQ,615000,677520,615928,615928,92850,523078,124953,398125,0.0,0.0,0.0,0.0,26470.0,37215.0,20002.0,19093.0,0.0,22173.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,차시즌의류,니트풀오버,KP,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,차시즌의류,트레이닝(상의),TR,149000,133100,121000,121000,41650,79350,24547,54803,0.0,0.0,0.0,0.0,5200.0,7311.0,3929.0,3751.0,0.0,4356.0,0.0,0.0,0.0,0.0
ST,4.0,자사몰,차시즌의류,팬츠,PT,545000,509720,463382,463382,149870,313512,94006,219506,0.0,0.0,0.0,0.0,19914.0,27998.0,15048.0,14364.0,0.0,16682.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Acc_etc,기타소품류,AC,175000,175000,159090,159090,15650,143440,77899,65541,0.0,0.0,0.0,0.0,6837.0,9612.0,5165.0,0.0,50558.0,5727.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Acc_etc,머플러,AM,89000,89000,80909,80909,9830,71079,39618,31461,0.0,0.0,0.0,0.0,3477.0,4889.0,2627.0,0.0,25712.0,2913.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Acc_etc,보호대,PR,221000,174600,158725,158725,27328,131397,77721,53676,0.0,0.0,0.0,0.0,6822.0,9589.0,5154.0,0.0,50442.0,5714.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Acc_etc,양말,SO,1334000,1334000,1212712,1212712,225840,986872,593816,393056,0.0,0.0,0.0,0.0,52114.0,73273.0,39381.0,0.0,385390.0,43658.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Acc_etc,헤드밴드,HB,79000,79000,71817,71817,9462,62355,35165,27190,0.0,0.0,0.0,0.0,3087.0,4339.0,2332.0,0.0,22822.0,2585.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Bag,라켓백,RB,3065000,1604600,1458726,1458726,539940,918786,714279,204507,0.0,0.0,0.0,0.0,62687.0,88138.0,47370.0,0.0,463571.0,52513.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Bag,백팩,BK,1233000,914600,831451,831451,335330,496121,409860,86261,0.0,0.0,0.0,0.0,35732.0,50237.0,27000.0,0.0,264228.0,32663.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Bag,보스톤백,BW,776000,776000,705453,705453,174450,531003,345432,185571,0.0,0.0,0.0,0.0,30316.0,42624.0,22908.0,0.0,224188.0,25396.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Bag,크로스백,CR,208000,124800,113455,113455,53200,60255,55554,4701,0.0,0.0,0.0,0.0,4876.0,6855.0,3684.0,0.0,36055.0,4084.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Bag,토드백,TG,2100000,1203800,1094361,1094361,286240,808121,535867,272254,0.0,0.0,0.0,0.0,47030.0,66122.0,35538.0,0.0,347780.0,39397.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Headwear,비니,BN,69000,69000,62727,62727,16000,46727,30715,16012,0.0,0.0,0.0,0.0,2696.0,3790.0,2037.0,0.0,19934.0,2258.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Headwear,선캡,SC,1016000,774800,704358,704358,207970,496388,344892,151496,0.0,0.0,0.0,0.0,30268.0,42557.0,22873.0,0.0,223838.0,25356.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Headwear,운동모,CP,2166000,1826900,1660807,1660807,337465,1323342,813231,510111,0.0,0.0,0.0,0.0,71372.0,100347.0,53931.0,0.0,527792.0,59789.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Headwear,햇,HT,413000,165200,150185,150185,26283,123902,73539,50363,0.0,0.0,0.0,0.0,6454.0,9074.0,4878.0,0.0,47727.0,5406.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,Shoes,신발,SH,52103000,16567700,15061514,15061514,4108202,10953312,7375030,3578282,0.0,0.0,0.0,0.0,647258.0,910029.0,489092.0,0.0,4786436.0,542215.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,긴팔티셔츠,RL,4500000,2130800,1937088,1937088,581241,1355847,948513,407334,0.0,0.0,0.0,0.0,83245.0,117039.0,62903.0,0.0,615592.0,69734.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,니트가디건,KC,2930000,1441100,1310089,1310089,383689,926400,641497,284903,0.0,0.0,0.0,0.0,56298.0,79155.0,42543.0,0.0,416338.0,47163.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,니트반팔티셔츠,KU,687000,293700,266999,266999,67611,199388,130739,68649,0.0,0.0,0.0,0.0,11474.0,16132.0,8670.0,0.0,84851.0,9612.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,니트베스트,KV,557000,238700,217001,217001,54974,162027,106256,55771,0.0,0.0,0.0,0.0,9325.0,13111.0,7046.0,0.0,68962.0,7812.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,니트풀오버,KP,5498000,2593400,2357634,2357634,707480,1650154,1158090,492064,0.0,0.0,0.0,0.0,101317.0,142449.0,76558.0,0.0,749239.0,88527.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,다운베스트,DV,20548000,8374600,7613270,7613270,2116960,5496310,3727918,1768392,0.0,0.0,0.0,0.0,327175.0,459999.0,247225.0,0.0,2419441.0,274078.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,다운점퍼,DJ,140360000,61271900,55701645,55701645,15403440,40298205,27274900,13023305,0.0,0.0,0.0,0.0,2393734.0,3365533.0,1808802.0,0.0,17701571.0,2005260.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,레깅스,LG,2712000,999700,908815,908815,241551,667264,445010,222254,0.0,0.0,0.0,0.0,39055.0,54910.0,29512.0,0.0,288815.0,32718.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,맨투맨,MT,59347000,28994900,26358928,26358928,7744081,18614847,12906925,5707922,0.0,0.0,0.0,0.0,1132753.0,1592625.0,855953.0,0.0,8376674.0,948920.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,반바지,SP,2068000,1098400,998542,998542,290042,708500,488946,219554,0.0,0.0,0.0,0.0,42911.0,60333.0,32425.0,0.0,317330.0,35947.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,반팔카라티셔츠,TS,199000,59700,54273,54273,12664,41609,26575,15034,0.0,0.0,0.0,0.0,2332.0,3279.0,1762.0,0.0,17248.0,1954.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,반팔티셔츠,RS,6138000,2693800,2448902,2448902,628602,1820300,1199138,621162,0.0,0.0,0.0,0.0,105242.0,147965.0,79525.0,0.0,778245.0,88161.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,방풍자켓,WJ,12170000,5510900,5009903,5009903,1345950,3663953,2457719,1206234,0.0,0.0,0.0,0.0,215299.0,302701.0,162689.0,0.0,1592111.0,184919.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,브라,BR,939000,355800,323452,323452,82001,241451,158379,83072,0.0,0.0,0.0,0.0,13899.0,19543.0,10503.0,0.0,102790.0,11644.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,스커트,SK,15621000,8681400,7892160,7892160,2246701,5645459,3864477,1780982,0.0,0.0,0.0,0.0,339156.0,476850.0,256282.0,0.0,2508072.0,284117.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,슬리브리스,SL,59000,59000,53636,53636,20090,33546,26264,7282,0.0,0.0,0.0,0.0,2305.0,3241.0,1742.0,0.0,17045.0,1931.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,원피스,OP,3764000,1688700,1535177,1535177,429442,1105735,753672,352063,0.0,0.0,0.0,0.0,65972.0,92755.0,49854.0,0.0,487871.0,57220.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,점퍼,JP,18907000,7590680,6900612,6900612,1884003,5016609,3378954,1637655,0.0,0.0,0.0,0.0,296547.0,416939.0,224083.0,0.0,2192964.0,248421.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,트레이닝 숏팬츠,TB,99000,29700,27000,27000,6300,20700,13220,7480,0.0,0.0,0.0,0.0,1160.0,1631.0,877.0,0.0,8580.0,972.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,트레이닝(상의),TR,14861000,7430100,6754629,6754629,1917548,4837081,3307476,1529605,0.0,0.0,0.0,0.0,290275.0,408120.0,219342.0,0.0,2146571.0,243168.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,트레이닝(하의),TP,14472000,5788800,5262530,5262530,1447200,3815330,2576850,1238480,0.0,0.0,0.0,0.0,226153.0,317964.0,170890.0,0.0,1672393.0,189450.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,패딩,PD,4659000,2795400,2541268,2541268,838620,1702648,1244359,458289,0.0,0.0,0.0,0.0,109209.0,153546.0,82523.0,0.0,807596.0,91485.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,팬츠,PT,57392000,26899490,24454039,24454039,6571655,17882384,11980425,5901959,0.0,0.0,0.0,0.0,1050894.0,1477528.0,794098.0,0.0,7771311.0,886594.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,폴라폴리스점퍼,FD,1912000,764800,695272,695272,191200,504072,340445,163627,0.0,0.0,0.0,0.0,29880.0,42008.0,22576.0,0.0,220952.0,25029.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,폴로 티셔츠,PQ,8248000,3938200,3580178,3580178,962482,2617696,1753069,864627,0.0,0.0,0.0,0.0,153853.0,216317.0,116257.0,0.0,1137754.0,128888.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,과시즌의류,후드티,HD,8066000,3681400,3346716,3346716,949593,2397123,1638758,758365,0.0,0.0,0.0,0.0,143826.0,202211.0,108677.0,0.0,1063561.0,120483.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,긴팔티셔츠,RL,396000,396000,360000,360000,85120,274880,176278,98602,0.0,0.0,0.0,0.0,15470.0,21752.0,11690.0,0.0,114406.0,12960.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,니트가디건,KC,537000,537000,488181,488181,133320,354861,239043,115818,0.0,0.0,0.0,0.0,20979.0,29496.0,15853.0,0.0,155140.0,17575.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,니트풀오버,KP,835000,835000,759089,759089,230820,528269,371698,156571,0.0,0.0,0.0,0.0,32622.0,45866.0,24650.0,0.0,241232.0,27328.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,다운점퍼,DJ,3889000,3889000,3535454,3535454,1338900,2196554,1742924,453630,0.0,0.0,0.0,0.0,151934.0,213615.0,114807.0,0.0,1123542.0,139026.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,맨투맨,MT,7590000,7590000,6899989,6899989,1633290,5266699,3378652,1888047,0.0,0.0,0.0,0.0,296521.0,416903.0,224063.0,0.0,2192766.0,248399.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,반바지,SP,436000,436000,396363,396363,130840,265523,194084,71439,0.0,0.0,0.0,0.0,17033.0,23949.0,12871.0,0.0,125961.0,14270.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,반팔티셔츠,RS,234000,234000,212730,212730,45560,167170,104165,63005,0.0,0.0,0.0,0.0,9142.0,12853.0,6908.0,0.0,67604.0,7658.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,방풍자켓,WJ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,스커트,SK,2165000,2165000,1968179,1968179,455810,1512369,963739,548630,0.0,0.0,0.0,0.0,84581.0,118920.0,63912.0,0.0,625472.0,70854.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,트레이닝(상의),TR,1253000,1253000,1139089,1139089,287700,851389,557767,293622,0.0,0.0,0.0,0.0,48951.0,68824.0,36990.0,0.0,361994.0,41008.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,팬츠,PT,2519000,2519000,2289996,2289996,615130,1674866,1121320,553546,0.0,0.0,0.0,0.0,98410.0,138363.0,74363.0,0.0,727744.0,82440.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,폴로 티셔츠,PQ,1162000,1162000,1056364,1056364,283900,772464,517258,255206,0.0,0.0,0.0,0.0,45395.0,63826.0,34303.0,0.0,335705.0,38029.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,당시즌의류,후드티,HD,149000,149000,135454,135454,34290,101164,66326,34838,0.0,0.0,0.0,0.0,5821.0,8184.0,4399.0,0.0,43046.0,4876.0,0.0,0.0,0.0,0.0
ST,5.0,제휴몰,차시즌의류,팬츠,PT,218000,218000,198182,198182,60150,138032,97043,40989,0.0,0.0,0.0,0.0,8517.0,11974.0,6436.0,0.0,62981.0,7135.0,0.0,0.0,0.0,0.0
ST,7.0,아울렛,Acc_etc,보호대,PR,30000,20000,18181,18181,3720,14461,10083,4378,0.0,4107.0,0.0,0.0,781.0,1099.0,590.0,0.0,0.0,655.0,2189.0,0.0,248.0,414.0
ST,7.0,아울렛,Acc_etc,양말,SO,1542400,1386810,1260737,1260737,260310,1000427,699143,301284,0.0,284787.0,0.0,0.0,54183.0,76177.0,40944.0,0.0,0.0,45386.0,151781.0,0.0,17198.0,28687.0
ST,7.0,아울렛,Acc_etc,헤드밴드,HB,29000,26100,23727,23727,6280,17447,13160,4287,0.0,5360.0,0.0,0.0,1020.0,1434.0,771.0,0.0,0.0,854.0,2857.0,0.0,324.0,540.0
ST,7.0,아울렛,Bag,라켓백,RB,278000,111200,101090,101090,76900,24190,56058,-31868,0.0,22836.0,0.0,0.0,4344.0,6108.0,3282.0,0.0,0.0,3640.0,12170.0,0.0,1378.0,2300.0
ST,7.0,아울렛,Bag,백팩,BK,1383000,618600,562365,562365,388100,174265,311858,-137593,0.0,127032.0,0.0,0.0,24168.0,33980.0,18263.0,0.0,0.0,20245.0,67703.0,0.0,7671.0,12796.0
ST,7.0,아울렛,Bag,크로스백,CR,99000,39600,36000,36000,25620,10380,19963,-9583,0.0,8132.0,0.0,0.0,1547.0,2175.0,1169.0,0.0,0.0,1296.0,4334.0,0.0,491.0,819.0
ST,7.0,아울렛,Bag,토드백,TG,268000,141700,128819,128819,69460,59359,71437,-12078,0.0,29099.0,0.0,0.0,5536.0,7784.0,4183.0,0.0,0.0,4637.0,15509.0,0.0,1757.0,2932.0
ST,7.0,아울렛,Headwear,선캡,SC,700000,483500,439543,439543,147650,291893,243746,48147,0.0,99287.0,0.0,0.0,18890.0,26558.0,14274.0,0.0,0.0,15823.0,52917.0,0.0,5996.0,10001.0
ST,7.0,아울렛,Headwear,운동모,CP,2133000,1772210,1611102,1611102,356431,1254671,893437,361234,0.0,363929.0,0.0,0.0,69239.0,97350.0,52322.0,0.0,0.0,58000.0,193963.0,0.0,21976.0,36658.0
ST,7.0,아울렛,Shoes,신발,SH,1174000,445130,404659,404659,264527,140132,226750,-86618,0.0,91407.0,0.0,0.0,17391.0,24452.0,13142.0,0.0,0.0,16914.0,48717.0,0.0,5519.0,9208.0
ST,7.0,아울렛,과시즌의류,긴팔티셔츠,RL,4970000,2369300,2153902,2153902,721768,1432134,1194439,237695,0.0,486542.0,0.0,0.0,92565.0,130146.0,69948.0,0.0,0.0,77540.0,259309.0,0.0,29380.0,49009.0
ST,7.0,아울렛,과시즌의류,니트가디건,KC,6519000,2973920,2703567,2703567,955475,1748092,1499258,248834,0.0,610705.0,0.0,0.0,116189.0,163359.0,87800.0,0.0,0.0,97328.0,325484.0,0.0,36877.0,61516.0
ST,7.0,아울렛,과시즌의류,니트반팔티셔츠,KU,199000,89550,81409,81409,23519,57890,45145,12745,0.0,18389.0,0.0,0.0,3499.0,4919.0,2644.0,0.0,0.0,2931.0,9801.0,0.0,1110.0,1852.0
ST,7.0,아울렛,과시즌의류,니트풀오버,KP,2509000,1274820,1158922,1158922,451620,707302,642677,64625,0.0,261788.0,0.0,0.0,49806.0,70026.0,37636.0,0.0,0.0,41720.0,139523.0,0.0,15808.0,26370.0
ST,7.0,아울렛,과시즌의류,다운베스트,DV,21111000,7854910,7140811,7140811,2214700,4926111,3959925,966186,0.0,1613030.0,0.0,0.0,306883.0,431475.0,231900.0,0.0,0.0,257069.0,859687.0,0.0,97401.0,162480.0
ST,7.0,아울렛,과시즌의류,다운점퍼,DJ,80593000,31334530,28485888,28485888,8929140,19556748,15796803,3759945,0.0,6434645.0,0.0,0.0,1224211.0,1721226.0,925088.0,0.0,0.0,1025492.0,3429433.0,0.0,388547.0,648161.0
ST,7.0,아울렛,과시즌의류,레깅스,LG,89000,48060,43691,43691,16020,27671,24229,3442,0.0,9869.0,0.0,0.0,1878.0,2640.0,1419.0,0.0,0.0,1573.0,5260.0,0.0,596.0,994.0
ST,7.0,아울렛,과시즌의류,맨투맨,MT,29300000,14019350,12744835,12744835,4464671,8280164,7067631,1212533,0.0,2878916.0,0.0,0.0,547723.0,770091.0,413895.0,0.0,0.0,458814.0,1534357.0,0.0,173841.0,289994.0
ST,7.0,아울렛,과시즌의류,반바지,SP,1148000,524440,476763,476763,142776,333987,264390,69597,0.0,107696.0,0.0,0.0,20490.0,28808.0,15483.0,0.0,0.0,17164.0,57397.0,0.0,6504.0,10848.0
ST,7.0,아울렛,과시즌의류,반팔티셔츠,RS,1768000,722540,656852,656852,197630,459222,368268,90954,0.0,148374.0,0.0,0.0,28230.0,39691.0,21332.0,0.0,0.0,27658.0,79079.0,0.0,8958.0,14946.0
ST,7.0,아울렛,과시즌의류,방풍자켓,WJ,8107000,3627500,3297723,3297723,1026297,2271426,1828744,442682,0.0,744918.0,0.0,0.0,141723.0,199262.0,107095.0,0.0,0.0,118718.0,397014.0,0.0,44979.0,75035.0
ST,7.0,아울렛,과시즌의류,스커트,SK,8693000,3959710,3599723,3599723,1246718,2353005,1997470,355535,0.0,813138.0,0.0,0.0,154702.0,217508.0,116903.0,0.0,0.0,130839.0,433375.0,0.0,49099.0,81906.0
ST,7.0,아울렛,과시즌의류,여성하의 스코트,SR,159000,50880,46254,46254,15900,30354,25650,4704,0.0,10448.0,0.0,0.0,1988.0,2795.0,1502.0,0.0,0.0,1665.0,5569.0,0.0,631.0,1052.0
ST,7.0,아울렛,과시즌의류,원피스,OP,239000,86040,78218,78218,23900,54318,43377,10941,0.0,17669.0,0.0,0.0,3362.0,4726.0,2540.0,0.0,0.0,2816.0,9417.0,0.0,1067.0,1780.0
ST,7.0,아울렛,과시즌의류,점퍼,JP,3339000,1372250,1247496,1247496,374482,873014,691799,181215,0.0,281796.0,0.0,0.0,53613.0,75379.0,40513.0,0.0,0.0,44910.0,150187.0,0.0,17016.0,28385.0
ST,7.0,아울렛,과시즌의류,트레이닝(상의),TR,18431000,8855010,8049986,8049986,2417676,5632310,4464106,1168204,0.0,1818403.0,0.0,0.0,345957.0,486409.0,261426.0,0.0,0.0,289800.0,969142.0,0.0,109802.0,183167.0
ST,7.0,아울렛,과시즌의류,트레이닝(하의),TP,2552000,929660,845142,845142,255200,589942,468673,121269,0.0,190908.0,0.0,0.0,36321.0,51066.0,27447.0,0.0,0.0,30426.0,101747.0,0.0,11528.0,19230.0
ST,7.0,아울렛,과시즌의류,패딩,PD,4122000,2308320,2098471,2098471,741960,1356511,1163705,192806,0.0,474021.0,0.0,0.0,90184.0,126798.0,68149.0,0.0,0.0,75544.0,252637.0,0.0,28624.0,47748.0
ST,7.0,아울렛,과시즌의류,팬츠,PT,24048000,12091550,10992304,10992304,3383096,7609208,6095767,1513441,0.0,2483040.0,0.0,0.0,472407.0,664196.0,356977.0,0.0,0.0,395723.0,1323371.0,0.0,149935.0,250118.0
ST,7.0,아울렛,과시즌의류,폴라폴리스점퍼,FD,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST,7.0,아울렛,과시즌의류,폴로 티셔츠,PQ,6633000,3116460,2833130,2833130,955064,1878066,1572202,305864,0.0,639972.0,0.0,0.0,121757.0,171189.0,92007.0,0.0,0.0,103085.0,341083.0,0.0,38644.0,64465.0
ST,7.0,아울렛,과시즌의류,후드티,HD,3695000,1754600,1595089,1595089,543114,1051975,886503,165472,0.0,360313.0,0.0,0.0,68550.0,96381.0,51801.0,0.0,0.0,59373.0,192034.0,0.0,21757.0,36294.0
ST,7.0,아울렛,당시즌의류,니트풀오버,KP,636000,588300,534818,534818,152640,382178,296581,85597,0.0,120809.0,0.0,0.0,22984.0,32316.0,17368.0,0.0,0.0,19253.0,64387.0,0.0,7295.0,12169.0
ST,7.0,아울렛,당시즌의류,맨투맨,MT,139000,133000,120908,120908,22920,97988,67050,30938,0.0,27312.0,0.0,0.0,5196.0,7306.0,3927.0,0.0,0.0,4353.0,14556.0,0.0,1649.0,2751.0
ST,7.0,아울렛,당시즌의류,스커트,SK,1152000,970020,881833,881833,226840,654993,489018,165975,0.0,199197.0,0.0,0.0,37898.0,53284.0,28638.0,0.0,0.0,31745.0,106164.0,0.0,12028.0,20064.0
ST,7.0,아울렛,당시즌의류,팬츠,PT,298000,279100,253727,253727,86100,167627,140703,26924,0.0,57314.0,0.0,0.0,10904.0,15331.0,8240.0,0.0,0.0,9134.0,30546.0,0.0,3461.0,5773.0
ST,7.0,아울렛,당시즌의류,폴로 티셔츠,PQ,-119000,-119000,-108181,-108181,-20810,-87371,-56098,-31273,0.0,-24437.0,0.0,0.0,-4649.0,-6537.0,-3513.0,0.0,0.0,0.0,-13024.0,0.0,-1476.0,-2462.0
ST,11.0,직영몰,Acc_etc,보호대,PR,130000,102000,92729,92729,15110,77619,86382,-8763,0.0,15324.0,0.0,0.0,3985.0,5603.0,3011.0,1073.0,0.0,3338.0,29078.0,4399.0,4446.0,16125.0
ST,11.0,직영몰,Acc_etc,양말,SO,1005600,801280,728439,728439,155790,572649,678585,-105936,0.0,120374.0,0.0,0.0,31306.0,44016.0,23654.0,8429.0,0.0,26223.0,228430.0,34560.0,34918.0,126675.0
ST,11.0,직영몰,Acc_etc,헤드밴드,HB,74000,61600,56000,56000,13031,42969,52169,-9200,0.0,9254.0,0.0,0.0,2407.0,3383.0,1819.0,648.0,0.0,2016.0,17561.0,2657.0,2685.0,9739.0
ST,11.0,직영몰,Bag,라켓백,RB,517000,389700,354273,354273,144900,209373,330026,-120653,0.0,58543.0,0.0,0.0,15225.0,21406.0,11504.0,4099.0,0.0,12754.0,111096.0,16808.0,16983.0,61608.0
ST,11.0,직영몰,Bag,백팩,BK,1622000,1258280,1143891,1143891,416570,727321,1065604,-338283,0.0,189027.0,0.0,0.0,49162.0,69117.0,37143.0,13236.0,0.0,41180.0,358712.0,54270.0,54834.0,198923.0
ST,11.0,직영몰,Bag,보스톤백,BW,2050000,1671700,1519729,1519729,523620,996109,1415719,-419610,0.0,251135.0,0.0,0.0,65315.0,91826.0,49346.0,17585.0,0.0,54711.0,476571.0,72100.0,72850.0,264280.0
ST,11.0,직영몰,Bag,크로스백,CR,109000,98100,89182,89182,26640,62542,83079,-20537,0.0,14737.0,0.0,0.0,3833.0,5389.0,2896.0,1032.0,0.0,3211.0,27966.0,4231.0,4275.0,15509.0
ST,11.0,직영몰,Bag,토드백,TG,2115000,1595930,1450848,1450848,496850,953998,1352819,-398821,0.0,239753.0,0.0,0.0,62352.0,87664.0,47110.0,16787.0,0.0,53502.0,454969.0,68832.0,69548.0,252302.0
ST,11.0,직영몰,Headwear,비니,BN,315000,255900,232637,232637,67580,165057,216715,-51658,0.0,38443.0,0.0,0.0,9998.0,14056.0,7554.0,2692.0,0.0,8374.0,72953.0,11037.0,11152.0,40456.0
ST,11.0,직영몰,Headwear,선캡,SC,670000,488520,444110,444110,122183,321927,413714,-91787,0.0,73390.0,0.0,0.0,19087.0,26834.0,14421.0,5138.0,0.0,15987.0,139268.0,21069.0,21289.0,77231.0
ST,11.0,직영몰,Headwear,운동모,CP,1553000,1358220,1234747,1234747,273261,961486,1150239,-188753,0.0,204041.0,0.0,0.0,53066.0,74607.0,40093.0,14287.0,0.0,44451.0,387203.0,58580.0,59189.0,214722.0
ST,11.0,직영몰,Headwear,햇,HT,79000,47400,43091,43091,9337,33754,40143,-6389,0.0,7121.0,0.0,0.0,1852.0,2604.0,1399.0,499.0,0.0,1551.0,13513.0,2044.0,2066.0,7494.0
