브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익,직접비 합계,직접이익,지급수수료_중간관리수수료,지급수수료_중간관리수수료(직영),지급수수료_판매사원도급비(직영),지급수수료_판매사원도급비(면세),지급수수료_물류용역비,지급수수료_물류운송비,지급수수료_이천보관료,지급수수료_카드수수료,지급수수료_온라인위탁판매수수료,지급수수료_로열티,지급임차료_매장(변동),지급임차료_매장(고정),지급임차료_관리비,감가상각비_임차시설물
I,1.0,백화점,Acc_etc,기타,ET,5910000,5868400,5334904,3454123,1535050,1919073,1129381,789692,635313.0,0.0,0.0,0.0,75377.0,18218.0,95267.0,0.0,0.0,207245.0,0.0,0.0,0.0,97961.0
I,1.0,백화점,Acc_etc,머플러(스카프),MF,5583000,5347900,4861742,3088787,963925,2124862,1025686,1099176,578971.0,0.0,0.0,0.0,68696.0,16606.0,86813.0,0.0,0.0,185330.0,0.0,0.0,0.0,89270.0
I,1.0,백화점,Acc_etc,양말,SO,4257100,4152250,3774748,2410790,886839,1523951,798499,725452,449521.0,0.0,0.0,0.0,53332.0,12893.0,67402.0,0.0,0.0,146043.0,0.0,0.0,0.0,69308.0
I,1.0,백화점,Acc_etc,장갑,GL,5611000,5524080,5021894,3199515,1179860,2019655,1060001,959654,598044.0,0.0,0.0,0.0,70952.0,17142.0,89672.0,0.0,0.0,191974.0,0.0,0.0,0.0,92217.0
I,1.0,백화점,Bag,가방,BG,759000,743930,676298,431119,173742,257377,142772,114605,80543.0,0.0,0.0,0.0,9558.0,2303.0,12081.0,0.0,0.0,25867.0,0.0,0.0,0.0,12420.0
I,1.0,백화점,Bag,백팩,BK,56438000,49218040,44743741,28529590,12205660,16323930,9462251,6861679,5328368.0,0.0,0.0,0.0,632195.0,152810.0,798973.0,0.0,0.0,1728346.0,0.0,0.0,0.0,821559.0
I,1.0,백화점,Bag,보조가방,UB,1862000,1769980,1609083,1021223,420216,601007,339396,261611,191623.0,0.0,0.0,0.0,22730.0,5493.0,28728.0,0.0,0.0,61276.0,0.0,0.0,0.0,29546.0
I,1.0,백화점,Bag,슬링백,SG,632000,610830,555306,362446,126032,236414,117734,118680,66131.0,0.0,0.0,0.0,7848.0,1895.0,9913.0,0.0,0.0,21749.0,0.0,0.0,0.0,10198.0
I,1.0,백화점,Bag,크로스백,CR,118982000,116239760,105672491,66655264,27086561,39568703,22264653,17304050,12584160.0,0.0,0.0,0.0,1493070.0,360884.0,1886964.0,0.0,0.0,3999313.0,0.0,0.0,0.0,1940262.0
I,1.0,백화점,Bag,힙색,HS,118000,118000,107272,67582,21078,46504,22596,23908,12774.0,0.0,0.0,0.0,1516.0,366.0,1916.0,0.0,0.0,4054.0,0.0,0.0,0.0,1970.0
I,1.0,백화점,Headwear,방한모,WM,54119000,52726370,47932921,30566512,10284635,20281877,10119145,10162732,5708165.0,0.0,0.0,0.0,677257.0,163696.0,855921.0,0.0,0.0,1833989.0,0.0,0.0,0.0,880117.0
I,1.0,백화점,Headwear,비니,BN,62360000,60824110,55294606,35306602,12293068,23013534,11676023,11337511,6584847.0,0.0,0.0,0.0,781275.0,188841.0,987376.0,0.0,0.0,2118393.0,0.0,0.0,0.0,1015291.0
I,1.0,백화점,Headwear,와이어캡,WR,1274000,1232950,1120869,735512,225499,510013,239554,270459,133481.0,0.0,0.0,0.0,15834.0,3827.0,20014.0,0.0,0.0,45815.0,0.0,0.0,0.0,20583.0
I,1.0,백화점,Headwear,운동모,CP,63991000,62815820,57105171,36516141,12574947,23941194,12061675,11879519,6800452.0,0.0,0.0,0.0,806854.0,195027.0,1019708.0,0.0,0.0,2191102.0,0.0,0.0,0.0,1048532.0
I,1.0,백화점,Headwear,햇,HT,1020000,996400,905811,575809,186564,389245,191118,198127,107869.0,0.0,0.0,0.0,12800.0,3094.0,16175.0,0.0,0.0,34546.0,0.0,0.0,0.0,16634.0
I,1.0,백화점,Shoes,런닝화,RN,53689000,52628530,47844104,30611170,12010074,18601096,10109548,8491548,5697588.0,0.0,0.0,0.0,676005.0,163394.0,854339.0,0.0,0.0,1839732.0,0.0,0.0,0.0,878490.0
I,1.0,백화점,Shoes,방한화,WB,255654000,243020020,220926824,141069552,57662967,83406585,46654297,36752288,26309393.0,0.0,0.0,0.0,3121523.0,754498.0,3945022.0,0.0,0.0,8467330.0,0.0,0.0,0.0,4056531.0
I,1.0,백화점,Shoes,샌들,SD,286000,201500,183186,115407,56857,58550,38587,19963,21815.0,0.0,0.0,0.0,2588.0,625.0,3271.0,0.0,0.0,6924.0,0.0,0.0,0.0,3364.0
I,1.0,백화점,Shoes,스니커즈,SX,15478000,15233350,13848490,8852272,3339098,5513174,2933740,2579434,1649164.0,0.0,0.0,0.0,195678.0,47291.0,247287.0,0.0,0.0,540043.0,0.0,0.0,0.0,254277.0
I,1.0,백화점,Shoes,신발,SH,78638000,77246290,70223824,44748224,16872944,27875280,14825034,13050246,8362704.0,0.0,0.0,0.0,992213.0,239822.0,1253972.0,0.0,0.0,2686915.0,0.0,0.0,0.0,1289408.0
I,1.0,백화점,과시즌의류,다운점퍼,DJ,88215000,43801380,39819565,25084373,13498937,11585436,8413191,3172245,4741971.0,0.0,0.0,0.0,562619.0,135991.0,711045.0,0.0,0.0,1530421.0,0.0,0.0,0.0,731144.0
I,1.0,백화점,과시즌의류,맨투맨,MT,3936000,2372500,2156808,1366123,638795,727328,454770,272558,256847.0,0.0,0.0,0.0,30474.0,7367.0,38513.0,0.0,0.0,81967.0,0.0,0.0,0.0,39602.0
I,1.0,백화점,과시즌의류,맨투맨셋트,S2,6664000,4962290,4511165,2852311,819699,2032612,950888,1081724,537218.0,0.0,0.0,0.0,63740.0,15406.0,80554.0,0.0,0.0,171139.0,0.0,0.0,0.0,82831.0
I,1.0,백화점,과시즌의류,반바지,SP,344000,344000,312725,200144,70356,129788,66063,63725,37241.0,0.0,0.0,0.0,4419.0,1068.0,5584.0,0.0,0.0,12009.0,0.0,0.0,0.0,5742.0
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,9661000,8805700,8005167,5114394,1914346,3200048,1693712,1506336,953306.0,0.0,0.0,0.0,113109.0,27339.0,142944.0,0.0,0.0,310025.0,0.0,0.0,0.0,146989.0
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,4102000,3423210,3112082,1986256,840922,1145334,669142,476192,370606.0,0.0,0.0,0.0,43971.0,10628.0,55571.0,0.0,0.0,131223.0,0.0,0.0,0.0,57143.0
I,1.0,백화점,과시즌의류,방풍자켓,WJ,2685000,2649330,2408490,1541432,596990,944442,508791,435651,286819.0,0.0,0.0,0.0,34030.0,8225.0,43008.0,0.0,0.0,92486.0,0.0,0.0,0.0,44223.0
I,1.0,백화점,과시즌의류,베이비,BV,1357000,1340640,1218757,769967,367109,402858,256860,145998,145135.0,0.0,0.0,0.0,17223.0,4159.0,21768.0,0.0,0.0,46194.0,0.0,0.0,0.0,22381.0
I,1.0,백화점,과시즌의류,스윔웨어,SW,466000,466000,423637,271127,105144,165983,89494,76489,50449.0,0.0,0.0,0.0,5986.0,1447.0,7565.0,0.0,0.0,16268.0,0.0,0.0,0.0,7779.0
I,1.0,백화점,과시즌의류,스커트,SK,858000,858000,779997,498568,205812,292756,164735,128021,92887.0,0.0,0.0,0.0,11020.0,2664.0,13928.0,0.0,0.0,29914.0,0.0,0.0,0.0,14322.0
I,1.0,백화점,과시즌의류,우븐반바지,SM,2735000,2478500,2253180,1442030,535420,906610,475982,430628,268323.0,0.0,0.0,0.0,31836.0,7695.0,40234.0,0.0,0.0,86522.0,0.0,0.0,0.0,41372.0
I,1.0,백화점,과시즌의류,우븐팬츠,WP,237000,237000,215455,137891,51278,86613,45514,41099,25658.0,0.0,0.0,0.0,3044.0,736.0,3847.0,0.0,0.0,8273.0,0.0,0.0,0.0,3956.0
I,1.0,백화점,과시즌의류,원피스,OP,514000,514000,467272,299053,103546,195507,98711,96796,55646.0,0.0,0.0,0.0,6602.0,1596.0,8344.0,0.0,0.0,17943.0,0.0,0.0,0.0,8580.0
I,1.0,백화점,과시즌의류,점퍼,JP,577000,467510,425000,271004,110420,160584,89722,70862,50612.0,0.0,0.0,0.0,6005.0,1451.0,7590.0,0.0,0.0,16260.0,0.0,0.0,0.0,7804.0
I,1.0,백화점,과시즌의류,팬츠,PT,375000,375000,340912,218183,75150,143033,72018,71015,40598.0,0.0,0.0,0.0,4817.0,1164.0,6088.0,0.0,0.0,13091.0,0.0,0.0,0.0,6260.0
I,1.0,백화점,과시즌의류,후드티,HD,89000,89000,80909,51782,19986,31796,17092,14704,9635.0,0.0,0.0,0.0,1143.0,276.0,1445.0,0.0,0.0,3107.0,0.0,0.0,0.0,1486.0
I,1.0,백화점,당시즌의류,니트가디건,KC,1192000,1140960,1037237,654269,291709,362560,236332,126228,123522.0,0.0,0.0,0.0,14655.0,3544.0,18521.0,0.0,0.0,57046.0,0.0,0.0,0.0,19044.0
I,1.0,백화점,당시즌의류,다운베스트,DV,53910000,51920140,47200088,30032995,13621122,16411873,9960476,6451397,5620893.0,0.0,0.0,0.0,666902.0,161200.0,842840.0,0.0,0.0,1801980.0,0.0,0.0,0.0,866661.0
I,1.0,백화점,당시즌의류,다운점퍼,DJ,801908000,764789490,695262970,443251447,188171193,255080254,146770584,108309670,82796416.0,0.0,0.0,0.0,9823530.0,2374439.0,12415094.0,0.0,0.0,26595090.0,0.0,0.0,0.0,12766015.0
I,1.0,백화점,당시즌의류,레깅스,LG,4503000,4352250,3956585,2535873,1169355,1366518,838762,527756,471182.0,0.0,0.0,0.0,55904.0,13511.0,70648.0,0.0,0.0,154868.0,0.0,0.0,0.0,72649.0
I,1.0,백화점,당시즌의류,맨투맨,MT,164579000,160290660,145718658,92755286,41720586,51034700,30752635,20282065,17353122.0,0.0,0.0,0.0,2058897.0,497651.0,2602049.0,0.0,0.0,5565316.0,0.0,0.0,0.0,2675600.0
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,217277000,212276130,192978242,122919458,55030959,67888499,40731254,27157245,22981097.0,0.0,0.0,0.0,2726629.0,659052.0,3445951.0,0.0,0.0,7375168.0,0.0,0.0,0.0,3543357.0
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,6410000,5964560,5422307,3425418,1617726,1807692,1156326,651366,645722.0,0.0,0.0,0.0,76617.0,18514.0,96823.0,0.0,0.0,219087.0,0.0,0.0,0.0,99563.0
I,1.0,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,4630000,4385360,3986685,2576876,1168944,1407932,904091,503841,474757.0,0.0,0.0,0.0,56323.0,13620.0,71188.0,0.0,0.0,215002.0,0.0,0.0,0.0,73201.0
I,1.0,백화점,당시즌의류,방풍자켓,WJ,556000,486500,442273,281159,130632,150527,98566,51961,52669.0,0.0,0.0,0.0,6247.0,1511.0,7896.0,0.0,0.0,22123.0,0.0,0.0,0.0,8120.0
I,1.0,백화점,당시즌의류,스커트,SK,1068000,1034400,940362,594858,273386,321472,208468,113004,111983.0,0.0,0.0,0.0,13285.0,3210.0,16794.0,0.0,0.0,45927.0,0.0,0.0,0.0,17269.0
I,1.0,백화점,당시즌의류,우븐반바지,SM,69000,69000,62727,40145,16138,24007,13251,10756,7470.0,0.0,0.0,0.0,886.0,214.0,1120.0,0.0,0.0,2409.0,0.0,0.0,0.0,1152.0
I,1.0,백화점,당시즌의류,우븐셔츠,WS,2502000,2354210,2140188,1371235,565218,806017,456980,349037,254868.0,0.0,0.0,0.0,30238.0,7311.0,38216.0,0.0,0.0,87052.0,0.0,0.0,0.0,39295.0
I,1.0,백화점,당시즌의류,우븐팬츠,WP,103241000,100115860,91014483,58024085,24569658,33454427,19213203,14241224,10838593.0,0.0,0.0,0.0,1285965.0,310827.0,1625219.0,0.0,0.0,3481446.0,0.0,0.0,0.0,1671153.0
I,1.0,백화점,당시즌의류,점퍼,JP,9024000,8320420,7564017,4799783,2028199,2771584,1738541,1033043,900773.0,0.0,0.0,0.0,106876.0,25832.0,135071.0,0.0,0.0,431103.0,0.0,0.0,0.0,138886.0
I,1.0,백화점,당시즌의류,진바지,DP,37202000,35917090,32651816,20819539,8344270,12475269,6896750,5578519,3888389.0,0.0,0.0,0.0,461348.0,111510.0,583056.0,0.0,0.0,1252916.0,0.0,0.0,0.0,599531.0
I,1.0,백화점,당시즌의류,진자켓,DK,327000,224080,203711,125983,104948,21035,85547,-64512,24258.0,0.0,0.0,0.0,2879.0,694.0,3638.0,0.0,0.0,50338.0,0.0,0.0,0.0,3740.0
I,1.0,백화점,당시즌의류,패딩,PD,15423000,14903970,13549079,8687288,4012618,4674670,2863178,1811492,1613507.0,0.0,0.0,0.0,191438.0,46275.0,241941.0,0.0,0.0,521240.0,0.0,0.0,0.0,248777.0
I,1.0,백화점,당시즌의류,팬츠,PT,88077000,85750660,77955030,49620470,22502021,27118449,16451670,10666779,9283387.0,0.0,0.0,0.0,1101440.0,266231.0,1392021.0,0.0,0.0,2977228.0,0.0,0.0,0.0,1431363.0
I,1.0,백화점,당시즌의류,폴라폴리스점퍼,FD,10425000,9924830,9022573,5723556,2652332,3071224,1907843,1163381,1074460.0,0.0,0.0,0.0,127477.0,30817.0,161108.0,0.0,0.0,348318.0,0.0,0.0,0.0,165663.0
I,1.0,백화점,당시즌의류,폴로 티셔츠,PQ,1513000,1478250,1343862,865244,382280,482964,296433,186531,160035.0,0.0,0.0,0.0,18987.0,4588.0,23998.0,0.0,0.0,64147.0,0.0,0.0,0.0,24678.0
I,1.0,백화점,당시즌의류,후드티,HD,44044000,42818240,38925651,24801889,11516044,13285845,8216382,5069463,4635522.0,0.0,0.0,0.0,549994.0,132938.0,695082.0,0.0,0.0,1488115.0,0.0,0.0,0.0,714731.0
I,2.0,면세점,Acc_etc,기타,ET,780700,780700,709723,425831,199182,226649,143438,83211,0.0,0.0,0.0,87146.0,10029.0,2424.0,12673.0,0.0,0.0,25550.0,0.0,1967.0,0.0,3649.0
I,2.0,면세점,Acc_etc,머플러(스카프),MF,5233000,5233000,4757239,2854338,949612,1904726,961459,943267,0.0,0.0,0.0,584134.0,67218.0,16248.0,84948.0,0.0,0.0,171260.0,0.0,13192.0,0.0,24459.0
I,2.0,면세점,Acc_etc,양말,SO,848300,848300,771176,462703,181701,281002,155855,125147,0.0,0.0,0.0,94691.0,10896.0,2634.0,13770.0,0.0,0.0,27761.0,0.0,2139.0,0.0,3964.0
I,2.0,면세점,Acc_etc,장갑,GL,98000,98000,89090,53454,16348,37106,18006,19100,0.0,0.0,0.0,10940.0,1258.0,304.0,1590.0,0.0,0.0,3208.0,0.0,248.0,0.0,458.0
I,2.0,면세점,Bag,백팩,BK,40539000,40101000,36455462,21873247,9561612,12311635,7367803,4943832,0.0,0.0,0.0,4476304.0,515097.0,124511.0,650977.0,0.0,0.0,1312397.0,0.0,101087.0,0.0,187430.0
I,2.0,면세점,Bag,보조가방,UB,490000,490000,445450,267270,110540,156730,90031,66699,0.0,0.0,0.0,54697.0,6293.0,1521.0,7954.0,0.0,0.0,16037.0,0.0,1236.0,0.0,2293.0
I,2.0,면세점,Bag,크로스백,CR,27473000,27472950,24975418,14985220,6080182,8905038,5047640,3857398,0.0,0.0,0.0,3066691.0,352889.0,85300.0,445982.0,0.0,0.0,899115.0,0.0,69255.0,0.0,128408.0
I,2.0,면세점,Headwear,방한모,WM,21991000,21991000,19991804,11995037,4204527,7790510,4040424,3750086,0.0,0.0,0.0,2454759.0,282474.0,68280.0,356991.0,0.0,0.0,719701.0,0.0,55435.0,0.0,102784.0
I,2.0,면세점,Headwear,비니,BN,43064000,43063960,39148922,23489315,8838013,14651302,7912159,6739143,0.0,0.0,0.0,4807031.0,553154.0,133709.0,699075.0,0.0,0.0,1409358.0,0.0,108557.0,0.0,201275.0
I,2.0,면세점,Headwear,와이어캡,WR,1470000,1470000,1336350,801810,260193,541617,270083,271534,0.0,0.0,0.0,164088.0,18882.0,4565.0,23863.0,0.0,0.0,48109.0,0.0,3706.0,0.0,6870.0
I,2.0,면세점,Headwear,운동모,CP,72856000,72855980,66232411,39739421,13983491,25755930,13385847,12370083,0.0,0.0,0.0,8132565.0,935829.0,226211.0,1182700.0,0.0,0.0,2384365.0,0.0,183656.0,0.0,340521.0
I,2.0,면세점,Headwear,햇,HT,1109000,1109000,1008193,604912,216553,388359,203760,184599,0.0,0.0,0.0,123794.0,14246.0,3444.0,18003.0,0.0,0.0,36295.0,0.0,2795.0,0.0,5183.0
I,2.0,면세점,Shoes,런닝화,RN,9070000,9070000,8245434,4947258,2049679,2897579,1666439,1231140,0.0,0.0,0.0,1012445.0,116503.0,28162.0,147237.0,0.0,0.0,296835.0,0.0,22864.0,0.0,42393.0
I,2.0,면세점,Shoes,방한화,WB,10265000,10265000,9331788,5599038,2207184,3391854,1885991,1505863,0.0,0.0,0.0,1145834.0,131854.0,31872.0,166636.0,0.0,0.0,335942.0,0.0,25875.0,0.0,47978.0
I,2.0,면세점,Shoes,스니커즈,SX,9301000,9301000,8455411,5073242,1824305,3248937,1708875,1540062,0.0,0.0,0.0,1038225.0,119471.0,28877.0,150988.0,0.0,0.0,304395.0,0.0,23447.0,0.0,43472.0
I,2.0,면세점,Shoes,신발,SH,14001000,14001000,12728169,7636894,2934309,4702585,2572417,2130168,0.0,0.0,0.0,1562871.0,179843.0,43472.0,227285.0,0.0,0.0,458215.0,0.0,35292.0,0.0,65439.0
I,2.0,면세점,과시즌의류,베이비,BV,413000,413000,375459,225274,111730,113544,75884,37660,0.0,0.0,0.0,46102.0,5306.0,1282.0,6705.0,0.0,0.0,13517.0,0.0,1041.0,0.0,1931.0
I,2.0,면세점,당시즌의류,다운베스트,DV,7129000,7129000,6480881,3888538,1804795,2083743,1309814,773929,0.0,0.0,0.0,795777.0,91572.0,22134.0,115728.0,0.0,0.0,233311.0,0.0,17972.0,0.0,33320.0
I,2.0,면세점,당시즌의류,다운점퍼,DJ,142982000,142982000,129983559,77990153,33746151,44244002,26270228,17973774,0.0,0.0,0.0,15960461.0,1836601.0,443947.0,2321092.0,0.0,0.0,4679409.0,0.0,360433.0,0.0,668285.0
I,2.0,면세점,당시즌의류,맨투맨,MT,35133000,35132990,31939099,19163359,8961876,10201483,6455022,3746461,0.0,0.0,0.0,3921749.0,451283.0,109085.0,570330.0,0.0,0.0,1149802.0,0.0,88565.0,0.0,164208.0
I,2.0,면세점,당시즌의류,맨투맨셋트,S2,21123000,21123000,19202764,11521680,5244956,6276724,3880959,2395765,0.0,0.0,0.0,2357874.0,271325.0,65585.0,342901.0,0.0,0.0,691300.0,0.0,53248.0,0.0,98726.0
I,2.0,면세점,당시즌의류,반팔카라티셔츠,TS,736000,736000,669090,401453,205505,195948,135225,60723,0.0,0.0,0.0,82156.0,9454.0,2285.0,11948.0,0.0,0.0,24087.0,0.0,1855.0,0.0,3440.0
I,2.0,면세점,당시즌의류,반팔티 & 스웨트팬츠,S1,1212000,1212000,1101814,661089,310768,350321,222679,127642,0.0,0.0,0.0,135289.0,15567.0,3764.0,19674.0,0.0,0.0,39666.0,0.0,3055.0,0.0,5664.0
I,2.0,면세점,당시즌의류,방풍자켓,WJ,139000,139000,126363,75818,32658,43160,25538,17622,0.0,0.0,0.0,15516.0,1785.0,432.0,2256.0,0.0,0.0,4549.0,0.0,350.0,0.0,650.0
I,2.0,면세점,당시즌의류,우븐팬츠,WP,10489000,10488980,9535392,5721232,2412409,3308823,1927143,1381680,0.0,0.0,0.0,1170834.0,134730.0,32568.0,170272.0,0.0,0.0,343273.0,0.0,26441.0,0.0,49025.0
I,2.0,면세점,당시즌의류,점퍼,JP,6375000,6375000,5795447,3477260,1341705,2135555,1171285,964270,0.0,0.0,0.0,711613.0,81887.0,19794.0,103489.0,0.0,0.0,208635.0,0.0,16071.0,0.0,29796.0
I,2.0,면세점,당시즌의류,진바지,DP,1496000,1496000,1359992,815995,337286,478709,274859,203850,0.0,0.0,0.0,166991.0,19216.0,4644.0,24285.0,0.0,0.0,48960.0,0.0,3771.0,0.0,6992.0
I,2.0,면세점,당시즌의류,진자켓,DK,1480000,1480000,1345452,807272,329376,477896,271922,205974,0.0,0.0,0.0,165206.0,19011.0,4596.0,24025.0,0.0,0.0,48436.0,0.0,3731.0,0.0,6917.0
I,2.0,면세점,당시즌의류,패딩,PD,795000,795000,722725,433635,206836,226799,146064,80735,0.0,0.0,0.0,88742.0,10212.0,2468.0,12905.0,0.0,0.0,26018.0,0.0,2004.0,0.0,3715.0
I,2.0,면세점,당시즌의류,팬츠,PT,7761000,7760990,7055454,4233258,1948521,2284737,1425939,858798,0.0,0.0,0.0,866328.0,99690.0,24098.0,125988.0,0.0,0.0,253996.0,0.0,19564.0,0.0,36275.0
I,2.0,면세점,당시즌의류,폴라폴리스점퍼,FD,5421000,5421000,4928157,2956902,1379217,1577685,996000,581685,0.0,0.0,0.0,605120.0,69633.0,16832.0,88001.0,0.0,0.0,177413.0,0.0,13665.0,0.0,25336.0
I,2.0,면세점,당시즌의류,폴로 티셔츠,PQ,178000,178000,161818,97090,44974,52116,32704,19412,0.0,0.0,0.0,19870.0,2286.0,552.0,2890.0,0.0,0.0,5826.0,0.0,448.0,0.0,832.0
I,2.0,면세점,당시즌의류,후드티,HD,4774000,4774000,4339986,2603986,1239520,1364466,877129,487337,0.0,0.0,0.0,532899.0,61322.0,14823.0,77498.0,0.0,0.0,156240.0,0.0,12035.0,0.0,22312.0
I,3.0,직영점(가두),Acc_etc,기타,ET,850000,850000,772726,772726,221513,551213,194022,357191,0.0,0.0,62137.0,0.0,10917.0,2637.0,13796.0,0.0,0.0,30136.0,66583.0,0.0,0.0,7816.0
I,3.0,직영점(가두),Acc_etc,머플러(스카프),MF,254000,254000,230909,230909,45183,185726,57978,127748,0.0,0.0,18568.0,0.0,3262.0,788.0,4123.0,0.0,0.0,9005.0,19897.0,0.0,0.0,2335.0
I,3.0,직영점(가두),Acc_etc,양말,SO,168700,168200,152914,152914,34804,118110,38394,79716,0.0,0.0,12297.0,0.0,2160.0,521.0,2730.0,0.0,0.0,5963.0,13176.0,0.0,0.0,1547.0
I,3.0,직영점(가두),Acc_etc,장갑,GL,442000,442000,401815,401815,101431,300384,100891,199493,0.0,0.0,32311.0,0.0,5677.0,1371.0,7174.0,0.0,0.0,15671.0,34623.0,0.0,0.0,4064.0
I,3.0,직영점(가두),Bag,가방,BG,99000,99000,90000,90000,22662,67338,22598,44740,0.0,0.0,7237.0,0.0,1272.0,307.0,1607.0,0.0,0.0,3510.0,7755.0,0.0,0.0,910.0
I,3.0,직영점(가두),Bag,백팩,BK,1549000,1509500,1372272,1372272,323469,1048803,344560,704243,0.0,0.0,110347.0,0.0,19388.0,4682.0,24501.0,0.0,0.0,53518.0,118244.0,0.0,0.0,13880.0
I,3.0,직영점(가두),Bag,보조가방,UB,49000,49000,44545,44545,11054,33491,11184,22307,0.0,0.0,3582.0,0.0,629.0,152.0,795.0,0.0,0.0,1737.0,3838.0,0.0,0.0,451.0
I,3.0,직영점(가두),Bag,슬링백,SG,79000,79000,71818,71818,15754,56064,18032,38032,0.0,0.0,5775.0,0.0,1015.0,245.0,1282.0,0.0,0.0,2801.0,6188.0,0.0,0.0,726.0
I,3.0,직영점(가두),Bag,크로스백,CR,1430000,1423840,1294395,1294395,313892,980503,325018,655485,0.0,0.0,104085.0,0.0,18288.0,4417.0,23112.0,0.0,0.0,50482.0,111534.0,0.0,0.0,13100.0
I,3.0,직영점(가두),Headwear,방한모,WM,3961000,3961000,3600892,3600892,781146,2819746,904141,1915605,0.0,0.0,289556.0,0.0,50875.0,12288.0,64291.0,0.0,0.0,140435.0,310276.0,0.0,0.0,36420.0
I,3.0,직영점(가두),Headwear,비니,BN,4824000,4824000,4385441,4385441,990440,3395001,1101135,2293866,0.0,0.0,352644.0,0.0,61961.0,14965.0,78298.0,0.0,0.0,171033.0,377879.0,0.0,0.0,44355.0
I,3.0,직영점(가두),Headwear,와이어캡,WR,98000,98000,89090,89090,17346,71744,22371,49373,0.0,0.0,7164.0,0.0,1259.0,304.0,1591.0,0.0,0.0,3475.0,7677.0,0.0,0.0,901.0
I,3.0,직영점(가두),Headwear,운동모,CP,7583000,7559160,6871969,6871969,1479792,5392177,1725469,3666708,0.0,0.0,552590.0,0.0,97090.0,23449.0,122695.0,0.0,0.0,268007.0,592135.0,0.0,0.0,69503.0
I,3.0,직영점(가두),Headwear,햇,HT,118000,118000,107272,107272,22421,84851,26936,57915,0.0,0.0,8626.0,0.0,1516.0,366.0,1916.0,0.0,0.0,4184.0,9244.0,0.0,0.0,1084.0
I,3.0,직영점(가두),Shoes,런닝화,RN,2475000,2475000,2250000,2250000,563896,1686104,564949,1121155,0.0,0.0,180928.0,0.0,31789.0,7678.0,40172.0,0.0,0.0,87750.0,193875.0,0.0,0.0,22757.0
I,3.0,직영점(가두),Shoes,방한화,WB,9293000,9293000,8448170,8448170,2154789,6293381,2121236,4172145,0.0,0.0,679336.0,0.0,119360.0,28828.0,150837.0,0.0,0.0,329478.0,727950.0,0.0,0.0,85447.0
I,3.0,직영점(가두),Shoes,스니커즈,SX,558000,558000,507271,507271,129752,377519,127371,250148,0.0,0.0,40791.0,0.0,7167.0,1731.0,9057.0,0.0,0.0,19784.0,43710.0,0.0,0.0,5131.0
I,3.0,직영점(가두),Shoes,신발,SH,4230000,4230000,3845450,3845450,940693,2904757,965547,1939210,0.0,0.0,309221.0,0.0,54331.0,13121.0,68658.0,0.0,0.0,149973.0,331350.0,0.0,0.0,38893.0
I,3.0,직영점(가두),과시즌의류,베이비,BV,413000,413000,375452,375452,111733,263719,94271,169448,0.0,0.0,30191.0,0.0,5305.0,1281.0,6703.0,0.0,0.0,14643.0,32351.0,0.0,0.0,3797.0
I,3.0,직영점(가두),당시즌의류,다운베스트,DV,1886000,1886000,1714550,1714550,471338,1243212,430503,812709,0.0,0.0,137871.0,0.0,24224.0,5850.0,30612.0,0.0,0.0,66868.0,147737.0,0.0,0.0,17341.0
I,3.0,직영점(가두),당시즌의류,다운점퍼,DJ,35991000,35971010,32700910,32700910,8494701,24206209,8210819,15995390,0.0,0.0,2629556.0,0.0,462014.0,111588.0,583852.0,0.0,0.0,1275335.0,2817727.0,0.0,0.0,330747.0
I,3.0,직영점(가두),당시즌의류,레깅스,LG,158000,158000,143636,143636,41030,102606,36066,66540,0.0,0.0,11550.0,0.0,2029.0,490.0,2565.0,0.0,0.0,5602.0,12377.0,0.0,0.0,1453.0
I,3.0,직영점(가두),당시즌의류,맨투맨,MT,8854000,8809500,8008613,8008613,2288631,5719982,2010869,3709113,0.0,0.0,643991.0,0.0,113150.0,27328.0,142988.0,0.0,0.0,312336.0,690075.0,0.0,0.0,81001.0
I,3.0,직영점(가두),당시즌의류,맨투맨셋트,S2,14982000,14972000,13610947,13610947,3782200,9828747,3417551,6411196,0.0,0.0,1094488.0,0.0,192302.0,46446.0,243014.0,0.0,0.0,530827.0,1172809.0,0.0,0.0,137665.0
I,3.0,직영점(가두),당시즌의류,반팔카라티셔츠,TS,442000,442000,401818,401818,111601,290217,100891,189326,0.0,0.0,32311.0,0.0,5677.0,1371.0,7174.0,0.0,0.0,15671.0,34623.0,0.0,0.0,4064.0
I,3.0,직영점(가두),당시즌의류,반팔티 & 스웨트팬츠,S1,2086000,2086000,1896363,1896363,510202,1386161,476155,910006,0.0,0.0,152491.0,0.0,26793.0,6471.0,33859.0,0.0,0.0,73958.0,163403.0,0.0,0.0,19180.0
