브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1,백화점,Acc_etc,기타,ET,9636301,9350954,8500873,5418898,2759729,2659169
I,1,백화점,Acc_etc,머플러(스카프),MF,14500566,13690533,12446051,7896969,2814074,5082895
I,1,백화점,Acc_etc,양말,SO,9269140,8781206,7982872,5077218,2309714,2767504
I,1,백화점,Acc_etc,장갑,GL,26209729,25114068,22831002,14452207,6402531,8049676
I,1,백화점,Bag,가방,BG,1041516,1002345,911225,578041,262245,315796
I,1,백화점,Bag,백팩,BK,201272059,172933675,157212913,99928240,46097193,53831047
I,1,백화점,Bag,보조가방,UB,4983145,4770528,4336837,2765908,1236542,1529366
I,1,백화점,Bag,슬링백,SG,1385181,1368699,1244271,783886,303846,480040
I,1,백화점,Bag,크로스백,CR,1079894118,1050241110,954764497,603679608,274529032,329150576
I,1,백화점,Bag,힙색,HS,413801,397775,361613,227818,81301,146517
I,1,백화점,Headwear,방한모,WM,105677036,100504525,91367394,58188729,20938887,37249842
I,1,백화점,Headwear,비니,BN,97877941,93767951,85243684,54131292,21989499,32141793
I,1,백화점,Headwear,와이어캡,WR,515498,515498,468640,295243,101669,193574
I,1,백화점,Headwear,운동모,CP,69455430,65823555,59839440,38102181,15075275,23026906
I,1,백화점,Headwear,햇,HT,1241403,1063959,967235,609360,274732,334628
I,1,백화점,Shoes,런닝화,RN,45556674,43772561,39793283,25343426,11048032,14295394
I,1,백화점,Shoes,방한화,WB,713599661,678536802,616850698,393678567,177750960,215927607
I,1,백화점,Shoes,스니커즈,SX,10846493,10433148,9484692,6082053,2687083,3394970
I,1,백화점,Shoes,신발,SH,58952602,56303575,51184973,32484251,13919438,18564813
I,1,백화점,과시즌의류,다운점퍼,DJ,39630204,19982656,18166095,11446841,6540221,4906620
I,1,백화점,과시즌의류,맨투맨,MT,1034502,517251,470225,296236,174112,122124
I,1,백화점,과시즌의류,반팔카라티셔츠,TS,347172,337528,306844,195416,81670,113746
I,1,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,697851,175269,159398,100420,78370,22050
I,1,백화점,과시즌의류,베이비,BV,1862104,1842957,1675406,1064745,561345,503400
I,1,백화점,과시즌의류,스윔웨어,SW,0,0,0,0,0,0
I,1,백화점,과시즌의류,우븐반바지,SM,515498,412398,374904,236193,111737,124456
I,1,백화점,당시즌의류,다운베스트,DV,42821380,38342932,34857203,22041200,11850616,10190584
I,1,백화점,당시즌의류,다운점퍼,DJ,1236770249,1182055074,1074595250,682918347,316996805,365921542
I,1,백화점,당시즌의류,레깅스,LG,1939253,1895208,1722916,1102976,552221,550755
I,1,백화점,당시즌의류,맨투맨,MT,167992647,158761555,144328495,91634527,46674575,44959952
I,1,백화점,당시즌의류,맨투맨셋트,S2,244885973,234097271,212815575,135376513,67662006,67714507
I,1,백화점,당시즌의류,반팔카라티셔츠,TS,5432014,5060259,4600218,2907351,1578650,1328701
I,1,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,4460633,4068505,3698637,2350414,1252905,1097509
I,1,백화점,당시즌의류,방풍자켓,WJ,487443,253085,230084,144953,125582,19371
I,1,백화점,당시즌의류,스커트,SK,312104,312104,283731,178751,87842,90909
I,1,백화점,당시즌의류,우븐팬츠,WP,147919796,139217633,126561498,80404149,38600323,41803826
I,1,백화점,당시즌의류,점퍼,JP,17565498,16690274,15172971,9604365,4418527,5185838
I,1,백화점,당시즌의류,진바지,DP,36084842,34160492,31054965,19733352,8856830,10876522
I,1,백화점,당시즌의류,패딩,PD,11151584,10725334,9750314,6182035,3181435,3000600
I,1,백화점,당시즌의류,팬츠,PT,90380430,85721137,77928280,49531404,24937698,24593706
I,1,백화점,당시즌의류,폴라폴리스점퍼,FD,8773982,8106886,7369875,4693400,2447815,2245585
I,1,백화점,당시즌의류,후드티,HD,33058484,30937018,28124554,17803837,9454649,8349188
I,2,면세점,Acc_etc,기타,ET,1560520,1560520,1418653,851185,455760,395425
I,2,면세점,Acc_etc,머플러(스카프),MF,6147398,6147433,5588571,3353127,1369053,1984074
I,2,면세점,Acc_etc,양말,SO,326482,326482,296800,178078,83048,95030
I,2,면세점,Acc_etc,장갑,GL,343665,343665,312420,187452,62870,124582
I,2,면세점,Bag,백팩,BK,251313914,250699525,227908676,136745180,61586157,75159023
I,2,면세점,Bag,크로스백,CR,450920249,450920074,409927280,245955375,99708695,146246680
I,2,면세점,Headwear,방한모,WM,27566855,27421674,24928815,14957248,5556866,9400382
I,2,면세점,Headwear,비니,BN,69508032,69508067,63188896,37913260,15659860,22253400
I,2,면세점,Headwear,와이어캡,WR,1546493,1546493,1405889,843533,305013,538520
I,2,면세점,Headwear,운동모,CP,51093891,51059139,46417156,27850239,10867099,16983140
I,2,면세점,Headwear,햇,HT,1448303,1448303,1316655,789988,320520,469468
I,2,면세점,Shoes,런닝화,RN,10625566,10625566,9659582,5795748,2532009,3263739
I,2,면세점,Shoes,방한화,WB,13445023,13445023,12222700,7333580,3309415,4024165
I,2,면세점,Shoes,스니커즈,SX,2640611,2640611,2400554,1440329,555247,885082
I,2,면세점,Shoes,신발,SH,14237557,14237557,12943219,7765924,3350784,4415140
I,2,면세점,과시즌의류,베이비,BV,413801,413801,376187,225711,124743,100968
I,2,면세점,당시즌의류,다운베스트,DV,3899548,3899548,3545025,2127021,1078674,1048347
I,2,면세점,당시즌의류,다운점퍼,DJ,158282353,158282353,143893005,86335807,40386898,45948909
I,2,면세점,당시즌의류,레깅스,LG,277036,277036,251850,151111,78889,72222
I,2,면세점,당시즌의류,맨투맨,MT,27836878,27836913,25306306,15183702,7832097,7351605
I,2,면세점,당시즌의류,맨투맨셋트,S2,20262217,20262217,18420242,11052163,5475498,5576665
I,2,면세점,당시즌의류,반팔카라티셔츠,TS,206900,206900,188094,112855,62614,50241
I,2,면세점,당시즌의류,우븐팬츠,WP,2640611,2640611,2400536,1440322,667973,772349
I,2,면세점,당시즌의류,점퍼,JP,1883145,1883145,1711947,1027166,432019,595147
I,2,면세점,당시즌의류,진바지,DP,764480,764480,694975,416985,176854,240131
I,2,면세점,당시즌의류,패딩,PD,3345475,3345475,3041331,1824799,954432,870367
I,2,면세점,당시즌의류,팬츠,PT,11376018,11375983,10341810,6205057,3114816,3090241
I,2,면세점,당시즌의류,폴라폴리스점퍼,FD,1949774,1949774,1772513,1063510,543959,519551
I,2,면세점,당시즌의류,후드티,HD,3468213,3468213,3152910,1891743,981858,909885
I,3,직영점(가두),Acc_etc,기타,ET,2184729,2184729,1986115,1986115,638063,1348052
I,3,직영점(가두),Acc_etc,머플러(스카프),MF,227941,227941,207220,207220,41580,165640
I,3,직영점(가두),Acc_etc,양말,SO,167274,167274,152072,152072,42134,109938
I,3,직영점(가두),Acc_etc,장갑,GL,792534,792534,720480,720480,141741,578739
I,3,직영점(가두),Bag,가방,BG,347172,347172,315611,315611,87417,228194
I,3,직영점(가두),Bag,백팩,BK,5439027,5285430,4804937,4804937,1239758,3565179
I,3,직영점(가두),Bag,크로스백,CR,1378167,1378167,1252877,1252877,307987,944890
I,3,직영점(가두),Bag,힙색,HS,413801,413801,376180,376180,81305,294875
I,3,직영점(가두),Headwear,방한모,WM,3689140,3689140,3353751,3353751,749793,2603958
I,3,직영점(가두),Headwear,비니,BN,5831787,5831787,5301614,5301614,1261753,4039861
I,3,직영점(가두),Headwear,와이어캡,WR,171833,171833,156210,156210,33890,122320
I,3,직영점(가두),Headwear,운동모,CP,8788009,8737406,7943105,7943105,1855581,6087524
I,3,직영점(가두),Headwear,햇,HT,827602,827602,752360,752360,183156,569204
I,3,직영점(가두),Shoes,런닝화,RN,4130995,4130995,3755450,3755450,1040814,2714636
I,3,직영점(가두),Shoes,방한화,WB,14907353,14907353,13552120,13552120,3791815,9760305
I,3,직영점(가두),Shoes,스니커즈,SX,382240,382240,347491,347491,83486,264005
I,3,직영점(가두),Shoes,신발,SH,4302828,4302828,3911660,3911660,1037451,2874209
I,3,직영점(가두),과시즌의류,베이비,BV,1034502,1034502,940450,940450,311859,628591
I,3,직영점(가두),당시즌의류,다운베스트,DV,487443,487443,443132,443132,134832,308300
I,3,직영점(가두),당시즌의류,다운점퍼,DJ,42944118,42944118,39040095,39040095,10964865,28075230
I,3,직영점(가두),당시즌의류,맨투맨,MT,6059729,6059729,5508830,5508830,1728983,3779847
I,3,직영점(가두),당시즌의류,맨투맨셋트,S2,11246267,11246267,10223909,10223909,3103829,7120080
I,3,직영점(가두),당시즌의류,반팔카라티셔츠,TS,136765,136765,124333,124333,36727,87606
I,3,직영점(가두),당시즌의류,반팔티 & 스웨트팬츠,S1,557579,510729,464292,464292,156613,307679
I,3,직영점(가두),당시즌의류,우븐팬츠,WP,3959163,3935878,3578080,3578080,1060417,2517663
I,3,직영점(가두),당시즌의류,점퍼,JP,522511,522511,475012,475012,141467,333545
I,3,직영점(가두),당시즌의류,진바지,DP,1181787,1181787,1074353,1074353,288661,785692
I,3,직영점(가두),당시즌의류,패딩,PD,2787896,2787896,2534443,2534443,795360,1739083
I,3,직영점(가두),당시즌의류,팬츠,PT,2005882,2005882,1823522,1823522,554272,1269250
I,3,직영점(가두),당시즌의류,후드티,HD,1595588,1557014,1415466,1415466,456934,958532
I,4,자사몰,Acc_etc,기타,ET,2738450,2422278,2202077,2202077,782669,1419408
I,4,자사몰,Acc_etc,머플러(스카프),MF,662783,652262,592966,592966,132164,460802
I,4,자사몰,Acc_etc,양말,SO,1345905,1013286,921170,921170,352842,568328
I,4,자사몰,Acc_etc,장갑,GL,3615498,2788141,2534667,2534667,890387,1644280
I,4,자사몰,Bag,가방,BG,115724,127472,115885,115885,29138,86747
I,4,자사몰,Bag,백팩,BK,19585407,14721423,13383096,13383096,4542233,8840863
I,4,자사몰,Bag,보조가방,UB,171833,142130,129208,129208,42639,86569
I,4,자사몰,Bag,크로스백,CR,582127,456198,414723,414723,81414,333309
I,4,자사몰,Headwear,방한모,WM,17106109,15247231,13861110,13861110,3451373,10409737
I,4,자사몰,Headwear,비니,BN,12827828,10695631,9723294,9723294,2888130,6835164
I,4,자사몰,Headwear,운동모,CP,4113462,3503982,3185436,3185436,907090,2278346
I,4,자사몰,Shoes,런닝화,RN,2430204,2041722,1856111,1856111,592261,1263850
I,4,자사몰,Shoes,방한화,WB,128355430,111108348,101007654,101007654,30912008,70095646
I,4,자사몰,Shoes,스니커즈,SX,1718326,1474639,1340582,1340582,435077,905505
I,4,자사몰,Shoes,신발,SH,4586878,3832852,3520923,3520923,1088093,2432830
I,4,자사몰,과시즌의류,베이비,BV,1448303,1203564,1094153,1094153,436602,657551
I,4,자사몰,당시즌의류,니트가디건,KC,140271,168326,153026,153026,27605,125421
I,4,자사몰,당시즌의류,다운베스트,DV,1984842,1718221,1562021,1562021,559245,1002776
I,4,자사몰,당시즌의류,다운점퍼,DJ,115503054,106927662,97206949,97206949,29387527,67819422
I,4,자사몰,당시즌의류,레깅스,LG,831109,550566,500517,500517,236663,263854
I,4,자사몰,당시즌의류,맨투맨,MT,20458597,18141979,16492701,16492701,5628657,10864044
I,4,자사몰,당시즌의류,맨투맨셋트,S2,35646493,32728531,29753232,29753232,9867931,19885301
I,4,자사몰,당시즌의류,반팔카라티셔츠,TS,897738,823850,748952,748952,251798,497154
I,4,자사몰,당시즌의류,방풍자켓,WJ,487443,466403,424002,424002,125582,298420
I,4,자사몰,당시즌의류,스커트,SK,312104,250034,227303,227303,87842,139461
I,4,자사몰,당시즌의류,우븐팬츠,WP,11361991,10249007,9317281,9317281,3186853,6130428
I,4,자사몰,당시즌의류,점퍼,JP,3240271,3097475,2815891,2815891,851357,1964534
I,4,자사몰,당시즌의류,진바지,DP,1216855,1090962,991783,991783,298768,693015
I,4,자사몰,당시즌의류,패딩,PD,0,0,0,0,0,0
I,4,자사몰,당시즌의류,팬츠,PT,7483484,6602790,6002540,6002540,2121890,3880650
I,4,자사몰,당시즌의류,후드티,HD,3885520,3171574,2883252,2883252,1091957,1791295
I,5,제휴몰,Acc_etc,기타,ET,10923643,10923643,9930573,9930573,3190317,6740256
I,5,제휴몰,Acc_etc,머플러(스카프),MF,2258371,2258371,2053066,2053066,423238,1629828
I,5,제휴몰,Acc_etc,양말,SO,535136,535136,486497,486497,121352,365145
I,5,제휴몰,Acc_etc,장갑,GL,5442534,5442534,4947719,4947719,1341122,3606597
I,5,제휴몰,Bag,가방,BG,925792,925792,841629,841629,233107,608522
I,5,제휴몰,Bag,백팩,BK,26665611,22722229,20656562,20656562,6295823,14360739
I,5,제휴몰,Bag,보조가방,UB,343665,343665,312420,312420,85278,227142
I,5,제휴몰,Bag,크로스백,CR,792534,792534,720480,720480,184443,536037
I,5,제휴몰,Headwear,방한모,WM,42947624,42947624,39043087,39043087,8923971,30119116
I,5,제휴몰,Headwear,비니,BN,33994796,33994796,30904338,30904338,7044126,23860212
I,5,제휴몰,Headwear,와이어캡,WR,171833,171833,156210,156210,33890,122320
I,5,제휴몰,Headwear,운동모,CP,8917760,8917760,8107068,8107068,1900044,6207024
I,5,제휴몰,Shoes,런닝화,RN,7602715,7430882,6755345,6755345,1903200,4852145
I,5,제휴몰,Shoes,방한화,WB,323048756,322874889,293522444,293522444,75971374,217551070
I,5,제휴몰,Shoes,스니커즈,SX,5225113,5225113,4750091,4750091,1328922,3421169
I,5,제휴몰,Shoes,신발,SH,25666176,25584468,23258511,23258511,6667202,16591309
I,5,제휴몰,과시즌의류,다운점퍼,DJ,978394,489197,444724,444724,165871,278853
I,5,제휴몰,과시즌의류,맨투맨,MT,312104,218473,198610,198610,9174,189436
I,5,제휴몰,과시즌의류,반팔카라티셔츠,TS,185860,130102,118273,118273,20616,97657
I,5,제휴몰,과시즌의류,베이비,BV,7655317,7655317,6959332,6959332,2307761,4651571
I,5,제휴몰,과시즌의류,스윔웨어,SW,557579,557579,506889,506889,166846,340043
I,5,제휴몰,과시즌의류,팬츠,PT,277036,138518,125925,125925,30095,95830
I,5,제휴몰,당시즌의류,니트가디건,KC,452376,452376,411251,411251,126416,284835
I,5,제휴몰,당시즌의류,다운베스트,DV,7483484,7483484,6803185,6803185,2038502,4764683
I,5,제휴몰,당시즌의류,다운점퍼,DJ,564224548,564224512,512931292,512931292,141018074,371913218
I,5,제휴몰,당시즌의류,레깅스,LG,2493326,2493326,2266654,2266654,709995,1556659
I,5,제휴몰,당시즌의류,맨투맨,MT,33749321,33749321,30681047,30681047,9343137,21337910
I,5,제휴몰,당시즌의류,맨투맨셋트,S2,57998756,57998756,52726276,52726276,16240069,36486207
I,5,제휴몰,당시즌의류,반팔카라티셔츠,TS,1651697,1651697,1501529,1501529,518205,983324
I,5,제휴몰,당시즌의류,반팔티 & 스웨트팬츠,S1,487443,487443,443132,443132,123660,319472
I,5,제휴몰,당시즌의류,우븐팬츠,WP,16604638,16604638,15095134,15095134,4357867,10737267
I,5,제휴몰,당시즌의류,진바지,DP,6326244,6326244,5751138,5751138,1573608,4177530
I,5,제휴몰,당시즌의류,패딩,PD,5018213,5018213,4561997,4561997,1431649,3130348
I,5,제휴몰,당시즌의류,팬츠,PT,11972172,11972172,10883756,10883756,3350556,7533200
I,5,제휴몰,당시즌의류,폴로 티셔츠,PQ,312104,312104,283731,283731,86470,197261
I,5,제휴몰,당시즌의류,후드티,HD,8290045,8290045,7536398,7536398,2423744,5112654
I,6,대리점,Acc_etc,기타,ET,1108145,997471,906792,589971,304891,285080
I,6,대리점,Acc_etc,머플러(스카프),MF,2051471,1989891,1809018,1169384,374227,795157
I,6,대리점,Acc_etc,양말,SO,3998088,3871528,3519731,2304801,988784,1316017
I,6,대리점,Acc_etc,장갑,GL,2966742,2713762,2467063,1614627,679735,934892
I,6,대리점,Bag,가방,BG,1041516,1023281,930221,600334,262241,338093
I,6,대리점,Bag,백팩,BK,50743213,47994172,43631083,28283541,11896678,16386863
I,6,대리점,Bag,보조가방,UB,687330,670813,609827,392154,170556,221598
I,6,대리점,Bag,슬링백,SG,1939253,1779414,1617649,1046229,425384,620845
I,6,대리점,Bag,크로스백,CR,19424095,18809145,17099207,11011077,4396750,6614327
I,6,대리점,Headwear,방한모,WM,19616968,18680621,16982424,10891415,3745754,7145661
I,6,대리점,Headwear,비니,BN,20644457,19859568,18054098,11564824,4704748,6860076
I,6,대리점,Headwear,와이어캡,WR,859163,855340,777574,488239,169448,318791
I,6,대리점,Headwear,운동모,CP,17747851,17255322,15686621,10102430,3703525,6398905
I,6,대리점,Headwear,햇,HT,206900,195223,177464,113578,45788,67790
I,6,대리점,Shoes,런닝화,RN,32150226,31221454,28383162,18440799,7790349,10650450
I,6,대리점,Shoes,방한화,WB,101570588,97204147,88367366,57026667,24319191,32707476
I,6,대리점,Shoes,스니커즈,SX,4664027,4456250,4051206,2610133,1104200,1505933
I,6,대리점,Shoes,신발,SH,23095701,21974687,19976993,12979455,5383711,7595744
I,6,대리점,과시즌의류,베이비,BV,413801,315611,286918,189367,124743,64624
I,6,대리점,당시즌의류,다운베스트,DV,25999321,23961738,21783314,14181129,7055432,7125697
I,6,대리점,당시즌의류,다운점퍼,DJ,442125226,419157172,381052084,246910901,111366188,135544713
I,6,대리점,당시즌의류,레깅스,LG,277036,255995,232717,153594,78889,74705
I,6,대리점,당시즌의류,맨투맨,MT,49484276,46080869,41891776,27130646,14159857,12970789
I,6,대리점,당시즌의류,맨투맨셋트,S2,104025339,99332521,90302015,58639744,28676511,29963233
I,6,대리점,당시즌의류,반팔카라티셔츠,TS,0,0,0,0,0,0
I,6,대리점,당시즌의류,반팔티 & 스웨트팬츠,S1,1672738,1626834,1478952,965973,469839,496134
I,6,대리점,당시즌의류,우븐팬츠,WP,27468665,26293997,23903577,15548043,7042674,8505369
I,6,대리점,당시즌의류,점퍼,JP,-108710,-230221,-209289,-20182,126241,-146423
I,6,대리점,당시즌의류,진바지,DP,14321719,13599181,12362916,8061915,3478526,4583389
I,6,대리점,당시즌의류,패딩,PD,14497059,14012842,12738952,8288765,4135870,4152895
I,6,대리점,당시즌의류,팬츠,PT,17926697,17251921,15683538,10178327,5035371,5142956
I,6,대리점,당시즌의류,폴라폴리스점퍼,FD,2437217,2321879,2110802,1384266,679949,704317
I,6,대리점,당시즌의류,후드티,HD,8707353,8385816,7623475,4951962,2498074,2453888
I,8,사입,Acc_etc,장갑,GL,-161312,-40328,-36663,-36663,-26459,-10204
I,8,사입,Headwear,방한모,WM,-241968,-60492,-54993,-54993,-20434,-34559
I,8,사입,Headwear,운동모,CP,-150792,-45238,-41124,-41124,-29446,-11678
I,8,사입,Shoes,방한화,WB,-382240,-95560,-86874,-86874,-64504,-22370
I,8,사입,Shoes,신발,SH,-1665724,-416431,-378572,-378572,-369415,-9157
I,8,사입,과시즌의류,다운베스트,DV,46643778,13074531,11885908,11885908,8050549,3835359
I,8,사입,과시즌의류,다운점퍼,DJ,637989819,173398360,157634786,157634786,108224938,49409848
I,8,사입,과시즌의류,레깅스,LG,10646606,2661581,2419624,2419624,1744529,675095
I,8,사입,과시즌의류,맨투맨,MT,115576697,29980507,27255014,27255014,19348513,7906501
I,8,사입,과시즌의류,맨투맨셋트,S2,254908371,69382559,63075002,63075002,42833307,20241695
I,8,사입,과시즌의류,우븐팬츠,WP,64661652,17448862,15862644,15862644,10785233,5077411
I,8,사입,과시즌의류,점퍼,JP,838122,209531,190482,190482,139051,51431
I,8,사입,과시즌의류,진바지,DP,5842308,1752692,1593351,1593351,972429,620922
I,8,사입,과시즌의류,팬츠,PT,46503507,11625736,10568836,10568836,7743214,2825622
I,8,사입,과시즌의류,폴라폴리스점퍼,FD,58693100,14673170,13339244,13339244,9522085,3817159
I,8,사입,과시즌의류,후드티,HD,34370023,8592506,7811369,7811369,5880455,1930914
