브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1,백화점,Acc_etc,기타,ET,2747900,2666530,2424120,1545260,786968,758292
I,1,백화점,Acc_etc,머플러(스카프),MF,4135000,3904010,3549132,2251910,802465,1449445
I,1,백화점,Acc_etc,양말,SO,2643200,2504060,2276406,1447826,658641,789185
I,1,백화점,Acc_etc,장갑,GL,7474000,7161560,6510518,4121210,1825754,2295456
I,1,백화점,Bag,가방,BG,297000,285830,259846,164835,74782,90053
I,1,백화점,Bag,백팩,BK,57395000,49313990,44831037,28495666,13145135,15350531
I,1,백화점,Bag,보조가방,UB,1421000,1360370,1236698,788730,352614,436116
I,1,백화점,Bag,슬링백,SG,395000,390300,354818,223534,86645,136889
I,1,백화점,Bag,크로스백,CR,307944000,299488110,272261876,172146056,78285053,93861003
I,1,백화점,Bag,힙색,HS,118000,113430,103118,64965,23184,41781
I,1,백화점,Headwear,방한모,WM,30135000,28660000,26054444,16593173,5970960,10622213
I,1,백화점,Headwear,비니,BN,27911000,26738990,24308199,15436149,6270554,9165595
I,1,백화점,Headwear,와이어캡,WR,147000,147000,133638,84192,28992,55200
I,1,백화점,Headwear,운동모,CP,19806000,18770330,17063892,10865267,4298885,6566382
I,1,백화점,Headwear,햇,HT,354000,303400,275818,173766,78343,95423
I,1,백화점,Shoes,런닝화,RN,12991000,12482240,11347504,7226964,3150471,4076493
I,1,백화점,Shoes,방한화,WB,203491000,193492430,175901941,112261888,50687693,61574195
I,1,백화점,Shoes,스니커즈,SX,3093000,2975130,2704667,1734366,766252,968114
I,1,백화점,Shoes,신발,SH,16811000,16055600,14595973,9263251,3969285,5293966
I,1,백화점,과시즌의류,다운점퍼,DJ,11301000,5698280,5180267,3264196,1865018,1399178
I,1,백화점,과시즌의류,맨투맨,MT,295000,147500,134090,84475,49650,34825
I,1,백화점,과시즌의류,반팔카라티셔츠,TS,99000,96250,87500,55725,23289,32436
I,1,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,199000,49980,45454,28636,22348,6288
I,1,백화점,과시즌의류,베이비,BV,531000,525540,477761,303624,160074,143550
I,1,백화점,과시즌의류,스윔웨어,SW,0,0,0,0,0,0
I,1,백화점,과시즌의류,우븐반바지,SM,147000,117600,106908,67353,31863,35490
I,1,백화점,당시즌의류,다운베스트,DV,12211000,10933920,9939925,6285297,3379337,2905960
I,1,백화점,당시즌의류,다운점퍼,DJ,352679000,337076350,306432968,194741877,90395218,104346659
I,1,백화점,당시즌의류,레깅스,LG,553000,540440,491309,314526,157472,157054
I,1,백화점,당시즌의류,맨투맨,MT,47905000,45272650,41156900,26130620,13309782,12820838
I,1,백화점,당시즌의류,맨투맨셋트,S2,69832000,66755480,60686764,38604141,19294585,19309556
I,1,백화점,당시즌의류,반팔카라티셔츠,TS,1549000,1442990,1311804,829064,450170,378894
I,1,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,1272000,1160180,1054708,670247,357280,312967
I,1,백화점,당시즌의류,방풍자켓,WJ,139000,72170,65611,41335,35811,5524
I,1,백화점,당시즌의류,스커트,SK,89000,89000,80909,50973,25049,25924
I,1,백화점,당시즌의류,우븐팬츠,WP,42181000,39699480,36090440,22928151,11007318,11920833
I,1,백화점,당시즌의류,점퍼,JP,5009000,4759420,4326744,2738793,1259993,1478800
I,1,백화점,당시즌의류,진바지,DP,10290000,9741250,8855674,5627188,2525625,3101563
I,1,백화점,당시즌의류,패딩,PD,3180000,3058450,2780412,1762877,907222,855655
I,1,백화점,당시즌의류,팬츠,PT,25773000,24444350,22222129,14124439,7111266,7013173
I,1,백화점,당시즌의류,폴라폴리스점퍼,FD,2502000,2311770,2101603,1338376,698022,640354
I,1,백화점,당시즌의류,후드티,HD,9427000,8822040,8020034,5076965,2696100,2380865
I,2,면세점,Acc_etc,기타,ET,445000,445000,404545,242725,129965,112760
I,2,면세점,Acc_etc,머플러(스카프),MF,1753000,1753010,1593644,956182,390401,565781
I,2,면세점,Acc_etc,양말,SO,93100,93100,84636,50781,23682,27099
I,2,면세점,Acc_etc,장갑,GL,98000,98000,89090,53454,17928,35526
I,2,면세점,Bag,백팩,BK,71665000,71489800,64990732,38994432,17561988,21432444
I,2,면세점,Bag,크로스백,CR,128585000,128584950,116895392,70136952,28433060,41703892
I,2,면세점,Headwear,방한모,WM,7861000,7819600,7108733,4265228,1584603,2680625
I,2,면세점,Headwear,비니,BN,19821000,19821010,18019027,10811394,4465586,6345808
I,2,면세점,Headwear,와이어캡,WR,441000,441000,400905,240543,86978,153565
I,2,면세점,Headwear,운동모,CP,14570000,14560090,13236376,7941810,3098876,4842934
I,2,면세점,Headwear,햇,HT,413000,413000,375459,225274,91400,133874
I,2,면세점,Shoes,런닝화,RN,3030000,3030000,2754539,1652723,722031,930692
I,2,면세점,Shoes,방한화,WB,3834000,3834000,3485441,2091253,943717,1147536
I,2,면세점,Shoes,스니커즈,SX,753000,753000,684545,410726,158335,252391
I,2,면세점,Shoes,신발,SH,4060000,4060000,3690905,2214541,955514,1259027
I,2,면세점,과시즌의류,베이비,BV,118000,118000,107274,64364,35572,28792
I,2,면세점,당시즌의류,다운베스트,DV,1112000,1112000,1010904,606544,307596,298948
I,2,면세점,당시즌의류,다운점퍼,DJ,45136000,45136000,41032715,24619630,11516780,13102850
I,2,면세점,당시즌의류,레깅스,LG,79000,79000,71818,43091,22496,20595
I,2,면세점,당시즌의류,맨투맨,MT,7938000,7938010,7216379,4329804,2233411,2096393
I,2,면세점,당시즌의류,맨투맨셋트,S2,5778000,5778000,5252740,3151649,1561400,1590249
I,2,면세점,당시즌의류,반팔카라티셔츠,TS,59000,59000,53637,32182,17855,14327
I,2,면세점,당시즌의류,우븐팬츠,WP,753000,753000,684540,410724,190480,220244
I,2,면세점,당시즌의류,점퍼,JP,537000,537000,488181,292908,123195,169713
I,2,면세점,당시즌의류,진바지,DP,218000,218000,198180,118908,50432,68476
I,2,면세점,당시즌의류,패딩,PD,954000,954000,867270,520362,272167,248195
I,2,면세점,당시즌의류,팬츠,PT,3244000,3243990,2949084,1769442,888225,881217
I,2,면세점,당시즌의류,폴라폴리스점퍼,FD,556000,556000,505452,303272,155116,148156
I,2,면세점,당시즌의류,후드티,HD,989000,989000,899088,539452,279988,259464
I,3,직영점(가두),Acc_etc,기타,ET,623000,623000,566363,566363,181951,384412
I,3,직영점(가두),Acc_etc,머플러(스카프),MF,65000,65000,59091,59091,11857,47234
I,3,직영점(가두),Acc_etc,양말,SO,47700,47700,43365,43365,12015,31350
I,3,직영점(가두),Acc_etc,장갑,GL,226000,226000,205453,205453,40419,165034
I,3,직영점(가두),Bag,가방,BG,99000,99000,90000,90000,24928,65072
I,3,직영점(가두),Bag,백팩,BK,1551000,1507200,1370182,1370182,353531,1016651
I,3,직영점(가두),Bag,크로스백,CR,393000,393000,357272,357272,87826,269446
I,3,직영점(가두),Bag,힙색,HS,118000,118000,107272,107272,23185,84087
I,3,직영점(가두),Headwear,방한모,WM,1052000,1052000,956360,956360,213812,742548
I,3,직영점(가두),Headwear,비니,BN,1663000,1663000,1511815,1511815,359803,1152012
I,3,직영점(가두),Headwear,와이어캡,WR,49000,49000,44545,44545,9664,34881
I,3,직영점(가두),Headwear,운동모,CP,2506000,2491570,2265066,2265066,529140,1735926
I,3,직영점(가두),Headwear,햇,HT,236000,236000,214544,214544,52229,162315
I,3,직영점(가두),Shoes,런닝화,RN,1178000,1178000,1070909,1070909,296800,774109
I,3,직영점(가두),Shoes,방한화,WB,4251000,4251000,3864540,3864540,1081279,2783261
I,3,직영점(가두),Shoes,스니커즈,SX,109000,109000,99091,99091,23807,75284
I,3,직영점(가두),Shoes,신발,SH,1227000,1227000,1115454,1115454,295841,819613
I,3,직영점(가두),과시즌의류,베이비,BV,295000,295000,268180,268180,88930,179250
I,3,직영점(가두),당시즌의류,다운베스트,DV,139000,139000,126364,126364,38449,87915
I,3,직영점(가두),당시즌의류,다운점퍼,DJ,12246000,12246000,11132724,11132724,3126755,8005969
I,3,직영점(가두),당시즌의류,맨투맨,MT,1728000,1728000,1570905,1570905,493039,1077866
I,3,직영점(가두),당시즌의류,맨투맨셋트,S2,3207000,3207000,2915463,2915463,885092,2030371
I,3,직영점(가두),당시즌의류,반팔카라티셔츠,TS,39000,39000,35455,35455,10473,24982
I,3,직영점(가두),당시즌의류,반팔티 & 스웨트팬츠,S1,159000,145640,132398,132398,44660,87738
I,3,직영점(가두),당시즌의류,우븐팬츠,WP,1129000,1122360,1020330,1020330,302390,717940
I,3,직영점(가두),당시즌의류,점퍼,JP,149000,149000,135455,135455,40341,95114
I,3,직영점(가두),당시즌의류,진바지,DP,337000,337000,306364,306364,82315,224049
I,3,직영점(가두),당시즌의류,패딩,PD,795000,795000,722725,722725,226806,495919
I,3,직영점(가두),당시즌의류,팬츠,PT,572000,572000,519998,519998,158057,361941
I,3,직영점(가두),당시즌의류,후드티,HD,455000,444000,403636,403636,130300,273336
I,4,자사몰,Acc_etc,기타,ET,780900,690740,627947,627947,223187,404760
I,4,자사몰,Acc_etc,머플러(스카프),MF,189000,186000,169091,169091,37688,131403
I,4,자사몰,Acc_etc,양말,SO,383800,288950,262682,262682,100617,162065
I,4,자사몰,Acc_etc,장갑,GL,1031000,795070,722789,722789,253904,468885
I,4,자사몰,Bag,가방,BG,33000,36350,33046,33046,8309,24737
I,4,자사몰,Bag,백팩,BK,5585000,4197980,3816341,3816341,1295269,2521072
I,4,자사몰,Bag,보조가방,UB,49000,40530,36845,36845,12159,24686
I,4,자사몰,Bag,크로스백,CR,166000,130090,118263,118263,23216,95047
I,4,자사몰,Headwear,방한모,WM,4878000,4347920,3952652,3952652,984198,2968454
I,4,자사몰,Headwear,비니,BN,3658000,3049980,2772707,2772707,823583,1949124
I,4,자사몰,Headwear,운동모,CP,1173000,999200,908363,908363,258667,649696
I,4,자사몰,Shoes,런닝화,RN,693000,582220,529291,529291,168890,360401
I,4,자사몰,Shoes,방한화,WB,36602000,31683800,28803473,28803473,8814908,19988565
I,4,자사몰,Shoes,스니커즈,SX,490000,420510,382282,382282,124067,258215
I,4,자사몰,Shoes,신발,SH,1308000,1092981,1004031,1004031,310282,693749
I,4,자사몰,과시즌의류,베이비,BV,413000,343210,312010,312010,124502,187508
I,4,자사몰,당시즌의류,니트가디건,KC,40000,48000,43637,43637,7872,35765
I,4,자사몰,당시즌의류,다운베스트,DV,566000,489970,445428,445428,159475,285953
I,4,자사몰,당시즌의류,다운점퍼,DJ,32937000,30491630,27719659,27719659,8380185,19339474
I,4,자사몰,당시즌의류,레깅스,LG,237000,157000,142728,142728,67487,75241
I,4,자사몰,당시즌의류,맨투맨,MT,5834000,5173390,4703080,4703080,1605075,3098005
I,4,자사몰,당시즌의류,맨투맨셋트,S2,10165000,9332910,8484470,8484470,2813952,5670518
I,4,자사몰,당시즌의류,반팔카라티셔츠,TS,256000,234930,213572,213572,71803,141769
I,4,자사몰,당시즌의류,방풍자켓,WJ,139000,133000,120909,120909,35811,85098
I,4,자사몰,당시즌의류,스커트,SK,89000,71300,64818,64818,25049,39769
I,4,자사몰,당시즌의류,우븐팬츠,WP,3240000,2922620,2656928,2656928,908767,1748161
I,4,자사몰,당시즌의류,점퍼,JP,924000,883280,802983,802983,242774,560209
I,4,자사몰,당시즌의류,진바지,DP,347000,311100,282818,282818,85197,197621
I,4,자사몰,당시즌의류,패딩,PD,0,0,0,0,0,0
I,4,자사몰,당시즌의류,팬츠,PT,2134000,1882860,1711692,1711692,605081,1106611
I,4,자사몰,당시즌의류,후드티,HD,1108000,904410,822192,822192,311384,510808
I,5,제휴몰,Acc_etc,기타,ET,3115000,3115000,2831815,2831815,909755,1922060
I,5,제휴몰,Acc_etc,머플러(스카프),MF,644000,644000,585455,585455,120691,464764
I,5,제휴몰,Acc_etc,양말,SO,152600,152600,138730,138730,34605,104125
