브랜드,시즌,유통채널,채널명,고객,PH01-1,아이템_대분류,PH01-2,아이템_중분류,PH01-3,아이템코드,아이템_소분류,합계 : 1. 매출액 Actual,합계 : 제품/상품 매출액 Actual,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 수수료차감매출 Actual,합계 : 출고매출액(V-) Actual,합계 : 2. 매출원가 Actual,합계 : 표준 매출원가,표준제간비,재고평가감 환입,매출원가(평가감환입반영),매출총이익
I,23N,1,백화점,100804,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,17379,17379,33000,29870,27154,19117,17379,5200,5200,603,0,5803,11576
I,23N,1,백화점,100807,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,-33791,-33791,-59000,-59000,-53636,-37170,-33791,-14672,-14672,-1702,0,-16374,-17417
I,23N,1,백화점,100809,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,33791,33791,59000,59000,53636,37170,33791,14672,14672,1702,0,16374,17417
I,23N,1,백화점,100844,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,1,백화점,104842,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,67582,67582,118000,118000,107272,74340,67582,29344,29344,3403,0,32747,34835
I,23N,2,면세점,100883,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,32182,32182,59000,59000,53637,35400,32182,14672,14672,1702,0,16374,15808
I,23N,2,면세점,100969,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,32182,32182,59000,59000,53637,35400,32182,15122,15122,1754,0,16876,15306
I,23N,4,자사몰,101376,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,38182,38182,59000,42000,38182,42000,38182,14672,14672,1702,0,16374,21808
I,23N,5,제휴몰,103403,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,53636,53636,59000,59000,53636,59000,53636,15122,15122,1754,0,16876,36760
I,23N,5,제휴몰,103403,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,160908,160908,177000,177000,160908,176999,160908,44016,44016,5105,0,49121,111787
I,23N,5,제휴몰,103631,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,375452,375452,413000,413000,375452,412997,375452,102704,102704,11913,0,114617,260835
I,23N,5,제휴몰,104419,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,107272,107272,118000,118000,107272,117999,107272,29344,29344,3403,0,32747,74525
I,23N,6,대리점,100797,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,27000,27000,59000,45000,40909,29700,27000,14672,14672,1702,0,16374,10626
I,23N,6,대리점,100848,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,-1362,-1362,0,-2310,-2095,-1498,-1362,0,0,0,0,0,-1362
I,23N,6,대리점,103394,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,18485,18485,33000,30810,28008,20334,18485,5200,5200,603,0,5803,12682
I,23N,6,대리점,104570,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,13800,13800,33000,23000,20909,15180,13800,5200,5200,603,0,5803,7997
I,23N,6,대리점,104694,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,33791,33791,59000,59000,53636,37170,33791,14672,14672,1702,0,16374,17417
I,23N,6,대리점,106044,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,33790,33790,59000,59000,53635,37169,33790,14672,14672,1702,0,16374,17416
I,23N,8,사입,103413,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,-40454,-40454,-178000,-44500,-40454,-44499,-40454,-38924,-38924,-4515,0,-43439,2985
I,23N,11,직영몰,106392,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,160908,160908,177000,177000,160908,176999,160908,44016,44016,5105,0,49121,111787
I,24F,1,백화점,100648,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,96218,96218,178000,168000,152727,105840,96218,48154,48154,6452,-23395,31211,65007
I,24F,1,백화점,100649,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,113400,113400,198000,198000,180000,124740,113400,38172,38172,5115,-10632,32655,80745
I,24F,1,백화점,100649,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,0,0,0,0,0,0,0,0,0,0,0,0,0
I,24F,1,백화점,100666,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,37800,37800,66000,66000,60000,41580,37800,12724,12724,1705,-3544,10885,26915
I,24F,1,백화점,100666,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,192894,192894,356000,336800,306182,212183,192894,96308,96308,12905,-46791,62422,130472
I,24F,1,백화점,100667,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,51782,51782,89000,89000,80909,56960,51782,24077,24077,3226,-11697,15606,36176
I,24F,1,백화점,100691,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,18900,18900,33000,33000,30000,20790,18900,6362,6362,852,-1772,5442,13458
I,24F,1,백화점,100691,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,122334,122334,267000,213600,194181,134567,122334,72231,72231,9679,-35093,46817,75517
I,24F,1,백화점,100692,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,56700,56700,99000,99000,90000,62370,56700,19086,19086,2557,-5316,16327,40373
I,24F,1,백화점,100692,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,354182,354182,623000,618410,562191,389600,354182,168539,168539,22584,-81885,109238,244944
I,24F,1,백화점,100693,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,39600,39600,66000,66000,60000,43560,39600,12724,12724,1705,-3544,10885,28715
I,24F,1,백화점,100693,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,564318,564318,979000,940530,855028,620750,564318,264847,264847,35489,-128677,171659,392659
I,24F,1,백화점,100712,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,50973,50973,89000,89000,80909,56070,50973,24077,24077,3226,-11697,15606,35367
I,24F,1,백화점,100712,L0100,Outer,L0100L0110,과시즌의류,L0100L0110L0110005,DJ,다운점퍼,256869,256869,897000,448500,407727,282556,256869,185349,185349,24836,-60584,149601,107268
I,24F,1,백화점,100715,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,17262,17262,33000,30140,27400,18988,17262,6362,6362,852,-1772,5442,11820
I,24F,1,백화점,100717,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,18900,18900,33000,33000,30000,20790,18900,6362,6362,852,-1772,5442,13458
I,24F,1,백화점,100717,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,46294,46294,89000,80830,73482,50923,46294,24077,24077,3226,-11697,15606,30688
I,24F,1,백화점,100726,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,142551,142551,267000,245020,222736,156806,142551,72231,72231,9679,-35093,46817,95734
I,24F,1,백화점,100734,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,76800,76800,132000,132000,120000,84480,76800,25448,25448,3410,-7088,21770,55030
I,24F,1,백화점,100734,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,402223,402223,712000,691320,628473,442445,402223,192616,192616,25810,-93583,124843,277380
I,24F,1,백화점,100742,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,55062,55062,99000,96140,87400,60568,55062,19086,19086,2557,-5316,16327,38735
I,24F,1,백화점,100746,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,115200,115200,198000,198000,180000,126720,115200,38172,38172,5115,-10632,32655,82545
I,24F,1,백화점,100746,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,98042,98042,178000,168510,153191,107846,98042,48154,48154,6452,-23395,31211,66831
I,24F,1,백화점,100748,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,72119,72119,132000,125920,114474,79331,72119,25448,25448,3410,-7088,21770,50349
I,24F,1,백화점,100748,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,40147,40147,89000,70100,63728,44162,40147,24077,24077,3226,-11697,15606,24541
I,24F,1,백화점,100750,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,55714,55714,99000,95760,87054,61285,55714,19086,19086,2557,-5316,16327,39387
I,24F,1,백화점,100750,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,194304,194304,356000,333960,303599,213734,194304,96308,96308,12905,-46791,62422,131882
I,24F,1,백화점,100752,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,75600,75600,132000,132000,120000,83160,75600,25448,25448,3410,-7088,21770,53830
I,24F,1,백화점,100752,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,706843,706843,1246000,1234160,1121966,777527,706843,337078,337078,45168,-163770,218476,488367
I,24F,1,백화점,100752,L0100,Outer,L0100L0110,과시즌의류,L0100L0110L0110005,DJ,다운점퍼,171246,171246,598000,299000,271818,188371,171246,123566,123566,16557,-40389,99734,71512
I,24F,1,백화점,100752,L0100,Wear_etc,L0100L0160,과시즌의류,L0100L0160L0160014,S1,반팔티 & 스웨트팬츠,42668,42668,149000,74490,67727,46935,42668,30813,30813,4128,-10088,24853,17815
I,24F,1,백화점,100756,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,94500,94500,165000,165000,150000,103950,94500,31810,31810,4262,-8860,27212,67288
I,24F,1,백화점,100756,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,241704,241704,445000,422020,383655,265874,241704,120385,120385,16131,-58489,78027,163677
I,24F,1,백화점,100757,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,55131,55131,99000,96260,87509,60644,55131,19086,19086,2557,-5316,16327,38804
I,24F,1,백화점,100757,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,47422,47422,89000,82800,75273,52164,47422,24077,24077,3226,-11697,15606,31816
I,24F,1,백화점,100759,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,51782,51782,89000,89000,80909,56960,51782,24077,24077,3226,-11697,15606,36176
I,24F,1,백화점,100760,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,91379,91379,165000,159540,145045,100517,91379,31810,31810,4262,-8860,27212,64167
I,24F,1,백화점,100760,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,233788,233788,564000,408210,371091,257167,233788,133512,133512,17890,-55064,96338,137450
I,24F,1,백화점,100761,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,-1604,-1604,0,-2800,-2546,-1764,-1604,0,0,0,0,0,-1604
I,24F,1,백화점,100762,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,37800,37800,66000,66000,60000,41580,37800,12724,12724,1705,-3544,10885,26915
I,24F,1,백화점,100762,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,93344,93344,178000,162980,148164,102678,93344,48154,48154,6452,-23395,31211,62133
I,24F,1,백화점,100766,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,103564,103564,178000,178000,161818,113920,103564,48154,48154,6452,-23395,31211,72353
I,24F,1,백화점,100767,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,35945,35945,66000,62760,57055,39540,35945,12724,12724,1705,-3544,10885,25060
I,24F,1,백화점,100767,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,97765,97765,178000,170700,155182,107542,97765,48154,48154,6452,-23395,31211,66554
I,24F,1,백화점,100771,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,18900,18900,33000,33000,30000,20790,18900,6362,6362,852,-1772,5442,13458
I,24F,1,백화점,100771,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,239092,239092,445000,417460,379510,263001,239092,120385,120385,16131,-58489,78027,161065
I,24F,1,백화점,100774,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,34020,34020,66000,59400,54000,37422,34020,12724,12724,1705,-3544,10885,23135
I,24F,1,백화점,100774,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,398045,398045,801000,695000,631816,437850,398045,216693,216693,29036,-105281,140448,257597
I,24F,1,백화점,100782,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,-18900,-18900,-33000,-33000,-30000,-20790,-18900,-6362,-6362,-852,1772,-5442,-13458
I,24F,1,백화점,100782,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,292906,292906,534000,511430,464928,322197,292906,144462,144462,19357,-70187,93632,199274
I,24F,1,백화점,100785,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,23100,23100,33000,33000,30000,25410,23100,6362,6362,852,-1772,5442,17658
I,24F,1,백화점,100785,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,34650,34650,99000,49510,45000,38115,34650,20427,20427,2737,-6657,16507,18143
I,24F,1,백화점,100807,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,18900,18900,33000,33000,30000,20790,18900,6362,6362,852,-1772,5442,13458
I,24F,1,백화점,100807,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,145874,145874,267000,254700,231546,160461,145874,72231,72231,9679,-35093,46817,99057
I,24F,1,백화점,100807,L0100,Outer,L0100L0110,과시즌의류,L0100L0110L0110005,DJ,다운점퍼,1854781,1854781,6477000,3238480,2944087,2040259,1854781,1352489,1352489,181233,-451597,1082125,772656
I,24F,1,백화점,100807,L0100,Inner,L0100L0120,과시즌의류,L0100L0120L0120009,MT,맨투맨,67580,67580,236000,118000,107272,74338,67580,51452,51452,6894,-18626,39720,27860
I,24F,1,백화점,100807,L0100,Wear_etc,L0100L0160,과시즌의류,L0100L0160L0160014,S1,반팔티 & 스웨트팬츠,42668,42668,149000,74490,67727,46935,42668,30813,30813,4128,-10088,24853,17815
I,24F,1,백화점,100809,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,56700,56700,99000,99000,90000,62370,56700,19086,19086,2557,-5316,16327,40373
I,24F,1,백화점,100819,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,145639,145639,267000,254290,231173,160203,145639,72231,72231,9679,-35093,46817,98822
I,24F,1,백화점,100833,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,56700,56700,99000,99000,90000,62370,56700,19086,19086,2557,-5316,16327,40373
I,24F,1,백화점,100833,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,50973,50973,89000,89000,80909,56070,50973,24077,24077,3226,-11697,15606,35367
I,24F,1,백화점,100842,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,19200,19200,33000,33000,30000,21120,19200,6362,6362,852,-1772,5442,13758
I,24F,1,백화점,100842,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,103564,103564,178000,178000,161818,113920,103564,48154,48154,6452,-23395,31211,72353
I,24F,1,백화점,100844,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,94500,94500,165000,165000,150000,103950,94500,31810,31810,4262,-8860,27212,67288
I,24F,1,백화점,100844,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,97043,97043,178000,169440,154036,106747,97043,48154,48154,6452,-23395,31211,65832
I,24F,1,백화점,100857,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,46894,46894,89000,81880,74436,51583,46894,24077,24077,3226,-11697,15606,31288
I,24F,1,백화점,100860,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,97020,97020,178000,169400,154000,106722,97020,48154,48154,6452,-23395,31211,65809
I,24F,1,백화점,100861,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,19800,19800,33000,33000,30000,21780,19800,6362,6362,852,-1772,5442,14358
I,24F,1,백화점,100861,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,48696,48696,89000,81160,73781,53566,48696,24077,24077,3226,-11697,15606,33090
I,24F,1,백화점,100892,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,226800,226800,396000,396000,360000,249480,226800,76344,76344,10230,-21264,65310,161490
I,24F,1,백화점,100892,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,803368,803368,1424000,1402700,1275181,883705,803368,385232,385232,51621,-187166,249687,553681
I,24F,1,백화점,100892,L0100,Outer,L0100L0110,과시즌의류,L0100L0110L0110005,DJ,다운점퍼,941853,941853,3289000,1644500,1494999,1036038,941853,679613,679613,91068,-222143,548538,393315
I,24F,1,백화점,100960,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,392536,392536,712000,674680,613337,431790,392536,192616,192616,25810,-93583,124843,267693
I,24F,1,백화점,100960,L0100,Outer,L0100L0110,과시즌의류,L0100L0110L0110005,DJ,다운점퍼,-57891,-57891,-199000,-99500,-90455,-63680,-57891,-44653,-44653,-5983,16973,-33663,-24228
I,24F,1,백화점,100970,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,34134,34134,66000,59600,54181,37547,34134,12724,12724,1705,-3544,10885,23249
I,24F,1,백화점,100970,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,512969,512969,979000,895660,814236,564266,512969,264847,264847,35489,-128677,171659,341310
I,24F,1,백화점,104035,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,19500,19500,33000,33000,30000,21450,19500,6362,6362,852,-1772,5442,14058
I,24F,1,백화점,104035,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,157773,157773,267000,267000,242727,173550,157773,72231,72231,9679,-35093,46817,110956
I,24F,1,백화점,104036,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,37085,37085,66000,62760,57054,40794,37085,12724,12724,1705,-3544,10885,26200
I,24F,1,백화점,104036,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,244916,244916,445000,414480,376791,269408,244916,120385,120385,16131,-58489,78027,166889
I,24F,1,백화점,104037,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,37085,37085,66000,62760,57054,40794,37085,12724,12724,1705,-3544,10885,26200
I,24F,1,백화점,104037,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,302093,302093,534000,511230,464755,332302,302093,144462,144462,19357,-70187,93632,208461
I,24F,1,백화점,104154,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,132690,132690,178000,178000,161818,145959,132690,48154,48154,6452,-23395,31211,101479
I,24F,1,백화점,104356,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,404559,404559,712000,706370,642154,445015,404559,192616,192616,25810,-93583,124843,279716
I,24F,1,백화점,104356,L0100,Inner,L0100L0120,과시즌의류,L0100L0120L0120009,MT,맨투맨,16895,16895,59000,29500,26818,18585,16895,12863,12863,1723,-4656,9930,6965
I,24F,1,백화점,104822,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,68773,68773,89000,89000,80909,75650,68773,24077,24077,3226,-11697,15606,53167
I,24F,1,백화점,104841,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,39600,39600,66000,66000,60000,43560,39600,12724,12724,1705,-3544,10885,28715
I,24F,1,백화점,104841,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,251076,251076,445000,418460,380419,276184,251076,120385,120385,16131,-58489,78027,173049
I,24F,1,백화점,104842,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,56700,56700,99000,99000,90000,62370,56700,19086,19086,2557,-5316,16327,40373
I,24F,1,백화점,104842,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,254865,254865,445000,445000,404545,280352,254865,120385,120385,16131,-58489,78027,176838
I,24F,1,백화점,105539,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,196556,196556,356000,337830,307119,216212,196556,96308,96308,12905,-46791,62422,134134
I,24F,2,면세점,100850,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,97090,97090,178000,178000,161818,106799,97090,48154,48154,6452,-23395,31211,65879
I,24F,2,면세점,100879,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,54000,54000,99000,99000,90000,59400,54000,19086,19086,2557,-5316,16327,37673
I,24F,2,면세점,100883,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,36000,36000,66000,66000,60000,39600,36000,12724,12724,1705,-3544,10885,25115
I,24F,2,면세점,100887,A0100,Bag,A0100A0130,Bag,A0100A0130A0130008,CR,크로스백,162000,162000,297000,297000,270000,178200,162000,61356,61356,8221,-20046,49531,112469
I,24F,2,면세점,100887,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,72000,72000,132000,132000,120000,79200,72000,25448,25448,3410,-7088,21770,50230
I,24F,2,면세점,100947,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,18000,18000,33000,33000,30000,19800,18000,6362,6362,852,-1772,5442,12558
I,24F,2,면세점,100969,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,144000,144000,264000,264000,240000,158400,144000,50896,50896,6820,-14176,43540,100460
I,24F,2,면세점,100969,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,145635,145635,267000,267000,242727,160199,145635,72231,72231,9679,-35093,46817,98818
I,24F,3,직영점(가두),100868,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,150000,150000,165000,165000,150000,165000,150000,31810,31810,4262,-8860,27212,122788
I,24F,3,직영점(가두),100974,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,90000,90000,99000,99000,90000,99000,90000,19086,19086,2557,-5316,16327,73673
I,24F,4,자사몰,101376,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,254119,254119,363000,279530,254119,279531,254119,69982,69982,9377,-19492,59867,194252
I,24F,4,자사몰,101376,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,5010403,5010403,6319000,5511430,5010403,5511443,5010403,1709467,1709467,229068,-830551,1107984,3902419
I,24F,5,제휴몰,103403,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,600000,600000,660000,660000,600000,660000,600000,127240,127240,17050,-35440,108850,491150
I,24F,5,제휴몰,103403,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,9547262,9547262,10502000,10502000,9547262,10501988,9547262,2841086,2841086,380705,-1380353,1841438,7705824
I,24F,5,제휴몰,103631,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,2190000,2190000,2409000,2409000,2190000,2409000,2190000,464426,464426,62233,-129356,397303,1792697
I,24F,5,제휴몰,104419,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,120000,120000,132000,132000,120000,132000,120000,25448,25448,3410,-7088,21770,98230
I,24F,5,제휴몰,104419,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,161818,161818,178000,178000,161818,178000,161818,48154,48154,6452,-23395,31211,130607
I,24F,5,제휴몰,104627,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,120000,120000,132000,132000,120000,132000,120000,25448,25448,3410,-7088,21770,98230
