브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,3388700,3105150,2822821,1796867,846668,950199
I,1.0,백화점,Acc_etc,머플러(스카프),MF,697000,602800,547998,345238,136779,208459
I,1.0,백화점,Acc_etc,양말,SO,10459000,9975370,9068342,5785774,2460981,3324793
I,1.0,백화점,Acc_etc,장갑,GL,1289000,1213190,1102907,697614,324136,373478
I,1.0,백화점,Bag,가방,BG,2046000,1931320,1755726,1116997,515169,601828
I,1.0,백화점,Bag,백팩,BK,713453000,595167770,541062272,344952966,163270669,181682297
I,1.0,백화점,Bag,보조가방,UB,11956000,10788440,9807693,6277918,2966872,3311046
I,1.0,백화점,Bag,슬링백,SG,1343000,1224500,1113180,705111,294593,410518
I,1.0,백화점,Bag,크로스백,CR,1243071000,1222267520,1111152314,703648649,315306654,388341995
I,1.0,백화점,Bag,힙색,HS,531000,483800,439816,280999,104331,176668
I,1.0,백화점,Headwear,방한모,WM,6301000,5645480,5132258,3275390,1225063,2050327
I,1.0,백화점,Headwear,비니,BN,15598000,14564730,13240611,8439647,2900895,5538752
I,1.0,백화점,Headwear,와이어캡,WR,1764000,1639070,1490055,968443,337027,631416
I,1.0,백화점,Headwear,운동모,CP,159567000,150453930,136775917,87399063,33685057,53714006
I,1.0,백화점,Headwear,햇,HT,3361000,3018270,2743909,1751064,667431,1083633
I,1.0,백화점,Shoes,런닝화,RN,236022000,204299810,185727033,118657135,58002353,60654782
I,1.0,백화점,Shoes,방한화,WB,8746000,7366650,6696938,4219130,2125869,2093261
I,1.0,백화점,Shoes,스니커즈,SX,42352000,38144340,34676645,22089786,9323701,12766085
I,1.0,백화점,Shoes,신발,SH,177213000,166457500,151325144,96710790,40676713,56034077
I,1.0,백화점,과시즌의류,맨투맨,MT,64723000,32361300,29419346,20281842,16652155,3629687
I,1.0,백화점,과시즌의류,맨투맨셋트,S2,147798000,73898550,67180428,46614793,39810624,6804169
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,1716000,1629200,1481108,937748,403689,534059
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,69000,62100,56454,35566,17549,18017
I,1.0,백화점,과시즌의류,베이비,BV,5310000,5142280,4674786,2971550,1600742,1370808
I,1.0,백화점,과시즌의류,점퍼,JP,16468000,8233940,7485398,5282102,4648438,633664
I,1.0,백화점,당시즌의류,다운베스트,DV,8546000,7802300,7092997,4510307,2326299,2184008
I,1.0,백화점,당시즌의류,다운점퍼,DJ,123910000,108353660,98503284,62841803,31600641,31241162
I,1.0,백화점,당시즌의류,레깅스,LG,395000,347600,315999,201234,112479,88755
I,1.0,백화점,당시즌의류,맨투맨,MT,25757000,22807270,20733852,13158708,7043827,6114881
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,38141000,34177370,31070337,19774206,10408095,9366111
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,480000,408600,371455,234015,128750,105265
I,1.0,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,278000,278000,252728,159218,74421,84797
I,1.0,백화점,당시즌의류,방풍자켓,WJ,139000,125100,113727,71648,35811,35837
I,1.0,백화점,당시즌의류,스커트,SK,89000,80100,72818,45875,24915,20960
I,1.0,백화점,당시즌의류,우븐팬츠,WP,10416000,8956210,8141984,5157621,2727809,2429812
I,1.0,백화점,당시즌의류,점퍼,JP,3896000,3372650,3066045,1933804,982133,951671
I,1.0,백화점,당시즌의류,진바지,DP,5601000,4926230,4478392,2845242,1372958,1472284
I,1.0,백화점,당시즌의류,패딩,PD,4134000,3904490,3549529,2255744,1179390,1076354
I,1.0,백화점,당시즌의류,팬츠,PT,8603000,7609830,6917988,4408325,2249405,2158920
I,1.0,백화점,당시즌의류,폴라폴리스점퍼,FD,1807000,1570700,1427909,907162,504127,403035
I,1.0,백화점,당시즌의류,폴로 티셔츠,PQ,89000,89000,80909,50973,24658,26315
I,1.0,백화점,당시즌의류,후드티,HD,3783000,3371780,3065253,1933530,1028042,905488
