브랜드,유통채널,채널명,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익,지급수수료_중간관리수수료,지급수수료_중간관리수수료(직영),지급수수료_판매사원도급비(직영),지급수수료_판매사원도급비(면세),지급수수료_물류용역비,지급수수료_물류운송비,지급수수료_이천보관료,지급수수료_카드수수료,지급수수료_온라인위탁판매수수료,지급수수료_로열티,지급임차료_매장(변동),지급임차료_매장(고정),지급임차료_관리비,감가상각비_임차시설물,직접비 합계,직접이익
I,1.0,백화점,2315867400.0,2131595300.0,1937813777.0,1230781593.0,583752189.0,647029404.0,267811364.0,0.0,0.0,0.0,51743390.0,11223381.0,51015785.0,0.0,0.0,73846896.0,0.0,0.0,0.0,37798000.0,493438816,153590588
I,2.0,면세점,722094400.0,721058470.0,655507096.0,393302741.0,176930313.0,216372428.0,0.0,0.0,0.0,104694839.0,17503603.0,3797072.0,17257179.0,0.0,0.0,23598164.0,0.0,1275000.0,0.0,2296000.0,170421857,45950571
I,3.0,직영점(가두),71911400.0,71720000.0,65199966.0,65199966.0,17600667.0,47599299.0,0.0,0.0,6752264.0,0.0,1740680.0,377412.0,1716578.0,0.0,0.0,2542799.0,5618264.0,0.0,0.0,1069000.0,19816997,27782302
I,4.0,자사몰,133194900.0,113212640.0,102966959.0,102966959.0,32097248.0,70869711.0,0.0,0.0,0.0,0.0,2749550.0,596212.0,2710688.0,0.0,0.0,4015711.0,0.0,0.0,0.0,0.0,10072161,60797550
I,5.0,제휴몰,378558300.0,358362600.0,325783989.0,325783989.0,91849585.0,233934404.0,0.0,0.0,0.0,0.0,8698978.0,1886728.0,8576783.0,0.0,95719399.0,12705576.0,0.0,0.0,0.0,0.0,127587464,106346940
I,6.0,대리점,262730700.0,247451630.0,224956004.0,144548417.0,63782240.0,80766177.0,0.0,0.0,0.0,0.0,6006640.0,1302900.0,5922429.0,0.0,0.0,8672905.0,0.0,0.0,0.0,0.0,21904874,58861303
I,8.0,사입,3222787000.0,594877980.0,540797933.0,540797933.0,852961904.0,-312163971.0,0.0,0.0,0.0,0.0,14439971.0,3132310.0,14237556.0,0.0,0.0,32447876.0,0.0,0.0,0.0,0.0,64257713,-376421684
I,11.0,직영몰,213523600.0,197332690.0,179393174.0,179393174.0,50885788.0,128507386.0,0.0,17759507.0,0.0,0.0,4790215.0,1038812.0,4722630.0,2128521.0,0.0,6996334.0,42288812.0,0.0,5625019.0,6001000.0,91350850,37156536
I,99.0,기타,19082700.0,6252570.0,5684118.0,5684118.0,4782568.0,901550.0,0.0,0.0,0.0,0.0,151773.0,32922.0,0.0,0.0,0.0,341047.0,0.0,0.0,0.0,0.0,525742,375808
M,1.0,RF,679688200.0,555485480.0,504986640.0,321056550.0,117764049.0,203292501.0,51538089.0,0.0,0.0,0.0,10272853.0,3667146.0,11520882.0,0.0,0.0,22473959.0,0.0,289113.0,0.0,9536695.0,109298737,93993764
