브랜드,대분류,중분류,아이템코드,아이템명(한글),발주(TAG),전년비(발주),주간판매매출(TAG),전년비(주간),누적판매매출(TAG),전년비(누적),누적판매율당년,누적판매율차이,전년마감판매율,누적판매TAG가,누적입고TAG가,전년누적판매TAG가,전년누적입고TAG가,전년마감누적판매TAG가,전년마감누적입고TAG가
I,의류,Outer,DV,다운베스트,1922179000,0.8615,923000,0.1576,355159000,0.9123,0.3898,-0.0445,0.4637,355159000,911095000,389308000,896402000,415677000,896402000
I,의류,Outer,FD,폴라폴리스점퍼,250339000,0.1683,1529000,0.3091,62550000,0.2444,0.2941,-0.0418,0.3528,62550000,212670000,255981075,762119000,268875075,762119000
I,의류,Outer,JP,점퍼,2067551000,0.3929,4105000,6.0635,605143000,0.6134,0.3718,0.0927,0.2833,605143000,1627662000,986505675,3534413000,1001137675,3534413000
I,의류,Outer,KC,니트가디건,719220000,0.5828,0,0.0000,51286000,0.3128,0.1399,-0.0939,0.2376,51286000,366660000,163959000,701248000,166603000,701248000
I,의류,Outer,PD,패딩,381600000,,2226000,,145326000,,0.3788,,,145326000,383667000,0,0,0,0
I,의류,Outer,WJ,방풍자켓,2672101000,2.2362,139000,1.1681,129548000,0.6420,0.3338,0.0617,0.2760,129548000,388088000,201777000,741412000,204597000,741412000
I,의류,Wear_etc,S1,반팔티 & 스웨트팬츠,1249379000,0.6166,417000,0.0727,393115000,0.8588,0.3837,0.0112,0.3929,393115000,1024457000,457733000,1228643000,482730000,1228643000
I,의류,Wear_etc,S2,맨투맨셋트,7788432000,0.9688,39556000,0.6949,3007634000,1.1048,0.4554,0.0214,0.4665,3007634000,6604832000,2722319906,6273029000,2926648906,6273029000
M,의류,Bottom,DP,진바지,6927490000,1.2288,2854000,0.3303,258284000,0.7318,0.3759,0.0140,0.3929,258284000,687081000,352963000,975311000,383230000,975311000
M,의류,Bottom,DS,진스커트,1436642000,0.6021,1510000,2.6215,102103000,0.7851,0.2662,-0.2742,0.5410,102103000,383531000,130055267,240663000,130204267,240663000
M,의류,Bottom,LG,레깅스,92649000,0.0996,0,0.0000,0,0.0000,,,0.2577,0,0,28797000,121600000,31338000,121600000
M,의류,Bottom,PT,팬츠,40895898000,0.9721,74015000,1.4143,3310542000,0.9635,0.5165,-0.0560,0.5986,3310542000,6409017000,3435966030,6001489000,3592357030,6001489000
M,의류,Bottom,SK,스커트,2605312000,0.7497,387000,0.1529,166373000,0.8674,0.3934,0.0164,0.3906,166373000,422907000,191806599,508799000,198726599,508799000
M,의류,Bottom,SM,우븐반바지,1505491000,,0,,0,,,,,0,0,0,0,0,0
M,의류,Bottom,SP,반바지,1373265000,1.1542,0,,0,,,,,0,0,0,0,0,0
M,의류,Bottom,WP,우븐팬츠,37058473000,1.8295,22356000,1.7144,1825177000,1.5236,0.4747,0.0028,0.4908,1825177000,3844922000,1197948575,2538420000,1245768575,2538420000
M,의류,Inner,DD,데님원피스,0,0.0000,0,0.0000,0,0.0000,,,0.2023,0,0,19453000,104182000,21075000,104182000
M,의류,Inner,DR,데님셔츠,9840059000,0.5365,189000,0.0782,79002000,0.3186,0.1900,-0.1960,0.4045,79002000,415800000,247957000,642445000,259862000,642445000
M,의류,Inner,HD,후드티,21826472000,0.8587,25657000,0.9450,1692267000,0.7601,0.4629,-0.0447,0.5233,1692267000,3656024000,2226373666,4385963000,2294989540,4385963000
M,의류,Inner,KP,니트풀오버,9758594000,1.1991,3909000,0.4369,647702000,0.8606,0.4779,-0.0687,0.5610,647702000,1355334000,752647000,1376937000,772482000,1376937000
M,의류,Inner,MT,맨투맨,52568038000,0.6848,24015000,0.4115,3334208000,0.7355,0.5478,0.0538,0.5140,3334208000,6086548000,4533423145,9177169000,4717176145,9177169000
M,의류,Inner,OP,원피스,270900000,0.2343,129000,0.1181,82947000,1.0768,0.3303,0.2536,0.0812,82947000,251163000,77028000,1004723000,81594000,1004723000
M,의류,Inner,TO,TOP,183848000,,0,,0,,,,,0,0,0,0,0,0
M,의류,Inner,TR,트레이닝(상의),16175419000,0.7324,9850000,0.5015,1661983000,0.9916,0.6948,0.2717,0.4365,1661983000,2392131000,1676145797,3961775000,1729283797,3961775000
M,의류,Inner,TS,반팔카라티셔츠,44005259000,1.5526,14876000,3.9968,2017360000,2.2943,0.5827,-0.0768,0.6715,2017360000,3462190000,879283026,1333302000,895283026,1333302000
M,의류,Inner,WS,우븐셔츠,2434707000,1.2968,1859000,1.0859,130468000,1.9021,0.7018,0.3663,0.3709,130468000,185900000,68592000,204432000,75817000,204432000
M,의류,Outer,DJ,다운점퍼,328317754000,1.2526,700278000,1.0008,20841204000,0.8768,0.4449,-0.1783,0.6520,20841204000,46842438000,23770087585,38141955000,24867949585,38141955000
M,의류,Outer,DK,진자켓,2481071000,0.3505,0,0.0000,44022000,1.0191,0.2815,0.1445,0.1564,44022000,156400000,43197470,315475000,49325470,315475000
M,의류,Outer,DV,다운베스트,21108946000,0.8827,29746000,0.9946,868846000,0.6379,0.3535,-0.1175,0.5059,868846000,2457563000,1362146000,2891583000,1462920000,2891583000
M,의류,Outer,FD,폴라폴리스점퍼,2902405000,0.5370,4520000,1.2336,286046000,1.6724,0.5652,0.3536,0.2343,286046000,506105000,171036000,808191000,189376000,808191000
M,의류,Outer,JK,방수자켓,247572000,0.8151,0,,0,,,,,0,0,0,0,0,0
M,의류,Outer,JP,점퍼,14172444000,0.8446,-440000,-0.0179,1444389000,0.7174,0.4980,0.0851,0.4143,1444389000,2900135000,2013256634,4875182000,2019774634,4875182000
M,의류,Outer,KC,니트가디건,11491431000,0.6868,-986000,-0.0808,847689000,0.7195,0.6607,0.1716,0.5060,847689000,1282979000,1178215725,2408962000,1219053686,2408962000
M,의류,Outer,PD,패딩,2015074000,1.9674,25671000,4.5084,909430000,3.1436,0.4542,0.0541,0.4528,909430000,2002338000,289299000,723138000,327405000,723138000
M,의류,Outer,WJ,방풍자켓,50198139000,1.1724,110000,0.0422,1223441000,1.0261,0.4521,-0.0052,0.4573,1223441000,2706225000,1192357763,2607315000,1192288763,2607315000
ST,의류,Bottom,LG,레깅스,6930000,0.0840,0,0.0000,495000,0.0433,0.0714,-0.0656,0.1473,495000,6930000,11436000,83474000,12296000,83474000
ST,의류,Bottom,PT,팬츠,234595000,0.1795,1804000,0.2594,76215000,0.3275,0.3274,0.1468,0.2033,76215000,232777000,232716000,1288659000,261978000,1288659000
ST,의류,Bottom,SK,스커트,640002000,0.7793,4251000,0.7726,344917000,1.0358,0.5456,0.1305,0.4458,344917000,632217000,332999000,802253000,357660000,802253000
ST,의류,Bottom,SP,반바지,138634000,8.6538,327000,0.9185,62470000,5.7066,0.4462,-0.2449,0.7247,62470000,140020000,10947000,15842000,11481000,15842000
ST,의류,Inner,HD,후드티,58855000,0.3397,149000,0.0968,7450000,0.1843,0.1263,-0.1021,0.2501,7450000,59004000,40434000,177025000,44269000,177025000
ST,의류,Inner,KP,니트풀오버,341415000,0.9833,1730000,0.7007,96390000,1.5841,0.2786,0.0972,0.2043,96390000,345949000,60849000,335387000,68535000,335387000
ST,의류,Inner,KU,니트반팔티셔츠,175695000,,318000,,20670000,,0.1170,,,20670000,176649000,0,0,0,0
ST,의류,Inner,KV,니트베스트,77840000,,139000,,24186000,,0.3058,,,24186000,79091000,0,0,0,0
ST,의류,Inner,MT,맨투맨,1051135000,0.6952,7966000,1.1445,258459000,0.6572,0.2434,-0.0232,0.2866,258459000,1061692000,393284000,1474896000,422769000,1474896000
ST,의류,Inner,OP,원피스,65330000,1.2627,0,,6394000,0.6694,0.0947,-0.0879,0.2129,6394000,67554000,9552000,52337000,11144000,52337000
ST,의류,Inner,PQ,폴로 티셔츠,1015895000,2.2372,1608000,0.7462,293541000,2.6691,0.2861,0.0445,0.2568,293541000,1026162000,109977000,455352000,116946000,455352000
ST,의류,Inner,RL,긴팔티셔츠,76230000,0.3674,396000,0.2633,15147000,0.2988,0.1962,-0.0557,0.2750,15147000,77220000,50691000,201274000,55354000,201274000
ST,의류,Inner,RS,반팔티셔츠,76240000,1.7264,117000,1.6957,55165000,3.3452,0.7309,0.3592,0.4012,55165000,75477000,16491000,44367000,17802000,44367000
ST,의류,Inner,TR,트레이닝(상의),143995000,0.1996,1849000,0.6418,42361000,0.3361,0.3082,0.1203,0.2105,42361000,137452000,126030000,670647000,141179000,670647000
ST,의류,Inner,WT,윈드티셔츠,44520000,,159000,,9222000,,0.2035,,,9222000,45315000,0,0,0,0
ST,의류,Outer,DJ,다운점퍼,274590000,0.1462,3769000,0.4373,101945000,0.3954,0.3600,0.2222,0.1536,101945000,283144000,257849000,1870272000,287271000,1870272000
ST,의류,Outer,DV,다운베스트,0,0.0000,0,0.0000,0,0.0000,,,0.1538,0,0,10878000,77441000,11914000,77441000
ST,의류,Outer,KC,니트가디건,321760000,0.6495,935000,0.3607,77990000,0.6321,0.2429,-0.0117,0.2803,77990000,321063000,123389000,484683000,135868000,484683000
ST,의류,Outer,PD,패딩,54780000,0.2439,0,0.0000,5976000,0.1507,0.1086,-0.0694,0.2016,5976000,55029000,39664000,222789000,44921000,222789000
ST,의류,Outer,WJ,방풍자켓,543420000,0.8499,299000,0.2347,40062000,0.3364,0.0719,-0.1215,0.2044,40062000,557024000,119093000,615709000,125843000,615709000
ST,의류,Wear_etc,BR,브라,0,0.0000,0,,0,0.0000,,,0.0989,0,0,3560000,38715000,3827000,38715000
V,의류,Bottom,LG,레깅스,0,0.0000,0,,0,0.0000,,,0.1019,0,0,1440000,18840000,1920000,18840000
V,의류,Bottom,PT,팬츠,1708400000,0.5786,21160000,3.0315,467620000,2.9135,0.2677,0.0967,0.2087,467620000,1746910000,160500000,938550000,195920000,938550000
V,의류,Bottom,SK,스커트,99000000,,0,,26400000,,0.2597,,,26400000,101640000,0,0,0,0
V,의류,Bottom,SP,반바지,91000000,0.7496,450000,0.5233,27890000,1.6001,0.3121,0.1656,0.1909,27890000,89350000,17430000,118950000,22710000,118950000
V,의류,Inner,HD,후드티,542000000,1.4427,3650000,2.2121,113500000,3.2549,0.2060,0.0488,0.2209,113500000,550860000,34870000,221820000,49000000,221820000
V,의류,Inner,KP,니트풀오버,968900000,2.7604,7590000,3.4500,150230000,1.8245,0.1567,-0.0944,0.3005,150230000,958840000,82340000,327990000,98570000,327990000
V,의류,Inner,KV,니트베스트,98000000,,490000,,14700000,,0.1500,,,14700000,98000000,0,0,0,0
V,의류,Inner,MT,맨투맨,251600000,0.4543,800000,0.3670,35070000,1.2027,0.1388,0.0398,0.1436,35070000,252630000,29160000,294440000,42280000,294440000
V,의류,Inner,OP,원피스,63000000,0.7143,0,,13860000,0.2668,0.2095,-0.4571,0.6918,13860000,66150000,51940000,77910000,53900000,77910000
V,의류,Inner,RL,긴팔티셔츠,109500000,,590000,,14810000,,0.1148,,,14810000,129060000,0,0,0,0
V,의류,Inner,RS,반팔티셔츠,64000000,0.1024,0,0.0000,17040000,0.2410,0.2543,0.1136,0.1536,17040000,67020000,70700000,502480000,77200000,502480000
V,의류,Inner,TS,반팔카라티셔츠,44200000,,0,,0,,,,,0,0,0,0,0,0
V,의류,Inner,WS,우븐셔츠,78400000,1.6970,0,,4410000,13.3636,0.0556,0.0484,0.0286,4410000,79380000,330000,46200000,1320000,46200000
V,의류,Inner,ZT,집업티,72500000,0.1420,580000,0.2685,24360000,1.0318,0.3373,0.2450,0.1365,24360000,72210000,23610000,255690000,34890000,255690000
V,의류,Outer,DH,반팔다운,2153600000,4.0254,19220000,4.4083,990450000,2.3622,0.4601,-0.3451,0.8400,990450000,2152650000,419290000,520730000,437420000,520730000
V,의류,Outer,DJ,다운점퍼,22134550000,0.5737,477070000,1.3005,12017480000,1.9616,0.5742,0.1517,0.5199,12017480000,20927460000,6126350000,14499260000,7538400000,14499260000
V,의류,Outer,DV,다운베스트,331750000,0.1463,1970000,0.1195,73470000,0.6393,0.2179,0.0832,0.1919,73470000,337170000,114920000,853360000,163760000,853360000
V,의류,Outer,JK,방수자켓,158000000,0.0480,0,0.0000,2370000,0.0542,0.0149,-0.0266,0.0574,2370000,158790000,43690000,1050970000,60360000,1050970000
V,의류,Outer,KC,니트가디건,331500000,,390000,,42120000,,0.1271,,,42120000,331500000,0,0,0,0
V,의류,Outer,PD,패딩,0,0.0000,0,,0,,,,,0,0,0,0,0,0
V,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3135,0,0,125240000,463710000,145370000,463710000
V,의류,Outer,VT,베스트,249500000,,1060000,,69990000,,0.2721,,,69990000,257250000,0,0,0,0
V,의류,Outer,WJ,방풍자켓,2776270000,1.9688,690000,0.0758,355610000,1.1554,0.1343,-0.2189,0.4431,355610000,2647590000,307770000,871230000,386050000,871230000
W,의류,Bottom,DP,진바지,46640000,,0,,0,,,,,0,0,0,0,0,0
W,의류,Bottom,PT,팬츠,29766000,0.0634,0,0.0000,0,0.0000,,,0.3191,0,0,34103971,120998000,38614971,120998000
W,의류,Bottom,SK,스커트,34168000,0.5094,0,,0,0.0000,,,0.2325,0,0,8127000,34959000,8127000,34959000
W,의류,Bottom,WP,우븐팬츠,132802000,0.1132,0,0.0000,0,0.0000,,,0.1644,0,0,49592479,315631000,51887479,315631000
W,의류,Inner,HD,후드티,115777000,0.1154,0,0.0000,0,0.0000,,,0.3269,0,0,76853567,253894000,82993567,253894000
W,의류,Inner,MT,맨투맨,238336000,0.2464,0,0.0000,0,0.0000,,,0.3589,0,0,86959625,261308000,93789625,261308000
W,의류,Inner,RL,긴팔티셔츠,153266000,0.2389,0,0.0000,0,0.0000,,,0.3731,0,0,76459365,214599000,80063365,214599000
W,의류,Inner,RS,반팔티셔츠,308267000,0.5222,49000,0.0454,23903000,0.0891,0.8396,0.2873,0.5664,23903000,28468000,268264399,485660000,275058399,485660000
W,의류,Outer,DJ,다운점퍼,664052000,0.1259,0,0.0000,0,0.0000,,,0.2839,0,0,286464231,1105936000,314020231,1105936000
W,의류,Outer,DV,다운베스트,0,0.0000,0,0.0000,0,0.0000,,,0.4878,0,0,20586000,44895000,21900000,44895000
W,의류,Outer,PD,패딩,0,0.0000,0,,0,0.0000,,,0.1957,0,0,4144000,23828000,4662000,23828000
W,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3168,0,0,35073260,119341000,37809260,119341000
W,의류,Outer,WJ,방풍자켓,122398000,0.0525,0,0.0000,0,0.0000,,,0.1645,0,0,74819143,472479000,77717143,472479000
X,의류,Bottom,LG,레깅스,514908000,0.3799,1898000,1.2261,40647000,0.4621,0.0918,-0.0784,0.1906,40647000,442997000,87963000,517073000,98544000,517073000
X,의류,Bottom,PT,팬츠,13686060000,1.6634,105363000,1.4716,2791034000,0.9761,0.3919,0.0083,0.4167,2791034000,7121553000,2859257000,7453011000,3105735000,7453011000
X,의류,Bottom,SK,스커트,1696183000,3.4309,5005000,1.2700,180463000,1.2798,0.1929,-0.1474,0.3467,180463000,935508000,141005000,414323000,143665000,414323000
X,의류,Bottom,SP,반바지,0,0.0000,0,0.0000,0,0.0000,,,0.1869,0,0,16132000,96792000,18094000,96792000
X,의류,Bottom,TP,트레이닝(하의),12975059000,0.9667,124243000,0.8361,4390720000,0.8210,0.3695,-0.0275,0.4323,4390720000,11883762000,5347885000,13470441000,5822724000,13470441000
X,의류,Inner,HD,후드티,6389072000,1.5823,103181000,1.9513,1921518000,0.9538,0.3857,-0.1176,0.5458,1921518000,4981624000,2014646000,4002608000,2184476000,4002608000
X,의류,Inner,MT,맨투맨,9431513000,1.0457,187888000,1.4286,3600230000,0.6939,0.4667,-0.1051,0.6198,3600230000,7713488000,5188270000,9072873000,5623329000,9072873000
X,의류,Inner,OP,원피스,510267000,0.8163,1003000,1.5770,86473000,0.5106,0.1765,-0.1090,0.2958,86473000,489863000,169353000,593049000,175419000,593049000
X,의류,Inner,RL,긴팔티셔츠,8475003000,6.6710,26966000,3.1691,1518913000,2.0299,0.3822,-0.2748,0.6729,1518913000,3973720000,748284000,1138944000,766447000,1138944000
X,의류,Inner,RS,반팔티셔츠,217100000,11.0765,1003000,,67850000,,0.4482,,,67850000,151394000,0,0,0,0
X,의류,Inner,TL,긴팔카라티셔츠,1213150000,1.0214,9934000,1.3616,557788000,0.9164,0.5177,-0.0290,0.5704,557788000,1077483000,608695000,1113493000,635127000,1113493000
X,의류,Inner,TR,트레이닝(상의),15013860000,1.0147,79618000,0.7282,4571092000,0.8040,0.3430,-0.0459,0.4168,4571092000,13327526000,5685140000,14619577000,6093722000,14619577000
X,의류,Inner,ZT,집업티,4804720000,71.8764,44207000,187.3178,859083000,53.9286,0.2849,0.0149,0.2790,859083000,3015499000,15930000,59000000,16461000,59000000
X,의류,Outer,DJ,다운점퍼,260306851000,1.1638,5191474000,1.1583,96231535000,0.9107,0.4273,-0.0526,0.5542,96231535000,225200113000,105665520000,220194011000,122039692000,220192631000
X,의류,Outer,DV,다운베스트,9362012000,1.3534,99709000,0.8324,3411775000,0.7022,0.4208,-0.2914,0.7869,3411775000,8107911000,4858482000,6821564000,5368016000,6821564000
X,의류,Outer,JP,점퍼,9336564000,,58033000,,303199000,,0.0746,,,303199000,4064929000,0,0,0,0
X,의류,Outer,PD,패딩,5357180000,,28635000,,822663000,,0.2615,,,822663000,3146291000,0,0,0,0
X,의류,Outer,SS,소프트쉘,12131900000,1.3502,155350000,1.9874,4875787000,1.4122,0.4949,0.1052,0.4333,4875787000,9852765000,3452616000,8861230000,3839593000,8861230000
X,의류,Outer,WJ,방풍자켓,17535633000,1.4149,105125000,4.7435,3591368000,0.7708,0.3137,-0.0792,0.4047,3591368000,11447170000,4659227000,11856591000,4797772000,11856591000
X,의류,Wear_etc,AZ,상하의 세트,1126700000,3.0118,4924000,1.0906,343543000,2.1616,0.3086,-0.1105,0.4891,343543000,1113301000,158928000,379260000,185502000,379260000
