브랜드,대분류,중분류,아이템코드,아이템명(한글),발주(TAG),전년비(발주),주간판매매출(TAG),전년비(주간),누적판매매출(TAG),전년비(누적),누적판매율당년,누적판매율차이,전년마감판매율,누적판매TAG가,누적입고TAG가,전년누적판매TAG가,전년누적입고TAG가,전년마감누적판매TAG가,전년마감누적입고TAG가
V,의류,Inner,HD,후드티,542000000,1.4427,6950000,3.7978,109850000,3.3067,0.1994,0.0497,0.2209,109850000,550860000,33220000,221820000,49000000,221820000
V,의류,Inner,KP,니트풀오버,968900000,2.7604,6540000,1.8066,142640000,1.7799,0.1488,-0.0956,0.3005,142640000,958840000,80140000,327990000,98570000,327990000
V,의류,Inner,KV,니트베스트,98000000,,490000,,14210000,,0.1450,,,14210000,98000000,0,0,0,0
V,의류,Inner,MT,맨투맨,251600000,0.4543,890000,0.6953,34270000,1.2702,0.1357,0.0440,0.1436,34270000,252630000,26980000,294440000,42280000,294440000
V,의류,Inner,OP,원피스,63000000,0.7143,0,0.0000,13860000,0.2668,0.2095,-0.4571,0.6918,13860000,66150000,51940000,77910000,53900000,77910000
V,의류,Inner,RL,긴팔티셔츠,109500000,,380000,,14220000,,0.1102,,,14220000,129060000,0,0,0,0
V,의류,Inner,RS,반팔티셔츠,64000000,0.1024,0,0.0000,17040000,0.2445,0.2543,0.1156,0.1536,17040000,67020000,69690000,502480000,77200000,502480000
V,의류,Inner,TS,반팔카라티셔츠,44200000,,0,,0,,,,,0,0,0,0,0,0
V,의류,Inner,WS,우븐셔츠,78400000,1.6970,0,,4410000,13.3636,0.0556,0.0484,0.0286,4410000,79380000,330000,46200000,1320000,46200000
V,의류,Inner,ZT,집업티,72500000,0.1420,1450000,5.1786,23780000,1.1086,0.3293,0.2454,0.1365,23780000,72210000,21450000,255690000,34890000,255690000
V,의류,Outer,DH,반팔다운,2153600000,4.0254,19910000,3.0916,971230000,2.3407,0.4512,-0.3456,0.8400,971230000,2152650000,414930000,520730000,437420000,520730000
V,의류,Outer,DJ,다운점퍼,22134550000,0.5737,591390000,1.4594,11540410000,2.0037,0.5522,0.1549,0.5199,11540410000,20898270000,5759500000,14495390000,7538400000,14499260000
V,의류,Outer,DV,다운베스트,331750000,0.1463,3650000,1.9519,71500000,0.7263,0.2121,0.0967,0.1919,71500000,337170000,98440000,853360000,163760000,853360000
V,의류,Outer,JK,방수자켓,158000000,0.0480,0,0.0000,2370000,0.0560,0.0149,-0.0253,0.0574,2370000,158790000,42310000,1050970000,60360000,1050970000
V,의류,Outer,KC,니트가디건,331500000,,2730000,,41730000,,0.1259,,,41730000,331500000,0,0,0,0
V,의류,Outer,PD,패딩,0,0.0000,0,,0,,,,,0,0,0,0,0,0
V,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3135,0,0,121260000,463710000,145370000,463710000
V,의류,Outer,VT,베스트,249500000,,1590000,,68930000,,0.2679,,,68930000,257250000,0,0,0,0
V,의류,Outer,WJ,방풍자켓,2776270000,1.9688,0,0.0000,354920000,1.1883,0.1341,-0.2088,0.4431,354920000,2647590000,298670000,871230000,386050000,871230000
W,의류,Bottom,DP,진바지,46640000,,0,,0,,,,,0,0,0,0,0,0
W,의류,Bottom,PT,팬츠,29766000,0.0634,0,0.0000,0,0.0000,,,0.3191,0,0,32477971,120998000,38614971,120998000
W,의류,Bottom,SK,스커트,34168000,0.5094,0,,0,0.0000,,,0.2325,0,0,8127000,34959000,8127000,34959000
W,의류,Bottom,WP,우븐팬츠,132802000,0.1132,0,0.0000,0,0.0000,,,0.1644,0,0,49016479,315631000,51887479,315631000
W,의류,Inner,HD,후드티,115777000,0.1154,0,0.0000,0,0.0000,,,0.3269,0,0,75743567,253894000,82993567,253894000
W,의류,Inner,MT,맨투맨,238336000,0.2464,0,0.0000,0,0.0000,,,0.3589,0,0,84483625,261308000,93789625,261308000
W,의류,Inner,RL,긴팔티셔츠,153266000,0.2389,0,0.0000,0,0.0000,,,0.3731,0,0,75186365,214599000,80063365,214599000
W,의류,Inner,RS,반팔티셔츠,308267000,0.5222,-49000,-0.0580,23854000,0.0893,0.8379,0.2878,0.5664,23854000,28468000,267184399,485660000,275058399,485660000
W,의류,Outer,DJ,다운점퍼,664052000,0.1259,0,0.0000,0,0.0000,,,0.2839,0,0,272447231,1105936000,314020231,1105936000
W,의류,Outer,DV,다운베스트,0,0.0000,0,0.0000,0,0.0000,,,0.4878,0,0,20367000,44895000,21900000,44895000
W,의류,Outer,PD,패딩,0,0.0000,0,0.0000,0,0.0000,,,0.1957,0,0,4144000,23828000,4662000,23828000
W,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3168,0,0,34884260,119341000,37809260,119341000
W,의류,Outer,WJ,방풍자켓,122398000,0.0525,0,,0,0.0000,,,0.1645,0,0,74241143,472479000,77717143,472479000
X,의류,Bottom,LG,레깅스,514908000,0.3799,2539000,0.6950,38749000,0.4484,0.0875,-0.0797,0.1906,38749000,442997000,86415000,517073000,98544000,517073000
X,의류,Bottom,PT,팬츠,13686060000,1.6634,113978000,1.5312,2685671000,0.9634,0.3771,0.0031,0.4167,2685671000,7121553000,2787659000,7453011000,3105735000,7453011000
X,의류,Bottom,SK,스커트,1696183000,3.4309,5065000,1.8829,175458000,1.2801,0.1876,-0.1433,0.3467,175458000,935508000,137064000,414323000,143665000,414323000
X,의류,Bottom,SP,반바지,0,0.0000,0,0.0000,0,0.0000,,,0.1869,0,0,15805000,96792000,18094000,96792000
X,의류,Bottom,TP,트레이닝(하의),12975059000,0.9667,134595000,0.8549,4266477000,0.8206,0.3590,-0.0270,0.4323,4266477000,11883762000,5199278000,13470441000,5822724000,13470441000
X,의류,Inner,HD,후드티,6389072000,1.5823,89111000,1.9146,1818337000,0.9269,0.3650,-0.1251,0.5458,1818337000,4981624000,1961768000,4002608000,2184476000,4002608000
X,의류,Inner,MT,맨투맨,9431513000,1.0457,170008000,1.0957,3412342000,0.6748,0.4424,-0.1150,0.6198,3412342000,7713488000,5056754000,9072873000,5623329000,9072873000
X,의류,Inner,OP,원피스,510267000,0.8163,1519000,2.6372,85470000,0.5066,0.1745,-0.1100,0.2958,85470000,489863000,168717000,593049000,175419000,593049000
X,의류,Inner,RL,긴팔티셔츠,8475003000,6.6710,32730000,3.4398,1491947000,2.0168,0.3755,-0.2741,0.6729,1491947000,3973720000,739775000,1138944000,766447000,1138944000
X,의류,Inner,RS,반팔티셔츠,217100000,11.0765,1062000,,66847000,,0.4415,,,66847000,151394000,0,0,0,0
X,의류,Inner,TL,긴팔카라티셔츠,1213150000,1.0214,7249000,0.7287,547854000,0.9110,0.5085,-0.0316,0.5704,547854000,1077483000,601399000,1113493000,635127000,1113493000
X,의류,Inner,TR,트레이닝(상의),15013860000,1.0147,97643000,0.8347,4491474000,0.8055,0.3370,-0.0444,0.4168,4491474000,13327526000,5575811000,14619577000,6093722000,14619577000
X,의류,Inner,ZT,집업티,4804720000,71.8764,47040000,99.6610,814876000,51.9228,0.2702,0.0042,0.2790,814876000,3015499000,15694000,59000000,16461000,59000000
X,의류,Outer,DJ,다운점퍼,260306851000,1.1638,6001150000,1.0823,91040061000,0.8998,0.4043,-0.0553,0.5542,91040061000,225200113000,101183719000,220194011000,122039692000,220192631000
X,의류,Outer,DV,다운베스트,9362012000,1.3534,124430000,0.8555,3312066000,0.6989,0.4085,-0.2862,0.7869,3312066000,8107911000,4738697000,6821564000,5368016000,6821564000
X,의류,Outer,JP,점퍼,9336564000,,26204000,,245166000,,0.0603,,,245166000,4064929000,0,0,0,0
X,의류,Outer,PD,패딩,5357180000,,17357000,,794028000,,0.2524,,,794028000,3146291000,0,0,0,0
X,의류,Outer,SS,소프트쉘,12131900000,1.3502,142660000,2.4497,4720437000,1.3989,0.4791,0.0983,0.4333,4720437000,9852765000,3374447000,8861230000,3839593000,8861230000
X,의류,Outer,WJ,방풍자켓,17535633000,1.4149,14861000,0.2717,3486243000,0.7518,0.3046,-0.0865,0.4047,3486243000,11447170000,4637065000,11856591000,4797772000,11856591000
X,의류,Wear_etc,AZ,상하의 세트,1126700000,3.0118,6671000,1.7238,338619000,2.1929,0.3042,-0.1030,0.4891,338619000,1113301000,154413000,379260000,185502000,379260000
