브랜드,유통채널,채널명,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익,지급수수료_중간관리수수료,지급수수료_중간관리수수료(직영),지급수수료_판매사원도급비(직영),지급수수료_판매사원도급비(면세),지급수수료_물류용역비,지급수수료_물류운송비,지급수수료_이천보관료,지급수수료_카드수수료,지급수수료_온라인위탁판매수수료,지급수수료_로열티,지급임차료_매장(변동),지급임차료_매장(고정),지급임차료_관리비,감가상각비_임차시설물,직접비 합계,직접이익
I,1.0,백화점,3323814600.0,3052684320.0,2775167211.0,1764064940.0,832867197.0,931197743,383535986.0,0.0,0.0,0.0,74102353.0,16073143.0,73060340.0,0.0,0.0,105843896.0,0.0,0.0,0.0,37798000.0,690413718,240784025
I,2.0,면세점,1011550300.0,1009638290.0,917851902.0,550709425.0,245409756.0,305299669,0.0,0.0,0.0,146595449.0,24508835.0,5316724.0,24163788.0,0.0,0.0,33042566.0,0.0,1275000.0,0.0,2296000.0,237198362,68101307
I,3.0,직영점(가두),117817300.0,117625900.0,106932584.0,106932584.0,28792049.0,78140535,0.0,0.0,11074193.0,0.0,2854839.0,618982.0,2815309.0,0.0,0.0,4170371.0,9214353.0,0.0,0.0,1069000.0,31817047,46323488
I,4.0,자사몰,278909900.0,234424305.0,213166054.0,213166054.0,67086515.0,146079539,0.0,0.0,0.0,0.0,5692221.0,1234300.0,5611768.0,0.0,0.0,8313476.0,0.0,0.0,0.0,0.0,20851765,125227774
I,5.0,제휴몰,1117093100.0,895030150.0,813663430.0,813663430.0,274766812.0,538896618,0.0,0.0,0.0,0.0,21726176.0,4712207.0,21420988.0,0.0,239064462.0,31732874.0,0.0,0.0,0.0,0.0,318656707,220239911
I,6.0,대리점,415836700.0,391995100.0,356359040.0,229168426.0,100709912.0,128458514,0.0,0.0,0.0,0.0,9515286.0,2063960.0,9381884.0,0.0,0.0,13750106.0,0.0,0.0,0.0,0.0,34711236,93747278
I,8.0,사입,3958226000.0,806897230.0,733542754.0,733542754.0,1077975837.0,-344433083,0.0,0.0,0.0,0.0,19586495.0,4248690.0,19311938.0,0.0,0.0,44012565.0,0.0,0.0,0.0,0.0,87159688,-431592771
I,11.0,직영몰,322737900.0,298324250.0,271203555.0,271203555.0,76969319.0,194234236,0.0,26848521.0,0.0,0.0,7241766.0,1570458.0,7139591.0,3217862.0,0.0,10576939.0,63931508.0,0.0,8503808.0,6001000.0,135031453,59202783
I,99.0,기타,19932400.0,6867300.0,6242951.0,6242951.0,5013872.0,1229079,0.0,0.0,0.0,0.0,166694.0,36159.0,0.0,0.0,0.0,374577.0,0.0,0.0,0.0,0.0,577430,651649
M,1.0,RF,1012345600.0,852615340.0,775104495.0,492872725.0,174032608.0,318840117,79105864.0,0.0,0.0,0.0,15767812.0,5628706.0,17683413.0,0.0,0.0,34501091.0,0.0,274323.0,0.0,9048838.0,162010047,156830070
M,1.0,백화점,7800525400.0,7150658100.0,6500592544.0,4224271299.0,1335673369.0,2888597930,663439562.0,0.0,0.0,0.0,132240390.0,47206440.0,148306020.0,0.0,0.0,295698991.0,0.0,2300677.0,0.0,75890162.0,1365082242,1523515688
M,2.0,면세점,9415303100.0,8812286590.0,8011169159.0,4966938724.0,1534851064.0,3432087660,0.0,0.0,0.0,502365127.0,162970568.0,58176281.0,182768837.0,0.0,0.0,347685711.0,0.0,6525000.0,0.0,10784000.0,1271275524,2160812136
M,3.0,RF,659993600.0,547769210.0,497971830.0,497971830.0,107825840.0,390145990,0.0,0.0,37329163.0,0.0,10130276.0,3616138.0,11360815.0,11444059.0,0.0,22906704.0,3539795.0,100282700.0,11391438.0,11272620.0,223273708,166872282
M,3.0,직영점(가두),2651071800.0,2605864510.0,2368963710.0,2368963710.0,430303479.0,1938660231,0.0,0.0,177583202.0,0.0,48191995.0,17202780.0,54045946.0,54441955.0,0.0,108972331.0,16839601.0,477067300.0,54191628.0,53626380.0,1062163118,876497113
M,4.0,RF,403291000.0,253137790.0,230125273.0,230125273.0,68304455.0,161820818,0.0,0.0,0.0,0.0,4681522.0,1671077.0,5250165.0,7963143.0,0.0,10585763.0,0.0,0.0,0.0,0.0,30151670,131669148
M,4.0,자사몰,761961300.0,654550093.0,596815334.0,596815334.0,125105138.0,471710196,0.0,0.0,0.0,0.0,12141232.0,4333832.0,13615972.0,20651908.0,0.0,27453505.0,0.0,0.0,0.0,0.0,78196449,393513747
M,5.0,제휴몰,1994957100.0,1938361640.0,1762147226.0,1762147226.0,329189330.0,1432957896,0.0,0.0,0.0,0.0,35846796.0,12796966.0,40202153.0,0.0,435905143.0,81058772.0,0.0,0.0,0.0,0.0,605809830,827148066
M,6.0,RF,683321200.0,611630740.0,556027640.0,351174498.0,115938852.0,235235646,0.0,0.0,0.0,0.0,11311234.0,4037816.0,12685320.0,0.0,0.0,24582215.0,0.0,0.0,0.0,0.0,52616585,182619061
M,6.0,대리점,5267442600.0,4955111610.0,4504645115.0,2862810634.0,938622198.0,1924188436,0.0,0.0,0.0,0.0,91637699.0,32712276.0,102769831.0,0.0,0.0,200396744.0,0.0,0.0,0.0,0.0,427516550,1496671886
M,8.0,사입,4592449000.0,1230955260.0,1119050937.0,1119050937.0,1256917695.0,-137866758,0.0,0.0,0.0,0.0,22764960.0,8126399.0,25530599.0,0.0,0.0,78333566.0,0.0,0.0,0.0,0.0,134755524,-272622282
M,11.0,직영몰,481735400.0,462389180.0,420353619.0,420353619.0,80734847.0,339618772,0.0,51635041.0,0.0,0.0,8550948.0,3052577.0,9590106.0,3445202.0,0.0,19336266.0,100374067.0,2907000.0,25681237.0,20545000.0,245117444,94501328
M,99.0,기타,18715800.0,10412690.0,9466076.0,9466076.0,3158785.0,6307291,0.0,0.0,0.0,0.0,192569.0,68741.0,0.0,0.0,0.0,662625.0,0.0,0.0,0.0,0.0,923935,5383356
ST,1.0,백화점,11029000.0,9303300.0,8457535.0,5641894.0,2545852.0,3096042,2114616.0,0.0,0.0,0.0,400037.0,612150.0,526561.0,0.0,0.0,304471.0,0.0,0.0,0.0,8628000.0,12585835,-9489793
ST,2.0,면세점,86866400.0,76817560.0,69834179.0,39805487.0,18538426.0,21267061,0.0,0.0,0.0,14781715.0,3304172.0,5052536.0,4348889.0,0.0,0.0,2514030.0,0.0,0.0,0.0,2948000.0,32949342,-11682281
ST,3.0,직영점(가두),54748000.0,45069400.0,40972034.0,40972034.0,11437852.0,29534182,0.0,0.0,10134710.0,0.0,1938501.0,2964485.0,2551970.0,0.0,0.0,1474993.0,1434257.0,0.0,0.0,0.0,20498916,9035266
ST,4.0,자사몰,88984600.0,75704170.0,68821983.0,68821983.0,19556144.0,49265839,0.0,0.0,0.0,0.0,3256439.0,4979580.0,4286015.0,2133690.0,0.0,2477591.0,0.0,0.0,0.0,0.0,17133315,32132524
ST,5.0,제휴몰,212988100.0,101659190.0,92417276.0,92417276.0,24954455.0,67462821,0.0,0.0,0.0,0.0,4372476.0,6686353.0,5755607.0,0.0,29369351.0,3327022.0,0.0,0.0,0.0,0.0,49510809,17952012
ST,7.0,아울렛,152187900.0,81386300.0,73987392.0,73987392.0,24541780.0,49445612,0.0,21514209.0,0.0,0.0,3501603.0,5353119.0,4608444.0,0.0,0.0,2663546.0,8907623.0,0.0,3279828.0,2198000.0,52026372,-2580760
ST,11.0,직영몰,98824400.0,69297020.0,62997306.0,62997306.0,20333273.0,42664033,0.0,12207333.0,0.0,0.0,2980689.0,4557885.0,3923588.0,729003.0,0.0,2267903.0,21149861.0,3635000.0,3724475.0,13324000.0,68499737,-25835704
ST,99.0,기타,507000.0,171620.0,156012.0,156012.0,108619.0,47393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5616.0,0.0,0.0,0.0,0.0,5616,41777
V,1.0,백화점,2351881000.0,2048597250.0,1862361238.0,1378438729.0,427856903.0,950581826,205534245.0,0.0,0.0,0.0,9199445.0,24227770.0,29382084.0,0.0,0.0,46559031.0,0.0,0.0,0.0,18059000.0,332961575,617620251
V,3.0,직영점(가두),49286000.0,49167000.0,44697246.0,44697246.0,9411209.0,35286037,0.0,0.0,0.0,0.0,221249.0,581394.0,705539.0,0.0,0.0,1117431.0,9385881.0,0.0,0.0,0.0,12011494,23274543
V,4.0,자사몰,338061000.0,296381380.0,269437613.0,269437613.0,62490740.0,206946873,0.0,0.0,0.0,0.0,1330754.0,3504713.0,4251595.0,7004981.0,0.0,6735940.0,0.0,0.0,0.0,0.0,22827983,184118890
V,5.0,제휴몰,751774000.0,536590400.0,487809453.0,487809453.0,130549832.0,357259621,0.0,0.0,0.0,0.0,2410056.0,6345561.0,7696235.0,102005776.0,0.0,12195236.0,0.0,0.0,0.0,0.0,130652864,226606757
V,7.0,아울렛,1372979000.0,709135940.0,644668722.0,644668722.0,204955733.0,439712989,0.0,87197107.0,0.0,0.0,3184889.0,8386044.0,10170908.0,658542.0,0.0,0.0,69636262.0,0.0,9996735.0,4168000.0,193398487,246314502
