브랜드,시즌,유통채널,채널명,고객,PH01-1,아이템_대분류,PH01-2,아이템_중분류,PH01-3,아이템코드,아이템_소분류,합계 : 1. 매출액 Actual,합계 : 제품/상품 매출액 Actual,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 수수료차감매출 Actual,합계 : 출고매출액(V-) Actual,합계 : 2. 매출원가 Actual,합계 : 표준 매출원가,표준제간비,재고평가감 환입,매출원가(평가감환입반영),매출총이익
I,23N,1.0,백화점,100691.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,27033,27033,59000,47200,42909,29736,27033,15122,15122,1754,0,16876,10157
I,23N,1.0,백화점,100748.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,281542,281542,531000,491580,446891,309696,281542,132048,132048,15317,0,147365,134177
I,23N,1.0,백화점,100750.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,65221,65221,118000,112100,101908,71743,65221,30244,30244,3508,0,33752,31469
I,23N,1.0,백화점,100756.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,67582,67582,118000,118000,107272,74340,67582,29344,29344,3403,0,32747,34835
I,23N,1.0,백화점,100767.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,-2864,-2864,0,-5000,-4545,-3150,-2864,0,0,0,0,0,-2864
I,23N,1.0,백화점,100771.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,-33791,-33791,-59000,-59000,-53636,-37170,-33791,-15122,-15122,-1754,0,-16876,-16915
I,23N,1.0,백화점,100782.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,61282,61282,118000,107000,97272,67410,61282,29344,29344,3403,0,32747,28535
I,23N,1.0,백화점,100804.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,-34327,-34327,-59000,-59000,-53636,-37760,-34327,-14672,-14672,-1702,0,-16374,-17953
I,23N,1.0,백화점,100809.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,101373,101373,177000,177000,160908,111510,101373,44016,44016,5105,0,49121,52252
I,23N,1.0,백화점,100857.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,291514,291514,531000,508990,462717,320665,291514,136098,136098,15787,0,151885,139629
I,23N,1.0,백화점,100857.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,30544,30544,59000,53330,48482,33598,30544,14672,14672,1702,0,16374,14170
I,23N,1.0,백화점,100860.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,67582,67582,118000,118000,107272,74340,67582,29344,29344,3403,0,32747,34835
I,23N,1.0,백화점,100892.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,1.0,백화점,100970.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,33791,33791,59000,59000,53636,37170,33791,14672,14672,1702,0,16374,17417
I,23N,1.0,백화점,104841.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,1.0,백화점,104842.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,297475,297475,531000,519400,472179,327223,297475,132048,132048,15317,0,147365,150110
I,23N,1.0,백화점,105539.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,34327,34327,59000,59000,53636,37760,34327,14672,14672,1702,0,16374,17953
I,23N,2.0,면세점,100850.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,32182,32182,59000,59000,53637,35400,32182,15122,15122,1754,0,16876,15306
I,23N,2.0,면세점,100850.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,32182,32182,59000,59000,53637,35400,32182,14672,14672,1702,0,16374,15808
I,23N,2.0,면세점,100879.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,64364,64364,118000,118000,107274,70800,64364,29344,29344,3403,0,32747,31617
I,23N,2.0,면세점,100883.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,96546,96546,177000,177000,160911,106201,96546,44016,44016,5105,0,49121,47425
I,23N,2.0,면세점,100947.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,64364,64364,118000,118000,107274,70800,64364,29344,29344,3403,0,32747,31617
I,23N,3.0,직영점(가두),100868.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,160908,160908,177000,177000,160908,176999,160908,44016,44016,5105,0,49121,111787
I,23N,4.0,자사몰,101376.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,25409,25409,59000,27950,25409,27950,25409,14672,14672,1702,0,16374,9035
I,23N,5.0,제휴몰,103403.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,160908,160908,177000,177000,160908,176999,160908,45366,45366,5262,0,50628,110280
I,23N,5.0,제휴몰,103403.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,160908,160908,177000,177000,160908,176999,160908,44016,44016,5105,0,49121,111787
I,23N,5.0,제휴몰,103631.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,4398152,4398152,4838000,4837990,4398152,4837967,4398152,1203104,1203104,139560,0,1342664,3055488
I,23N,6.0,대리점,100613.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,26604,26604,59000,47200,42909,29264,26604,14672,14672,1702,0,16374,10230
I,23N,6.0,대리점,100795.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,35400,35400,59000,59000,53636,38940,35400,14672,14672,1702,0,16374,19026
I,23N,6.0,대리점,100814.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,6.0,대리점,100848.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,34864,34864,59000,59000,53637,38350,34864,14672,14672,1702,0,16374,18490
I,23N,6.0,대리점,100862.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,34327,34327,59000,59000,53636,37760,34327,14672,14672,1702,0,16374,17953
I,23N,6.0,대리점,100891.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,106200,106200,177000,177000,160908,116820,106200,44016,44016,5105,0,49121,57079
I,23N,6.0,대리점,100923.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,34327,34327,59000,59000,53636,37760,34327,15122,15122,1754,0,16876,17451
I,23N,6.0,대리점,100925.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,19800,19800,33000,33000,30000,21780,19800,5200,5200,603,0,5803,13997
I,23N,6.0,대리점,100955.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,34864,34864,59000,59000,53637,38350,34864,15122,15122,1754,0,16876,17988
I,23N,6.0,대리점,103392.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,19500,19500,33000,33000,30000,21450,19500,5200,5200,603,0,5803,13697
I,23N,6.0,대리점,103393.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,30895,30895,59000,53100,48273,33985,30895,15122,15122,1754,0,16876,14019
I,23N,6.0,대리점,103393.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,30895,30895,59000,53100,48273,33985,30895,14672,14672,1702,0,16374,14521
I,23N,6.0,대리점,103394.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,35400,35400,59000,59000,53636,38940,35400,14672,14672,1702,0,16374,19026
I,23N,6.0,대리점,103448.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,19800,19800,33000,33000,30000,21780,19800,5200,5200,603,0,5803,13997
I,23N,6.0,대리점,103656.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,69728,69728,118000,118000,107274,76701,69728,29344,29344,3403,0,32747,36981
I,23N,6.0,대리점,104031.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,35400,35400,59000,59000,53636,38940,35400,15122,15122,1754,0,16876,18524
I,23N,6.0,대리점,104033.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,34327,34327,59000,59000,53636,37760,34327,14672,14672,1702,0,16374,17953
I,23N,6.0,대리점,104398.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,34864,34864,59000,59000,53637,38350,34864,14672,14672,1702,0,16374,18490
I,23N,6.0,대리점,104418.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,6.0,대리점,104563.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,20400,20400,59000,34000,30909,22440,20400,14672,14672,1702,0,16374,4026
I,23N,6.0,대리점,104570.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,31051,31051,59000,51760,47047,34156,31051,14672,14672,1702,0,16374,14677
I,23N,6.0,대리점,104694.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,18900,18900,33000,33000,30000,20790,18900,5200,5200,603,0,5803,13097
I,23N,6.0,대리점,104985.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,19500,19500,33000,33000,30000,21450,19500,5200,5200,603,0,5803,13697
I,23N,8.0,사입,100967.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,-9000,-9000,-33000,-9900,-9000,-9900,-9000,-5900,-5900,-684,0,-6584,-2416
I,23N,8.0,사입,105260.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,9000,9000,33000,9900,9000,9900,9000,5900,5900,684,0,6584,2416
I,23N,11.0,직영몰,100959.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140003,CP,운동모,30000,30000,33000,33000,30000,33000,30000,5200,5200,603,0,5803,24197
I,23N,11.0,직영몰,100959.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,11.0,직영몰,100975.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,53636,53636,59000,59000,53636,59000,53636,14672,14672,1702,0,16374,37262
I,23N,11.0,직영몰,105496.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,101909,101909,118000,112100,101909,112100,101909,29344,29344,3403,0,32747,69162
I,23N,11.0,직영몰,106214.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,53636,53636,59000,59000,53636,59000,53636,14672,14672,1702,0,16374,37262
I,23N,11.0,직영몰,106401.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,48272,48272,59000,53100,48272,53099,48272,14672,14672,1702,0,16374,31898
I,23N,99.0,기타,101866.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150005,SH,신발,0,0,0,0,0,0,0,0,0,0,0,0,0
I,23N,99.0,기타,101866.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150007,SX,스니커즈,0,0,0,0,0,0,0,0,0,0,0,0,0
I,24F,1.0,백화점,100599.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,53498,53498,99000,93410,84918,58848,53498,19086,19086,2557,-6576,15067,38431
I,24F,1.0,백화점,100599.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,-4679,-4679,0,-8170,-7427,-5147,-4679,0,0,0,0,0,-4679
I,24F,1.0,백화점,100648.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,35910,35910,66000,62700,57000,39501,35910,12724,12724,1705,-4384,10045,25865
I,24F,1.0,백화점,100648.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,144596,144596,267000,252470,229518,159056,144596,72231,72231,9679,-38491,43419,101177
I,24F,1.0,백화점,100649.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,226800,226800,396000,396000,360000,249480,226800,76344,76344,10230,-26304,60270,166530
I,24F,1.0,백화점,100649.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,0,0,0,0,0,0,0,0,0,0,0,0,0
I,24F,1.0,백화점,100666.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,35945,35945,66000,62760,57055,39540,35945,12724,12724,1705,-4384,10045,25900
I,24F,1.0,백화점,100666.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,147821,147821,267000,258100,234636,162603,147821,72231,72231,9679,-38491,43419,104402
I,24F,1.0,백화점,100667.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,-51782,-51782,-89000,-89000,-80909,-56960,-51782,-24077,-24077,-3226,12830,-14473,-37309
I,24F,1.0,백화점,100669.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,39600,39600,66000,66000,60000,43560,39600,12724,12724,1705,-4384,10045,29555
I,24F,1.0,백화점,100691.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,151212,151212,330000,264030,240019,166333,151212,63620,63620,8525,-21920,50225,100987
I,24F,1.0,백화점,100691.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,199171,199171,445000,347760,316143,219088,199171,120385,120385,16131,-64153,72363,126808
I,24F,1.0,백화점,100692.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,69872,69872,132000,122000,110908,76859,69872,25448,25448,3410,-8768,20090,49782
I,24F,1.0,백화점,100692.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,299582,299582,534000,523080,475526,329540,299582,144462,144462,19357,-76983,86836,212746
I,24F,1.0,백화점,100693.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,37656,37656,66000,62760,57054,41422,37656,12724,12724,1705,-4384,10045,27611
I,24F,1.0,백화점,100693.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,106800,106800,178000,178000,161818,117480,106800,48154,48154,6452,-25661,28945,77855
I,24F,1.0,백화점,100712.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,17010,17010,33000,29700,27000,18711,17010,6362,6362,852,-2192,5022,11988
I,24F,1.0,백화점,100712.0,L0100,Outer,L0100L0110,과시즌의류,L0100L0110L0110005,DJ,다운점퍼,513738,513738,1794000,897000,815454,565112,513738,370698,370698,49673,-144001,276370,237368
I,24F,1.0,백화점,100715.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,18900,18900,33000,33000,30000,20790,18900,6362,6362,852,-2192,5022,13878
I,24F,1.0,백화점,100715.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,101946,101946,178000,178000,161818,112141,101946,48154,48154,6452,-25661,28945,73001
I,24F,1.0,백화점,100717.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,37800,37800,66000,66000,60000,41580,37800,12724,12724,1705,-4384,10045,27755
I,24F,1.0,백화점,100717.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,93533,93533,178000,163310,148464,102886,93533,48154,48154,6452,-25661,28945,64588
I,24F,1.0,백화점,100726.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,35031,35031,66000,60210,54737,38534,35031,12724,12724,1705,-4384,10045,24986
I,24F,1.0,백화점,100734.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,105600,105600,198000,181500,165000,116160,105600,38172,38172,5115,-13152,30135,75465
I,24F,1.0,백화점,100734.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,51782,51782,89000,89000,80909,56960,51782,24077,24077,3226,-12830,14473,37309
I,24F,1.0,백화점,100739.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,70722,70722,132000,123480,112257,77794,70722,25448,25448,3410,-8768,20090,50632
I,24F,1.0,백화점,100739.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,50973,50973,89000,89000,80909,56070,50973,24077,24077,3226,-12830,14473,36500
I,24F,1.0,백화점,100742.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,585524,585524,1056000,1022350,929404,644076,585524,203584,203584,27280,-70144,160720,424804
I,24F,1.0,백화점,100742.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,-60779,-60779,-89000,-106120,-96473,-66857,-60779,-24077,-24077,-3226,12830,-14473,-46306
I,24F,1.0,백화점,100746.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,1054347,1054347,1815000,1812160,1647418,1159782,1054347,349910,349910,46887,-120560,276237,778110
I,24F,1.0,백화점,100746.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,0,0,0,0,0,0,0,0,0,0,0,0,0
I,24F,1.0,백화점,100748.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,90897,90897,165000,158710,144282,99987,90897,31810,31810,4262,-10960,25112,65785
I,24F,1.0,백화점,100748.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,235385,235385,445000,410990,373627,258924,235385,120385,120385,16131,-64153,72363,163022
I,24F,1.0,백화점,100750.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,126848,126848,231000,218020,198200,139533,126848,44534,44534,5967,-15344,35157,91691
I,24F,1.0,백화점,100750.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,245802,245802,445000,422470,384065,270382,245802,120385,120385,16131,-64153,72363,173439
I,24F,1.0,백화점,100750.0,L0100,Wear_etc,L0100L0160,과시즌의류,L0100L0160L0160015,S2,맨투맨셋트,0,0,0,0,0,0,0,0,0,0,0,0,0
I,24F,1.0,백화점,100752.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,111774,111774,198000,195160,177419,122951,111774,38172,38172,5115,-13152,30135,81639
I,24F,1.0,백화점,100752.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,152919,152919,267000,267000,242727,168211,152919,72231,72231,9679,-38491,43419,109500
I,24F,1.0,백화점,100754.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,37800,37800,66000,66000,60000,41580,37800,12724,12724,1705,-4384,10045,27755
I,24F,1.0,백화점,100754.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,148939,148939,267000,260050,236409,163833,148939,72231,72231,9679,-38491,43419,105520
I,24F,1.0,백화점,100756.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,75600,75600,132000,132000,120000,83160,75600,25448,25448,3410,-8768,20090,55510
I,24F,1.0,백화점,100756.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,47290,47290,89000,82570,75064,52019,47290,24077,24077,3226,-12830,14473,32817
I,24F,1.0,백화점,100757.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,52995,52995,99000,92530,84119,58295,52995,19086,19086,2557,-6576,15067,37928
I,24F,1.0,백화점,100757.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,150055,150055,267000,262000,238182,165061,150055,72231,72231,9679,-38491,43419,106636
I,24F,1.0,백화점,100759.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,46802,46802,89000,80440,73127,51482,46802,24077,24077,3226,-12830,14473,32329
I,24F,1.0,백화점,100760.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,73974,73974,132000,129160,117419,81371,73974,25448,25448,3410,-8768,20090,53884
I,24F,1.0,백화점,100760.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,101946,101946,178000,178000,161818,112141,101946,48154,48154,6452,-25661,28945,73001
I,24F,1.0,백화점,100760.0,L0100,Wear_etc,L0100L0160,과시즌의류,L0100L0160L0160015,S2,맨투맨셋트,68154,68154,238000,119000,108182,74969,68154,50306,50306,6741,-20231,36816,31338
I,24F,1.0,백화점,100761.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,168668,168668,297000,294490,267727,185535,168668,57258,57258,7672,-19728,45202,123466
I,24F,1.0,백화점,100762.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,18900,18900,33000,33000,30000,20790,18900,6362,6362,852,-2192,5022,13878
I,24F,1.0,백화점,100762.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,42726,42726,89000,74600,67818,46999,42726,24077,24077,3226,-12830,14473,28253
I,24F,1.0,백화점,100766.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,17315,17315,33000,29760,27055,19047,17315,6362,6362,852,-2192,5022,12293
I,24F,1.0,백화점,100766.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,51782,51782,89000,89000,80909,56960,51782,24077,24077,3226,-12830,14473,37309
I,24F,1.0,백화점,100767.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,53184,53184,99000,92860,84419,58502,53184,19086,19086,2557,-6576,15067,38117
I,24F,1.0,백화점,100767.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,183500,183500,356000,320400,291272,201850,183500,96308,96308,12905,-51322,57891,125609
I,24F,1.0,백화점,100771.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,200243,200243,363000,349630,317846,220267,200243,69982,69982,9377,-24112,55247,144996
I,24F,1.0,백화점,100771.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,50973,50973,89000,89000,80909,56070,50973,24077,24077,3226,-12830,14473,36500
I,24F,1.0,백화점,100774.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,100215,100215,198000,174980,159072,110237,100215,38172,38172,5115,-13152,30135,70080
I,24F,1.0,백화점,100774.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,273017,273017,633000,476710,433362,300319,273017,164889,164889,22095,-84900,102084,170933
I,24F,1.0,백화점,100774.0,L0100,Wear_etc,L0100L0160,과시즌의류,L0100L0160L0160014,S1,반팔티 & 스웨트팬츠,-42668,-42668,-149000,-74490,-67727,-46935,-42668,-30813,-30813,-4128,11984,-22957,-19711
I,24F,1.0,백화점,100777.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,0,0,0,0,0,0,0,0,0,0,0,0,0
I,24F,1.0,백화점,100782.0,A0100,Headwear,A0100A0140,Headwear,A0100A0140A0140001,BN,비니,35910,35910,66000,62700,57000,39501,35910,12724,12724,1705,-4384,10045,25865
I,24F,1.0,백화점,100782.0,A0100,Shoes,A0100A0150,Shoes,A0100A0150A0150008,WB,방한화,138250,138250,267000,241390,219445,152075,138250,72231,72231,9679,-38491,43419,94831
