브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,3082900,2881820,2619833,1657118,879470,777648
I,1.0,백화점,Acc_etc,머플러(스카프),MF,2551000,2243230,2039302,1296090,526340,769750
I,1.0,백화점,Acc_etc,양말,SO,7954700,7474540,6795012,4335833,1893121,2442712
I,1.0,백화점,Acc_etc,장갑,GL,4859000,4639160,4217424,2683238,1177843,1505395
I,1.0,백화점,Bag,가방,BG,2046000,1954590,1776886,1126433,515171,611262
I,1.0,백화점,Bag,백팩,BK,728026000,605871470,550792925,351097383,164861039,186236344
I,1.0,백화점,Bag,보조가방,UB,14014000,13012970,11829984,7546147,3477566,4068581
I,1.0,백화점,Bag,슬링백,SG,711000,685200,622908,411032,155961,255071
I,1.0,백화점,Bag,크로스백,CR,1033552000,1000317070,909379299,574829568,280943457,293886111
I,1.0,백화점,Bag,힙색,HS,1003000,922910,839007,531526,197070,334456
I,1.0,백화점,Headwear,방한모,WM,34809000,33053670,30048744,19137857,6729053,12408804
I,1.0,백화점,Headwear,비니,BN,51405000,48428900,44026216,27992708,11131668,16861040
I,1.0,백화점,Headwear,와이어캡,WR,1029000,990300,900280,572076,198464,373612
I,1.0,백화점,Headwear,운동모,CP,86892000,82605190,75095327,47873697,18558735,29314962
I,1.0,백화점,Headwear,햇,HT,1202000,1157800,1052538,664117,228556,435561
I,1.0,백화점,Shoes,런닝화,RN,91399000,86421910,78565275,50159335,22212394,27946941
I,1.0,백화점,Shoes,방한화,WB,60622000,56001550,50910392,32421287,14364114,18057173
I,1.0,백화점,Shoes,스니커즈,SX,27208000,25196250,22905704,14554146,6074471,8479675
I,1.0,백화점,Shoes,신발,SH,70650000,66404430,60367721,38487961,16369200,22118761
I,1.0,백화점,과시즌의류,다운점퍼,DJ,3388000,1694000,1539998,970202,522876,447326
I,1.0,백화점,과시즌의류,맨투맨,MT,4189000,2094490,1904078,1200619,981749,218870
I,1.0,백화점,과시즌의류,맨투맨셋트,S2,12376000,6188010,5625464,3575386,3306286,269100
I,1.0,백화점,과시즌의류,반바지,SP,59000,29500,26818,16895,13864,3031
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,1947000,1818360,1653057,1045809,458029,587780
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,447000,223470,203181,128004,68871,59133
I,1.0,백화점,과시즌의류,베이비,BV,2950000,2837860,2579867,1676478,889300,787178
I,1.0,백화점,과시즌의류,점퍼,JP,179000,89500,81364,51259,27093,24166
I,1.0,백화점,당시즌의류,다운베스트,DV,11762000,10906120,9914637,6294129,3205041,3089088
I,1.0,백화점,당시즌의류,다운점퍼,DJ,370876000,339984890,309077089,196771290,95203530,101567760
I,1.0,백화점,당시즌의류,레깅스,LG,1185000,1025700,932452,592265,337438,254827
I,1.0,백화점,당시즌의류,맨투맨,MT,53185000,49097820,44634288,28349624,14822695,13526929
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,93402000,87374600,79431411,50561145,25749506,24811639
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,1346000,1234420,1122198,710174,363471,346703
I,1.0,백화점,당시즌의류,우븐팬츠,WP,37372000,34454430,31322165,19954527,9780068,10174459
I,1.0,백화점,당시즌의류,점퍼,JP,4540000,4134320,3758475,2401428,1205716,1195712
I,1.0,백화점,당시즌의류,진바지,DP,13065000,11988830,10898907,6923978,3190734,3733244
I,1.0,백화점,당시즌의류,패딩,PD,5088000,4969730,4517945,2895410,1451559,1443851
I,1.0,백화점,당시즌의류,팬츠,PT,25809000,23658480,21507612,13666999,6872478,6794521
I,1.0,백화점,당시즌의류,폴라폴리스점퍼,FD,4448000,4099180,3726538,2363277,1240928,1122349
I,1.0,백화점,당시즌의류,후드티,HD,13229000,12312330,11193034,7143759,3756065,3387694
I,1.0,백화점,차시즌의류,맨투맨,MT,51977000,49164760,44695233,28445110,13286677,15158433
I,1.0,백화점,차시즌의류,맨투맨셋트,S2,170372000,161055430,146413846,93592694,42903835,50688859
I,1.0,백화점,차시즌의류,반팔카라티셔츠,TS,5592000,5317680,4834246,3067389,1391121,1676268
I,1.0,백화점,차시즌의류,방풍자켓,WJ,6116000,5875650,5341496,3434072,1429385,2004687
I,1.0,백화점,차시즌의류,스커트,SK,632000,606830,551660,352866,153037,199829
I,1.0,백화점,차시즌의류,우븐셔츠,WS,1590000,1537890,1398077,897267,332923,564344
I,1.0,백화점,차시즌의류,우븐팬츠,WP,10301000,9730720,8846086,5631946,2569650,3062296
I,1.0,백화점,차시즌의류,점퍼,JP,123163000,112693080,102448258,65668807,29276930,36391877
I,1.0,백화점,차시즌의류,진바지,DP,23537000,22417990,20379958,12964530,6244932,6719598
I,1.0,백화점,차시즌의류,팬츠,PT,18929000,17786040,16169147,10288610,4581183,5707427
I,1.0,백화점,차시즌의류,폴로 티셔츠,PQ,1602000,1530800,1391635,888382,364828,523554
I,1.0,백화점,차시즌의류,후드티,HD,26146000,24488450,22262214,14163058,6391706,7771352
I,2.0,면세점,Acc_etc,기타,ET,178000,178000,161818,97090,51986,45104
I,2.0,면세점,Acc_etc,머플러(스카프),MF,3224000,3224000,2930902,1758536,671590,1086946
I,2.0,면세점,Acc_etc,양말,SO,2608300,2608320,2371192,1422698,606065,816633
I,2.0,면세점,Acc_etc,장갑,GL,98000,98000,89090,53454,17928,35526
I,2.0,면세점,Bag,백팩,BK,34760000,32920400,29927636,17956590,8091878,9864712
I,2.0,면세점,Bag,보조가방,UB,343000,343000,311815,187089,85114,101975
I,2.0,면세점,Bag,슬링백,SG,474000,474000,430908,258546,103975,154571
I,2.0,면세점,Bag,크로스백,CR,388928000,388927550,353570469,212141004,97832311,114308693
I,2.0,면세점,Headwear,방한모,WM,7302000,7239900,6581721,3949022,1399945,2549077
I,2.0,면세점,Headwear,비니,BN,39425000,39424990,35840806,21504455,8474535,13029920
I,2.0,면세점,Headwear,와이어캡,WR,2352000,2352000,2138160,1282896,443407,839489
I,2.0,면세점,Headwear,운동모,CP,135981000,135981060,123618607,74171031,28705639,45465392
I,2.0,면세점,Headwear,햇,HT,212000,212000,192728,115636,37152,78484
I,2.0,면세점,Shoes,런닝화,RN,28907000,28907000,26279001,15767366,6985306,8782060
I,2.0,면세점,Shoes,방한화,WB,3876000,3876000,3523620,2114162,895065,1219097
I,2.0,면세점,Shoes,스니커즈,SX,25844000,25843990,23494444,14096647,5490777,8605870
I,2.0,면세점,Shoes,신발,SH,20856000,20856000,18959944,11375954,4671005,6704949
I,2.0,면세점,과시즌의류,반팔카라티셔츠,TS,33000,23100,21000,12600,7355,5245
I,2.0,면세점,과시즌의류,베이비,BV,590000,590000,536370,321820,177860,143960
