브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,2076148,1840806,1673481,1070229,524542,545687
I,1.0,백화점,Acc_etc,머플러(스카프),MF,1947026,1626939,1479030,931786,376996,554790
I,1.0,백화점,Acc_etc,양말,SO,8371532,8091779,7356071,4686648,1946139,2740509
I,1.0,백화점,Acc_etc,장갑,GL,4111521,3900814,3546217,2248115,1014214,1233901
I,1.0,백화점,Bag,가방,BG,1345589,1235563,1123203,716281,338806,377475
I,1.0,백화점,Bag,백팩,BK,687925381,564032416,512757254,326260735,156388579,169872156
I,1.0,백화점,Bag,보조가방,UB,11155473,9896193,8996558,5720461,2768188,2952273
I,1.0,백화점,Bag,슬링백,SG,1342191,1207972,1098153,691592,294415,397177
I,1.0,백화점,Bag,크로스백,CR,1533175895,1489446746,1354042519,855976150,389610367,466365783
I,1.0,백화점,Bag,힙색,HS,801916,721725,656107,418267,157560,260707
I,1.0,백화점,Headwear,방한모,WM,15154862,13655142,12413772,7880946,2944630,4936316
I,1.0,백화점,Headwear,비니,BN,31155813,28816562,26196772,16646283,6004057,10642226
I,1.0,백화점,Headwear,와이어캡,WR,1498496,1301789,1183425,751613,284670,466943
I,1.0,백화점,Headwear,운동모,CP,118622471,110321412,100291945,63824306,25231067,38593239
I,1.0,백화점,Headwear,햇,HT,2803310,2274385,2067667,1315697,533438,782259
I,1.0,백화점,Shoes,런닝화,RN,216585399,173998573,158180526,100984859,53791165,47193694
I,1.0,백화점,Shoes,방한화,WB,24781257,21566931,19606273,12371247,6132347,6238900
I,1.0,백화점,Shoes,스니커즈,SX,39949710,35151192,31955762,20303444,8715840,11587604
I,1.0,백화점,Shoes,신발,SH,132132724,122966921,111788046,71420092,30076614,41343478
I,1.0,백화점,과시즌의류,맨투맨,MT,99838597,49919061,45380873,29279801,25686811,3592990
I,1.0,백화점,과시즌의류,맨투맨셋트,S2,292349513,146174077,132885452,89463185,78746778,10716407
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,2691177,2531100,2301028,1456783,633099,823684
I,1.0,백화점,과시즌의류,베이비,BV,4210061,4113695,3739710,2381104,1269155,1111949
I,1.0,백화점,과시즌의류,점퍼,JP,5474099,2737050,2488207,1761104,1545177,215927
I,1.0,백화점,당시즌의류,다운베스트,DV,10693352,9528874,8662621,5461133,2951352,2509781
I,1.0,백화점,당시즌의류,다운점퍼,DJ,288407890,254281656,231165076,147537468,73134229,74403239
I,1.0,백화점,당시즌의류,레깅스,LG,536876,483189,439260,281615,152881,128734
I,1.0,백화점,당시즌의류,맨투맨,MT,45240320,39097742,35543302,22540859,12533376,10007483
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,65760546,59012895,53648091,34336672,18112727,16223945
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,795121,636096,578277,364308,213524,150784
I,1.0,백화점,당시즌의류,우븐팬츠,WP,22844425,19150138,17409130,11003279,5974665,5028614
I,1.0,백화점,당시즌의류,점퍼,JP,4220255,3595712,3268836,2076389,1121851,954538
I,1.0,백화점,당시즌의류,진바지,DP,15192239,13367641,12152405,7656294,3740308,3915986
I,1.0,백화점,당시즌의류,패딩,PD,5943016,5726907,5206286,3309434,1695479,1613955
I,1.0,백화점,당시즌의류,팬츠,PT,19636759,17482832,15893410,10140305,5123767,5016538
I,1.0,백화점,당시즌의류,폴라폴리스점퍼,FD,4250837,3731290,3392083,2164056,1185922,978134
I,1.0,백화점,당시즌의류,후드티,HD,9792895,8756180,7960166,5017319,2695194,2322125
I,1.0,백화점,차시즌의류,맨투맨,MT,120644252,109848010,99861873,63496043,31282988,32213055
I,1.0,백화점,차시즌의류,맨투맨셋트,S2,405711956,376290253,342081700,218181916,102669505,115512411
I,1.0,백화점,차시즌의류,반바지,SP,1498496,1188569,1080528,682244,312707,369537
I,1.0,백화점,차시즌의류,반팔카라티셔츠,TS,52185732,45568188,41425651,26388376,12724586,13663790
I,1.0,백화점,차시즌의류,방풍자켓,WJ,38757030,35024414,31840429,20294599,9301391,10993208
I,1.0,백화점,차시즌의류,스커트,SK,2449923,2282064,2074595,1314623,591988,722635
I,1.0,백화점,차시즌의류,우븐반바지,SM,1331997,955402,868547,549907,332384,217523
I,1.0,백화점,차시즌의류,우븐셔츠,WS,7563839,7082044,6438230,4092421,1583761,2508660
I,1.0,백화점,차시즌의류,우븐팬츠,WP,46959683,42260589,38418672,24478846,11498595,12980251
I,1.0,백화점,차시즌의류,점퍼,JP,276892234,257233898,233849012,148943665,65954960,82988705
I,1.0,백화점,차시즌의류,진바지,DP,77418916,70097012,63724392,40557862,19962429,20595433
I,1.0,백화점,차시즌의류,팬츠,PT,39232743,35413514,32194142,20522116,9423028,11099088
I,1.0,백화점,차시즌의류,폴로 티셔츠,PQ,7560441,6713808,6103471,3966153,1721769,2244384
I,1.0,백화점,차시즌의류,후드티,HD,62648023,57386670,52169629,33238553,15427690,17810863
I,2.0,면세점,Acc_etc,머플러(스카프),MF,1403354,1403354,1275791,765470,332340,433130
I,2.0,면세점,Acc_etc,양말,SO,2361916,2361916,2147179,1288296,570353,717943
I,2.0,면세점,Bag,백팩,BK,69617221,67384767,61258900,36755344,15155028,21600316
I,2.0,면세점,Bag,보조가방,UB,832498,832498,756809,454085,206582,247503
I,2.0,면세점,Bag,슬링백,SG,805314,805314,732102,439263,176649,262614
I,2.0,면세점,Bag,크로스백,CR,182830153,182829950,166209008,99725350,44143998,55581352
I,2.0,면세점,Headwear,방한모,WM,4131908,4131908,3756275,2253756,783751,1470005
I,2.0,면세점,Headwear,비니,BN,27353506,27353506,24866760,14920046,5635617,9284429
I,2.0,면세점,Headwear,와이어캡,WR,2164495,2164495,1967702,1180621,398631,781990
