사업부,브랜드,고객,RF상권,시즌,당시즌/과시즌,정상/이관/이월,상품,PH01-1,PH01-2,PH01-3,MTyp,유통채널,판매수량,1. 매출액 Actual,제품/상품 매출액 Actual,판매금액(TAG가),실판매액,실판매액(V-),수수료차감매출 Actual,출고매출액(V-) Actual,관리매출액,마일리지 매출액,기타 매출액,2. 매출원가 Actual,표준 매출원가,표준 외주가공비,표준 부재료비,제품/상품기타COGS,기타 매출원가 Actual,기타 매출원가,기타 매출원가_재고자산폐기,3. 매출총이익 Actual,지급수수료-판매수수료,BUn,통화
10,I,105539.0,N,26S,A,A,I26S7FMTA0161,L0100,L0100L0120,L0100L0120L0120009,ZFRT,1.0,5,241839,241839,445000,415660,377875,266023,241839,0,0,0,111880,111880,111250,630,0,0,0,0,129959,136036,EA,KRW
10,I,100975.0,N,26S,A,A,I26S7AJPB0361,L0100,L0100L0110,L0100L0110L0110015,ZFRT,11.0,3,534447,534447,597000,587890,534447,587892,534447,0,0,0,122808,122808,122430,378,0,0,0,0,411639,0,EA,KRW
10,I,103403.0,N,26N,A,A,I26N7ASHC1B6N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,5.0,8,472728,472728,520000,520000,472728,520001,472728,0,0,0,110800,110800,110400,400,0,0,0,0,361928,0,EA,KRW
10,X,101293.0,N,26S,A,A,X26SDMMT35061,L0100,L0100L0120,L0100L0120L0120009,ZFRT,6.0,1,54209,54209,99000,89000,80909,59630,54209,0,0,0,20400,20400,20400,0,0,0,0,0,33809,26700,EA,KRW
10,X,101377.0,N,25S,C,C,X25SDKTR31051,L0100,L0100L0120,L0100L0120L0120017,ZFRT,4.0,1,37636,37636,69000,41400,37636,41400,37636,0,0,0,15350,15350,15350,0,0,0,0,0,22286,0,EA,KRW
10,X,106080.0,N,25S,C,C,X25SDKTP34051,L0100,L0100L0130,L0100L0130L0130016,ZFRT,6.0,5,147095,147095,345000,241500,219545,161805,147095,0,0,0,69900,69900,69900,0,0,0,0,0,77195,72450,EA,KRW
10,X,101130.0,N,25N,A,A,X25NDXBN6295N,A0100,A0100A0140,A0100A0140A0140001,ZFRT,1.0,1,23651,23651,45000,40650,36955,26016,23651,0,0,0,8530,8530,8530,0,0,0,0,0,15121,13304,EA,KRW
10,X,101245.0,N,25S,C,C,X25SDWRS74053,L0100,L0100L0120,L0100L0120L0120012,ZFRT,12.0,2,57272,57272,90000,63000,57272,62999,57272,0,0,0,12440,12440,12440,0,0,0,0,0,44832,0,EA,KRW
10,X,101233.0,N,24F,C,C,X24FDWTR38044,L0100,L0100L0120,L0100L0120L0120017,ZFRT,7.0,1,43273,43273,119000,47600,43273,47600,43273,0,0,0,23400,23400,23400,0,0,0,0,0,19873,0,EA,KRW
10,X,101210.0,N,25F,A,A,X25FDWTP22054,L0100,L0100L0130,L0100L0130L0130016,ZFRT,3.0,1,63000,63000,99000,69300,63000,69300,63000,0,0,0,20310,20310,20310,0,0,0,0,0,42690,0,EA,KRW
10,X,105825.0,N,21N,A,A,X21NDXSH4111N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,6.0,3,180900,180900,327000,297000,270000,198990,180900,0,0,0,65895,65895,65100,795,0,0,0,0,115005,89100,EA,KRW
10,X,104359.0,N,25S,C,C,X25SDMPT23051,L0100,L0100L0130,L0100L0130L0130009,ZFRT,1.0,1,56795,56795,119000,83300,75727,62475,56795,0,0,0,26250,26250,26250,0,0,0,0,0,30545,18932,EA,KRW
10,X,104359.0,N,25F,A,A,X25FDWDJ9B056,L0100,L0100L0110,L0100L0110L0110005,ZFRT,1.0,2,663272,663272,1260000,1140000,1036362,729599,663272,0,0,0,277040,277040,277040,0,0,0,0,0,386232,373090,EA,KRW
10,I,100669.0,N,26S,A,A,I26S7AS2V0261,L0100,L0100L0160,L0100L0160L0160015,ZFRT,1.0,1,89400,89400,149000,149000,135455,98340,89400,0,0,0,33876,33876,33750,126,0,0,0,0,55524,46055,EA,KRW
10,I,100879.0,N,26N,A,A,I26N7ACPB196N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,2.0,10,196360,196360,360000,360000,327270,215996,196360,0,0,0,64040,64040,63500,540,0,0,0,0,132320,130910,EA,KRW
10,X,105453.0,N,21N,A,A,X21NDXSH2111N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,6.0,5,300223,300223,545000,503520,457749,330245,300223,0,0,0,104725,104725,103500,1225,0,0,0,0,195498,157526,EA,KRW
10,M,100266.0,N,25N,A,A,M25N3ACPB245N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,4.0,46,1447986,1447986,1978000,1592780,1447986,1592785,1447986,0,0,0,270388,270388,268180,2208,0,0,0,0,1177598,0,EA,KRW
10,M,104915.0,N,25N,A,A,M25N3ASOCS15N,A0100,A0100A0120,A0100A0120A0120044,ZFRT,6.0,1,7740,7740,12900,12900,11727,8514,7740,0,0,0,1977,1977,1930,47,0,0,0,0,5763,3987,EA,KRW
10,I,103403.0,N,25S,C,C,I25S7ASMB0153,L0100,L0100L0130,L0100L0130L0130012,ZFRT,5.0,19,595916,595916,1311000,655500,595916,655508,595916,0,0,0,259464,259464,257070,2394,0,0,0,0,336452,0,EA,KRW
10,M,100184.0,N,25N,A,A,M25N3ABQMV35N,A0100,A0100A0130,A0100A0130A0130004,ZFRT,6.0,1,52320,52320,109000,87200,79273,57552,52320,0,0,0,16937,16937,16890,47,0,0,0,0,35383,26953,EA,KRW
10,M,100447.0,Y,26N,A,A,M26N3ASXC016N,A0100,A0100A0150,A0100A0150A0150007,ZFRT,3.0,14,1896370,1896370,2086000,2086000,1896370,2086007,1896370,0,0,0,327880,327880,327880,0,0,0,0,0,1568490,0,EA,KRW
10,X,101301.0,N,25S,C,C,X25SDWTP42051,L0100,L0100L0130,L0100L0130L0130016,ZFRT,5.0,1,63000,63000,99000,69300,63000,69300,63000,0,0,0,18220,18220,18220,0,0,0,0,0,44780,0,EA,KRW
10,X,101093.0,N,24F,C,C,X24FDWDJ9B046,L0100,L0100L0110,L0100L0110L0110005,ZFRT,1.0,5,1206820,1206820,2950000,1770000,1609095,1327502,1206820,0,0,0,588600,588600,588600,0,0,0,0,0,618220,402275,EA,KRW
10,I,105496.0,N,26N,A,A,I26N7FBKM026N,A0100,A0100A0130,A0100A0130A0130002,ZFRT,11.0,1,162818,162818,199000,179100,162818,179100,162818,0,0,0,36054,36054,36000,54,0,0,0,0,126764,0,EA,KRW
10,X,104013.0,N,24N,A,A,X24NDXAC0914N,A0100,A0100A0120,A0100A0120A0120001,ZFRT,1.0,1,20526,20526,39000,35280,32072,22579,20526,0,0,0,7450,7450,7450,0,0,0,0,0,13076,11546,EA,KRW
10,X,101120.0,N,25N,A,A,X25NDXSH6235N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,6.0,-1,-82136,-82136,-139000,-139000,-126363,-90350,-82136,0,0,0,-31100,-31100,-31100,0,0,0,0,0,-51036,-44227,EA,KRW
10,X,101273.0,N,25N,A,A,X25NDXCP4085N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,6.0,1,23755,23755,39000,39000,35455,26131,23755,0,0,0,8000,8000,8000,0,0,0,0,0,15755,11700,EA,KRW
10,X,104359.0,N,24F,C,C,X24FDWDJ8B046,L0100,L0100L0110,L0100L0110L0110005,ZFRT,1.0,1,150000,150000,550000,220000,200000,165000,150000,0,0,0,114240,114240,114240,0,0,0,0,0,35760,50000,EA,KRW
10,X,104508.0,N,25F,A,A,X25FDKTP11054,L0100,L0100L0130,L0100L0130L0130016,ZFRT,1.0,1,42658,42658,79000,72190,65627,46924,42658,0,0,0,15370,15370,15370,0,0,0,0,0,27288,22969,EA,KRW
10,X,101155.0,N,25F,A,A,X25FDMDJ67056,L0100,L0100L0110,L0100L0110L0110005,ZFRT,1.0,3,714438,714438,1317000,1190730,1082482,785882,714438,0,0,0,450000,450000,450000,0,0,0,0,0,264438,368044,EA,KRW
10,X,101104.0,N,25F,A,A,X25FDXTR29054,L0100,L0100L0120,L0100L0120L0120017,ZFRT,6.0,1,48894,48894,89000,81490,74082,53783,48894,0,0,0,16680,16680,16680,0,0,0,0,0,32214,25188,EA,KRW
10,M,100160.0,N,25F,A,A,M25F3ASOKB156,A0100,A0100A0120,A0100A0120A0120044,ZFRT,1.0,1,12664,12664,19900,19900,18091,13930,12664,0,0,0,2817,2817,2770,47,0,0,0,0,9847,5427,EA,KRW
10,X,101093.0,N,24N,A,A,X24NDXHT4034N,A0100,A0100A0140,A0100A0140A0140005,ZFRT,1.0,2,53182,53182,130000,78000,70910,58500,53182,0,0,0,26000,26000,26000,0,0,0,0,0,27182,17728,EA,KRW
10,M,103404.0,N,26S,A,A,M26S3FSKB0361,L0100,L0100L0130,L0100L0130L0130011,ZFRT,5.0,1,90000,90000,99000,99000,90000,99000,90000,0,0,0,15981,15981,15850,131,0,0,0,0,74019,0,EA,KRW
10,M,104009.0,N,25F,A,A,M25F3ADJB2656,L0100,L0100L0110,L0100L0110L0110005,ZFRT,6.0,1,149228,149228,299000,269100,244636,164151,149228,0,0,0,51479,51479,51350,129,0,0,0,0,97749,95408,EA,KRW
10,M,103657.0,N,25N,A,A,M25N3ACPB245N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,6.0,4,101636,101636,172000,172000,156364,111800,101636,0,0,0,23512,23512,23320,192,0,0,0,0,78124,54728,EA,KRW
10,X,104989.0,N,24N,A,A,X24NDXSO7034N,A0100,A0100A0120,A0100A0120A0120044,ZFRT,6.0,3,13173,13173,30000,21000,19092,14490,13173,0,0,0,5700,5700,5700,0,0,0,0,0,7473,5919,EA,KRW
10,M,104902.0,N,25N,A,A,M25N3ACPB095N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,5.0,1,35455,35455,39000,39000,35455,39001,35455,0,0,0,5637,5637,5590,47,0,0,0,0,29818,0,EA,KRW
10,M,104641.0,N,26N,A,A,M26N3ASXCB16N,A0100,A0100A0150,A0100A0150A0150007,ZFRT,6.0,3,252770,252770,447000,441350,401222,278047,252770,0,0,0,67830,67830,67830,0,0,0,0,0,184940,148452,EA,KRW
10,M,103659.0,N,26S,A,A,M26S3AMTM0361,L0100,L0100L0120,L0100L0120L0120009,ZFRT,6.0,1,63418,63418,119000,109000,99091,69760,63418,0,0,0,17691,17691,17560,131,0,0,0,0,45727,35673,EA,KRW
10,M,100266.0,N,25N,A,A,M25N3AORV025N,A0100,A0100A0130,A0100A0130A0130013,ZFRT,4.0,1,46364,46364,79000,51000,46364,51000,46364,0,0,0,12340,12340,12300,40,0,0,0,0,34024,0,EA,KRW
10,I,100691.0,Y,25F,A,A,I25F7AWBCB756,A0100,A0100A0150,A0100A0150A0150008,ZFRT,1.0,2,90720,90720,198000,158400,144000,99792,90720,0,0,0,46700,46700,46600,100,0,0,0,0,44020,53280,EA,KRW
10,X,101281.0,N,21N,A,A,X21NDXLP2101N,A0100,A0100A0150,A0100A0150A0150002,ZFRT,6.0,1,29400,29400,59000,49000,44545,32340,29400,0,0,0,12441,12441,12200,241,0,0,0,0,16959,15145,EA,KRW
10,X,104518.0,N,25F,A,A,X25FDKTR16054,L0100,L0100L0120,L0100L0120L0120017,ZFRT,1.0,1,28102,28102,69000,48300,43909,30912,28102,0,0,0,11820,11820,11820,0,0,0,0,0,16282,15807,EA,KRW
10,X,104903.0,N,25F,A,A,X25FDWDJ62056,L0100,L0100L0110,L0100L0110L0110005,ZFRT,5.0,1,344545,344545,379000,379000,344545,379000,344545,0,0,0,120000,120000,120000,0,0,0,0,0,224545,0,EA,KRW
10,M,100456.0,N,25N,A,A,M25N3ACRB045N,A0100,A0100A0130,A0100A0130A0130008,ZFRT,2.0,2,89054,89054,158000,158000,143636,97959,89054,0,0,0,32074,32074,31980,94,0,0,0,0,56980,54582,EA,KRW
10,M,100217.0,N,25N,A,A,M25N3ACPBB15N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,1.0,1,25018,25018,43000,43000,39091,27520,25018,0,0,0,6101,6101,6050,51,0,0,0,0,18917,14073,EA,KRW
10,X,104200.0,N,26N,A,A,X26NDXBK0166N,A0100,A0100A0130,A0100A0130A0130002,ZFRT,6.0,1,96845,96845,159000,159000,144545,106530,96845,0,0,0,35500,35500,35500,0,0,0,0,0,61345,47700,EA,KRW
10,X,104331.0,N,25N,A,A,X25NDXSH6225N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,6.0,1,71953,71953,129000,116400,105813,79148,71953,0,0,0,29200,29200,29200,0,0,0,0,0,42753,33860,EA,KRW
10,X,101171.0,N,25N,A,A,X25NDXSG1215N,A0100,A0100A0130,A0100A0130A0130014,ZFRT,1.0,1,31672,31672,79000,55300,50273,34839,31672,0,0,0,15950,15950,15950,0,0,0,0,0,15722,18601,EA,KRW
10,M,100332.0,N,25N,A,A,M25N3ASHD045N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,1.0,1,84032,84032,139000,139010,126364,92435,84032,0,0,0,22024,22024,21970,54,0,0,0,0,62008,42332,EA,KRW
10,X,103628.0,N,25F,A,A,X25FDMSS31054,L0100,L0100L0110,L0100L0110L0110024,ZFRT,2.0,1,81273,81273,149000,149000,135455,89400,81273,0,0,0,32210,32210,32210,0,0,0,0,0,49063,54182,EA,KRW
10,I,103403.0,N,25F,A,A,I25F7AJPB0456,L0100,L0100L0110,L0100L0110L0110015,ZFRT,5.0,1,135455,135455,149000,149000,135455,149001,135455,0,0,0,36246,36246,36120,126,0,0,0,0,99209,0,EA,KRW
10,X,104849.0,N,26S,A,A,X26SDMTP37061,L0100,L0100L0130,L0100L0130L0130016,ZFRT,1.0,1,67382,67382,109000,109000,99091,74120,67382,0,0,0,20570,20570,20570,0,0,0,0,0,46812,31709,EA,KRW
10,M,100218.0,N,26S,A,A,M26S3AHDV1861,L0100,L0100L0120,L0100L0120L0120004,ZFRT,1.0,1,86691,86691,149000,149000,135455,95360,86691,0,0,0,27691,27691,27560,131,0,0,0,0,59000,48764,EA,KRW
10,M,100318.0,N,24N,A,A,M24N3ACRM044N,A0100,A0100A0130,A0100A0130A0130008,ZFRT,1.0,0,-19795,-19795,0,-34020,-30929,-21775,-19795,0,0,0,0,0,0,0,0,0,0,0,-19795,-11134,EA,KRW
10,X,101116.0,N,26N,A,A,X26NDXBK0036N,A0100,A0100A0130,A0100A0130A0130002,ZFRT,7.0,5,722725,722725,845000,795000,722725,794998,722725,0,0,0,185000,185000,185000,0,0,0,0,0,537725,0,EA,KRW
10,M,100237.0,N,26S,A,A,M26S3ATSQ0161,L0100,L0100L0120,L0100L0120L0120018,ZFRT,1.0,-1,-40773,-40773,-69000,-69000,-62728,-44850,-40773,0,0,0,-12311,-12311,-12180,-131,0,0,0,0,-28462,-21955,EA,KRW
10,X,101084.0,N,26S,A,A,X26SDMTP29061,L0100,L0100L0130,L0100L0130L0130016,ZFRT,6.0,1,64606,64606,119000,107680,97888,71067,64606,0,0,0,21580,21580,21580,0,0,0,0,0,43026,33282,EA,KRW
10,I,106214.0,N,24N,A,A,I24N7ASXJB64N,A0100,A0100A0150,A0100A0150A0150007,ZFRT,11.0,1,63000,63000,99000,69300,63000,69300,63000,0,0,0,19751,19751,19630,121,0,0,0,0,43249,0,EA,KRW
10,X,105175.0,N,25F,A,A,X25FDXHD73056,L0100,L0100L0120,L0100L0120L0120004,ZFRT,5.0,4,252000,252000,396000,277200,252000,277200,252000,0,0,0,93160,93160,93160,0,0,0,0,0,158840,0,EA,KRW
10,I,100882.0,N,25N,A,A,I25N7ASHJB95N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,11.0,1,89182,89182,109000,98100,89182,98100,89182,0,0,0,21240,21240,21190,50,0,0,0,0,67942,0,EA,KRW
10,X,103638.0,N,25F,A,A,X25FDXHD31054,L0100,L0100L0120,L0100L0120L0120004,ZFRT,6.0,1,43470,43470,99000,69300,63000,47817,43470,0,0,0,23330,23330,23330,0,0,0,0,0,20140,19530,EA,KRW
10,X,101128.0,N,25S,C,C,X25SDMTR29051,L0100,L0100L0120,L0100L0120L0120017,ZFRT,1.0,5,288110,288110,695000,417000,379090,316921,288110,0,0,0,143900,143900,143900,0,0,0,0,0,144210,90980,EA,KRW
10,V,105868.0,N,26S,A,A,V26SVDDH36361,L0100,L0100L0110,L0100L0110L0110030,ZFRT,7.0,1,891818,891818,1090000,981000,891818,981000,891818,0,0,0,162477,162477,156290,6187,0,0,0,0,729341,0,EA,KRW
10,X,105723.0,N,25F,A,A,X25FDWDJ95056,L0100,L0100L0110,L0100L0110L0110005,ZFRT,7.0,1,253636,253636,299000,279000,253636,279000,253636,0,0,0,48600,48600,48600,0,0,0,0,0,205036,0,EA,KRW
10,M,100340.0,N,25N,A,A,M25N3ABKM035N,A0100,A0100A0130,A0100A0130A0130002,ZFRT,8.0,37,1505234,1505234,6623000,1655760,1505234,1655757,1505234,1505234,0,0,920671,920671,918710,1961,920671,0,0,0,584563,0,EA,KRW
10,X,101078.0,N,25S,C,C,X25SDMTP23051,L0100,L0100L0130,L0100L0130L0130016,ZFRT,7.0,1,69364,69364,109000,76300,69364,76300,69364,0,0,0,22360,22360,22360,0,0,0,0,0,47004,0,EA,KRW
10,X,104613.0,N,25S,C,C,X25SDMSBL1053,L0100,L0100L0130,L0100L0130L0130010,ZFRT,5.0,1,43909,43909,69000,48300,43909,48300,43909,0,0,0,12360,12360,12360,0,0,0,0,0,31549,0,EA,KRW
10,M,104628.0,N,22N,A,A,M22N3ACP0802N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,5.0,1,32727,32727,36000,36000,32727,36000,32727,0,0,0,6147,6147,5810,337,0,0,0,0,26580,0,EA,KRW
10,M,100470.0,Y,26N,A,A,M26N3ASXDP26N,A0100,A0100A0150,A0100A0150A0150007,ZFRT,6.0,3,232200,232200,387000,387000,351819,255420,232200,0,0,0,66177,66177,66060,117,0,0,0,0,166023,119619,EA,KRW
10,X,101193.0,N,25F,A,A,X25FDXDV53056,L0100,L0100L0110,L0100L0110L0110007,ZFRT,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EA,KRW
10,M,100346.0,N,25N,A,A,M25N3ACPBB25N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,2.0,2,55236,55236,98000,98000,89090,60760,55236,0,0,0,13162,13162,13060,102,0,0,0,0,42074,33854,EA,KRW
10,M,103659.0,N,25N,A,A,M25N3ACPV185N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,6.0,1,28509,28509,49000,49000,44545,31360,28509,0,0,0,6287,6287,6240,47,0,0,0,0,22222,16036,EA,KRW
10,M,100192.0,N,26S,A,A,M26S3ATSM0263,L0100,L0100L0120,L0100L0120L0120018,ZFRT,1.0,1,57150,57150,99000,99010,90000,62865,57150,0,0,0,16021,16021,15890,131,0,0,0,0,41129,32850,EA,KRW
10,I,100715.0,N,26S,A,A,I26S7AS2B0161,L0100,L0100L0160,L0100L0160L0160015,ZFRT,1.0,2,170672,170672,298000,298000,270908,187739,170672,0,0,0,67532,67532,67280,252,0,0,0,0,103140,100236,EA,KRW
10,M,100363.0,N,25N,A,A,M25N3ABMMV55N,A0100,A0100A0130,A0100A0130A0130003,ZFRT,6.0,2,112964,112964,218000,218000,198182,124260,112964,0,0,0,35474,35474,35380,94,0,0,0,0,77490,85218,EA,KRW
10,M,100348.0,N,25F,A,A,M25F3FDJB2056,L0100,L0100L0110,L0100L0110L0110005,ZFRT,2.0,2,325782,325782,578000,578000,525454,358360,325782,0,0,0,87118,87118,86860,258,0,0,0,0,238664,199672,EA,KRW
10,M,100176.0,N,25N,A,A,M25N3ASXE035N,A0100,A0100A0150,A0100A0150A0150007,ZFRT,1.0,9,774387,774387,1521000,1352110,1229184,851826,774387,0,0,0,233451,233451,233100,351,0,0,0,0,540936,454797,EA,KRW
10,I,100752.0,N,25F,A,A,I25F7APDB0156,L0100,L0100L0110,L0100L0110L0110018,ZFRT,1.0,2,182128,182128,318000,318000,289092,200341,182128,0,0,0,81512,81512,81260,252,0,0,0,0,100616,106964,EA,KRW
10,X,101241.0,N,26S,A,A,X26SDMMT35061,L0100,L0100L0120,L0100L0120L0120009,ZFRT,1.0,2,114509,114509,198000,188000,170909,125960,114509,0,0,0,40800,40800,40800,0,0,0,0,0,73709,56400,EA,KRW
10,M,104397.0,N,26N,A,A,M26N3ACPB126N,A0100,A0100A0140,A0100A0140A0140003,ZFRT,6.0,2,57910,57910,98000,98000,89092,63701,57910,0,0,0,14648,14648,14540,108,0,0,0,0,43262,31182,EA,KRW
10,M,100184.0,N,23N,A,A,M23N3ASHBCW3N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,6.0,-1,-43977,-43977,-129000,-64490,-58636,-48375,-43977,0,0,0,-20324,-20324,-20200,-124,0,0,0,0,-23653,-14659,EA,KRW
10,X,101301.0,N,24N,A,A,X24NDXSH5524N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,5.0,1,75818,75818,139000,83400,75818,83400,75818,0,0,0,29200,29200,29200,0,0,0,0,0,46618,0,EA,KRW
10,X,101128.0,N,25F,A,A,X25FDMDJ71056,L0100,L0100L0110,L0100L0110L0110005,ZFRT,1.0,1,96845,96845,169000,159000,144545,106530,96845,0,0,0,41560,41560,41560,0,0,0,0,0,55285,47700,EA,KRW
10,X,101171.0,N,25F,A,A,X25FDWDJ9K056,L0100,L0100L0110,L0100L0110L0110005,ZFRT,1.0,-1,-315000,-315000,-550000,-550000,-500000,-346500,-315000,0,0,0,-138370,-138370,-138370,0,0,0,0,0,-176630,-185000,EA,KRW
10,X,101134.0,N,25F,A,A,X25FDXSS71056,L0100,L0100L0110,L0100L0110L0110024,ZFRT,1.0,1,90208,90208,169000,152660,138782,99229,90208,0,0,0,34170,34170,34170,0,0,0,0,0,56038,48574,EA,KRW
10,X,106036.0,N,25F,A,A,X25FDWDJ64056,L0100,L0100L0110,L0100L0110L0110005,ZFRT,3.0,2,670908,670908,738000,738000,670908,737999,670908,0,0,0,135840,135840,135840,0,0,0,0,0,535068,0,EA,KRW
10,M,100315.0,N,26S,A,A,M26S3AWPB0461,L0100,L0100L0130,L0100L0130L0130017,ZFRT,1.0,2,161746,161746,278000,278000,252728,177921,161746,0,0,0,47842,47842,47580,262,0,0,0,0,113904,90982,EA,KRW
10,M,106026.0,Y,25F,A,A,M25F3AMTE0256,L0100,L0100L0120,L0100L0120L0120009,ZFRT,3.0,2,198180,198180,218000,218000,198180,217998,198180,0,0,0,37078,37078,36820,258,0,0,0,0,161102,0,EA,KRW
10,X,101140.0,N,25F,A,A,X25FDWDJ9F056,L0100,L0100L0110,L0100L0110L0110005,ZFRT,1.0,1,131154,131154,249000,229000,208181,144269,131154,0,0,0,49440,49440,49440,0,0,0,0,0,81714,77027,EA,KRW
10,X,104051.0,N,25F,A,A,X25FDXTP69056,L0100,L0100L0130,L0100L0130L0130016,ZFRT,6.0,1,58464,58464,109000,109000,99091,64310,58464,0,0,0,18180,18180,18180,0,0,0,0,0,40284,40627,EA,KRW
10,X,101286.0,N,25N,A,A,X25NDXSH5145N,A0100,A0100A0150,A0100A0150A0150005,ZFRT,6.0,1,77400,77400,139000,129000,117273,85140,77400,0,0,0,30950,30950,30950,0,0,0,0,0,46450,39873,EA,KRW
10,V,104601.0,N,24F,C,C,V24FVDDJ30546,L0100,L0100L0110,L0100L0110L0110005,ZFRT,7.0,1,405000,405000,990000,445500,405000,445500,405000,0,0,0,161780,161780,161780,0,0,0,0,0,243220,0,EA,KRW
10,X,101129.0,N,21N,A,A,X21NDXLP2101N,A0100,A0100A0150,A0100A0150A0150002,ZFRT,1.0,1,32927,32927,59000,54060,49145,36220,32927,0,0,0,12441,12441,12200,241,0,0,0,0,20486,16218,EA,KRW
10,X,105762.0,N,26S,A,A,X26SDMTP37061,L0100,L0100L0130,L0100L0130L0130016,ZFRT,6.0,1,66391,66391,109000,109000,99091,73030,66391,0,0,0,20570,20570,20570,0,0,0,0,0,45821,32700,EA,KRW
10,X,101171.0,N,24F,C,C,X24FDWPT41044,L0100,L0100L0130,L0100L0130L0130009,ZFRT,1.0,-1,-35182,-35182,-129000,-51600,-46909,-38700,-35182,0,0,0,-29290,-29290,-29290,0,0,0,0,0,-5892,-11727,EA,KRW
