브랜드,유통채널,채널명,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익,지급수수료_중간관리수수료,지급수수료_중간관리수수료(직영),지급수수료_판매사원도급비(직영),지급수수료_판매사원도급비(면세),지급수수료_물류용역비,지급수수료_물류운송비,지급수수료_이천보관료,지급수수료_카드수수료,지급수수료_온라인위탁판매수수료,지급수수료_로열티,지급임차료_매장(변동),지급임차료_매장(고정),지급임차료_관리비,감가상각비_임차시설물,직접비 합계,직접이익
I,1.0,백화점,1434296700.0,1259501500.0,1145001156.0,729014973.0,355048586.0,373966387.0,150627760.0,0.0,0.0,0.0,28576476.0,7312373.0,26706274.0,0.0,0.0,43740898.0,0.0,0.0,0.0,41316000.0,298279781,75686606
I,2.0,면세점,297783100.0,297126010.0,270114003.0,162068205.0,69322214.0,92745991.0,0.0,0.0,0.0,49540632.0,6741356.0,1725281.0,6299978.0,0.0,0.0,9724092.0,0.0,1275000.0,0.0,2719000.0,78025339,14720652
I,3.0,직영점(가두),35012900.0,35012900.0,31829891.0,31829891.0,8397749.0,23432142.0,0.0,0.0,7103753.0,0.0,794462.0,203409.0,742498.0,0.0,0.0,1241366.0,2742686.0,0.0,0.0,1191000.0,14019174,9412968
I,4.0,자사몰,70786600.0,56975212.0,51800527.0,51800527.0,16439852.0,35360675.0,0.0,0.0,0.0,0.0,1292755.0,330816.0,1208256.0,0.0,0.0,2020221.0,0.0,0.0,0.0,0.0,4852048,30508627
I,5.0,제휴몰,312682900.0,270895140.0,246268213.0,246268213.0,76657077.0,169611136.0,0.0,0.0,0.0,0.0,6146338.0,1572837.0,5743990.0,0.0,72356795.0,9604460.0,0.0,0.0,0.0,0.0,95424420,74186716
I,6.0,대리점,124078900.0,117304100.0,106639952.0,68700562.0,29991179.0,38709383.0,0.0,0.0,0.0,0.0,2661500.0,681089.0,2487263.0,0.0,0.0,4122034.0,0.0,0.0,0.0,0.0,9951886,28757497
I,8.0,사입,2535235000.0,394444770.0,358585971.0,358585971.0,367718241.0,-9132270.0,0.0,0.0,0.0,0.0,8949392.0,2290016.0,8363795.0,0.0,0.0,21515158.0,0.0,0.0,0.0,0.0,41118361,-50250631
I,11.0,직영몰,96931800.0,88309430.0,80281226.0,80281226.0,23233112.0,57048114.0,0.0,10385544.0,0.0,0.0,2003544.0,512674.0,1872479.0,952423.0,0.0,3130968.0,19013291.0,0.0,2693836.0,6409000.0,46973759,10074355
I,99.0,기타,1089600.0,544800.0,495268.0,495268.0,278622.0,216646.0,0.0,0.0,0.0,0.0,12361.0,3163.0,0.0,0.0,0.0,29716.0,0.0,0.0,0.0,0.0,45240,171406
M,1.0,RF,266912800.0,248790700.0,226173436.0,143953479.0,46454029.0,97499450.0,23765958.0,0.0,0.0,0.0,4341375.0,1702182.0,5128443.0,0.0,0.0,10076744.0,0.0,293945.0,0.0,9493901.0,54802548,42696902
M,1.0,백화점,2042333100.0,1930655460.0,1755139783.0,1140578077.0,349880081.0,790697996.0,184427395.0,0.0,0.0,0.0,33689721.0,13209188.0,39797490.0,0.0,0.0,79840465.0,0.0,2281055.0,0.0,73674099.0,426919413,363778583
M,2.0,면세점,4463018700.0,4178958400.0,3799052719.0,2355416416.0,675000806.0,1680415610.0,0.0,0.0,0.0,237226802.0,72922582.0,28591716.0,86142896.0,0.0,0.0,164879149.0,0.0,6525000.0,0.0,11870000.0,608158145,1072257465
M,3.0,RF,382833100.0,288483510.0,262257675.0,262257675.0,63425766.0,198831909.0,0.0,0.0,19441613.0,0.0,5033985.0,1973781.0,5946715.0,6026967.0,0.0,12063853.0,1864244.0,144291091.0,5904018.0,16300507.0,218846774,-20014865
M,3.0,직영점(가두),963134600.0,865822920.0,787110426.0,787110426.0,158223142.0,628887284.0,0.0,0.0,58349850.0,0.0,15108431.0,5923882.0,17847795.0,18088655.0,0.0,36207080.0,5595131.0,433058909.0,17719649.0,48922493.0,656821875,-27934591
M,4.0,RF,155513000.0,97973190.0,89066538.0,89066538.0,26177359.0,62889179.0,0.0,0.0,0.0,0.0,1709667.0,670294.0,2019568.0,3081986.0,0.0,4097061.0,0.0,0.0,0.0,0.0,11578576,51310603
